# Les lignes C, R, G ou B etait < ou = 20 ont ete effacees
Sensor,date,,,time,,,latitude,longitude,altitude,Satellite,Humidity,T (_C),colorTem,lux,???,???,R,G,B,clear,tail,MSI,SLI,
S1,2020,04,18,22,15,42,45.412903,-71.867050,273.299990,10,36.90,11.50,60.00,2.40,40943,0.000000,1,0,0,0,UE
S2,2020,04,18,22,15,43,45.412903,-71.867043,274.000000,11,36.90,11.50,60.00,2.40,5953,6.680556,0,2,1,0,UE
S3,2020,04,18,22,15,44,45.412903,-71.867035,274.700010,10,38.60,10.30,60.00,2.40,0,0.000000,0,0,0,0,UE
S4,2020,04,18,22,15,45,45.412899,-71.867027,275.100010,10,38.60,10.30,60.00,2.40,16168,0.000000,0,1,1,0,UE
S5,2020,04,18,22,15,46,45.412899,-71.867020,275.899990,10,38.60,10.20,60.00,2.40,0,0.000000,0,0,0,0,UE
S6,2020,04,18,22,15,47,45.412903,-71.867004,276.399990,10,38.60,10.20,60.00,2.40,0,0.000000,0,0,0,0,UE
S1,2020,04,18,22,15,48,45.412899,-71.866997,277.200010,11,38.60,10.20,60.00,24.00,2410,0.334028,1,1,0,2,UE
S2,2020,04,18,22,15,49,45.412899,-71.866989,277.700010,11,38.60,10.20,60.00,24.00,1635,0.334028,4,2,1,7,UE
S3,2020,04,18,22,15,50,45.412895,-71.866982,278.299990,11,38.60,10.20,60.00,24.00,2184,0.334028,3,2,1,0,UE
S4,2020,04,18,22,15,51,45.412895,-71.866974,278.799990,11,38.60,10.20,60.00,24.00,1679,21889.844000,2,1,6,4,UE
S5,2020,04,18,22,15,52,45.412895,-71.866974,279.100010,11,38.60,10.20,60.00,24.00,1672,21890.512000,0,0,2,1,UE
S6,2020,04,18,22,15,53,45.412895,-71.866966,279.500000,11,38.60,10.20,60.00,24.00,5953,0.668056,0,2,1,0,UE
S1,2020,04,18,22,15,54,45.412895,-71.866959,279.899990,11,38.60,10.10,60.00,50.40,1866,0.636243,10,6,2,20,UE
S2,2020,04,18,22,15,56,45.412895,-71.866959,280.299990,11,38.60,10.10,60.00,50.40,1744,1.431548,43,18,7,73,UE
