# Les lignes C, R, G ou B etait < ou = 20 ont ete effacees
Sensor,date,,,time,,,latitude,longitude,altitude,Satellite,Humidity,T (_C),colorTem,lux,???,???,R,G,B,clear,tail,MSI,SLI,
S1,2020,08,04,00,03,05,0.000000,0.000000,0.000000,0,69.70,23.20,60.00,2.40,0,0.000000,0,0,0,0,UE
S2,2020,08,04,00,03,06,0.000000,0.000000,0.000000,0,69.70,23.20,60.00,2.40,0,0.000000,0,0,0,0,UE
S3,2020,08,04,00,03,07,0.000000,0.000000,0.000000,0,71.30,22.90,60.00,2.40,0,0.000000,0,0,0,0,UE
S4,2020,08,04,00,03,08,0.000000,0.000000,0.000000,0,71.30,22.90,60.00,2.40,0,0.000000,0,0,0,0,UE
S5,2020,08,04,00,03,09,0.000000,0.000000,0.000000,0,71.30,22.90,60.00,2.40,16168,3.340278,0,2,2,0,UE
S6,2020,08,04,00,03,10,0.000000,0.000000,0.000000,0,71.30,22.90,60.00,2.40,0,0.000000,0,0,0,0,UE
S1,2020,08,04,00,03,12,0.000000,0.000000,0.000000,0,71.30,22.80,60.00,24.00,0,0.000000,0,0,0,0,UE
S2,2020,08,04,00,03,13,0.000000,0.000000,0.000000,0,71.30,22.80,60.00,24.00,0,0.000000,0,0,0,1,UE
S3,2020,08,04,00,03,14,0.000000,0.000000,0.000000,0,71.30,22.80,60.00,24.00,8890,0.000000,1,1,1,0,UE
S4,2020,08,04,00,03,15,0.000000,0.000000,0.000000,0,71.30,22.80,60.00,24.00,1672,21890.176000,0,0,3,1,UE
S5,2020,08,04,00,03,16,0.000000,0.000000,0.000000,0,71.30,22.80,60.00,24.00,1648,21887.840000,3,2,16,4,UE
S6,2020,08,04,00,03,17,0.000000,0.000000,0.000000,0,71.30,22.80,60.00,24.00,16168,0.000000,0,1,1,0,UE
S1,2020,08,04,00,03,18,0.000000,0.000000,0.000000,0,71.30,22.80,60.00,50.40,0,0.000000,0,0,0,1,UE
S2,2020,08,04,00,03,19,0.000000,0.000000,0.000000,0,71.30,22.80,60.00,50.40,2872,0.159061,4,3,2,7,UE
S3,2020,08,04,00,03,20,0.000000,0.000000,0.000000,0,71.30,22.80,60.00,50.40,1635,0.000000,2,1,1,3,UE
S4,2020,08,04,00,03,22,0.000000,0.000000,0.000000,0,71.30,22.80,60.00,50.40,2872,0.159061,4,3,2,7,UE
S5,2020,08,04,00,03,23,0.000000,0.000000,0.000000,0,71.30,22.80,60.00,50.40,2932,1.113426,28,18,16,42,UE
S6,2020,08,04,00,03,24,0.000000,0.000000,0.000000,0,71.30,22.80,60.00,50.40,12893,0.159061,1,2,2,1,UE
S1,2020,08,04,00,03,25,0.000000,0.000000,0.000000,0,71.30,22.80,60.00,100.80,2410,0.079530,1,1,0,1,UE
S2,2020,08,04,00,03,26,0.000000,0.000000,0.000000,0,71.30,22.80,60.00,100.80,1866,0.159061,9,5,4,15,UE
S3,2020,08,04,00,03,28,0.000000,0.000000,0.000000,0,71.30,22.80,60.00,100.80,5883,0.079530,4,3,3,3,UE
S4,2020,08,04,00,03,29,0.000000,0.000000,0.000000,0,71.30,22.80,60.00,100.80,3662,0.238591,8,6,5,15,UE
S5,2020,08,04,00,03,30,0.000000,0.000000,0.000000,0,71.30,22.80,60.00,100.80,3046,1.113426,58,37,34,88,UE
S6,2020,08,04,00,03,31,0.000000,0.000000,0.000000,0,71.30,22.80,60.00,100.80,2831,0.000000,2,2,4,3,UE
S1,2020,08,04,00,03,33,0.000000,0.000000,0.000000,0,71.30,22.80,60.00,153.60,1635,0.000000,2,1,1,3,UE
S2,2020,08,04,00,03,34,0.000000,0.000000,0.000000,0,71.30,22.80,60.00,153.60,2174,0.260959,18,11,8,31,UE
