Sensor,date,,,time,,,latitude,longitude,altitude,Satellite,Humidity,T (_C),colorTem,lux,???,???,R,G,B,clear,tail,,
S3,2020,6,18,22,40,6,45.423733,-71.862556,226.8,13,51.7,23.5,60,614.4,1722,6.484836,1213,661,208,2271,OK,,
S4,2020,6,18,22,40,9,45.423756,-71.86245,226.5,13,51.7,23.5,60,614.4,1624,0.143528,66,32,24,93,UE,,
S5,2020,6,18,22,40,11,45.423759,-71.862221,225.10001,13,51.8,23.5,60,614.4,1647,0.717638,343,163,123,531,OK,,
S2,2020,6,18,22,40,19,45.423763,-71.861816,224.2,13,51.8,23.5,60,614.4,1625,0.234863,132,65,56,168,UE,,
S4,2020,6,18,22,40,24,45.423763,-71.861778,224.10001,13,51.8,23.5,60,614.4,1807,1.174316,570,249,160,925,OK,,
S5,2020,6,18,22,40,26,45.423744,-71.86171,224,13,51.8,23.5,60,614.4,1625,0.182671,76,38,28,119,UE,,
S6,2020,6,18,22,40,28,45.423637,-71.861641,224.2,13,51.8,23.5,60,614.4,1980,1.187364,300,176,121,532,OK,,
S2,2020,6,18,22,40,33,45.423306,-71.861633,228.39999,13,51.7,23.4,60,614.4,2224,0.260959,98,57,51,140,UE,,
S4,2020,6,18,22,40,38,45.422955,-71.861641,231.8,13,51.7,23.4,60,614.4,2164,1.030789,625,257,168,947,OK,,
S6,2020,6,18,22,40,43,45.422657,-71.861633,233.3,13,51.7,23.5,60,614.4,1721,0.861165,260,139,93,456,UE,,
S1,2020,6,18,22,40,46,45.422569,-71.86161,236,13,51.7,23.5,60,614.4,1621,7.541721,2780,1343,872,4735,OK,,
S2,2020,6,18,22,40,48,45.422504,-71.861534,238.10001,13,51.7,23.4,60,614.4,1811,0.495822,158,87,65,282,UE,,
S4,2020,6,18,22,40,53,45.422516,-71.861183,234.89999,13,51.7,23.4,60,614.4,2838,0.495822,139,89,78,231,UE,,
S2,2020,6,18,22,41,3,45.422737,-71.860542,230.8,13,51.8,23.4,60,614.4,2171,1.40918,936,396,290,1499,OK,,
S3,2020,6,18,22,41,5,45.422905,-71.860512,229,13,51.8,23.4,60,614.4,1675,0.104384,48,25,21,70,UE,,
S4,2020,6,18,22,41,8,45.423031,-71.860497,227.7,13,51.8,23.3,60,614.4,1996,0.260959,164,71,52,248,UE,,
S5,2020,6,18,22,41,10,45.423218,-71.860481,227.7,13,51.8,23.3,60,614.4,1959,0.156576,80,44,42,119,UE,,
S6,2020,6,18,22,41,13,45.423328,-71.860451,225,13,51.9,23.3,60,614.4,1647,0.378391,133,68,48,224,UE,,
S2,2020,6,18,22,41,18,45.423611,-71.860283,223.8,13,52,23.4,60,614.4,2013,0.561062,348,150,109,528,OK,,
S3,2020,6,18,22,41,20,45.423729,-71.860176,223,13,52.1,23.4,60,614.4,1708,0.169623,72,38,32,104,UE,,
S4,2020,6,18,22,41,22,45.423901,-71.859993,221.89999,13,52.1,23.3,60,614.4,1634,2.713976,1093,517,345,1827,OK,,
S5,2020,6,18,22,41,25,45.424004,-71.859871,221.39999,13,52.3,23.4,60,614.4,1879,0.247911,90,50,41,135,UE,,
S6,2020,6,18,22,41,27,45.424145,-71.859718,221.10001,13,52.3,23.4,60,614.4,1746,0.70459,207,112,75,357,UE,,
S2,2020,6,18,22,41,32,45.424385,-71.859558,219.10001,13,52.4,23.3,60,614.4,2357,1.40918,911,364,233,1420,OK,,
S3,2020,6,18,22,41,35,45.424488,-71.859535,218.8,13,52.5,23.3,60,614.4,2696,0.169623,57,35,32,78,UE,,
S4,2020,6,18,22,41,37,45.424637,-71.859505,218.8,13,52.5,23.3,60,614.4,1692,1.370036,592,269,174,980,OK,,
S5,2020,6,18,22,41,40,45.424747,-71.859505,217.5,13,52.5,23.3,60,614.4,1665,3.627333,1489,684,434,2417,OK,,
S2,2020,6,18,22,41,47,45.425022,-71.859726,218.2,13,52.5,23.3,60,614.4,2074,0.521918,302,126,83,481,UE,,
S4,2020,6,18,22,41,52,45.425091,-71.860077,218.2,13,52.4,23.2,60,614.4,1704,0.247911,87,46,34,142,UE,,
S5,2020,6,18,22,41,54,45.425102,-71.860298,218,13,52.3,23.2,60,614.4,1634,0.978597,339,171,115,575,OK,,
S6,2020,6,18,22,41,57,45.425133,-71.86042,217.89999,13,52.3,23.2,60,614.4,1953,0.548014,143,83,58,249,UE,,
S1,2020,6,18,22,41,59,45.425224,-71.860519,217,13,52.3,23.2,60,614.4,2449,0.469727,109,70,53,194,UE,,
S2,2020,6,18,22,42,2,45.425312,-71.860535,216.10001,13,52.3,23.2,60,614.4,2032,3.862196,2144,895,574,3421,OK,,
S3,2020,6,18,22,42,4,45.425453,-71.860542,216.60001,13,52.3,23.2,60,614.4,1780,0.13048,48,26,21,71,UE,,
S4,2020,6,18,22,42,7,45.42556,-71.860542,216.8,13,52.3,23.2,60,614.4,1772,0.534966,265,118,80,421,UE,,
S5,2020,6,18,22,42,9,45.425667,-71.860542,216.8,13,52.2,23.2,60,614.4,2540,3.39247,710,471,345,1284,OK,,
S6,2020,6,18,22,42,11,45.425823,-71.860542,216.7,13,52.2,23.2,60,614.4,1893,0.521918,142,81,56,247,UE,,
S1,2020,6,18,22,42,14,45.425934,-71.86055,216.10001,13,52.2,23.2,60,614.4,2802,0.169623,39,26,21,70,UE,,
S2,2020,6,18,22,42,16,45.426071,-71.860542,216.3,13,52.2,23.2,60,614.4,2734,2.648736,2012,781,514,3107,OK,,
S4,2020,6,18,22,42,21,45.426239,-71.860466,213.89999,13,52.3,23.2,60,614.4,1629,2.5574,1196,606,508,1876,OK,,
S5,2020,6,18,22,42,24,45.426266,-71.860367,211.5,13,52.3,23.2,60,614.4,1822,2.68788,1453,647,468,2294,OK,,
S2,2020,6,18,22,42,31,45.426254,-71.859825,206.3,13,52.4,23.2,60,614.4,3427,0.391439,427,170,136,618,OK,,
S4,2020,6,18,22,42,36,45.426254,-71.859589,203.8,13,52.3,23.2,60,614.4,1634,2.479112,857,432,291,1436,OK,,
S5,2020,6,18,22,42,38,45.426254,-71.859512,203.10001,13,52.3,23.1,60,614.4,2161,12.212891,7350,3027,1988,11493,OK,,
S6,2020,6,18,22,42,41,45.42625,-71.859474,202.60001,13,52.3,23.1,60,614.4,1902,0.665446,184,105,74,311,UE,,
S1,2020,6,18,22,42,43,45.426212,-71.859413,202.10001,13,52.3,23.1,60,614.4,2538,2.244249,508,331,253,894,OK,,
S2,2020,6,18,22,42,46,45.426151,-71.859413,202.3,12,52.3,23.1,60,614.4,1833,7.437337,3644,1581,1014,5912,OK,,
S3,2020,6,18,22,42,48,45.426056,-71.859451,203.5,12,52.3,23.1,60,614.4,1665,0.861165,381,177,122,610,OK,,
S4,2020,6,18,22,42,51,45.425995,-71.859444,204.2,12,52.3,23.1,60,614.4,3043,0.795925,213,140,123,368,OK,,
S5,2020,6,18,22,42,53,45.425976,-71.859352,204.2,12,52.3,23.1,60,614.4,2021,0.221815,73,42,34,114,UE,,
S6,2020,6,18,22,42,56,45.42601,-71.859291,203.7,13,52.3,23.1,60,614.4,2021,0.561062,142,84,59,240,UE,,
S2,2020,6,18,22,43,1,45.426208,-71.859291,203.10001,13,52.2,23.1,60,614.4,1854,1.252604,658,288,198,1036,OK,,
S3,2020,6,18,22,43,3,45.426289,-71.859283,202.3,13,52.1,23,60,614.4,1778,0.469727,166,90,71,279,UE,,
S4,2020,6,18,22,43,5,45.426437,-71.859261,201.7,13,52.2,23.1,60,614.4,1910,1.135173,426,237,202,656,OK,,
S5,2020,6,18,22,43,8,45.426556,-71.859253,200.60001,13,52.1,23.1,60,614.4,3629,0.404487,107,73,67,143,UE,,
S6,2020,6,18,22,43,10,45.426743,-71.859245,199.39999,13,52.1,23.1,60,614.4,2382,0.417535,105,66,51,177,UE,,
S2,2020,6,18,22,43,15,45.427044,-71.859245,198.8,13,52.1,23,60,614.4,1777,0.939453,530,242,188,822,OK,,
S3,2020,6,18,22,43,18,45.427158,-71.859261,199.39999,13,52.2,23,60,614.4,3752,0.391439,71,55,45,134,UE,,
S4,2020,6,18,22,43,20,45.427349,-71.859253,199.39999,13,52.2,23,60,614.4,1660,1.40918,632,295,207,1016,OK,,
S5,2020,6,18,22,43,23,45.427479,-71.859261,198.7,13,52.2,23,60,614.4,1915,4.371067,1127,649,441,1948,OK,,
S6,2020,6,18,22,43,25,45.427605,-71.859261,197.39999,13,52.3,23,60,614.4,2046,0.469727,127,75,55,221,UE,,
S2,2020,6,18,22,43,30,45.427898,-71.859268,195.3,13,52.5,23,60,614.4,1645,6.093397,1972,1004,651,3434,OK,,
S3,2020,6,18,22,43,32,45.428082,-71.859268,193.3,13,52.6,23,60,614.4,2136,0.234863,79,46,39,114,UE,,
S4,2020,6,18,22,43,35,45.4282,-71.859268,190.5,13,52.7,23,60,614.4,1630,1.187364,515,247,179,833,OK,,
S5,2020,6,18,22,43,37,45.428375,-71.859261,188.8,13,52.7,23,60,614.4,1818,5.662814,2754,1200,772,4342,OK,,
S6,2020,6,18,22,43,40,45.42849,-71.859253,188.7,13,52.7,22.9,60,614.4,2200,0.247911,62,38,28,105,UE,,
S1,2020,6,18,22,43,42,45.428658,-71.859283,187.5,13,52.8,22.9,60,614.4,2362,0.260959,65,41,31,117,UE,,
S2,2020,6,18,22,43,45,45.428761,-71.859314,186.39999,13,52.8,23,60,614.4,2029,1.774523,999,419,274,1601,OK,,
S3,2020,6,18,22,43,47,45.428879,-71.859344,185.8,13,52.9,22.9,60,614.4,1737,1.252604,348,188,119,623,OK,,
S4,2020,6,18,22,43,50,45.428917,-71.85936,186.39999,13,52.9,22.9,60,614.4,2531,3.979628,2430,896,437,3820,OK,,
S5,2020,6,18,22,43,52,45.428925,-71.859352,186.60001,13,52.9,22.9,60,614.4,3743,65.526848,5770,6049,3623,16372,OK,,
S6,2020,6,18,22,43,54,45.428928,-71.859344,186.60001,13,52.9,22.9,60,614.4,3041,9.368435,1232,1000,628,2913,OK,,
S1,2020,6,18,22,43,57,45.428925,-71.859337,187.3,12,52.9,22.9,60,614.4,4012,58.820202,4535,5245,3139,13851,OK,,
S2,2020,6,18,22,43,59,45.428921,-71.859352,186.60001,12,52.9,22.9,60,614.4,2314,3.888292,764,498,327,1594,OK,,
S3,2020,6,18,22,44,2,45.428913,-71.859329,188.89999,13,52.9,22.9,60,614.4,2410,1.265652,208,144,85,428,UE,,
S4,2020,6,18,22,44,4,45.428902,-71.859306,191.3,13,52.9,22.9,60,614.4,2421,4.279731,2472,920,439,3869,OK,,
S5,2020,6,18,22,44,7,45.428898,-71.859299,192.39999,13,52.9,22.9,60,614.4,3738,65.631233,5765,6049,3614,16393,OK,,
S6,2020,6,18,22,44,9,45.428898,-71.859291,192.39999,13,52.7,22.8,60,614.4,3043,9.316243,1222,993,623,2896,OK,,
S1,2020,6,18,22,48,33,45.421913,-71.849472,180.7,15,56.2,21.5,60,50.4,2436,3.976521,104,63,55,171,UE,,
S5,2020,6,18,22,48,37,45.421898,-71.849464,180.89999,15,56.1,21.5,60,50.4,1777,3.340278,143,64,45,226,UE,,
S1,2020,6,18,22,48,40,45.421898,-71.849457,181,15,56.2,21.6,60,100.8,2253,1.749669,85,51,42,143,UE,,
S5,2020,6,18,22,48,45,45.421898,-71.849457,180.89999,15,56,21.5,60,100.8,1796,3.419808,288,128,89,453,UE,,
S1,2020,6,18,22,48,47,45.421898,-71.849457,180.89999,15,56,21.5,60,153.6,2234,2.244249,173,103,86,291,UE,,
S5,2020,6,18,22,48,53,45.421902,-71.849457,180.89999,14,55.9,21.5,60,153.6,1766,4.697266,591,265,185,929,OK,,
S6,2020,6,18,22,48,54,45.421902,-71.849457,180.8,14,55.9,21.5,60,153.6,1620,0.730686,77,38,28,126,UE,,
S1,2020,6,18,22,48,55,45.421898,-71.849457,181,14,55.9,21.5,60,614.4,2216,0.665446,211,125,105,362,OK,,
S2,2020,6,18,22,48,57,45.421879,-71.849449,181,14,55.9,21.5,60,614.4,1621,1.617947,718,358,284,1197,OK,,
S4,2020,6,18,22,49,2,45.421741,-71.849365,181.2,15,55.7,21.4,60,614.4,1751,0.626302,324,147,107,513,OK,,
S5,2020,6,18,22,49,5,45.421604,-71.849289,181.3,15,55.7,21.4,60,153.6,2629,0.521918,42,26,23,60,UE,,
S1,2020,6,18,22,49,8,45.421398,-71.849174,182.2,15,55.7,21.4,60,614.4,1802,0.287055,116,63,53,203,UE,,
S2,2020,6,18,22,49,11,45.421303,-71.849136,182.5,15,55.6,21.4,60,614.4,1952,1.043837,549,231,144,881,OK,,
S3,2020,6,18,22,49,13,45.42115,-71.849091,183.39999,15,55.6,21.3,60,614.4,3763,0.430583,96,69,61,144,UE,,
S4,2020,6,18,22,49,16,45.421047,-71.849075,183.7,15,55.6,21.3,60,614.4,1714,0.247911,126,58,43,193,UE,,
S5,2020,6,18,22,49,18,45.420914,-71.849022,183.7,15,55.6,21.3,60,614.4,1713,0.195719,102,47,35,160,UE,,
S2,2020,6,18,22,49,26,45.420841,-71.848526,187.5,15,55.6,21.3,60,614.4,1629,0.169623,75,36,26,125,UE,,
S4,2020,6,18,22,49,30,45.420872,-71.848061,188.5,15,55.6,21.3,60,614.4,3194,0.70459,99,80,54,221,UE,,
S5,2020,6,18,22,49,33,45.420879,-71.8479,188.5,15,55.6,21.2,60,614.4,2466,1.096029,206,139,93,429,UE,,
S2,2020,6,18,22,49,40,45.420933,-71.847343,189.60001,15,55.7,21.2,60,614.4,2176,0.287055,66,41,28,126,UE,,
S4,2020,6,18,22,49,45,45.421139,-71.84726,189.89999,15,55.8,21.2,60,614.4,2537,0.50887,95,65,44,184,UE,,
S5,2020,6,18,22,49,48,45.421249,-71.847267,189.2,15,55.8,21.2,60,614.4,2279,0.991645,206,132,89,397,UE,,
S2,2020,6,18,22,49,55,45.42152,-71.847488,188,15,55.8,21.2,60,614.4,3159,0.339247,45,37,24,100,UE,,
S3,2020,6,18,22,50,12,45.420918,-71.848099,186.60001,15,55.7,21,60,614.4,2105,0.430583,98,60,40,190,UE,,
S4,2020,6,18,22,50,15,45.420872,-71.848198,186.2,15,55.8,21.1,60,614.4,1633,0.117432,59,30,25,87,UE,,
S2,2020,6,18,22,50,24,45.420856,-71.848885,183.39999,15,55.8,21,60,614.4,3241,0.313151,42,35,23,89,UE,,
S3,2020,6,18,22,50,27,45.420811,-71.848969,183.8,15,55.9,21,60,614.4,2082,0.234863,62,37,27,111,UE,,
S4,2020,6,18,22,50,29,45.420696,-71.849014,183.8,15,55.8,20.9,60,614.4,1811,0.221815,128,58,45,190,UE,,
S1,2020,6,18,22,50,37,45.420345,-71.848999,185,14,55.9,20.9,60,614.4,2582,0.274007,88,54,48,149,UE,,
S2,2020,6,18,22,50,39,45.420208,-71.848938,185.2,15,55.8,20.9,60,614.4,2239,0.404487,276,115,82,434,UE,,
S3,2020,6,18,22,50,42,45.420143,-71.848831,186.39999,15,55.9,20.9,60,614.4,1714,0.117432,51,27,22,81,UE,,
S4,2020,6,18,22,50,44,45.420124,-71.848679,186.39999,15,55.9,20.9,60,614.4,1943,0.521918,285,122,82,448,UE,,
S5,2020,6,18,22,50,47,45.420124,-71.848442,186.8,15,55.9,20.9,60,614.4,1760,0.234863,93,50,41,154,UE,,
S6,2020,6,18,22,50,49,45.420132,-71.848274,186.5,15,55.9,20.9,60,614.4,1757,0.221815,72,39,28,121,UE,,
S2,2020,6,18,22,50,54,45.420143,-71.847839,188.2,15,56,20.9,60,614.4,1780,0.221815,116,52,37,182,UE,,
S3,2020,6,18,22,50,56,45.420139,-71.847603,189.89999,15,56.1,20.9,60,614.4,4102,0.939453,147,122,99,348,UE,,
S4,2020,6,18,22,50,59,45.420128,-71.847435,190.5,15,56.1,20.8,60,614.4,1683,1.330892,694,326,255,1114,OK,,
S5,2020,6,18,22,51,1,45.420097,-71.847168,190.5,15,56.2,20.8,60,614.4,1894,0.861165,344,190,166,552,OK,,
S6,2020,6,18,22,51,4,45.420063,-71.847,190.7,15,56.2,20.8,60,614.4,1825,0.247911,70,39,27,121,UE,,
S1,2020,6,18,22,51,6,45.420021,-71.846764,191,15,56.3,20.8,60,614.4,2038,0.156576,50,29,23,86,UE,,
S2,2020,6,18,22,51,9,45.419991,-71.846596,191.3,15,56.3,20.8,60,614.4,2580,1.34394,969,382,253,1507,OK,,
S3,2020,6,18,22,51,11,45.419971,-71.846443,191.5,15,56.4,20.8,60,614.4,1903,0.221815,71,40,31,114,UE,,
S4,2020,6,18,22,51,13,45.420033,-71.846245,191.7,15,56.5,20.8,60,614.4,2052,0.339247,209,89,63,319,UE,,
S5,2020,6,18,22,51,16,45.420128,-71.846184,192,20,56.5,20.7,60,614.4,1653,0.182671,70,36,27,108,UE,,
S6,2020,6,18,22,51,18,45.4203,-71.846153,192.5,20,56.5,20.7,60,614.4,1796,1.056885,297,164,111,512,OK,,
S2,2020,6,18,22,51,23,45.420601,-71.846138,192.8,20,56.5,20.7,60,614.4,2353,0.365343,268,112,84,387,UE,,
S4,2020,6,18,22,51,28,45.420887,-71.846123,193.3,20,56.6,20.7,60,614.4,1894,1.839762,921,392,244,1502,OK,,
S5,2020,6,18,22,51,31,45.420994,-71.846092,195.39999,20,56.6,20.7,60,614.4,1850,4.214491,1103,623,412,1945,OK,,
S6,2020,6,18,22,51,33,45.421089,-71.846031,194.2,20,56.7,20.7,60,614.4,1878,3.32723,844,482,316,1486,OK,,
S2,2020,6,18,22,51,38,45.42115,-71.845665,194.60001,20,56.8,20.7,60,614.4,1982,0.313151,183,78,53,290,UE,,
S4,2020,6,18,22,51,43,45.421143,-71.845245,195.8,20,56.9,20.6,60,614.4,1825,3.275038,1581,686,435,2591,OK,,
S5,2020,6,18,22,51,45,45.421127,-71.845032,196.2,20,56.9,20.6,60,614.4,1885,19.454508,4841,2775,1799,8696,OK,,
S6,2020,6,18,22,51,48,45.42107,-71.844925,197.10001,20,57,20.6,60,614.4,1988,0.195719,53,31,22,93,UE,,
S2,2020,6,18,22,51,53,45.420822,-71.844872,197.60001,20,57,20.6,60,614.4,1722,0.887261,304,162,121,517,OK,,
S3,2020,6,18,22,51,55,45.420647,-71.844879,197.60001,20,57,20.6,60,614.4,2060,0.287055,70,42,29,128,UE,,
S4,2020,6,18,22,51,58,45.420528,-71.84491,198.3,20,57.1,20.6,60,614.4,1624,0.587158,235,113,77,381,UE,,
S5,2020,6,18,22,52,0,45.420406,-71.84494,197.89999,20,57,20.6,60,614.4,2186,1.657091,368,229,157,673,OK,,
S6,2020,6,18,22,52,3,45.420231,-71.845039,197.10001,20,57.1,20.6,60,614.4,1806,1.21346,341,189,128,592,OK,,
S2,2020,6,18,22,52,7,45.419945,-71.845215,196.2,15,57.2,20.5,60,614.4,2611,1.604899,1172,460,303,1821,OK,,
S3,2020,6,18,22,52,10,45.419853,-71.845284,195.10001,20,57.3,20.5,60,614.4,1766,0.495822,252,113,79,393,UE,,
S4,2020,6,18,22,52,12,45.419746,-71.845314,195.5,20,57.3,20.5,60,614.4,2263,1.21346,788,323,219,1271,OK,,
S5,2020,6,18,22,52,15,45.419685,-71.845261,197.10001,20,57.4,20.5,60,614.4,2074,1.931098,1163,491,340,1870,OK,,
S6,2020,6,18,22,52,17,45.419643,-71.845078,197.10001,20,57.5,20.5,60,614.4,1924,0.469727,121,70,47,215,UE,,
S2,2020,6,18,22,52,22,45.419632,-71.844681,196.8,15,57.5,20.4,60,614.4,2295,4.240587,2640,1058,666,4229,OK,,
S3,2020,6,18,22,52,25,45.419617,-71.844528,197.39999,15,57.5,20.4,60,614.4,1621,0.208767,94,46,35,145,UE,,
S4,2020,6,18,22,52,27,45.419594,-71.844376,197.89999,20,57.5,20.4,60,614.4,2413,1.591851,1051,417,266,1662,OK,,
S5,2020,6,18,22,52,30,45.419552,-71.84417,198.3,20,57.6,20.4,60,614.4,2171,7.802679,1949,1186,875,3421,OK,,
S6,2020,6,18,22,52,32,45.419514,-71.844032,198,20,57.7,20.5,60,614.4,1860,0.534966,151,85,60,259,UE,,
S2,2020,6,18,22,52,37,45.419373,-71.843681,199.10001,15,57.7,20.4,60,614.4,2830,0.430583,349,136,93,539,UE,,
S4,2020,6,18,22,52,42,45.419209,-71.84333,199.8,20,57.8,20.4,60,614.4,2918,4.097059,3238,1223,772,4932,OK,,
S5,2020,6,18,22,52,44,45.419113,-71.843117,199.8,20,57.9,20.4,60,614.4,1908,6.615315,1740,998,687,3056,OK,,
S6,2020,6,18,22,52,47,45.419056,-71.842972,200.5,20,57.9,20.4,60,614.4,1738,0.57411,188,101,73,319,UE,,
S2,2020,6,18,22,52,52,45.418945,-71.842621,201.39999,20,58,20.4,60,614.4,1655,3.90134,1401,721,524,2396,OK,,
S4,2020,6,18,22,52,56,45.418858,-71.84227,202.2,20,58,20.3,60,614.4,2935,0.743734,618,237,158,946,OK,,
S5,2020,6,18,22,52,59,45.418827,-71.842125,202.60001,20,58,20.3,60,614.4,1963,0.195719,67,38,31,103,UE,,
S6,2020,6,18,22,53,1,45.418785,-71.841919,203.10001,20,58,20.3,60,614.4,1759,0.456679,140,76,53,242,UE,,
S1,2020,6,18,22,53,4,45.418751,-71.841774,202.8,20,58.1,20.3,60,614.4,1933,0.208767,73,41,34,127,UE,,
S2,2020,6,18,22,53,6,45.418709,-71.84156,202.7,20,58.1,20.3,60,614.4,2812,2.335585,1801,690,444,2833,OK,,
S3,2020,6,18,22,53,9,45.418678,-71.841415,202.60001,20,58.1,20.3,60,614.4,1621,0.182671,73,36,25,117,UE,,
S4,2020,6,18,22,53,11,45.418671,-71.841202,202.60001,20,58.1,20.3,60,614.4,2282,1.670139,1032,414,260,1623,OK,,
S5,2020,6,18,22,53,14,45.418716,-71.841072,202.2,20,58.2,20.3,60,614.4,1878,3.001031,1505,645,409,2371,OK,,
S6,2020,6,18,22,53,16,45.4188,-71.841011,201.60001,20,58.2,20.2,60,614.4,1738,0.247911,78,42,29,132,UE,,
S2,2020,6,18,22,53,21,45.419048,-71.841003,201.7,20,58.3,20.2,60,614.4,2392,2.035482,1309,517,321,2052,OK,,
S3,2020,6,18,22,53,23,45.419216,-71.841034,201.7,20,58.2,20.2,60,614.4,1834,0.13048,51,28,23,75,UE,,
S4,2020,6,18,22,53,26,45.419319,-71.84108,201.3,20,58.3,20.2,60,614.4,1663,3.222846,1339,617,398,2220,OK,,
S5,2020,6,18,22,53,28,45.419468,-71.841202,200.3,20,58.3,20.2,60,614.4,1823,3.653429,965,540,353,1694,OK,,
S6,2020,6,18,22,53,31,45.419556,-71.841278,200.8,20,58.2,20.1,60,614.4,1856,0.430583,117,66,45,203,UE,,
S2,2020,6,18,22,53,36,45.419769,-71.841499,201,20,58.3,20.1,60,614.4,2221,1.905002,1159,470,299,1861,OK,,
S3,2020,6,18,22,53,38,45.419903,-71.841606,201,20,58.3,20.1,60,614.4,3279,0.352295,67,49,39,141,UE,,
S4,2020,6,18,22,53,41,45.419987,-71.841682,200.89999,20,58.4,20.2,60,614.4,2233,0.482775,314,129,87,482,UE,,
S5,2020,6,18,22,53,43,45.420074,-71.841759,200.8,20,58.3,20.1,60,614.4,1972,0.848117,225,131,93,391,UE,,
S6,2020,6,18,22,53,46,45.420174,-71.841927,200.10001,20,58.4,20.1,60,614.4,1857,0.652398,183,103,72,315,UE,,
S2,2020,6,18,22,53,50,45.420135,-71.842278,199.7,20,58.4,20.1,60,614.4,1640,2.870551,1222,578,403,2063,OK,,
S4,2020,6,18,22,53,55,45.420055,-71.842613,199.8,20,58.4,20.1,60,614.4,2093,8.050591,4471,1829,1117,7243,OK,,
S5,2020,6,18,22,53,58,45.420052,-71.842751,199.8,20,58.4,20.1,60,614.4,1678,8.233262,3433,1565,989,5545,OK,,
S6,2020,6,18,22,54,0,45.420067,-71.842972,199.8,20,58.4,20.1,60,614.4,1809,0.443631,134,74,53,231,UE,,
S2,2020,6,18,22,54,5,45.420139,-71.843292,199.39999,20,58.4,20,60,614.4,2481,0.365343,258,103,69,397,UE,,
S4,2020,6,18,22,54,10,45.4202,-71.843544,198.5,20,58.5,20,60,614.4,1991,3.053223,1653,694,443,2669,OK,,
S5,2020,6,18,22,54,13,45.420261,-71.843719,198,20,58.5,20,60,614.4,1804,4.919081,2381,1043,677,3814,OK,,
S6,2020,6,18,22,54,15,45.4203,-71.843811,197.89999,20,58.5,20,60,614.4,1741,0.495822,158,85,61,268,UE,,
S2,2020,6,18,22,54,20,45.420464,-71.843842,198.2,20,58.5,20,60,614.4,2515,0.469727,343,137,93,539,UE,,
S3,2020,6,18,22,54,22,45.420597,-71.843796,197.3,20,58.6,20,60,614.4,3593,0.156576,37,26,23,53,UE,,
S4,2020,6,18,22,54,25,45.420696,-71.843758,196.8,20,58.6,20,60,614.4,5417,1.304796,2507,738,342,3618,OK,,
S5,2020,6,18,22,54,27,45.420856,-71.843727,196.8,20,58.6,20,60,614.4,1668,8.363742,1727,895,287,3126,OK,,
S2,2020,6,18,22,54,35,45.421276,-71.843819,191.5,20,58.7,19.9,60,614.4,1967,0.091336,68,31,27,86,UE,,
S3,2020,6,18,22,54,37,45.421391,-71.843895,191.60001,20,58.8,19.9,60,614.4,5061,0.221815,59,43,42,70,UE,,
S4,2020,6,18,22,54,40,45.421551,-71.844055,191.10001,20,58.9,20,60,614.4,4634,1.226508,1586,483,209,2358,OK,,
S5,2020,6,18,22,54,42,45.421638,-71.844177,191,20,59,19.9,60,614.4,1733,6.889323,2362,989,363,3865,OK,,
S2,2020,6,18,22,54,49,45.42194,-71.844719,189.89999,20,59.1,19.9,60,614.4,1687,0.156576,89,42,34,116,UE,,
S4,2020,6,18,22,54,54,45.422157,-71.844963,189.7,20,59.2,19.9,60,614.4,2592,0.260959,175,65,34,262,UE,,
S4,2020,6,18,22,55,9,45.422073,-71.84597,193.60001,20,59.3,19.9,60,614.4,2228,0.169623,101,40,23,147,UE,,
S6,2020,6,18,22,55,14,45.422081,-71.846207,193.8,20,59.2,19.8,60,614.4,2286,0.848117,461,174,81,725,UE,,
S1,2020,6,18,22,55,16,45.422009,-71.846222,194,20,59.2,19.8,60,614.4,1644,2.805311,617,310,100,1119,OK,,
S2,2020,6,18,22,55,19,45.42197,-71.846161,194.5,20,59.2,19.8,60,614.4,3601,0.182671,163,54,25,244,UE,,
S4,2020,6,18,22,55,24,45.422016,-71.84584,193.2,20,59.2,19.8,60,614.4,3508,0.561062,124,88,76,217,UE,,
S1,2020,6,18,22,55,31,45.422165,-71.845245,189.7,20,59.2,19.8,60,614.4,1673,1.40918,286,149,46,528,UE,,
S2,2020,6,18,22,55,33,45.422264,-71.845123,188.3,20,59.2,19.8,60,614.4,3852,1.839762,1783,576,258,2694,OK,,
S3,2020,6,18,22,55,36,45.422367,-71.845123,187.39999,20,59.2,19.8,60,614.4,1687,2.466064,504,266,91,940,UE,,
S4,2020,6,18,22,55,38,45.422546,-71.84523,185.5,20,59.3,19.8,60,614.4,2510,0.63935,172,108,89,295,UE,,
S1,2020,6,18,22,55,46,45.423038,-71.845566,185,20,59.8,19.7,60,614.4,1645,4.031819,1188,527,187,1952,OK,,
S2,2020,6,18,22,55,48,45.423183,-71.845642,185,20,59.9,19.7,60,614.4,3290,1.91805,1491,493,200,2298,OK,,
S4,2020,6,18,22,55,53,45.42334,-71.845398,186.7,20,60,19.7,60,614.4,2842,0.652398,512,195,124,780,OK,,
S5,2020,6,18,22,55,56,45.423405,-71.8452,187.3,20,60,19.7,60,614.4,2136,2.818359,743,446,336,1331,OK,,
S6,2020,6,18,22,55,58,45.423477,-71.844963,187.60001,20,60.1,19.7,60,614.4,1621,0.691542,215,102,52,363,UE,,
S2,2020,6,18,22,56,3,45.42366,-71.84433,188.5,20,60.6,19.7,60,614.4,3380,0.182671,173,64,42,262,UE,,
