Sensor,date,,,time,,,latitude,longitude,altitude,Satellite,Humidity,T (_C),colorTem,lux,???,???,R,G,B,clear,tail,MSI,SLI,,
S4,2020,5,5,23,30,13,45.382851,-71.963982,214.60001,14,47.2,7,60,614.4,2012,0.234863,168,75,62,266,UE,0.172,0.320,,
S5,2020,5,5,23,30,16,45.382839,-71.963768,214.3,14,47.2,7,60,614.4,5249,0.208767,51,38,37,79,UE,0.426,0.529,,
S6,2020,5,5,23,30,18,45.382824,-71.963615,214.10001,14,47.2,7,60,614.4,34625,855.09802,75,29,32,105,UE,0.020,0.078,,
S1,2020,5,5,23,30,21,45.382805,-71.963402,213.5,15,47.2,7,60,614.4,2192,0.600206,225,130,117,362,OK,0.290,0.429,,
S2,2020,5,5,23,30,23,45.382793,-71.963272,212.89999,15,47.2,7,60,614.4,1801,0.404487,301,142,129,442,OK,0.188,0.323,,
S3,2020,5,5,23,30,26,45.382763,-71.963127,212.5,15,47.2,7,60,614.4,1744,1.40918,517,277,220,932,OK,0.248,0.410,,
S4,2020,5,5,23,30,28,45.382721,-71.963081,212.2,15,47.2,7.1,60,614.4,4347,43.4758,3872,4251,2896,11759,OK,0.488,0.632,,
S5,2020,5,5,23,30,30,45.382626,-71.963097,212.2,14,47.2,7,60,614.4,3393,0.913357,159,121,94,293,UE,0.396,0.550,,
S6,2020,5,5,23,30,33,45.382538,-71.963127,212,14,47.2,7,60,614.4,2023,0.06524,55,25,22,80,UE,0.174,0.313,,
S1,2020,5,5,23,30,35,45.382404,-71.963181,212,14,47.2,7,60,614.4,1761,1.330892,264,147,60,478,UE,0.126,0.311,,
S2,2020,5,5,23,30,38,45.382313,-71.963219,211.7,15,47.2,7.1,60,614.4,1650,2.074625,538,274,134,1002,OK,0.150,0.334,,
S3,2020,5,5,23,30,40,45.382221,-71.963249,211.7,15,47.2,7.1,60,614.4,2007,0.756782,168,101,63,329,UE,0.251,0.436,,
S4,2020,5,5,23,30,43,45.38208,-71.963295,211.39999,14,47.2,7.1,60,614.4,2506,0.691542,212,130,113,343,OK,0.318,0.462,,
S5,2020,5,5,23,30,45,45.381981,-71.963326,211.5,13,47.2,7,60,614.4,5685,0.143528,30,24,23,47,UE,0.461,0.562,,
S1,2020,5,5,23,30,50,45.381737,-71.963409,211,15,47.1,7,60,614.4,4813,0.169623,30,25,22,62,UE,0.465,0.587,,
S2,2020,5,5,23,30,53,45.381599,-71.963463,210.7,15,47.1,7,60,614.4,2720,0.313151,74,49,39,142,UE,0.341,0.499,,
S3,2020,5,5,23,30,55,45.381516,-71.963493,210.60001,15,47.1,7,60,614.4,2132,0.391439,103,62,46,186,UE,0.288,0.459,,
S4,2020,5,5,23,30,57,45.381397,-71.963547,210.60001,15,47.1,7,60,614.4,2384,0.978597,324,194,171,504,OK,0.307,0.450,,
S5,2020,5,5,23,31,0,45.381351,-71.963615,211,15,47.1,7,60,614.4,5741,0.300103,61,49,47,80,UE,0.463,0.564,,
S2,2020,5,5,23,31,7,45.381355,-71.96389,212.89999,15,47.1,7,60,614.4,1756,0.117432,60,32,29,95,UE,0.250,0.388,,
S3,2020,5,5,23,31,10,45.381355,-71.963997,214.8,15,47.1,7,60,614.4,5235,0.13048,30,23,22,50,UE,0.439,0.545,,
S4,2020,5,5,23,31,12,45.381355,-71.964073,215.8,15,47.1,7,60,614.4,1715,0.221815,126,59,48,195,UE,0.192,0.346,,
S1,2020,5,5,23,31,20,45.381363,-71.964325,216,14,47.1,7,60,614.4,4866,0.143528,29,23,21,60,UE,0.449,0.566,,
S3,2020,5,5,23,31,24,45.381374,-71.964546,216.5,14,47,7,60,614.4,2833,0.156576,51,32,29,80,UE,0.332,0.466,,
S4,2020,5,5,23,31,27,45.381386,-71.964645,216.8,14,47,7,60,614.4,1916,2.857503,1616,704,501,2787,OK,0.165,0.326,,
S5,2020,5,5,23,31,29,45.38139,-71.964798,216.8,14,47,7,60,614.4,1748,0.287055,112,60,49,178,UE,0.250,0.408,,
S6,2020,5,5,23,31,32,45.381386,-71.964905,217.5,14,47.1,7,60,614.4,1953,0.13048,136,65,65,205,UE,0.179,0.289,,
S1,2020,5,5,23,31,34,45.381386,-71.965065,217.89999,14,47,7,60,614.4,4081,0.195719,47,34,31,92,UE,0.404,0.528,,
S2,2020,5,5,23,31,37,45.381393,-71.965172,219.3,14,47,7,60,614.4,1660,0.234863,122,58,46,191,UE,0.198,0.357,,
S3,2020,5,5,23,31,39,45.38139,-71.965263,219.8,14,47,7,60,614.4,1813,2.609592,1259,549,352,2094,OK,0.159,0.326,,
S4,2020,5,5,23,31,42,45.381374,-71.965416,219.89999,14,47,7,60,614.4,3092,0.195719,61,39,36,92,UE,0.343,0.471,,
S5,2020,5,5,23,31,44,45.381371,-71.965523,220.2,14,47,7,60,614.4,2390,0.169623,55,33,29,90,UE,0.308,0.451,,
S2,2020,5,5,23,31,51,45.381374,-71.96579,222.7,14,47,7,60,614.4,1947,0.13048,91,41,34,140,UE,0.175,0.324,,
S3,2020,5,5,23,31,54,45.381386,-71.965881,223.8,14,47,7,60,614.4,6945,0.13048,28,23,23,44,UE,0.479,0.564,,
S4,2020,5,5,23,31,56,45.381393,-71.966011,223.8,14,46.9,7,60,614.4,4321,0.169623,40,29,27,61,UE,0.408,0.526,,
S5,2020,5,5,23,31,59,45.381397,-71.966072,226.10001,14,47,7,60,614.4,6855,0.117432,27,22,22,34,UE,0.475,0.560,,
S2,2020,5,5,23,32,6,45.381413,-71.966446,228.60001,14,46.9,7,60,614.4,2582,0.13048,44,27,24,66,UE,0.320,0.459,,
S3,2020,5,5,23,32,9,45.381454,-71.966606,229.10001,14,46.9,7,60,614.4,4554,0.169623,39,29,27,64,UE,0.421,0.537,,
S4,2020,5,5,23,32,11,45.381496,-71.96669,229.5,14,46.9,7,60,614.4,1635,0.743734,200,100,49,342,UE,0.147,0.330,,
S5,2020,5,5,23,32,14,45.381554,-71.966759,230,14,46.9,7,60,614.4,1718,1.461371,525,225,99,866,UE,0.108,0.269,,
S2,2020,5,5,23,32,21,45.381584,-71.966988,230.89999,14,46.9,7,60,614.4,1724,0.117432,49,26,22,76,UE,0.247,0.399,,
S4,2020,5,5,23,32,26,45.381481,-71.967171,230.7,14,46.9,7,60,614.4,2698,0.313151,76,50,40,134,UE,0.339,0.497,,
S3,2020,5,5,23,32,38,45.381214,-71.967644,230.39999,14,46.8,6.9,60,614.4,1748,0.495822,144,78,52,247,UE,0.229,0.409,,
S4,2020,5,5,23,32,41,45.381168,-71.967751,230.7,14,46.9,7,60,614.4,3091,0.521918,122,83,70,230,UE,0.364,0.509,,
S5,2020,5,5,23,32,43,45.38113,-71.967827,231.2,14,46.8,6.9,60,614.4,3319,0.521918,113,80,67,209,UE,0.381,0.526,,
S1,2020,5,5,23,32,48,45.381001,-71.968056,231.5,14,46.8,6.9,60,614.4,4945,0.169623,28,24,21,58,UE,0.476,0.597,,
S2,2020,5,5,23,32,50,45.380936,-71.968178,230,14,46.8,6.9,60,614.4,2654,0.260959,63,41,33,111,UE,0.336,0.492,,
S4,2020,5,5,23,32,55,45.380798,-71.968407,229.5,14,46.8,7,60,614.4,4650,0.313151,59,47,42,110,UE,0.448,0.569,,
S5,2020,5,5,23,32,58,45.380737,-71.968529,231.89999,14,46.8,7,60,614.4,5168,0.50887,90,75,68,172,UE,0.471,0.585,,
S1,2020,5,5,23,33,3,45.380592,-71.968758,231.8,14,46.9,7,60,614.4,4139,1.617947,276,222,186,535,OK,0.438,0.574,,
S2,2020,5,5,23,33,5,45.38055,-71.968842,231.89999,14,46.8,6.9,60,614.4,3258,1.252604,274,192,161,537,OK,0.376,0.522,,
S4,2020,5,5,23,33,10,45.380436,-71.969063,231.89999,14,46.8,6.9,60,614.4,3469,0.352295,71,52,43,134,UE,0.394,0.539,,
S5,2020,5,5,23,33,13,45.380348,-71.969215,232,14,46.8,7,60,614.4,4971,9.303195,760,915,661,2384,OK,0.541,0.670,,
S6,2020,5,5,23,33,15,45.380299,-71.969307,232.2,14,46.9,7,60,614.4,9676,0.091336,29,22,24,69,UE,0.438,0.495,,
S1,2020,5,5,23,33,17,45.380222,-71.969437,232.7,14,46.8,7,60,614.4,5990,0.208767,29,28,25,73,UE,0.533,0.639,,
S2,2020,5,5,23,33,20,45.38018,-71.969528,232.60001,14,46.8,7,60,614.4,4811,1.578803,199,189,153,528,OK,0.498,0.628,,
S3,2020,5,5,23,33,22,45.380096,-71.969681,232.60001,14,46.8,6.9,60,614.4,4310,0.13048,31,23,21,57,UE,0.417,0.539,,
S4,2020,5,5,23,33,25,45.380043,-71.969788,233.89999,14,46.8,7,60,614.4,2105,2.257297,1422,603,432,2333,OK,0.157,0.315,,
S5,2020,5,5,23,33,27,45.379997,-71.969879,233.89999,14,46.8,6.9,60,614.4,2295,3.39247,1110,659,573,1874,OK,0.302,0.448,,
S6,2020,5,5,23,33,30,45.379913,-71.970032,234,14,46.9,7,60,614.4,1644,0.117432,102,51,52,156,UE,0.201,0.306,,
S1,2020,5,5,23,33,32,45.379852,-71.970131,233.8,14,46.8,6.9,60,614.4,5047,0.169623,29,25,22,64,UE,0.480,0.599,,
S2,2020,5,5,23,33,35,45.379765,-71.970284,233.7,14,46.8,6.9,60,614.4,2757,0.326199,83,54,45,157,UE,0.341,0.491,,
S3,2020,5,5,23,33,37,45.379711,-71.970375,233.5,14,46.8,6.9,60,614.4,1692,0.965549,332,144,62,557,UE,0.105,0.268,,
S4,2020,5,5,23,33,40,45.379623,-71.970512,233.3,14,46.8,6.9,60,614.4,4331,0.835069,995,322,165,1457,OK,0.143,0.226,,
S5,2020,5,5,23,33,42,45.379555,-71.970612,233.3,14,46.8,6.9,60,614.4,1665,3.640381,784,405,144,1428,OK,0.083,0.259,,
S6,2020,5,5,23,33,44,45.379421,-71.970703,233.8,15,46.8,7,60,614.4,5335,0.052192,101,34,23,148,UE,0.125,0.227,,
S1,2020,5,5,23,33,47,45.379311,-71.970718,234,15,46.8,6.9,60,614.4,2884,0.221815,42,30,22,85,UE,0.355,0.521,,
S2,2020,5,5,23,33,49,45.379162,-71.970718,234,15,46.8,6.9,60,614.4,1972,0.874213,484,206,138,808,OK,0.156,0.318,,
S4,2020,5,5,23,33,54,45.378963,-71.970734,233.89999,20,46.8,6.9,60,614.4,3122,0.234863,65,43,38,107,UE,0.357,0.494,,
S5,2020,5,5,23,33,57,45.378845,-71.970734,234,20,46.8,6.9,60,614.4,3005,0.469727,127,83,73,210,UE,0.350,0.489,,
S6,2020,5,5,23,33,59,45.378777,-71.970734,234.2,20,46.8,6.9,60,614.4,1770,0.078288,49,26,26,80,UE,0.238,0.350,,
S1,2020,5,5,23,34,2,45.3787,-71.970726,234.39999,20,46.8,6.9,60,614.4,2823,0.430583,140,87,80,278,UE,0.328,0.459,,
S2,2020,5,5,23,34,4,45.378654,-71.970657,234.39999,20,46.8,6.9,60,614.4,1677,0.561062,267,124,89,449,UE,0.185,0.353,,
S4,2020,5,5,23,34,9,45.378654,-71.97036,234.39999,20,46.8,6.9,60,614.4,1630,0.195719,87,44,35,135,UE,0.223,0.385,,
S5,2020,5,5,23,34,11,45.378654,-71.970177,234.5,20,46.8,6.9,60,614.4,5443,0.221815,37,32,29,68,UE,0.488,0.599,,
S1,2020,5,5,23,34,16,45.378647,-71.969879,234.7,20,46.8,6.9,60,614.4,3478,0.195719,49,34,30,93,UE,0.380,0.514,,
S2,2020,5,5,23,34,19,45.378643,-71.969749,234.89999,20,46.8,6.9,60,614.4,1996,0.208767,72,41,34,120,UE,0.279,0.434,,
S3,2020,5,5,23,34,21,45.378639,-71.969627,234.89999,20,46.8,6.9,60,614.4,1733,4.305827,1442,772,574,2586,OK,0.241,0.412,,
S4,2020,5,5,23,34,24,45.378628,-71.969429,234.2,20,46.8,6.9,60,614.4,2559,0.195719,58,36,31,89,UE,0.323,0.469,,
S5,2020,5,5,23,34,26,45.378616,-71.969299,233.7,20,46.8,6.9,60,614.4,6285,0.208767,49,38,38,63,UE,0.449,0.539,,
S1,2020,5,5,23,34,31,45.378574,-71.968979,232.89999,20,46.8,6.9,60,614.4,2662,0.652398,172,110,92,317,UE,0.334,0.484,,
S2,2020,5,5,23,34,34,45.378532,-71.968796,232.60001,20,46.8,6.9,60,614.4,1623,0.208767,115,58,51,172,UE,0.223,0.367,,
S3,2020,5,5,23,34,36,45.378502,-71.968681,232.3,20,46.8,6.9,60,614.4,2055,3.301134,882,521,386,1642,OK,0.280,0.451,,
S4,2020,5,5,23,34,38,45.378487,-71.968506,231.3,20,46.8,6.9,60,614.4,2164,0.469727,128,77,59,225,UE,0.293,0.460,,
S5,2020,5,5,23,34,41,45.378521,-71.968407,231.2,20,46.8,6.9,60,614.4,4988,0.156576,30,24,22,51,UE,0.454,0.569,,
S6,2020,5,5,23,34,43,45.378574,-71.968269,231.2,20,46.8,6.9,60,614.4,2444,0.313151,275,119,101,476,OK,0.157,0.298,,
S1,2020,5,5,23,34,46,45.378605,-71.968163,231.39999,20,46.8,6.9,60,614.4,1860,15.514025,3259,1887,999,6379,OK,0.199,0.388,,
S2,2020,5,5,23,34,48,45.378624,-71.967987,231.5,20,46.8,6.9,60,614.4,1698,4.697266,1869,832,472,3249,OK,0.150,0.322,,
S3,2020,5,5,23,34,51,45.378632,-71.967873,232.10001,20,46.8,6.9,60,614.4,4362,0.300103,44,38,31,82,UE,0.462,0.598,,
S4,2020,5,5,23,34,53,45.378632,-71.967758,232.2,20,46.8,6.9,60,614.4,3513,0.182671,47,32,29,67,UE,0.374,0.503,,
S5,2020,5,5,23,34,56,45.378639,-71.96759,231.2,20,46.8,6.9,60,614.4,5895,0.208767,44,35,34,60,UE,0.459,0.557,,
S1,2020,5,5,23,35,1,45.378639,-71.967331,230.2,20,46.8,6.9,60,614.4,5149,0.143528,28,23,21,53,UE,0.466,0.579,,
S2,2020,5,5,23,35,3,45.378624,-71.967232,229.8,20,46.8,6.9,60,614.4,2074,0.195719,85,48,44,116,UE,0.279,0.413,,
S3,2020,5,5,23,35,5,45.37854,-71.96714,229.10001,20,46.8,6.9,60,614.4,2749,10.503608,1229,1002,515,3029,OK,0.289,0.470,,
S4,2020,5,5,23,35,8,45.378456,-71.967155,228.60001,20,46.8,6.9,60,614.4,2885,0.247911,66,43,37,105,UE,0.346,0.490,,
S5,2020,5,5,23,35,10,45.378353,-71.967224,228.60001,20,46.8,6.9,60,614.4,4020,0.156576,35,26,23,52,UE,0.413,0.542,,
S2,2020,5,5,23,35,18,45.378143,-71.967438,226.7,20,46.9,6.9,60,614.4,2530,0.156576,72,42,41,89,UE,0.294,0.411,,
S4,2020,5,5,23,35,23,45.378056,-71.967575,226.8,20,46.8,6.9,60,614.4,1773,2.139865,1040,462,310,1713,OK,0.167,0.335,,
S6,2020,5,5,23,35,28,45.378113,-71.967751,228.5,20,46.8,6.9,60,614.4,1695,0.091336,65,34,34,106,UE,0.230,0.342,,
S1,2020,5,5,23,35,30,45.378159,-71.967842,228.89999,20,46.8,6.9,60,614.4,3663,0.352295,86,60,54,169,UE,0.385,0.515,,
S2,2020,5,5,23,35,32,45.378227,-71.967987,229.8,20,46.8,6.8,60,614.4,1648,0.365343,171,81,60,289,UE,0.194,0.360,,
S4,2020,5,5,23,35,37,45.378323,-71.968193,230,20,46.8,6.8,60,614.4,2355,0.234863,69,42,35,114,UE,0.310,0.463,,
S5,2020,5,5,23,35,40,45.378365,-71.968262,231.60001,14,46.8,6.8,60,614.4,2283,0.313151,79,49,37,136,UE,0.303,0.471,,
S2,2020,5,5,23,35,47,45.378525,-71.96833,230.8,20,46.8,6.9,60,614.4,3366,0.221815,50,35,30,85,UE,0.380,0.520,,
S3,2020,5,5,23,35,50,45.378586,-71.968208,232,20,46.8,6.9,60,614.4,2248,1.017741,216,137,93,424,UE,0.290,0.468,,
S4,2020,5,5,23,35,52,45.378609,-71.968102,232.2,20,46.8,6.9,60,614.4,2171,0.339247,93,56,43,156,UE,0.294,0.460,,
S5,2020,5,5,23,35,55,45.378624,-71.967949,232.5,20,46.8,6.9,60,614.4,3444,0.195719,43,31,26,72,UE,0.389,0.533,,
S2,2020,5,5,23,36,2,45.378643,-71.967606,231.2,20,46.7,6.8,60,614.4,3248,0.352295,69,50,40,128,UE,0.382,0.534,,
S3,2020,5,5,23,36,4,45.378643,-71.967453,230.60001,20,46.7,6.8,60,614.4,5666,0.143528,38,28,28,48,UE,0.422,0.516,,
S4,2020,5,5,23,36,7,45.378643,-71.967354,229.8,20,46.8,6.9,60,614.4,1785,0.534966,147,81,53,252,UE,0.231,0.413,,
S5,2020,5,5,23,36,9,45.378624,-71.967247,229.8,20,46.7,6.8,60,614.4,3370,0.274007,57,41,34,91,UE,0.386,0.532,,
S6,2020,5,5,23,36,12,45.37859,-71.967216,227.5,20,46.8,6.9,60,614.4,3237,0.260959,298,124,107,507,OK,0.140,0.273,,
S1,2020,5,5,23,36,14,45.378502,-71.967178,226.7,20,46.7,6.8,60,614.4,2824,3.235894,352,299,149,858,OK,0.290,0.470,,
S2,2020,5,5,23,36,17,45.378391,-71.967255,226.39999,20,46.7,6.8,60,614.4,1724,1.905002,806,357,212,1361,OK,0.155,0.326,,
S4,2020,5,5,23,36,22,45.378246,-71.967392,227.3,20,46.7,6.8,60,614.4,2862,0.221815,70,44,40,113,UE,0.334,0.467,,
S5,2020,5,5,23,36,24,45.378189,-71.96743,225.10001,20,46.7,6.8,60,614.4,3399,0.221815,53,37,32,87,UE,0.380,0.519,,
S2,2020,5,5,23,36,31,45.377941,-71.967499,227.89999,20,46.7,6.9,60,614.4,1627,0.247911,112,54,40,185,UE,0.200,0.368,,
S4,2020,5,5,23,36,36,45.3778,-71.96727,227.8,20,46.7,6.9,60,614.4,2927,0.182671,51,33,29,80,UE,0.345,0.485,,
S5,2020,5,5,23,36,39,45.377735,-71.967171,226.60001,20,46.7,6.8,60,614.4,3443,0.182671,49,33,30,77,UE,0.368,0.498,,
S1,2020,5,5,23,36,44,45.377609,-71.966934,225,20,46.7,6.8,60,614.4,4247,0.169623,37,28,25,76,UE,0.423,0.549,,
S2,2020,5,5,23,36,46,45.377605,-71.966835,224.60001,20,46.7,6.8,60,614.4,1627,0.378391,159,80,62,271,UE,0.220,0.384,,
S3,2020,5,5,23,36,49,45.377663,-71.966698,224.5,20,46.7,6.8,60,614.4,2340,0.117432,42,25,22,66,UE,0.304,0.447,,
S4,2020,5,5,23,36,51,45.377712,-71.966637,224.2,20,46.7,6.8,60,614.4,2474,6.641411,4630,1849,1237,7668,OK,0.142,0.293,,
S5,2020,5,5,23,36,54,45.377792,-71.966553,223.5,20,46.7,6.8,60,614.4,1990,9.616346,3196,1820,1499,5615,OK,0.278,0.435,,
S6,2020,5,5,23,36,56,45.37785,-71.966492,224.2,20,46.7,6.8,60,614.4,1707,0.169623,141,69,68,222,UE,0.195,0.311,,
S2,2020,5,5,23,37,1,45.377998,-71.966301,224.10001,20,46.7,6.8,60,614.4,2433,0.456679,155,93,83,233,UE,0.309,0.448,,
S3,2020,5,5,23,37,3,45.378094,-71.966194,224.10001,20,46.7,6.8,60,614.4,1867,0.169623,67,37,31,107,UE,0.265,0.419,,
S4,2020,5,5,23,37,6,45.378155,-71.966118,225.89999,20,46.7,6.8,60,614.4,1743,6.132541,2323,1243,1007,4155,OK,0.249,0.408,,
S5,2020,5,5,23,37,8,45.378223,-71.966042,226.2,20,46.7,6.8,60,614.4,2779,0.260959,85,53,48,133,UE,0.329,0.464,,
S2,2020,5,5,23,37,16,45.378452,-71.965759,225.39999,20,46.7,6.8,60,614.4,3799,0.182671,47,33,30,78,UE,0.389,0.516,,
S3,2020,5,5,23,37,18,45.378521,-71.965714,226.3,20,46.7,6.8,60,614.4,1793,0.521918,170,93,70,293,UE,0.251,0.421,,
S4,2020,5,5,23,37,21,45.378613,-71.965714,226.7,20,46.7,6.8,60,614.4,1906,0.652398,262,145,127,441,OK,0.268,0.414,,
S5,2020,5,5,23,37,23,45.378674,-71.965759,227.2,20,46.7,6.8,60,614.4,2293,0.195719,64,38,33,96,UE,0.302,0.448,,
S6,2020,5,5,23,37,25,45.378704,-71.965889,227.8,15,46.7,6.8,60,614.4,2032,0.169623,159,74,70,246,UE,0.176,0.300,,
S1,2020,5,5,23,37,28,45.378704,-71.965965,226.39999,15,46.7,6.8,60,614.4,2139,2.035482,581,345,272,1055,OK,0.292,0.455,,
S2,2020,5,5,23,37,30,45.378651,-71.966042,226.39999,15,46.7,6.8,60,614.4,4804,1.14822,276,203,194,346,OK,0.418,0.527,,
S3,2020,5,5,23,37,33,45.378593,-71.966049,226.10001,15,46.7,6.9,60,614.4,2263,0.208767,69,41,35,102,UE,0.301,0.450,,
S4,2020,5,5,23,37,35,45.378487,-71.966019,227.10001,15,46.7,6.8,60,614.4,1644,0.417535,207,99,77,342,UE,0.200,0.361,,
S5,2020,5,5,23,37,38,45.378414,-71.965996,227.8,15,46.7,6.8,60,614.4,4025,0.182671,49,34,32,73,UE,0.387,0.505,,
S6,2020,5,5,23,37,40,45.378338,-71.965996,227.60001,15,46.7,6.8,60,614.4,4142,0.208767,349,151,148,536,OK,0.131,0.240,,
S1,2020,5,5,23,37,43,45.37822,-71.966072,226.89999,15,46.6,6.8,60,614.4,2052,5.31052,1640,951,766,2987,OK,0.284,0.444,,
S2,2020,5,5,23,37,45,45.378155,-71.966141,226.10001,15,46.7,6.8,60,614.4,1973,1.330892,752,321,218,1233,OK,0.158,0.319,,
S4,2020,5,5,23,37,50,45.37801,-71.966331,226.2,15,46.7,6.8,60,614.4,1828,1.069933,577,256,183,964,OK,0.171,0.334,,
S5,2020,5,5,23,37,52,45.377926,-71.966415,224.60001,15,46.7,6.8,60,614.4,1757,0.534966,195,105,83,324,UE,0.250,0.413,,
S6,2020,5,5,23,37,55,45.377872,-71.966476,224.10001,15,46.7,6.8,60,614.4,5228,0.156576,341,143,140,526,OK,0.115,0.222,,
S1,2020,5,5,23,37,57,45.3778,-71.966553,224.10001,15,46.6,6.8,60,614.4,1940,6.145589,1935,1098,865,3530,OK,0.272,0.436,,
S2,2020,5,5,23,38,0,45.37775,-71.966614,222.7,15,46.7,6.8,60,614.4,2406,1.98329,1378,559,386,2270,OK,0.146,0.298,,
S3,2020,5,5,23,38,2,45.377682,-71.966705,221.7,15,46.6,6.8,60,614.4,4519,0.182671,50,35,34,67,UE,0.393,0.501,,
S4,2020,5,5,23,38,5,45.377636,-71.966766,222.2,15,46.7,6.8,60,614.4,1657,0.913357,328,169,123,553,OK,0.223,0.396,,
S5,2020,5,5,23,38,7,45.37759,-71.966789,221.89999,15,46.7,6.8,60,614.4,2039,3.053223,893,520,405,1624,OK,0.282,0.447,,
S6,2020,5,5,23,38,10,45.377514,-71.966766,222.39999,15,46.7,6.8,60,614.4,1734,0.169623,110,58,58,175,UE,0.235,0.346,,
S2,2020,5,5,23,38,15,45.377377,-71.966522,221.5,15,46.6,6.8,60,614.4,1793,0.195719,91,49,44,133,UE,0.255,0.395,,
S3,2020,5,5,23,38,17,45.377316,-71.966415,221.10001,15,46.7,6.8,60,614.4,4567,0.13048,35,25,24,48,UE,0.403,0.513,,
S4,2020,5,5,23,38,19,45.377235,-71.966286,220.10001,15,46.6,6.8,60,614.4,2198,0.182671,65,38,33,104,UE,0.295,0.441,,
S5,2020,5,5,23,38,22,45.37719,-71.966209,219.39999,15,46.7,6.8,60,614.4,2340,0.247911,78,47,40,125,UE,0.308,0.457,,
S1,2020,5,5,23,38,27,45.377087,-71.966034,218.3,15,46.6,6.8,60,614.4,2918,0.534966,137,90,77,248,UE,0.349,0.494,,
S2,2020,5,5,23,38,29,45.376991,-71.965996,217.7,15,46.6,6.8,60,614.4,1621,0.234863,110,55,45,177,UE,0.220,0.376,,
S3,2020,5,5,23,38,32,45.376926,-71.966042,217.89999,15,46.7,6.8,60,614.4,3118,0.143528,41,27,24,69,UE,0.355,0.491,,
S4,2020,5,5,23,38,34,45.376884,-71.966125,217.5,15,46.7,6.8,60,614.4,2031,2.570448,1416,590,375,2340,OK,0.149,0.309,,
S5,2020,5,5,23,38,37,45.376823,-71.96627,217.8,15,46.6,6.8,60,614.4,2359,0.247911,76,46,39,114,UE,0.309,0.459,,
S6,2020,5,5,23,38,39,45.376797,-71.966393,218.39999,15,46.7,6.8,60,614.4,2325,0.247911,238,107,98,367,UE,0.164,0.294,,
S1,2020,5,5,23,38,42,45.376774,-71.966568,218.7,15,46.6,6.8,60,614.4,2783,0.482775,115,76,62,223,UE,0.345,0.498,,
S2,2020,5,5,23,38,44,45.376778,-71.96669,218.7,15,46.7,6.8,60,614.4,2015,0.991645,547,229,147,891,OK,0.150,0.311,,
S4,2020,5,5,23,38,49,45.376778,-71.966988,220.5,15,46.6,6.8,60,614.4,2697,0.391439,323,131,98,502,UE,0.144,0.291,,
S5,2020,5,5,23,38,51,45.376778,-71.967163,220.5,15,46.6,6.8,60,614.4,3468,0.13048,39,26,24,57,UE,0.365,0.491,,
S6,2020,5,5,23,38,54,45.376778,-71.967278,222.10001,15,46.6,6.8,60,614.4,2429,0.078288,85,39,38,131,UE,0.163,0.279,,
S1,2020,5,5,23,38,56,45.376781,-71.967461,222.10001,15,46.6,6.7,60,614.4,1779,4.462402,2216,987,678,3634,OK,0.170,0.336,,
S2,2020,5,5,23,38,59,45.376785,-71.967583,223.3,15,46.6,6.7,60,614.4,2120,2.727024,1746,742,540,2966,OK,0.158,0.315,,
S3,2020,5,5,23,39,1,45.376781,-71.967697,223.60001,15,46.6,6.8,60,614.4,4580,0.117432,32,23,22,54,UE,0.406,0.517,,
S4,2020,5,5,23,39,4,45.376785,-71.967865,224,15,46.6,6.7,60,614.4,2943,0.260959,61,41,34,104,UE,0.355,0.505,,
S5,2020,5,5,23,39,6,45.376781,-71.967987,224.3,15,46.6,6.7,60,614.4,2258,0.143528,49,29,25,82,UE,0.300,0.447,,
S2,2020,5,5,23,39,14,45.376785,-71.96843,225.7,15,46.6,6.8,60,614.4,3186,0.143528,39,26,23,64,UE,0.361,0.497,,
S3,2020,5,5,23,39,16,45.376785,-71.968544,225.7,15,46.7,6.8,60,614.4,5440,0.13048,28,22,21,48,UE,0.451,0.555,,
S4,2020,5,5,23,39,18,45.376789,-71.968712,225.8,15,46.6,6.7,60,614.4,5018,0.417535,671,212,115,987,OK,0.148,0.222,,
S5,2020,5,5,23,39,21,45.376793,-71.968826,226.10001,15,46.6,6.7,60,614.4,2971,0.156576,39,26,22,58,UE,0.355,0.501,,
S6,2020,5,5,23,39,23,45.376793,-71.969002,226.39999,15,46.6,6.8,60,614.4,34793,855.0849,114,33,24,160,UE,0.127,0.155,,
S1,2020,5,5,23,39,26,45.376793,-71.969109,226.60001,15,46.6,6.7,60,614.4,1713,3.575141,692,374,125,1300,OK,0.075,0.252,,
S2,2020,5,5,23,39,28,45.376789,-71.969223,226.89999,15,46.6,6.8,60,614.4,3361,1.356988,1108,370,163,1701,OK,0.131,0.221,,
S3,2020,5,5,23,39,31,45.376785,-71.969383,226.8,14,46.6,6.8,60,614.4,4574,0.143528,33,25,23,48,UE,0.428,0.546,,
S4,2020,5,5,23,39,33,45.376781,-71.96949,226.89999,14,46.6,6.7,60,614.4,2474,0.13048,126,55,48,189,UE,0.158,0.294,,
S1,2020,5,5,23,39,41,45.376801,-71.969894,228.3,14,46.6,6.8,60,614.4,4988,0.156576,30,24,22,62,UE,0.454,0.569,,
S2,2020,5,5,23,39,43,45.376801,-71.970001,228.7,14,46.6,6.7,60,614.4,2623,0.182671,54,34,29,89,UE,0.329,0.476,,
S3,2020,5,5,23,39,45,45.376801,-71.970161,229.10001,14,46.6,6.7,60,614.4,1664,2.740072,1229,637,541,2079,OK,0.236,0.388,,
