# Les lignes C, R, G ou B etait < ou = 20 ont ete effacees
Sensor,date,,,time,,,latitude,longitude,altitude,Satellite,Humidity,T (_C),colorTem,lux,???,???,R,G,B,clear,tail,MSI,SLI,
S3,2020,6,10,23,36,20,45.408302,-71.893776,163.2,20,63.1,18.6,60,614.4,1703,0.874213,268,142,95,454,UE,,,
S4,2020,6,10,23,36,22,45.408211,-71.894005,163.10001,20,63,18.6,60,614.4,3891,1.396132,1642,615,451,2462,OK,,,
S5,2020,6,10,23,36,25,45.408154,-71.894157,162.60001,20,63.1,18.6,60,614.4,1620,4.645073,1948,954,706,3210,OK,,,
S6,2020,6,10,23,36,27,45.408092,-71.894302,162.7,20,63.1,18.6,60,614.4,1718,1.043837,581,271,217,895,OK,,,
S1,2020,6,10,23,36,30,45.408001,-71.894501,163,20,63.1,18.6,60,614.4,1675,1.370036,622,324,278,1032,OK,,,
S2,2020,6,10,23,36,32,45.407928,-71.894638,162.89999,20,63.1,18.6,60,614.4,5881,0.534966,1671,563,416,2521,OK,,,
S3,2020,6,10,23,36,35,45.407818,-71.894852,162.8,20,63.1,18.6,60,614.4,1651,0.743734,332,156,110,545,OK,,,
S4,2020,6,10,23,36,37,45.407742,-71.894981,162.89999,20,63.1,18.6,60,614.4,2045,2.192057,1381,596,443,2225,OK,,,
S5,2020,6,10,23,36,39,45.407627,-71.89518,163.7,20,63.1,18.6,60,614.4,1629,4.292778,1826,875,627,2978,OK,,,
S6,2020,6,10,23,36,42,45.407551,-71.895287,164.2,20,63.1,18.6,60,614.4,1702,1.461371,488,258,186,846,OK,,,
S1,2020,6,10,23,36,44,45.407436,-71.895439,164.2,20,63.1,18.6,60,614.4,1621,10.112168,4274,2081,1532,7384,OK,,,
S2,2020,6,10,23,36,47,45.407368,-71.895546,166.89999,20,63.1,18.6,60,614.4,1631,8.455078,3370,1701,1287,5907,OK,,,
S3,2020,6,10,23,36,49,45.40728,-71.895645,168.89999,20,63.1,18.6,60,614.4,1770,3.301134,1000,545,385,1792,OK,,,
S4,2020,6,10,23,36,52,45.407173,-71.895828,169.60001,20,63.1,18.6,60,614.4,1632,1.826714,596,299,189,1057,OK,,,
S5,2020,6,10,23,36,54,45.407131,-71.895966,168.7,20,63.1,18.6,60,614.4,1704,2.439968,510,273,106,922,OK,,,
S6,2020,6,10,23,36,57,45.407135,-71.896187,169.3,20,63.1,18.6,60,614.4,2159,1.356988,713,279,143,1122,OK,,,
S1,2020,6,10,23,36,59,45.407185,-71.896309,169.60001,20,63.1,18.6,60,614.4,2007,2.713976,535,327,183,957,OK,,,
S2,2020,6,10,23,37,2,45.407299,-71.896454,170.39999,20,63.1,18.6,60,614.4,1626,1.122124,428,214,153,688,OK,,,
S3,2020,6,10,23,37,4,45.407383,-71.896545,170.2,20,63.1,18.6,60,614.4,3467,0.143528,36,25,22,54,UE,,,
S4,2020,6,10,23,37,6,45.407524,-71.89669,170.5,20,63.1,18.6,60,614.4,5640,0.469727,1092,330,177,1565,OK,,,
S5,2020,6,10,23,37,9,45.407616,-71.896782,170.5,20,63.1,18.6,60,614.4,1620,0.247911,92,45,29,141,UE,,,
S6,2020,6,10,23,37,11,45.407738,-71.896912,170.60001,20,63.1,18.6,60,614.4,1646,0.861165,304,139,74,502,UE,,,
S1,2020,6,10,23,37,14,45.407803,-71.89698,169.3,20,63.1,18.6,60,614.4,4165,3.222846,4269,1624,1270,6604,OK,,,
S2,2020,6,10,23,37,16,45.407879,-71.897057,169.10001,20,63.1,18.6,60,614.4,3577,1.122124,1224,472,357,1924,OK,,,
S3,2020,6,10,23,37,19,45.408012,-71.897179,170,20,63.1,18.6,60,614.4,2531,0.274007,61,40,30,112,UE,,,
S4,2020,6,10,23,37,21,45.408096,-71.897263,170.89999,15,63.1,18.6,60,614.4,3629,1.226508,1398,546,428,2160,OK,,,
S5,2020,6,10,23,37,24,45.408215,-71.897385,172.39999,20,63.1,18.6,60,614.4,2975,0.156576,158,65,53,229,UE,,,
S6,2020,6,10,23,37,26,45.408287,-71.897469,172.7,20,63.1,18.6,60,614.4,1736,0.691542,389,180,142,627,OK,,,
S1,2020,6,10,23,37,29,45.408333,-71.897636,173.39999,20,63.1,18.6,60,614.4,4514,3.170654,4594,1699,1294,6948,OK,,,
S2,2020,6,10,23,37,31,45.408298,-71.897743,174.10001,20,63.1,18.6,60,614.4,2086,0.991645,630,269,196,1013,OK,,,
S3,2020,6,10,23,37,33,45.408215,-71.897903,174.89999,20,63.1,18.6,60,614.4,1656,1.500515,699,329,241,1120,OK,,,
S4,2020,6,10,23,37,36,45.408169,-71.897964,174.5,20,63.1,18.6,60,614.4,1691,9.511962,5523,2622,2208,8961,OK,,,
S5,2020,6,10,23,37,38,45.408089,-71.897995,174.2,20,63.1,18.6,60,614.4,1843,0.756782,447,201,155,696,OK,,,
S6,2020,6,10,23,37,41,45.408024,-71.897942,174.8,20,63,18.6,60,614.4,1906,2.5574,685,392,273,1201,OK,,,
S1,2020,6,10,23,37,43,45.407959,-71.897881,174.8,20,63,18.5,60,614.4,2148,34.120415,6952,4363,2751,12558,OK,,,
S2,2020,6,10,23,37,46,45.407848,-71.897766,175,15,63,18.6,60,614.4,1629,14.104844,5315,2517,1593,9031,OK,,,
S3,2020,6,10,23,37,48,45.407768,-71.89769,174.7,20,63,18.6,60,614.4,2134,3.066271,789,475,353,1312,OK,,,
S4,2020,6,10,23,37,51,45.407639,-71.897568,173.8,20,63,18.6,60,614.4,5577,0.822021,4314,1430,1084,6559,OK,,,
S5,2020,6,10,23,37,53,45.407555,-71.897499,173.5,20,63,18.6,60,614.4,1620,0.874213,465,231,199,721,OK,,,
S6,2020,6,10,23,37,55,45.40741,-71.897385,175,20,63,18.6,60,614.4,1664,0.443631,256,123,105,392,OK,,,
S1,2020,6,10,23,37,58,45.407326,-71.897301,174.3,15,63.1,18.6,60,614.4,5883,0.234863,60,45,45,70,UE,,,
S2,2020,6,10,23,38,0,45.407196,-71.897194,174.3,15,63,18.6,60,614.4,4799,0.274007,473,185,160,660,OK,,,
S3,2020,6,10,23,38,3,45.407127,-71.897133,173.89999,15,63,18.5,60,614.4,1979,13.061007,3991,2288,1796,7034,OK,,,
S4,2020,6,10,23,38,5,45.407104,-71.897118,173.89999,15,63,18.6,60,614.4,5726,0.939453,4205,1429,1118,6355,OK,,,
S5,2020,6,10,23,38,8,45.407101,-71.897118,173.60001,20,63,18.6,60,614.4,2681,1.135173,401,243,227,543,OK,,,
S6,2020,6,10,23,38,10,45.407097,-71.897125,173.7,15,63.1,18.6,60,614.4,1675,2.270345,879,458,359,1456,OK,,,
S1,2020,6,10,23,38,13,45.407082,-71.897118,174.39999,20,63,18.6,60,614.4,1730,10.921142,3635,1944,1436,6279,OK,,,
S2,2020,6,10,23,38,15,45.407055,-71.89711,174.89999,20,63.1,18.6,60,614.4,1774,5.37576,2808,1266,921,4696,OK,,,
S3,2020,6,10,23,38,18,45.406986,-71.897186,173.60001,20,63,18.6,60,614.4,2583,0.626302,589,255,222,844,OK,,,
S4,2020,6,10,23,38,20,45.406948,-71.897285,174,20,63.1,18.6,60,614.4,1878,0.391439,271,124,105,385,OK,,,
S5,2020,6,10,23,38,22,45.406872,-71.897476,175.2,20,63,18.6,60,614.4,4030,0.234863,69,47,45,90,UE,,,
S6,2020,6,10,23,38,25,45.406811,-71.897583,176,20,63,18.6,60,614.4,1624,6.523979,2398,1192,823,3925,OK,,,
S1,2020,6,10,23,38,27,45.406757,-71.897758,176,20,63,18.6,60,614.4,2734,5.24528,1068,729,549,1923,OK,,,
S2,2020,6,10,23,38,30,45.406715,-71.897888,177,20,63,18.6,60,614.4,2427,2.413872,1653,663,443,2573,OK,,,
S3,2020,6,10,23,38,32,45.406654,-71.897995,177.39999,20,63,18.6,60,614.4,1738,0.730686,221,119,82,379,UE,,,
S4,2020,6,10,23,38,35,45.406586,-71.898163,178.5,20,63,18.6,60,614.4,1695,0,4395,1402,1073,6444,OK,,,
S5,2020,6,10,23,38,37,45.406532,-71.89827,180.10001,20,63,18.6,60,614.4,2129,0.287055,238,107,94,348,UE,,,
S6,2020,6,10,23,38,40,45.406452,-71.89843,182.8,20,63,18.6,60,614.4,3825,1.996338,2487,984,809,3805,OK,,,
S1,2020,6,10,23,38,42,45.406391,-71.898537,185.39999,20,63,18.6,60,614.4,1816,2.374729,1127,608,562,1838,OK,,,
S2,2020,6,10,23,38,45,45.406315,-71.898712,185.39999,20,63,18.6,60,614.4,2392,0.06524,2292,745,583,3399,OK,,,
S3,2020,6,10,23,38,47,45.406269,-71.898834,185.7,20,63,18.6,60,614.4,1810,1.043837,315,174,125,561,OK,,,
S4,2020,6,10,23,38,49,45.406181,-71.89901,185.7,20,63,18.6,60,614.4,55451,852.95819,5556,1659,1339,8098,OK,,,
S5,2020,6,10,23,38,52,45.40612,-71.899117,186.89999,20,63,18.6,60,614.4,1621,0.626302,384,192,177,556,OK,,,
S6,2020,6,10,23,38,54,45.406025,-71.899284,187.60001,20,63,18.7,60,614.4,2816,1.317844,1249,523,435,1930,OK,,,
S1,2020,6,10,23,38,57,45.405964,-71.899406,187.7,20,63,18.7,60,614.4,2064,0.169623,67,38,34,106,UE,,,
S2,2020,6,10,23,38,59,45.405907,-71.899521,187.89999,20,63,18.6,60,614.4,5234,0.06524,439,148,117,645,OK,,,
S3,2020,6,10,23,39,2,45.405823,-71.899666,189.5,20,63,18.6,60,614.4,1960,0.548014,160,92,69,274,UE,,,
S4,2020,6,10,23,39,4,45.405785,-71.899757,189.2,20,63,18.6,60,614.4,1653,1.291748,585,275,197,986,OK,,,
S5,2020,6,10,23,39,7,45.405701,-71.899925,190.7,20,62.9,18.6,60,614.4,1790,0.665446,210,115,84,345,UE,,,
S6,2020,6,10,23,39,9,45.405655,-71.900047,191.5,20,63,18.6,60,614.4,1938,0.561062,147,85,59,261,UE,,,
S1,2020,6,10,23,39,11,45.405647,-71.900208,192.7,20,62.9,18.6,60,614.4,2556,2.165961,583,367,306,992,OK,,,
S2,2020,6,10,23,39,14,45.405689,-71.900269,192.7,20,63,18.6,60,614.4,2089,0.50887,339,146,110,543,OK,,,
S3,2020,6,10,23,39,16,45.405815,-71.900307,192.7,20,62.9,18.6,60,614.4,1721,0.195719,81,43,35,129,UE,,,
S4,2020,6,10,23,39,19,45.405918,-71.900299,192.7,15,63,18.7,60,614.4,2523,0.156576,47,29,25,67,UE,,,
S6,2020,6,10,23,39,24,45.406197,-71.900284,192.60001,20,63,18.6,60,614.4,1946,0.208767,61,35,26,106,UE,,,
S1,2020,6,10,23,39,26,45.406311,-71.900284,192.8,20,63,18.6,60,614.4,1621,5.258327,2093,1015,709,3529,OK,,,
S2,2020,6,10,23,39,29,45.406479,-71.900269,192.7,20,63,18.6,60,614.4,1631,0.939453,392,187,131,676,OK,,,
S3,2020,6,10,23,39,31,45.406593,-71.900269,192.5,20,63,18.6,60,614.4,1848,0.156576,54,30,23,91,UE,,,
S4,2020,6,10,23,39,34,45.406761,-71.900269,192.60001,20,63,18.6,60,614.4,2261,0.417535,113,69,54,202,UE,,,
S6,2020,6,10,23,39,38,45.40704,-71.900261,191.7,20,63,18.7,60,614.4,1985,0.743734,201,117,85,355,UE,,,
S1,2020,6,10,23,39,41,45.40715,-71.900253,191.3,20,63,18.7,60,614.4,2669,0.665446,183,116,99,307,UE,,,
S2,2020,6,10,23,39,43,45.407295,-71.900269,191.3,20,63,18.6,60,614.4,2422,0.443631,156,93,84,219,UE,,,
S3,2020,6,10,23,39,46,45.407349,-71.900322,191.8,20,63,18.6,60,614.4,2100,0.247911,79,46,38,131,UE,,,
S4,2020,6,10,23,39,48,45.407368,-71.900414,191.7,20,63,18.6,60,614.4,1621,0.756782,292,144,101,493,OK,,,
S5,2020,6,10,23,39,51,45.407379,-71.900597,192.8,15,63.1,18.7,60,614.4,4384,3.027127,373,349,269,966,OK,,,
S6,2020,6,10,23,39,53,45.407379,-71.900749,193.39999,20,63,18.6,60,614.4,1625,1.435276,549,274,196,949,OK,,,
S1,2020,6,10,23,39,56,45.407383,-71.90097,194,15,63,18.6,60,614.4,2231,0.756782,230,137,114,412,OK,,,
S2,2020,6,10,23,39,58,45.407391,-71.901108,194.2,15,63,18.6,60,614.4,1634,0.469727,199,101,80,309,UE,,,
S3,2020,6,10,23,40,1,45.407398,-71.901276,194.10001,15,63,18.6,60,614.4,1979,0.195719,69,39,33,103,UE,,,
S4,2020,6,10,23,40,3,45.40741,-71.901306,193.89999,15,63,18.6,60,614.4,2048,0.169623,122,54,44,180,UE,,,
S5,2020,6,10,23,40,5,45.40741,-71.901306,193.8,15,63,18.6,60,614.4,2171,0.613254,137,85,58,242,UE,,,
S2,2020,6,10,23,40,13,45.40741,-71.901306,194.3,11,63,18.7,60,614.4,2487,0.57411,125,82,60,213,UE,,,
S3,2020,6,10,23,40,15,45.407413,-71.901314,194.60001,10,63,18.7,60,614.4,1628,0.221815,101,51,41,152,UE,,,
S4,2020,6,10,23,40,18,45.40741,-71.901314,193.8,11,63,18.6,60,614.4,1988,0.169623,119,53,43,177,UE,,,
S5,2020,6,10,23,40,20,45.40741,-71.901321,194.5,11,63,18.6,60,614.4,2171,0.613254,137,85,58,242,UE,,,
S2,2020,6,10,23,40,28,45.407413,-71.901321,195.7,12,63,18.7,60,614.4,2520,0.600206,125,83,60,214,UE,,,
S3,2020,6,10,23,40,30,45.407417,-71.901329,195.89999,14,62.9,18.6,60,614.4,1678,0.221815,92,48,39,139,UE,,,
S4,2020,6,10,23,40,32,45.407421,-71.901329,196.3,11,63,18.7,60,614.4,1988,0.169623,119,53,43,177,UE,,,
S5,2020,6,10,23,40,35,45.407429,-71.901329,196.39999,14,63,18.7,60,614.4,2081,0.57411,126,77,50,230,UE,,,
S2,2020,6,10,23,40,42,45.407448,-71.901329,195.60001,15,62.9,18.7,60,614.4,2338,0.495822,88,59,36,174,UE,,,
S3,2020,6,10,23,40,45,45.407444,-71.901329,195.89999,14,62.8,18.6,60,614.4,1629,0.169623,75,36,26,121,UE,,,
S4,2020,6,10,23,40,47,45.407452,-71.901329,196.89999,14,62.9,18.7,60,614.4,1936,0.182671,121,54,43,179,UE,,,
S5,2020,6,10,23,40,50,45.407452,-71.901337,197.7,13,62.8,18.6,60,614.4,2030,0.561062,128,77,50,232,UE,,,
S1,2020,6,10,23,48,11,45.407242,-71.901649,199,15,62,18.7,60,153.6,1620,3.549045,380,186,139,658,OK,,,
S4,2020,6,10,23,48,15,45.407047,-71.901649,199.60001,15,62,18.7,60,153.6,2341,1.461371,235,94,60,370,UE,,,
S6,2020,6,10,23,48,18,45.406879,-71.901657,200.3,15,62,18.7,60,153.6,1638,1.878906,158,80,53,264,UE,,,
S1,2020,6,10,23,48,19,45.406822,-71.901657,200.3,15,61.9,18.7,60,153.6,2447,1.304796,78,50,38,141,UE,,,
S2,2020,6,10,23,48,20,45.406712,-71.901665,200.3,15,61.9,18.7,60,614.4,2276,0.287055,185,75,49,295,UE,,,
S3,2020,6,10,23,48,22,45.406654,-71.901665,199.8,15,61.9,18.7,60,614.4,1686,2.244249,686,360,237,1218,OK,,,
S4,2020,6,10,23,48,25,45.406487,-71.901665,199.2,14,62,18.7,60,614.4,5325,0.57411,1121,385,272,1650,OK,,,
S5,2020,6,10,23,48,27,45.406368,-71.90168,199.7,15,62,18.8,60,614.4,1681,0.521918,199,104,81,304,UE,,,
S6,2020,6,10,23,48,30,45.406193,-71.901688,201,15,62,18.7,60,614.4,1804,0.339247,113,62,47,188,UE,,,
S1,2020,6,10,23,48,32,45.40609,-71.901688,201.10001,15,62.1,18.7,60,614.4,2474,1.865858,544,335,285,894,OK,,,
S2,2020,6,10,23,48,35,45.405926,-71.901688,201.2,14,62.1,18.8,60,614.4,1620,3.823052,1696,839,656,2861,OK,,,
S3,2020,6,10,23,48,37,45.405819,-71.901688,200.8,14,62.1,18.7,60,614.4,1669,0.391439,154,80,63,238,UE,,,
S4,2020,6,10,23,48,39,45.405689,-71.90168,200.8,15,62.2,18.7,60,614.4,55183,854.7066,4348,1434,1207,6442,OK,,,
S5,2020,6,10,23,48,42,45.405628,-71.901688,201.39999,15,62.2,18.7,60,614.4,2183,0.417535,318,139,114,461,OK,,,
S6,2020,6,10,23,48,44,45.405602,-71.90168,201.39999,15,62.2,18.7,60,614.4,1625,2.883599,1208,582,417,2001,OK,,,
S1,2020,6,10,23,48,47,45.405602,-71.90168,201,14,62.2,18.7,60,614.4,1828,14.287516,7409,3265,2258,11958,OK,,,
S2,2020,6,10,23,48,49,45.405598,-71.90168,201.10001,14,62.3,18.7,60,614.4,1620,1.187364,553,273,218,863,OK,,,
S3,2020,6,10,23,48,52,45.405617,-71.90168,201.2,14,62.3,18.7,60,614.4,2315,6.315212,1424,902,652,2585,OK,,,
S4,2020,6,10,23,48,54,45.405643,-71.90168,200.89999,14,62.4,18.8,60,614.4,47104,852.04474,3842,1095,979,5337,OK,,,
S5,2020,6,10,23,48,57,45.405678,-71.90168,200.8,14,62.4,18.7,60,614.4,1668,0.561062,235,122,99,357,UE,,,
S6,2020,6,10,23,48,59,45.405697,-71.90168,200.60001,14,62.4,18.7,60,614.4,1711,1.082981,532,244,176,878,OK,,,
S1,2020,6,10,23,49,2,45.405682,-71.90168,200.39999,14,62.4,18.7,60,614.4,2205,8.82042,5721,2386,1683,9323,OK,,,
S2,2020,6,10,23,49,4,45.405613,-71.90168,200.39999,14,62.4,18.7,60,614.4,1628,6.354356,2471,1241,914,4342,OK,,,
S3,2020,6,10,23,49,6,45.405521,-71.90168,200.39999,14,62.4,18.7,60,614.4,1754,1.056885,595,274,216,911,OK,,,
S4,2020,6,10,23,49,9,45.405514,-71.90168,200.3,14,62.4,18.7,60,614.4,5107,854.81097,1031,379,392,1666,OK,,,
S5,2020,6,10,23,49,11,45.405472,-71.90168,200.2,13,62.4,18.7,60,614.4,46816,853.8584,607,117,115,752,OK,,,
S6,2020,6,10,23,49,14,45.405392,-71.90168,200.89999,14,62.4,18.7,60,614.4,2765,0.482775,91,64,46,185,UE,,,
S1,2020,6,10,23,49,16,45.405281,-71.90168,201.39999,13,62.4,18.7,60,614.4,2276,7.124187,3746,1403,617,5944,OK,,,
S2,2020,6,10,23,49,19,45.405106,-71.901695,201.7,14,62.4,18.7,60,614.4,2727,1.200412,792,285,137,1228,OK,,,
S3,2020,6,10,23,49,21,45.404991,-71.901695,201.5,14,62.4,18.7,60,614.4,1953,1.265652,319,186,126,569,OK,,,
S4,2020,6,10,23,49,24,45.404823,-71.901695,201.3,14,62.4,18.7,60,614.4,5098,854.52399,1387,393,295,1957,OK,,,
S5,2020,6,10,23,49,26,45.404709,-71.901695,202,13,62.4,18.7,60,614.4,1644,0.495822,188,96,71,296,UE,,,
S6,2020,6,10,23,49,28,45.404518,-71.901703,202.89999,14,62.5,18.8,60,614.4,2002,0.391439,106,62,45,189,UE,,,
S1,2020,6,10,23,49,31,45.404404,-71.901703,203.10001,14,62.4,18.7,60,614.4,1773,11.156006,5227,2306,1486,8479,OK,,,
S2,2020,6,10,23,49,33,45.40424,-71.901695,203.10001,14,62.5,18.8,60,614.4,2745,1.878906,1440,560,372,2276,OK,,,
S3,2020,6,10,23,49,36,45.40414,-71.901688,202.8,15,62.5,18.8,60,614.4,2850,0.665446,641,269,226,974,OK,,,
S4,2020,6,10,23,49,38,45.404057,-71.901657,202.3,15,62.4,18.7,60,614.4,3964,3.366374,4052,1515,1116,6342,OK,,,
S5,2020,6,10,23,49,41,45.404022,-71.901512,201.60001,15,62.4,18.7,60,614.4,1646,9.485868,4568,2178,1677,7606,OK,,,
S6,2020,6,10,23,49,43,45.404057,-71.901382,200.3,15,62.5,18.8,60,614.4,2385,2.283393,1777,754,598,2762,OK,,,
S1,2020,6,10,23,49,46,45.404152,-71.901192,198.89999,15,62.5,18.7,60,614.4,1975,1.330892,545,304,274,890,OK,,,
S2,2020,6,10,23,49,48,45.404221,-71.901054,197.7,15,62.5,18.8,60,614.4,5060,2.727024,5045,1946,1672,7770,OK,,,
S3,2020,6,10,23,49,51,45.40432,-71.900856,196.5,15,62.5,18.7,60,614.4,1996,0.495822,339,151,123,516,OK,,,
S4,2020,6,10,23,49,53,45.404392,-71.900711,196,15,62.6,18.8,60,614.4,2230,7.045898,4292,1739,1108,6895,OK,,,
S5,2020,6,10,23,49,55,45.404495,-71.900505,194.8,14,62.6,18.7,60,614.4,2204,28.849037,6706,4152,2957,11876,OK,,,
S6,2020,6,10,23,49,58,45.404564,-71.900375,194.2,13,62.7,18.8,60,614.4,1940,0.861165,240,138,100,413,OK,,,
S1,2020,6,10,23,50,0,45.404633,-71.9002,194.2,13,62.7,18.8,60,614.4,2335,0.169623,47,29,23,79,UE,,,
S2,2020,6,10,23,50,3,45.404621,-71.900101,193.10001,15,62.8,18.7,60,614.4,2500,0.195719,62,38,33,102,UE,,,
S3,2020,6,10,23,50,5,45.404568,-71.900024,193.3,15,62.8,18.8,60,614.4,2233,0.652398,180,109,86,295,UE,,,
S4,2020,6,10,23,50,8,45.404461,-71.899895,193.39999,14,62.8,18.7,60,614.4,1766,0.50887,286,131,102,444,OK,,,
S5,2020,6,10,23,50,10,45.404377,-71.899818,193.39999,14,62.9,18.8,60,614.4,1930,0.208767,69,39,31,109,UE,,,
S6,2020,6,10,23,50,13,45.404255,-71.899689,193.8,14,62.9,18.8,60,614.4,1630,0.678494,243,122,84,410,UE,,,
S1,2020,6,10,23,50,15,45.404182,-71.899605,194.39999,15,62.9,18.8,60,614.4,1697,9.342339,3985,1800,1135,6585,OK,,,
S2,2020,6,10,23,50,18,45.404072,-71.899498,194.10001,15,63,18.7,60,614.4,2354,2.361681,1531,612,392,2457,OK,,,
S3,2020,6,10,23,50,20,45.403992,-71.899414,194.5,15,63,18.8,60,614.4,1741,0.221815,101,45,29,151,UE,,,
S4,2020,6,10,23,50,22,45.403881,-71.899307,194.5,15,63,18.8,60,614.4,1936,0.63935,334,141,88,516,UE,,,
S5,2020,6,10,23,50,25,45.403805,-71.899223,194.8,15,63,18.8,60,614.4,2025,0.208767,62,36,28,96,UE,,,
S6,2020,6,10,23,50,27,45.403675,-71.899094,194.89999,14,63,18.7,60,614.4,1620,1.630995,613,300,204,1017,OK,,,
S1,2020,6,10,23,50,30,45.403584,-71.89901,195.10001,15,63,18.7,60,614.4,2311,0.404487,103,64,49,182,UE,,,
S2,2020,6,10,23,50,32,45.403503,-71.898911,194.5,15,63,18.7,60,614.4,1726,0.626302,256,136,113,355,OK,,,
S3,2020,6,10,23,50,35,45.403378,-71.898781,194,14,63,18.8,60,614.4,2635,0.600206,121,82,60,195,UE,,,
S4,2020,6,10,23,50,37,45.403297,-71.898705,193,15,63,18.8,60,614.4,1679,1.252604,523,238,149,822,OK,,,
S5,2020,6,10,23,50,40,45.403198,-71.898621,191.8,14,63,18.8,60,614.4,2060,1.252604,329,195,143,579,OK,,,
S6,2020,6,10,23,50,42,45.403145,-71.898621,191.10001,14,63,18.8,60,614.4,1716,3.366374,972,519,335,1704,OK,,,
S1,2020,6,10,23,50,44,45.403061,-71.898712,188.8,14,63,18.8,60,614.4,2758,0.913357,175,122,89,348,UE,,,
S2,2020,6,10,23,50,47,45.403008,-71.898811,188.2,14,63.1,18.8,60,614.4,2022,4.162299,2311,968,626,3751,OK,,,
S3,2020,6,10,23,50,49,45.402939,-71.898949,188.2,14,63.1,18.8,60,614.4,1693,8.311551,2464,1299,837,4362,OK,,,
S4,2020,6,10,23,50,52,45.402927,-71.899055,186.2,14,63.1,18.8,60,614.4,1630,0.443631,211,102,79,333,UE,,,
S5,2020,6,10,23,50,54,45.402939,-71.899139,186,15,63.1,18.8,60,614.4,2239,1.748427,414,257,187,808,OK,,,
S6,2020,6,10,23,50,57,45.403015,-71.899239,187.39999,20,63.1,18.8,60,614.4,2266,0.548014,399,170,132,635,OK,,,
S1,2020,6,10,23,50,59,45.403088,-71.899315,188.8,20,63.1,18.8,60,614.4,1939,0.613254,254,141,126,432,OK,,,
S2,2020,6,10,23,51,2,45.403179,-71.899429,190.60001,15,63.1,18.8,60,614.4,4605,0.378391,574,208,153,871,OK,,,
S3,2020,6,10,23,51,4,45.403255,-71.899521,190.3,13,63.1,18.8,60,614.4,4537,0.456679,128,89,87,169,UE,,,
S4,2020,6,10,23,51,7,45.403389,-71.899651,191.10001,15,63.1,18.8,60,614.4,1729,0.143528,84,39,31,117,UE,,,
S6,2020,6,10,23,51,11,45.403622,-71.899872,191.8,20,63.1,18.8,60,614.4,1917,0.287055,65,38,23,119,UE,,,
S1,2020,6,10,23,51,14,45.403706,-71.899963,192.8,20,63.1,18.8,60,614.4,1622,6.406548,1739,807,298,3037,OK,,,
S2,2020,6,10,23,51,16,45.403831,-71.900093,192.8,20,63.1,18.8,60,614.4,2283,3.275038,1682,621,250,2736,OK,,,
S3,2020,6,10,23,51,19,45.403908,-71.9002,193.8,20,63.1,18.8,60,614.4,5424,1.905002,281,255,225,636,OK,,,
S4,2020,6,10,23,51,21,45.403992,-71.900284,194.2,20,63.2,18.8,60,614.4,1720,0.561062,274,125,89,437,UE,,,
S5,2020,6,10,23,51,24,45.404106,-71.900398,195.60001,20,63.2,18.8,60,614.4,2016,0.534966,149,87,65,247,UE,,,
S6,2020,6,10,23,51,26,45.404186,-71.90049,195,20,63.2,18.8,60,614.4,1623,3.32723,1307,629,428,2173,OK,,,
S1,2020,6,10,23,51,29,45.404289,-71.900589,195.89999,14,63.2,18.8,60,614.4,1642,8.990045,3403,1735,1290,5718,OK,,,
S2,2020,6,10,23,51,31,45.404343,-71.90062,195.39999,20,63.2,18.7,60,614.4,1799,5.715006,3298,1501,1175,5468,OK,,,
S3,2020,6,10,23,51,34,45.404434,-71.900581,194.3,15,63.3,18.8,60,614.4,1824,0.939453,289,160,118,501,OK,,,
S4,2020,6,10,23,51,36,45.404495,-71.900497,193.8,14,63.3,18.8,60,614.4,1693,0.600206,285,131,92,451,UE,,,
S5,2020,6,10,23,51,38,45.404587,-71.900314,192.89999,14,63.3,18.8,60,614.4,2167,0.443631,135,80,65,208,UE,,,
S6,2020,6,10,23,51,41,45.404655,-71.900185,192.2,14,63.3,18.8,60,614.4,1623,0.208767,71,35,21,117,UE,,,
S1,2020,6,10,23,51,43,45.404762,-71.899986,192.2,14,63.3,18.8,60,614.4,1625,5.545383,1328,645,220,2359,OK,,,
S2,2020,6,10,23,51,46,45.404835,-71.899857,190.7,15,63.4,18.8,60,614.4,3561,2.361681,2094,700,333,3200,OK,,,
S3,2020,6,10,23,51,48,45.404903,-71.899719,190.5,13,63.3,18.8,60,614.4,1814,0.339247,191,86,65,281,UE,,,
S4,2020,6,10,23,51,51,45.405006,-71.899529,190.39999,20,63.3,18.8,60,614.4,2091,0.208767,67,39,32,102,UE,,,
S5,2020,6,10,23,51,53,45.405079,-71.899391,189.60001,15,63.4,18.8,60,614.4,2710,0.234863,66,42,36,103,UE,,,
S6,2020,6,10,23,51,56,45.405186,-71.899193,189.3,20,63.3,18.8,60,614.4,1901,1.161268,323,184,131,569,OK,,,
S1,2020,6,10,23,51,58,45.405254,-71.89904,188.39999,15,63.4,18.8,60,614.4,2832,0.417535,107,70,59,194,UE,,,
S2,2020,6,10,23,52,1,45.405373,-71.898819,186.7,15,63.4,18.8,60,614.4,1660,0.63935,242,125,94,383,UE,,,
S3,2020,6,10,23,52,3,45.405449,-71.898666,185.60001,20,63.4,18.8,60,614.4,2106,0.352295,82,50,34,137,UE,,,
S4,2020,6,10,23,52,5,45.405563,-71.89843,183.8,15,63.4,18.8,60,614.4,3371,0.300103,311,121,91,464,UE,,,
S5,2020,6,10,23,52,8,45.40564,-71.898277,182.7,15,63.4,18.8,60,614.4,1681,5.532335,2122,1109,870,3453,OK,,,
