# Les lignes C, R, G ou B etait < ou = 20 ont ete effacees
Sensor,date,,,time,,,latitude,longitude,altitude,Satellite,Humidity,T (_C),colorTem,lux,???,???,R,G,B,clear,tail,MSI,SLI,
S1,2020,6,11,0,33,53,45.40424,-71.910591,218.5,13,64.4,19.8,60,614.4,2398,4.018772,785,519,350,1492,OK,,,
S2,2020,6,11,0,33,56,45.4044,-71.910591,218.89999,13,64.4,19.8,60,614.4,1690,6.3935,1985,1044,701,3588,OK,,,
S3,2020,6,11,0,33,58,45.40451,-71.910583,219,13,64.4,19.8,60,614.4,1947,0.104384,43,24,21,65,UE,,,
S4,2020,6,11,0,34,1,45.40469,-71.910583,218.89999,13,64.3,19.8,60,614.4,1621,0.313151,135,67,51,217,UE,,,
S5,2020,6,11,0,34,3,45.404797,-71.910583,219.10001,14,64.3,19.8,60,614.4,2162,0.326199,86,52,39,149,UE,,,
S6,2020,6,11,0,34,6,45.404968,-71.910576,218.39999,14,64.3,19.8,60,614.4,1625,0.665446,239,119,80,408,UE,,,
S1,2020,6,11,0,34,8,45.405079,-71.910576,217.8,13,64.3,19.8,60,614.4,1956,3.823052,1112,638,482,1989,OK,,,
S2,2020,6,11,0,34,10,45.405258,-71.910576,217.2,13,64.3,19.8,60,614.4,2087,1.826714,1078,451,303,1742,OK,,,
S3,2020,6,11,0,34,13,45.405384,-71.910568,216.5,13,64.3,19.8,60,614.4,1798,0.534966,271,120,82,427,UE,,,
S4,2020,6,11,0,34,15,45.40556,-71.910568,216.5,13,64.4,19.8,60,614.4,1741,1.578803,758,341,233,1262,OK,,,
S5,2020,6,11,0,34,18,45.40567,-71.910561,216.89999,12,64.4,19.8,60,614.4,1732,6.719699,2292,1226,923,3996,OK,,,
S6,2020,6,11,0,34,20,45.405773,-71.910568,216.3,13,64.4,19.8,60,614.4,1913,0.495822,152,86,66,264,UE,,,
S1,2020,6,11,0,34,23,45.405914,-71.910561,216.39999,13,64.4,19.8,60,614.4,2258,0.234863,66,40,32,118,UE,,,
S2,2020,6,11,0,34,25,45.40601,-71.910561,216,13,64.4,19.8,60,614.4,1713,0.195719,102,47,35,167,UE,,,
S3,2020,6,11,0,34,28,45.406197,-71.910568,215.7,13,64.4,19.8,60,614.4,2770,0.208767,64,40,36,91,UE,,,
S4,2020,6,11,0,34,30,45.406322,-71.910568,216,12,64.4,19.8,60,614.4,2127,0.939453,569,237,160,957,OK,,,
S5,2020,6,11,0,34,33,45.406532,-71.910553,216.8,14,64.4,19.8,60,614.4,2254,12.108506,2596,1645,1127,4844,OK,,,
S6,2020,6,11,0,34,35,45.406628,-71.910576,217.5,14,64.4,19.8,60,614.4,2023,0.835069,209,124,86,373,UE,,,
S1,2020,6,11,0,34,37,45.406704,-71.910713,217.5,14,64.4,19.8,60,614.4,2001,3.549045,1172,669,551,1981,OK,,,
S2,2020,6,11,0,34,40,45.406715,-71.910873,216.89999,14,64.4,19.8,60,614.4,1741,4.057915,2127,973,729,3635,OK,,,
S3,2020,6,11,0,34,42,45.406719,-71.911133,217.5,14,64.4,19.8,60,614.4,2202,1.252604,351,211,167,683,OK,,,
S4,2020,6,11,0,34,45,45.406727,-71.911324,219.39999,14,64.4,19.8,60,614.4,2795,0.247911,200,78,53,290,UE,,,
S5,2020,6,11,0,34,47,45.40675,-71.911507,219.60001,14,64.4,19.8,60,614.4,2261,0.182671,59,35,30,84,UE,,,
S6,2020,6,11,0,34,50,45.406738,-71.911743,221.10001,14,64.4,19.8,60,614.4,1620,0.365343,107,51,23,182,UE,,,
S1,2020,6,11,0,34,52,45.406685,-71.911873,222,14,64.4,19.8,60,614.4,1638,8.768229,2570,1154,430,4307,OK,,,
S2,2020,6,11,0,34,55,45.406525,-71.911934,222.89999,14,64.3,19.8,60,614.4,2497,2.713976,1541,552,222,2449,OK,,,
S4,2020,6,11,0,34,59,45.406212,-71.911926,223.8,14,64.3,19.8,60,614.4,1697,0.352295,133,70,55,209,UE,,,
S5,2020,6,11,0,35,2,45.40609,-71.911934,225.39999,14,64.3,19.8,60,614.4,3665,0.234863,73,48,46,95,UE,,,
S3,2020,6,11,0,35,12,45.405411,-71.911926,218.5,14,64.4,19.8,60,614.4,2421,0.274007,97,58,52,147,UE,,,
S4,2020,6,11,0,35,14,45.405251,-71.911926,217.39999,14,64.4,19.8,60,614.4,1632,7.176378,2421,1124,598,4340,OK,,,
S5,2020,6,11,0,35,17,45.405041,-71.911919,215.89999,14,64.5,19.8,60,614.4,1924,0.352295,80,47,28,145,UE,,,
S1,2020,6,11,0,35,22,45.40469,-71.911919,216.7,14,64.5,19.8,60,614.4,2025,3.32723,963,560,432,1660,OK,,,
S2,2020,6,11,0,35,24,45.404564,-71.911911,215.60001,14,64.5,19.8,60,614.4,1690,0.260959,101,53,42,158,UE,,,
S3,2020,6,11,0,35,26,45.404392,-71.911919,213,14,64.5,19.8,60,614.4,2108,0.182671,66,38,33,103,UE,,,
S4,2020,6,11,0,35,29,45.404278,-71.911919,211.7,14,64.5,19.8,60,614.4,2150,0.534966,184,107,92,263,UE,,,
S5,2020,6,11,0,35,31,45.404072,-71.911934,211.7,14,64.5,19.8,60,614.4,4535,2.413872,590,427,405,769,OK,,,
S1,2020,6,11,0,35,36,45.403835,-71.911957,214.10001,14,64.5,19.8,60,614.4,2842,0.247911,62,41,34,104,UE,,,
S2,2020,6,11,0,35,39,45.403759,-71.91198,215.10001,14,64.5,19.8,60,614.4,1919,0.57411,192,108,87,308,UE,,,
S3,2020,6,11,0,35,41,45.403728,-71.912003,215.8,14,64.5,19.8,60,614.4,2558,0.991645,233,151,118,440,OK,,,
S4,2020,6,11,0,35,44,45.403633,-71.912102,217.10001,14,64.6,19.8,60,614.4,3923,0.521918,547,184,99,805,UE,,,
S5,2020,6,11,0,35,46,45.403549,-71.912163,218.8,14,64.6,19.8,60,614.4,1778,0.900309,234,129,80,410,UE,,,
S6,2020,6,11,0,35,49,45.4034,-71.912178,221.2,14,64.6,19.8,60,614.4,2283,1.304796,713,271,131,1117,OK,,,
S1,2020,6,11,0,35,51,45.403294,-71.912186,221.5,14,64.6,19.8,60,614.4,1725,1.161268,243,132,55,442,UE,,,
S2,2020,6,11,0,35,53,45.403141,-71.912186,223.7,14,64.5,19.8,60,614.4,3783,0.169623,178,63,39,257,UE,,,
S3,2020,6,11,0,35,56,45.40303,-71.912193,224.60001,14,64.5,19.8,60,614.4,3313,0.221815,38,29,22,73,UE,,,
S4,2020,6,11,0,35,58,45.402897,-71.912186,224.60001,14,64.5,19.8,60,614.4,2369,0.848117,550,219,139,876,OK,,,
S5,2020,6,11,0,36,1,45.402817,-71.912193,226.3,14,64.5,19.8,60,614.4,1895,0.169623,61,34,28,99,UE,,,
S3,2020,6,11,0,36,11,45.402359,-71.912224,223.7,14,64.5,19.8,60,614.4,2695,0.417535,130,81,72,190,UE,,,
S4,2020,6,11,0,36,13,45.402256,-71.912239,224.8,14,64.5,19.8,60,614.4,3413,0.391439,94,65,57,150,UE,,,
S5,2020,6,11,0,36,16,45.402126,-71.912231,225.10001,14,64.5,19.8,60,614.4,5734,0.260959,45,39,36,73,UE,,,
S1,2020,6,11,0,36,20,45.401905,-71.912247,223.60001,14,64.5,19.8,60,614.4,3127,0.182671,48,32,28,70,UE,,,
S2,2020,6,11,0,36,23,45.40181,-71.912262,222.2,14,64.6,19.8,60,614.4,4769,0.274007,83,57,57,93,UE,,,
S3,2020,6,11,0,36,25,45.401649,-71.912247,222.2,14,64.6,19.8,60,614.4,3005,0.182671,46,31,26,59,UE,,,
S4,2020,6,11,0,36,28,45.401527,-71.912239,219.8,14,64.6,19.8,60,614.4,1623,3.783908,895,431,135,1632,OK,,,
S5,2020,6,11,0,36,30,45.401394,-71.912239,217.89999,14,64.6,19.8,60,614.4,2263,0.182671,53,32,26,75,UE,,,
S6,2020,6,11,0,36,33,45.401192,-71.912254,216.60001,14,64.6,19.8,60,614.4,1749,0.952501,363,154,70,594,UE,,,
S1,2020,6,11,0,36,35,45.40107,-71.91227,214.3,14,64.6,19.8,60,614.4,1770,3.783908,700,394,142,1303,OK,,,
S2,2020,6,11,0,36,38,45.400883,-71.912285,213.3,13,64.6,19.8,60,614.4,3996,0.965549,1050,358,205,1489,OK,,,
S3,2020,6,11,0,36,40,45.40078,-71.912292,211.10001,12,64.6,19.8,60,614.4,4824,0.208767,48,36,34,62,UE,,,
S4,2020,6,11,0,36,43,45.400593,-71.912308,209.3,13,64.7,19.8,60,614.4,3879,0.952501,203,149,131,353,OK,,,
S5,2020,6,11,0,36,45,45.40049,-71.912323,207.3,14,64.8,19.8,60,614.4,4053,0.365343,82,60,54,108,UE,,,
S1,2020,6,11,0,36,50,45.400394,-71.912544,209.3,14,64.8,19.8,60,614.4,2416,0.260959,59,38,28,97,UE,,,
S2,2020,6,11,0,36,52,45.400414,-71.912804,210.10001,14,64.8,19.8,60,614.4,1620,0.482775,155,74,40,248,UE,,,
S4,2020,6,11,0,36,57,45.400433,-71.913139,212.60001,14,64.9,19.8,60,614.4,2049,0.587158,351,149,104,528,OK,,,
S5,2020,6,11,0,37,0,45.400429,-71.913277,213.39999,14,65,19.8,60,614.4,3748,0.195719,52,36,33,70,UE,,,
S6,2020,6,11,0,37,2,45.400433,-71.913322,213,14,65,19.8,60,614.4,1707,0.521918,164,87,60,278,UE,,,
S1,2020,6,11,0,37,5,45.400455,-71.913391,214.8,14,65,19.8,60,614.4,2099,8.298502,1852,1133,752,3336,OK,,,
S2,2020,6,11,0,37,7,45.40052,-71.913406,214.89999,13,65,19.8,60,614.4,2380,0.835069,566,228,152,902,OK,,,
S3,2020,6,11,0,37,9,45.400661,-71.913406,216.8,12,64.9,19.8,60,614.4,1729,0.169623,58,31,23,98,UE,,,
S4,2020,6,11,0,37,12,45.400772,-71.913399,218,12,64.9,19.8,60,614.4,1890,7.293809,3660,1561,978,6147,OK,,,
S5,2020,6,11,0,37,14,45.400944,-71.913391,218,12,64.9,19.8,60,614.4,1829,0.195719,69,38,30,106,UE,,,
S2,2020,6,11,0,37,22,45.401268,-71.913422,220.10001,12,65,19.8,60,614.4,1620,0.143528,63,31,23,96,UE,,,
S3,2020,6,11,0,37,24,45.401375,-71.913429,220.7,12,65,19.8,60,614.4,2025,0.521918,165,95,77,257,UE,,,
S4,2020,6,11,0,37,27,45.401566,-71.913414,222.3,12,65,19.8,60,614.4,2436,0.195719,162,69,56,239,UE,,,
S1,2020,6,11,0,37,34,45.401978,-71.913406,226.39999,13,65,19.8,60,614.4,2439,0.404487,70,48,30,138,UE,,,
S2,2020,6,11,0,37,36,45.40213,-71.913399,225.3,13,65,19.8,60,614.4,2299,0.600206,120,78,51,243,UE,,,
S3,2020,6,11,0,37,39,45.402241,-71.913391,225.5,13,65,19.8,60,614.4,2495,0.378391,61,43,26,124,UE,,,
S4,2020,6,11,0,37,41,45.402409,-71.913391,225.5,13,65,19.8,60,614.4,48128,854.98053,171,49,44,225,UE,,,
S5,2020,6,11,0,37,44,45.402534,-71.913383,226.2,13,65,19.8,60,614.4,1684,0.182671,63,33,24,107,UE,,,
S6,2020,6,11,0,37,46,45.402733,-71.913376,228.39999,13,65,19.8,60,614.4,1830,0.234863,68,38,26,121,UE,,,
S1,2020,6,11,0,37,49,45.402859,-71.913376,228.89999,13,65.1,19.8,60,614.4,1786,5.741103,1467,812,499,2620,OK,,,
S2,2020,6,11,0,37,51,45.402992,-71.913361,228.89999,13,65.1,19.8,60,614.4,2273,2.022434,1258,507,323,2025,OK,,,
S3,2020,6,11,0,37,54,45.403164,-71.913353,228.89999,13,65.1,19.8,60,614.4,2419,0.156576,47,29,24,76,UE,,,
S4,2020,6,11,0,37,56,45.403263,-71.913345,228.8,13,65.2,19.8,60,614.4,55456,854.69354,2921,906,702,4262,OK,,,
S5,2020,6,11,0,37,59,45.403408,-71.913338,228.89999,13,65.2,19.8,60,614.4,2351,0.430583,148,88,78,214,UE,,,
S6,2020,6,11,0,38,1,45.403477,-71.913338,228.8,13,65.2,19.8,60,614.4,1658,1.474419,539,278,206,923,OK,,,
S1,2020,6,11,0,38,3,45.403519,-71.91333,228.89999,13,65.1,19.8,60,614.4,1741,7.359049,2576,1381,1064,4498,OK,,,
S2,2020,6,11,0,38,6,45.403526,-71.91333,228.10001,13,65.1,19.8,60,614.4,1638,0.456679,179,91,69,292,UE,,,
S3,2020,6,11,0,38,8,45.403564,-71.91333,228.10001,13,65.1,19.8,60,614.4,2234,5.18004,3838,1657,1328,6204,OK,,,
S4,2020,6,11,0,38,11,45.403622,-71.913383,227.5,13,65.1,19.8,60,614.4,2933,4.592882,765,565,398,1699,OK,,,
S5,2020,6,11,0,38,13,45.40366,-71.913506,227.10001,13,65.1,19.8,60,614.4,2516,2.218153,348,248,148,724,OK,,,
S6,2020,6,11,0,38,16,45.403671,-71.913742,226.39999,13,65.1,19.8,60,614.4,1941,1.396132,382,220,158,680,OK,,,
S1,2020,6,11,0,38,18,45.403671,-71.91391,225.5,13,65.1,19.8,60,614.4,2435,7.920112,1943,1230,960,3670,OK,,,
S2,2020,6,11,0,38,21,45.403675,-71.914169,224.89999,13,65.1,19.8,60,614.4,1706,4.527642,1455,771,543,2604,OK,,,
S3,2020,6,11,0,38,23,45.403683,-71.91433,225.3,13,65.1,19.8,60,614.4,1759,0.587158,169,92,61,287,UE,,,
S4,2020,6,11,0,38,26,45.403671,-71.914558,225,13,65.1,19.8,60,614.4,1934,3.170654,1672,711,459,2711,OK,,,
S5,2020,6,11,0,38,28,45.403606,-71.914673,224.89999,13,65.1,19.8,60,614.4,1679,4.110107,965,505,230,1769,OK,,,
S6,2020,6,11,0,38,30,45.403454,-71.914719,224.89999,13,65.1,19.8,60,614.4,1621,0.404487,114,55,25,193,UE,,,
S1,2020,6,11,0,38,33,45.403328,-71.914719,225,13,65.1,19.8,60,614.4,2190,0.195719,49,30,22,83,UE,,,
S2,2020,6,11,0,38,35,45.40313,-71.914726,225.10001,13,65.1,19.8,60,614.4,1631,0.365343,158,80,64,222,UE,,,
S3,2020,6,11,0,38,38,45.402985,-71.914734,223.5,13,65,19.8,60,614.4,3614,0.50887,89,69,55,183,UE,,,
S4,2020,6,11,0,38,40,45.402851,-71.914734,222.2,13,65,19.8,60,614.4,4133,0.391439,442,148,82,633,UE,,,
S5,2020,6,11,0,38,43,45.402664,-71.914742,221.7,13,65,19.8,60,614.4,2070,0.404487,100,60,42,170,UE,,,
S6,2020,6,11,0,38,45,45.402534,-71.914749,221.10001,13,65,19.8,60,614.4,1815,1.252604,503,208,93,815,UE,,,
S1,2020,6,11,0,38,48,45.402336,-71.914757,221.7,13,65,19.8,60,614.4,1770,1.096029,214,120,48,392,UE,,,
S2,2020,6,11,0,38,50,45.402206,-71.914757,220.89999,13,65.1,19.8,60,614.4,1848,6.837131,2584,1030,359,4339,OK,,,
S4,2020,6,11,0,38,55,45.401897,-71.914764,220.3,13,65.1,19.8,60,614.4,1644,6.432643,1831,808,256,3160,OK,,,
S1,2020,6,11,0,39,2,45.401409,-71.914757,219.7,13,65.1,19.8,60,614.4,1644,7.137234,2116,942,345,3569,OK,,,
S2,2020,6,11,0,39,5,45.401287,-71.914764,221.10001,13,65.1,19.8,60,614.4,3678,1.944146,1761,574,253,2679,OK,,,
S3,2020,6,11,0,39,7,45.40118,-71.914764,220.5,13,65.1,19.8,60,614.4,1994,0.352295,102,59,45,174,UE,,,
S4,2020,6,11,0,39,10,45.401047,-71.914787,219.60001,13,65.1,19.8,60,614.4,1649,0.404487,188,89,66,298,UE,,,
S5,2020,6,11,0,39,12,45.40099,-71.914803,221.39999,13,65.1,19.8,60,614.4,1647,0.678494,252,129,95,414,UE,,,
S6,2020,6,11,0,39,15,45.400906,-71.914803,220.7,13,65.1,19.8,60,614.4,1738,0.482775,168,90,69,281,UE,,,
S1,2020,6,11,0,39,17,45.400837,-71.914803,220.2,13,65.1,19.8,60,614.4,2307,0.260959,70,43,34,125,UE,,,
S2,2020,6,11,0,39,19,45.400703,-71.914795,217.8,13,65.1,19.8,60,614.4,1707,0.378391,200,93,72,303,UE,,,
S3,2020,6,11,0,39,22,45.4006,-71.914787,215,12,65.2,19.8,60,614.4,2582,0.260959,69,44,36,112,UE,,,
S4,2020,6,11,0,39,24,45.400429,-71.91478,215,12,65.2,19.8,60,614.4,1645,1.34394,501,256,188,841,OK,,,
S5,2020,6,11,0,39,27,45.400314,-71.91478,213.7,12,65.2,19.8,60,614.4,2328,1.696235,424,264,203,757,OK,,,
S6,2020,6,11,0,39,29,45.400143,-71.914787,213.7,12,65.2,19.8,60,614.4,1622,1.722331,622,307,205,1044,OK,,,
S1,2020,6,11,0,39,32,45.400032,-71.914795,213.39999,13,65.2,19.8,60,614.4,2086,0.900309,258,152,118,466,OK,,,
S2,2020,6,11,0,39,34,45.399921,-71.914803,212.8,12,65.2,19.8,60,614.4,1785,2.792263,1428,638,449,2315,OK,,,
S3,2020,6,11,0,39,37,45.399757,-71.914803,209,12,65.2,19.8,60,614.4,2417,0.430583,100,64,48,187,UE,,,
S4,2020,6,11,0,39,39,45.399628,-71.91481,207.89999,12,65.2,19.8,60,614.4,3784,0.378391,389,134,76,567,UE,,,
S5,2020,6,11,0,39,42,45.399441,-71.914825,207.39999,13,65.3,19.8,60,614.4,1734,0.221815,65,35,23,103,UE,,,
S6,2020,6,11,0,39,44,45.399315,-71.914825,206.3,13,65.3,19.8,60,614.4,1710,1.252604,448,193,86,737,UE,,,
S1,2020,6,11,0,39,46,45.399128,-71.914833,206.89999,12,65.3,19.8,60,614.4,1931,0.274007,65,38,24,119,UE,,,
S2,2020,6,11,0,39,49,45.399017,-71.914841,206.5,13,65.3,19.8,60,614.4,1800,0.339247,189,85,63,278,UE,,,
S3,2020,6,11,0,39,51,45.398857,-71.914848,206.5,13,65.3,19.8,60,614.4,2350,1.317844,310,196,146,623,OK,,,
S4,2020,6,11,0,39,54,45.398785,-71.914856,207.2,13,65.3,19.8,60,614.4,1627,1.85281,710,338,219,1210,OK,,,
S5,2020,6,11,0,39,56,45.398739,-71.914864,206.5,13,65.4,19.8,60,614.4,2030,1.657091,450,264,196,864,OK,,,
S6,2020,6,11,0,39,59,45.398693,-71.914978,205.5,13,65.3,19.8,60,614.4,1729,0.861165,205,111,58,379,UE,,,
S1,2020,6,11,0,40,1,45.398689,-71.915123,205.39999,13,65.4,19.8,60,614.4,2490,0.339247,67,45,31,135,UE,,,
S2,2020,6,11,0,40,4,45.398697,-71.915375,204.89999,13,65.3,19.8,60,614.4,2530,2.205105,450,300,216,958,OK,,,
S3,2020,6,11,0,40,6,45.398697,-71.915558,205.2,12,65.4,19.8,60,614.4,2477,6.067301,916,656,372,2088,OK,,,
S4,2020,6,11,0,40,9,45.398693,-71.91581,207,13,65.4,19.8,60,614.4,3088,7.567817,6952,2725,1999,11300,OK,,,
S5,2020,6,11,0,40,11,45.398689,-71.91597,206.5,13,65.5,19.8,60,614.4,2672,3.040175,858,541,467,1738,OK,,,
S6,2020,6,11,0,40,13,45.398746,-71.916145,207.2,13,65.5,19.8,60,614.4,1734,0.313151,118,63,50,200,UE,,,
S1,2020,6,11,0,40,16,45.398849,-71.916168,207.60001,13,65.5,19.8,60,614.4,2217,0.221815,57,35,26,106,UE,,,
S2,2020,6,11,0,40,18,45.399014,-71.916161,207.60001,13,65.5,19.8,60,614.4,14336,854.66742,548,150,127,770,OK,,,
S3,2020,6,11,0,40,21,45.39912,-71.916161,207.89999,13,65.5,19.8,60,614.4,3161,1.017741,211,149,121,367,OK,,,
S4,2020,6,11,0,40,23,45.399227,-71.916153,208.39999,13,65.5,19.8,60,614.4,4131,0.521918,591,196,105,852,OK,,,
S5,2020,6,11,0,40,26,45.399399,-71.916145,208.89999,13,65.5,19.8,60,614.4,2208,0.63935,172,104,81,258,UE,,,
S6,2020,6,11,0,40,28,45.399513,-71.916145,210.10001,13,65.5,19.8,60,614.4,1899,0.808973,350,142,66,560,UE,,,
S1,2020,6,11,0,40,31,45.399689,-71.91613,211.2,13,65.5,19.8,60,614.4,1857,0.326199,75,43,25,133,UE,,,
S2,2020,6,11,0,40,33,45.399799,-71.91613,212.10001,13,65.6,19.8,60,614.4,1744,1.435276,515,216,86,877,UE,,,
S3,2020,6,11,0,40,36,45.399963,-71.916138,212.7,12,65.5,19.8,60,614.4,1634,0.208767,83,42,31,131,UE,,,
S4,2020,6,11,0,40,38,45.400082,-71.916138,213.2,12,65.5,19.8,60,614.4,3419,0.287055,271,99,63,392,UE,,,
S5,2020,6,11,0,40,40,45.400265,-71.91613,214.5,12,65.5,19.8,60,614.4,1673,0.848117,192,100,41,339,UE,,,
S6,2020,6,11,0,40,43,45.400391,-71.91613,215.5,12,65.6,19.8,60,614.4,1637,0.861165,265,120,50,447,UE,,,
S1,2020,6,11,0,40,45,45.400581,-71.91613,215.5,12,65.6,19.8,60,614.4,1644,6.889323,2036,906,329,3410,OK,,,
S2,2020,6,11,0,40,48,45.400684,-71.916122,218,13,65.6,19.8,60,614.4,4880,1.265652,1837,558,255,2737,OK,,,
S4,2020,6,11,0,40,53,45.400909,-71.916107,219.2,13,65.7,19.8,60,614.4,1692,0.156576,82,38,28,119,UE,,,
S6,2020,6,11,0,40,58,45.401207,-71.916107,220.5,13,65.7,19.8,60,614.4,1765,0.404487,158,67,32,259,UE,,,
S1,2020,6,11,0,41,0,45.401344,-71.916107,220.8,12,65.7,19.8,60,614.4,1640,3.027127,698,349,125,1283,OK,,,
S2,2020,6,11,0,41,2,45.401546,-71.9161,221.7,13,65.7,19.8,60,614.4,5695,0.404487,992,297,157,1418,OK,,,
S3,2020,6,11,0,41,5,45.40168,-71.9161,222.5,13,65.7,19.8,60,614.4,1634,0.182671,75,38,29,123,UE,,,
S4,2020,6,11,0,41,7,45.401867,-71.916084,222.5,13,65.8,19.8,60,614.4,2991,1.396132,1215,474,337,1920,OK,,,
S5,2020,6,11,0,41,10,45.401993,-71.916084,223,12,65.8,19.8,60,614.4,1633,5.532335,2211,1119,853,3769,OK,,,
S1,2020,6,11,0,41,15,45.402328,-71.9161,224.2,13,65.8,19.8,60,614.4,2187,0.169623,52,31,25,89,UE,,,
S2,2020,6,11,0,41,17,45.402466,-71.916084,224.5,13,65.9,19.8,60,614.4,3077,0.208767,201,80,61,305,UE,,,
S3,2020,6,11,0,41,20,45.40266,-71.9161,222.7,13,65.9,19.8,60,614.4,1736,0.234863,84,45,34,131,UE,,,
S4,2020,6,11,0,41,22,45.402809,-71.916084,222.60001,13,65.9,19.8,60,614.4,2232,0.717638,455,186,123,696,OK,,,
S5,2020,6,11,0,41,25,45.403027,-71.916077,223.39999,13,65.9,19.8,60,614.4,1960,10.268744,2629,1531,1060,4742,OK,,,
S6,2020,6,11,0,41,27,45.403175,-71.916069,223.39999,13,65.9,19.8,60,614.4,1942,0.430583,124,71,53,209,UE,,,
S2,2020,6,11,0,41,32,45.403477,-71.916039,222.89999,13,65.9,19.8,60,614.4,1663,0.234863,110,57,49,154,UE,,,
S3,2020,6,11,0,41,34,45.403572,-71.916023,222.89999,13,65.9,19.8,60,614.4,1670,0.260959,102,53,41,175,UE,,,
S4,2020,6,11,0,41,37,45.40361,-71.916046,224.2,13,65.9,19.8,60,614.4,2290,0.913357,616,254,178,969,OK,,,
S5,2020,6,11,0,41,39,45.403667,-71.916122,223.7,13,65.9,19.8,60,614.4,1845,2.335585,806,445,357,1395,OK,,,
S6,2020,6,11,0,41,42,45.403717,-71.916336,223.89999,13,65.9,19.9,60,614.4,1765,0.391439,131,71,53,226,UE,,,
S1,2020,6,11,0,41,44,45.403725,-71.916519,223.5,13,65.9,19.8,60,614.4,2736,4.188395,878,595,455,1686,OK,,,
S2,2020,6,11,0,41,47,45.403736,-71.916824,223,13,65.9,19.9,60,614.4,1622,7.385145,2910,1407,970,5208,OK,,,
S3,2020,6,11,0,41,49,45.40374,-71.917007,222.60001,13,65.9,19.8,60,614.4,1754,0.561062,164,89,60,275,UE,,,
S4,2020,6,11,0,41,52,45.403679,-71.917213,221.3,13,65.8,19.8,60,614.4,2421,1.174316,674,249,114,1054,OK,,,
S5,2020,6,11,0,41,54,45.403584,-71.917282,220.3,13,65.8,19.8,60,614.4,3537,0.156576,178,68,50,272,UE,,,
S1,2020,6,11,0,41,59,45.403309,-71.91729,219.5,13,65.8,19.8,60,614.4,1714,0.587158,134,72,34,241,UE,,,
S2,2020,6,11,0,42,1,45.403114,-71.917305,219.5,13,65.9,19.9,60,614.4,1652,2.609592,778,342,118,1368,OK,,,
S3,2020,6,11,0,42,4,45.402985,-71.917313,220.10001,14,65.8,19.8,60,614.4,2667,0.287055,61,41,31,124,UE,,,
S4,2020,6,11,0,42,6,45.402859,-71.917313,220.10001,14,65.7,19.8,60,614.4,2408,3.144558,1702,614,239,2704,OK,,,
S5,2020,6,11,0,42,9,45.402657,-71.917305,223.2,13,65.7,19.8,60,614.4,1688,0.443631,137,72,48,237,UE,,,
S6,2020,6,11,0,42,11,45.402519,-71.917313,225,13,65.7,19.8,60,614.4,1674,0.587158,198,87,38,332,UE,,,
S1,2020,6,11,0,42,14,45.402321,-71.91732,226.39999,14,65.7,19.8,60,614.4,1677,0.561062,134,70,32,244,UE,,,
S2,2020,6,11,0,42,16,45.402191,-71.917328,225.60001,13,65.7,19.8,60,614.4,3597,0.221815,212,72,37,317,UE,,,
S3,2020,6,11,0,42,19,45.401993,-71.917343,225.10001,14,65.8,19.9,60,614.4,2011,0.76983,216,126,94,358,UE,,,
S4,2020,6,11,0,42,21,45.401855,-71.917343,224.2,13,65.8,19.8,60,614.4,1793,2.126817,779,318,117,1284,OK,,,
S5,2020,6,11,0,42,23,45.401646,-71.917358,221.89999,14,65.8,19.8,60,614.4,1625,0.234863,94,47,34,136,UE,,,
S6,2020,6,11,0,42,26,45.401505,-71.917358,220.8,13,65.8,19.8,60,614.4,1638,0.548014,176,80,36,296,UE,,,
S1,2020,6,11,0,42,28,45.401318,-71.917374,220.8,13,65.9,19.9,60,614.4,1770,0.313151,78,43,25,142,UE,,,
S2,2020,6,11,0,42,31,45.401207,-71.917374,217.5,14,65.9,19.8,60,614.4,4265,0.561062,683,232,138,975,OK,,,
S3,2020,6,11,0,42,33,45.401104,-71.917389,216.5,14,65.9,19.8,60,614.4,1682,1.865858,394,207,75,721,UE,,,
S4,2020,6,11,0,42,36,45.400974,-71.917389,215.89999,13,65.9,19.8,60,614.4,1637,0.169623,67,34,25,101,UE,,,
S1,2020,6,11,0,42,43,45.400558,-71.917381,213.10001,14,66,19.8,60,614.4,2962,0.208767,53,35,30,82,UE,,,
S2,2020,6,11,0,42,46,45.400276,-71.917397,209.10001,14,66.1,19.8,60,614.4,2343,0.326199,121,71,65,159,UE,,,
S3,2020,6,11,0,42,48,45.400078,-71.917389,206.60001,14,66.2,19.8,60,614.4,2395,0.208767,58,36,29,94,UE,,,
S4,2020,6,11,0,42,50,45.399807,-71.917397,202.7,12,66.4,19.9,60,614.4,3515,0.652398,615,219,131,924,OK,,,
S5,2020,6,11,0,42,53,45.399639,-71.917412,203.39999,13,66.4,19.9,60,614.4,3668,3.888292,527,449,327,1327,OK,,,
S6,2020,6,11,0,42,55,45.399387,-71.917427,204.3,12,66.3,19.8,60,614.4,1645,0.534966,148,75,39,255,UE,,,
S1,2020,6,11,0,42,58,45.399231,-71.917442,204.3,13,66.4,19.9,60,614.4,2121,0.247911,65,39,29,119,UE,,,
S2,2020,6,11,0,43,0,45.399078,-71.91745,204.60001,14,66.3,19.8,60,614.4,1643,0.952501,415,196,138,676,OK,,,
S3,2020,6,11,0,43,3,45.398891,-71.917458,204.8,14,66.3,19.8,60,614.4,2354,1.187364,235,154,103,452,OK,,,
