# Les lignes C, R, G ou B etait < ou = 20 ont ete effacees
Sensor,date,,,time,,,latitude,longitude,altitude,Satellite,Humidity,T (_C),colorTem,lux,???,???,R,G,B,clear,tail,MSI,SLI,,
S3,2020,4,25,23,11,13,45.383633,-71.889435,235.7,13,35.8,5.4,60,614.4,2415,0.326199,246,102,76,378,UE,0.15,0.3,,
S4,2020,4,25,23,11,15,45.383644,-71.889297,234.7,13,35.8,5.4,60,614.4,1671,0.169623,95,45,36,144,UE,0.2,0.35,,
S1,2020,4,25,23,11,22,45.383678,-71.888885,232.2,13,35.8,5.4,60,614.4,1842,0.952501,328,181,145,569,OK,0.26,0.42,,
S2,2020,4,25,23,11,25,45.383785,-71.888802,229.89999,13,35.8,5.4,60,614.4,2493,3.992675,2921,1184,839,4806,OK,0.15,0.3,,
S3,2020,4,25,23,11,27,45.383896,-71.888802,229.3,13,35.8,5.4,60,614.4,1784,0.195719,66,36,27,110,UE,0.25,0.42,,
S4,2020,4,25,23,11,30,45.384071,-71.888809,228.5,13,35.8,5.4,60,614.4,1671,0.104384,50,26,22,70,UE,0.24,0.39,,
S2,2020,4,25,23,11,40,45.38472,-71.888847,224.5,13,35.8,5.4,60,614.4,2200,0.456679,124,75,58,211,UE,0.3,0.46,,
S3,2020,4,25,23,11,42,45.384838,-71.888863,222.8,13,35.8,5.4,60,614.4,2034,0.417535,116,68,51,198,UE,0.28,0.45,,
S4,2020,4,25,23,11,45,45.385033,-71.88887,222.8,13,35.8,5.4,60,614.4,1936,0.195719,108,46,30,159,UE,0.15,0.32,,
S5,2020,4,25,23,11,47,45.385155,-71.888885,221.3,13,35.8,5.4,60,614.4,2184,0.06524,61,27,23,86,UE,0.17,0.31,,
S1,2020,4,25,23,11,52,45.385494,-71.888908,221.10001,13,35.8,5.4,60,614.4,2222,2.374729,611,373,284,1080,OK,0.3,0.47,,
S2,2020,4,25,23,11,54,45.385624,-71.888931,220.8,13,35.8,5.4,60,614.4,1675,6.132541,2132,1111,808,3763,OK,0.23,0.4,,
S4,2020,4,25,23,11,59,45.385921,-71.888962,220.39999,13,35.8,5.5,60,614.4,2308,1.056885,663,265,166,1044,OK,0.14,0.29,,
S5,2020,4,25,23,12,2,45.38607,-71.888969,222.3,13,35.8,5.5,60,614.4,1917,2.022434,649,366,289,1242,OK,0.27,0.43,,
S6,2020,4,25,23,12,4,45.386185,-71.888977,222.39999,13,35.8,5.4,60,614.4,1630,1.878906,654,328,220,1106,OK,0.2,0.38,,
S3,2020,4,25,23,12,12,45.386654,-71.889023,223.8,13,35.8,5.5,60,614.4,2569,0.404487,121,75,65,174,UE,0.32,0.47,,
S4,2020,4,25,23,12,14,45.386745,-71.88903,223.89999,13,35.7,5.4,60,614.4,1731,0.352295,178,81,58,279,UE,0.18,0.34,,
S5,2020,4,25,23,12,16,45.386833,-71.889038,224,13,35.7,5.4,60,614.4,1621,0.287055,123,60,44,196,UE,0.2,0.37,,
S2,2020,4,25,23,12,24,45.387257,-71.889099,223.10001,13,35.8,5.5,60,614.4,2540,0.234863,199,84,68,294,UE,0.15,0.3,,
S3,2020,4,25,23,12,26,45.387367,-71.889107,222.5,13,35.8,5.5,60,614.4,2608,0.600206,139,91,71,282,UE,0.33,0.49,,
S4,2020,4,25,23,12,29,45.387535,-71.88913,219.8,13,35.7,5.4,60,614.4,2215,0.091336,77,34,29,107,UE,0.17,0.31,,
S1,2020,4,25,23,12,36,45.38792,-71.889168,216.60001,13,35.7,5.4,60,614.4,2363,0.352295,121,72,64,198,UE,0.3,0.45,,
S2,2020,4,25,23,12,39,45.388065,-71.889198,210.7,13,35.7,5.5,60,614.4,2142,0.221815,186,84,75,273,UE,0.17,0.31,,
S3,2020,4,25,23,12,41,45.388168,-71.889214,205.60001,13,35.7,5.5,60,614.4,2139,0.561062,144,87,64,267,UE,0.29,0.46,,
S4,2020,4,25,23,12,44,45.388348,-71.889229,204.3,13,35.7,5.4,60,614.4,2396,0.63935,437,176,118,686,OK,0.14,0.3,,
S5,2020,4,25,23,12,46,45.388489,-71.889229,206.5,13,35.7,5.5,60,614.4,1779,5.910726,1807,987,707,3126,OK,0.24,0.42,,
S6,2020,4,25,23,12,49,45.388702,-71.889252,206.5,13,35.7,5.4,60,614.4,1811,0.495822,158,87,65,267,UE,0.25,0.42,,
S2,2020,4,25,23,12,53,45.388962,-71.889275,207.8,12,35.7,5.5,60,614.4,3002,0.221815,224,92,75,332,UE,0.14,0.28,,
S3,2020,4,25,23,12,56,45.38913,-71.889282,208.89999,13,35.7,5.4,60,614.4,1797,0.104384,54,29,27,74,UE,0.25,0.38,,
S4,2020,4,25,23,12,58,45.389236,-71.889275,211.8,13,35.7,5.5,60,614.4,1626,2.100722,1193,589,521,1953,OK,0.21,0.35,,
S5,2020,4,25,23,13,1,45.389397,-71.889282,212.7,13,35.7,5.5,60,614.4,1799,2.361681,1067,575,519,1752,OK,0.26,0.39,,
S6,2020,4,25,23,13,3,45.389515,-71.889297,212.10001,13,35.7,5.5,60,614.4,1630,0.13048,67,34,29,106,UE,0.23,0.38,,
S1,2020,4,25,23,13,6,45.389702,-71.88932,212,13,35.7,5.5,60,614.4,1692,3.157606,1290,677,556,2168,OK,0.24,0.4,,
S2,2020,4,25,23,13,8,45.389801,-71.889328,211.39999,13,35.7,5.4,60,614.4,1871,2.700928,1825,837,712,2914,OK,0.18,0.33,,
S3,2020,4,25,23,13,11,45.389904,-71.889328,210.39999,12,35.7,5.5,60,614.4,1791,0.808973,426,191,138,683,OK,0.17,0.34,,
S4,2020,4,25,23,13,13,45.389957,-71.889297,210,11,35.7,5.4,60,614.4,1723,5.101752,1548,828,564,2708,OK,0.23,0.41,,
S5,2020,4,25,23,13,16,45.390022,-71.889175,210,11,35.7,5.5,60,614.4,4605,1.187364,201,166,144,472,OK,0.46,0.58,,
S2,2020,4,25,23,13,23,45.390045,-71.888702,204.2,12,35.7,5.5,60,614.4,1870,0.143528,108,50,44,149,UE,0.18,0.32,,
S3,2020,4,25,23,13,25,45.390049,-71.88858,203.3,12,35.7,5.4,60,614.4,1734,1.774523,694,370,303,1241,OK,0.25,0.41,,
S4,2020,4,25,23,13,28,45.390064,-71.888481,203.39999,12,35.7,5.5,60,614.4,2425,0.365343,274,113,83,422,UE,0.15,0.3,,
S5,2020,4,25,23,13,30,45.390064,-71.888412,203.2,12,35.7,5.4,60,614.4,1712,0.247911,130,60,45,206,UE,0.19,0.35,,
S2,2020,4,25,23,13,38,45.389748,-71.888283,200.89999,12,35.7,5.5,60,614.4,1620,0.300103,145,72,59,214,UE,0.22,0.37,,
S3,2020,4,25,23,13,40,45.389637,-71.888252,200.5,12,35.7,5.5,60,614.4,2169,1.122124,240,150,99,483,UE,0.28,0.46,,
S4,2020,4,25,23,13,43,45.389462,-71.888229,200.5,12,35.7,5.5,60,614.4,1867,0.326199,184,81,58,282,UE,0.17,0.33,,
S5,2020,4,25,23,13,45,45.389351,-71.888214,200.7,12,35.7,5.5,60,614.4,2784,0.195719,51,33,28,77,UE,0.34,0.49,,
S6,2020,4,25,23,13,47,45.389248,-71.888199,200.7,12,35.7,5.5,60,614.4,1893,0.534966,138,79,53,246,UE,0.25,0.43,,
S1,2020,4,25,23,13,50,45.389111,-71.888191,201.8,12,35.7,5.5,60,614.4,1621,6.797987,2462,1183,746,4153,OK,0.18,0.36,,
S2,2020,4,25,23,13,52,45.389011,-71.888191,203.3,12,35.6,5.4,60,614.4,1701,5.323567,2283,1029,648,3918,OK,0.17,0.34,,
S4,2020,4,25,23,13,57,45.388756,-71.888199,206.3,12,35.7,5.5,60,614.4,1733,0.143528,80,37,29,115,UE,0.19,0.35,,
S6,2020,4,25,23,14,2,45.388477,-71.888168,207.39999,12,35.7,5.5,60,614.4,1657,0.600206,202,104,71,346,UE,0.21,0.39,,
S1,2020,4,25,23,14,5,45.388294,-71.888138,207.2,12,35.6,5.5,60,614.4,1752,7.828776,2181,1185,768,3894,OK,0.22,0.41,,
S2,2020,4,25,23,14,7,45.388168,-71.888123,206.7,12,35.7,5.5,60,614.4,3332,1.722331,1604,595,390,2520,OK,0.13,0.27,,
S3,2020,4,25,23,14,10,45.387974,-71.888115,206.7,12,35.6,5.5,60,614.4,1714,0.143528,76,35,26,124,UE,0.18,0.35,,
S4,2020,4,25,23,14,12,45.387848,-71.888084,208.7,12,35.6,5.5,60,614.4,1890,0.156576,100,45,36,148,UE,0.18,0.33,,
S1,2020,4,25,23,14,19,45.387459,-71.888023,208.60001,11,35.6,5.5,60,614.4,1956,1.735379,564,320,258,996,OK,0.27,0.43,,
S2,2020,4,25,23,14,22,45.387302,-71.888,206.8,12,35.5,5.4,60,614.4,1692,1.839762,795,417,353,1375,OK,0.24,0.39,,
S3,2020,4,25,23,14,24,45.387192,-71.888,208.3,12,35.5,5.5,60,614.4,2188,0.13048,46,27,23,69,UE,0.3,0.45,,
S4,2020,4,25,23,14,27,45.387066,-71.888016,211,11,35.5,5.5,60,614.4,2050,0.808973,464,194,127,738,OK,0.15,0.31,,
S5,2020,4,25,23,14,29,45.387001,-71.888039,211.89999,12,35.5,5.5,60,614.4,1840,2.609592,746,417,295,1268,OK,0.25,0.43,,
S6,2020,4,25,23,14,32,45.386871,-71.888039,213.3,12,35.5,5.4,60,614.4,1652,0.808973,273,140,96,457,UE,0.21,0.39,,
S2,2020,4,25,23,14,37,45.3866,-71.888016,212.89999,12,35.5,5.5,60,614.4,2396,0.404487,145,86,78,191,UE,0.3,0.44,,
S3,2020,4,25,23,14,39,45.386494,-71.888,214,12,35.5,5.4,60,614.4,1810,0.208767,75,41,33,114,UE,0.26,0.42,,
S4,2020,4,25,23,14,42,45.386311,-71.887993,216.39999,11,35.5,5.5,60,614.4,2041,0.417535,257,110,79,401,UE,0.16,0.32,,
S1,2020,4,25,23,14,49,45.385948,-71.887978,221.2,12,35.4,5.4,60,614.4,2523,0.260959,74,46,39,128,UE,0.32,0.47,,
S2,2020,4,25,23,14,51,45.38586,-71.888,220.8,12,35.5,5.5,60,614.4,1620,0.169623,77,38,29,124,UE,0.21,0.38,,
S3,2020,4,25,23,14,54,45.385754,-71.888123,221.10001,12,35.5,5.5,60,614.4,1620,0.978597,483,240,200,794,OK,0.22,0.37,,
S4,2020,4,25,23,14,56,45.3857,-71.888237,220.7,12,35.5,5.5,60,614.4,1621,0.117432,60,30,25,85,UE,0.22,0.37,,
S1,2020,4,25,23,15,4,45.385628,-71.888794,221.8,12,35.4,5.4,60,614.4,1791,1.370036,371,205,134,660,OK,0.23,0.41,,
S2,2020,4,25,23,15,6,45.385586,-71.888878,220.60001,12,35.4,5.4,60,614.4,2786,1.539659,1204,467,311,1918,OK,0.14,0.28,,
S3,2020,4,25,23,15,9,45.385422,-71.888947,221.2,12,35.4,5.5,60,614.4,4429,0.06524,96,36,28,145,UE,0.12,0.25,,
S4,2020,4,25,23,15,11,45.385269,-71.888931,223,12,35.4,5.4,60,614.4,2893,1.304796,900,315,143,1419,OK,0.12,0.23,,
S5,2020,4,25,23,15,13,45.385113,-71.888901,223,11,35.4,5.5,60,614.4,1971,0.352295,114,65,52,169,UE,0.28,0.44,,
S6,2020,4,25,23,15,16,45.38485,-71.888885,224.10001,11,35.4,5.4,60,614.4,1799,0.221815,69,38,27,118,UE,0.25,0.42,,
S2,2020,4,25,23,15,21,45.384396,-71.888847,228.10001,12,35.3,5.4,60,614.4,1655,0.169623,81,38,27,135,UE,0.19,0.36,,
S3,2020,4,25,23,15,23,45.384224,-71.88884,229.89999,12,35.4,5.5,60,614.4,5357,1.630995,122,159,117,382,OK,0.57,0.69,,
S4,2020,4,25,23,15,26,45.383991,-71.888832,231.8,12,35.3,5.4,60,614.4,2398,0.782878,558,228,161,904,OK,0.15,0.3,,
S5,2020,4,25,23,15,28,45.383869,-71.888817,231.89999,12,35.3,5.4,60,614.4,1661,0.182671,95,45,35,148,UE,0.2,0.36,,
S6,2020,4,25,23,15,31,45.383751,-71.888794,231.89999,12,35.4,5.5,60,614.4,2057,0.874213,562,243,183,910,OK,0.16,0.32,,
S1,2020,4,25,23,15,33,45.383705,-71.888718,234.10001,11,35.3,5.4,60,614.4,1815,0.665446,253,138,115,441,OK,0.26,0.41,,
S2,2020,4,25,23,15,36,45.383678,-71.888542,233.2,12,35.3,5.4,60,614.4,2826,0.300103,264,107,82,405,UE,0.14,0.29,,
S4,2020,4,25,23,15,40,45.38369,-71.888275,231,12,35.3,5.4,60,614.4,1673,0.169623,89,42,33,133,UE,0.19,0.35,,
S5,2020,4,25,23,15,43,45.383701,-71.888008,228.8,12,35.3,5.4,60,614.4,4358,0.678494,93,83,66,211,UE,0.47,0.61,,
S6,2020,4,25,23,15,45,45.383705,-71.887825,228,12,35.3,5.4,60,614.4,1625,0.495822,221,107,80,371,UE,0.2,0.37,,
S1,2020,4,25,23,15,48,45.38372,-71.887566,225.89999,12,35.3,5.4,60,614.4,1792,3.366374,1154,629,491,2026,OK,0.25,0.42,,
S2,2020,4,25,23,15,50,45.383728,-71.887405,223.89999,12,35.3,5.5,60,614.4,3680,0.874213,958,360,259,1491,OK,0.13,0.26,,
S4,2020,4,25,23,15,55,45.383739,-71.887039,218.10001,12,35.3,5.5,60,614.4,2197,0.430583,240,94,50,369,UE,0.13,0.28,,
S5,2020,4,25,23,15,58,45.383751,-71.886833,216,12,35.3,5.4,60,614.4,1664,8.233262,2550,1113,406,4249,OK,0.08,0.23,,
S2,2020,4,25,23,16,5,45.383778,-71.886322,214.10001,12,35.3,5.4,60,614.4,2849,0.247911,214,84,59,324,UE,0.14,0.28,,
S3,2020,4,25,23,16,7,45.383785,-71.886154,213.7,12,35.3,5.4,60,614.4,1769,0.274007,96,52,40,159,UE,0.25,0.42,,
S4,2020,4,25,23,16,10,45.383801,-71.885902,212.5,12,35.3,5.4,60,614.4,5450,0.274007,584,207,158,870,OK,0.11,0.23,,
S5,2020,4,25,23,16,12,45.383808,-71.885727,211.3,12,35.3,5.4,60,614.4,1808,3.849148,1819,980,903,2977,OK,0.25,0.39,,
S6,2020,4,25,23,16,15,45.38382,-71.885437,209.2,12,35.3,5.4,60,614.4,1688,0.247911,105,55,46,170,UE,0.24,0.39,,
S1,2020,4,25,23,16,17,45.383823,-71.885239,207.8,12,35.3,5.4,60,614.4,2294,2.270345,570,353,270,989,OK,0.31,0.47,,
S2,2020,4,25,23,16,20,45.383835,-71.88501,206.60001,12,35.3,5.4,60,614.4,1687,0.613254,322,151,118,503,OK,0.19,0.35,,
S3,2020,4,25,23,16,22,45.383839,-71.884911,206.10001,12,35.3,5.4,60,614.4,1626,0.182671,79,38,27,129,UE,0.2,0.37,,
S4,2020,4,25,23,16,25,45.383842,-71.884758,205.60001,12,35.3,5.4,60,614.4,1987,0.495822,289,124,87,462,UE,0.16,0.32,,
S5,2020,4,25,23,16,27,45.38385,-71.884621,205.5,12,35.3,5.4,60,614.4,1756,0.665446,199,108,74,345,UE,0.23,0.41,,
S6,2020,4,25,23,16,30,45.383865,-71.884392,205.5,12,35.3,5.4,60,614.4,1643,1.200412,553,263,196,916,OK,0.2,0.36,,
S2,2020,4,25,23,16,34,45.383884,-71.884064,204.5,12,35.3,5.4,60,614.4,2680,0.221815,201,84,68,295,UE,0.15,0.29,,
S3,2020,4,25,23,16,37,45.383892,-71.883842,203.89999,12,35.3,5.4,60,614.4,2320,0.795925,195,122,92,381,UE,0.31,0.47,,
S4,2020,4,25,23,16,39,45.3839,-71.88372,203.5,12,35.3,5.4,60,614.4,1625,0.678494,282,136,97,461,UE,0.2,0.37,,
S5,2020,4,25,23,16,42,45.383915,-71.88353,202.89999,12,35.3,5.4,60,614.4,2401,0.274007,86,52,45,138,UE,0.31,0.46,,
S6,2020,4,25,23,16,44,45.383938,-71.883377,202.2,12,35.3,5.4,60,614.4,2009,0.861165,244,142,107,419,OK,0.28,0.45,,
S2,2020,4,25,23,16,49,45.384048,-71.883011,200.5,12,35.3,5.4,60,614.4,1899,0.808973,451,197,140,717,OK,0.17,0.33,,
S3,2020,4,25,23,16,52,45.384151,-71.882843,199.5,12,35.3,5.4,60,614.4,2016,0.469727,138,80,62,245,UE,0.28,0.44,,
S4,2020,4,25,23,16,54,45.384251,-71.88279,198.39999,12,35.3,5.4,60,614.4,5701,0.091336,235,85,69,350,UE,0.11,0.22,,
S5,2020,4,25,23,16,57,45.384415,-71.882851,198.39999,12,35.3,5.4,60,614.4,2995,0.078288,107,48,47,168,UE,0.15,0.26,,
S6,2020,4,25,23,16,59,45.384529,-71.882927,195.5,12,35.3,5.4,60,614.4,2175,0.469727,359,158,132,563,OK,0.17,0.31,,
S2,2020,4,25,23,17,4,45.3848,-71.883133,193.2,12,35.3,5.4,60,614.4,1862,0.169623,112,51,42,160,UE,0.18,0.33,,
S3,2020,4,25,23,17,6,45.384907,-71.883224,192.2,12,35.3,5.4,60,614.4,2124,0.469727,147,86,71,237,UE,0.29,0.45,,
S4,2020,4,25,23,17,9,45.385067,-71.883347,191.8,11,35.3,5.4,60,614.4,1990,1.122124,607,255,163,992,OK,0.15,0.31,,
S5,2020,4,25,23,17,11,45.385166,-71.88343,191.5,11,35.3,5.4,60,614.4,1834,13.987412,3529,1989,1258,6480,OK,0.23,0.42,,
S6,2020,4,25,23,17,14,45.385319,-71.88356,191.10001,12,35.3,5.4,60,614.4,1987,0.561062,143,84,58,255,UE,0.26,0.44,,
S2,2020,4,25,23,17,19,45.385567,-71.883766,191.60001,12,35.2,5.4,60,614.4,1695,0.352295,135,71,56,217,UE,0.24,0.4,,
S3,2020,4,25,23,17,21,45.385651,-71.883842,191.2,12,35.3,5.4,60,614.4,2319,0.548014,403,170,130,618,OK,0.16,0.31,,
S4,2020,4,25,23,17,24,45.385788,-71.883949,191.2,12,35.3,5.4,60,614.4,1909,1.017741,551,238,162,877,OK,0.16,0.32,,
S5,2020,4,25,23,17,26,45.385887,-71.884041,190.8,12,35.3,5.4,60,614.4,2449,3.783908,929,589,461,1714,OK,0.32,0.48,,
S6,2020,4,25,23,17,28,45.38599,-71.884125,191.5,12,35.3,5.4,60,614.4,1639,1.513563,538,273,191,917,OK,0.21,0.39,,
S2,2020,4,25,23,17,33,45.386238,-71.884354,191.89999,12,35.3,5.4,60,614.4,2648,0.587158,106,74,51,226,UE,0.33,0.5,,
S4,2020,4,25,23,17,38,45.386494,-71.884575,191.60001,12,35.2,5.4,60,614.4,1947,2.466064,669,386,277,1230,OK,0.26,0.44,,
S5,2020,4,25,23,17,41,45.386642,-71.884712,191.3,10,35.3,5.4,60,614.4,4333,4.527642,647,564,455,1548,OK,0.46,0.6,,
S2,2020,4,25,23,17,48,45.386978,-71.88501,190.8,12,35.2,5.4,60,614.4,3633,1.448323,192,165,118,487,OK,0.42,0.58,,
S4,2020,4,25,23,17,53,45.387188,-71.885223,187.39999,12,35.2,5.4,60,614.4,1666,0.443631,202,94,66,323,UE,0.18,0.35,,
S1,2020,4,25,23,18,0,45.387489,-71.885529,183.8,12,35.2,5.4,60,614.4,2776,1.122124,286,186,156,490,OK,0.34,0.49,,
S2,2020,4,25,23,18,3,45.387615,-71.885666,182.2,12,35.2,5.4,60,614.4,1895,0.626302,207,116,92,358,UE,0.27,0.43,,
S3,2020,4,25,23,18,5,45.387699,-71.885757,181.60001,11,35.2,5.4,60,614.4,2458,0.143528,50,30,27,74,UE,0.31,0.45,,
S4,2020,4,25,23,18,8,45.387825,-71.885887,177.89999,11,35.2,5.4,60,614.4,2444,0.208767,60,37,31,100,UE,0.32,0.47,,
S5,2020,4,25,23,18,10,45.38792,-71.885971,176.10001,12,35.2,5.4,60,614.4,1627,0.182671,87,44,37,126,UE,0.22,0.38,,
S1,2020,4,25,23,18,15,45.388191,-71.886078,174.8,12,35.2,5.4,60,614.4,2504,1.043837,265,168,135,435,OK,0.32,0.48,,
S2,2020,4,25,23,18,18,45.388374,-71.886101,174.8,12,35.2,5.4,60,614.4,1724,0.221815,100,53,46,146,UE,0.25,0.39,,
S3,2020,4,25,23,18,20,45.388489,-71.886093,173.5,12,35.2,5.4,60,614.4,1622,1.735379,715,347,249,1201,OK,0.2,0.37,,
S4,2020,4,25,23,18,22,45.388618,-71.886063,176.3,12,35.2,5.4,60,614.4,2464,2.374729,1618,641,415,2637,OK,0.14,0.29,,
S5,2020,4,25,23,18,25,45.38868,-71.886002,175.89999,12,35.2,5.4,60,614.4,1681,0.156576,67,35,29,100,UE,0.24,0.39,,
S6,2020,4,25,23,18,27,45.388714,-71.885956,174.7,12,35.2,5.4,60,614.4,1795,0.195719,62,34,25,106,UE,0.25,0.42,,
S2,2020,4,25,23,18,32,45.38876,-71.885887,173.2,12,35.2,5.4,60,614.4,1689,0.195719,120,57,48,179,UE,0.2,0.35,,
S3,2020,4,25,23,18,35,45.388786,-71.885902,172.89999,12,35.2,5.4,60,614.4,1868,0.900309,494,217,154,805,OK,0.17,0.33,,
S4,2020,4,25,23,18,37,45.388783,-71.885902,173.3,11,35.2,5.4,60,614.4,1814,3.992675,1896,823,515,3243,OK,0.16,0.32,,
S5,2020,4,25,23,18,40,45.388775,-71.88588,174.10001,12,35.2,5.4,60,614.4,1692,0.247911,125,58,43,201,UE,0.19,0.35,,
S6,2020,4,25,23,18,42,45.38879,-71.88588,175,12,35.1,5.3,60,614.4,1663,0.430583,145,75,51,251,UE,0.22,0.39,,
S1,2020,4,25,23,18,45,45.388802,-71.885941,175,12,35.1,5.3,60,614.4,1759,9.577203,2627,1433,922,4748,OK,0.22,0.41,,
S2,2020,4,25,23,18,47,45.38879,-71.886024,175.8,12,35.1,5.3,60,614.4,1876,2.68788,1370,590,383,2311,OK,0.16,0.32,,
S3,2020,4,25,23,18,50,45.38876,-71.886177,178,12,35.1,5.3,60,614.4,1658,0.691542,306,143,100,510,OK,0.19,0.36,,
S4,2020,4,25,23,18,52,45.388729,-71.886292,179.60001,12,35.1,5.3,60,614.4,2231,0.352295,251,106,79,389,UE,0.16,0.31,,
S2,2020,4,25,23,19,2,45.388615,-71.886909,187.8,12,35.1,5.4,60,614.4,1831,0.117432,77,35,28,122,UE,0.18,0.33,,
S3,2020,4,25,23,19,4,45.388615,-71.886986,188.89999,12,35.1,5.3,60,614.4,4207,0.782878,1070,413,334,1660,OK,0.12,0.25,,
S4,2020,4,25,23,19,7,45.388657,-71.887093,190.39999,12,35.1,5.4,60,614.4,1627,0.587158,273,138,115,450,OK,0.22,0.38,,
S5,2020,4,25,23,19,9,45.388718,-71.887138,191.7,12,35.1,5.3,60,614.4,1801,0.169623,70,38,32,107,UE,0.26,0.41,,
S1,2020,4,25,23,19,14,45.388924,-71.887161,189.8,12,35.1,5.3,60,614.4,2383,1.34394,295,190,137,505,OK,0.31,0.48,,
S2,2020,4,25,23,19,17,45.389072,-71.887177,189.39999,12,35,5.3,60,614.4,1784,3.144558,913,501,346,1650,OK,0.24,0.42,,
S3,2020,4,25,23,19,19,45.389179,-71.887184,191.10001,12,35.1,5.4,60,614.4,1805,1.043837,430,233,202,782,OK,0.26,0.41,,
S4,2020,4,25,23,19,21,45.389248,-71.887199,189.39999,12,35.1,5.3,60,614.4,2140,0.430583,280,118,84,444,UE,0.16,0.31,,
S5,2020,4,25,23,19,24,45.389366,-71.887215,190.10001,12,35,5.3,60,614.4,1628,0.13048,66,32,25,104,UE,0.21,0.37,,
S6,2020,4,25,23,19,26,45.389481,-71.88723,191.2,12,35,5.3,60,614.4,1623,0.665446,265,132,97,460,UE,0.21,0.38,,
S1,2020,4,25,23,19,29,45.389648,-71.887245,192.89999,12,35,5.3,60,614.4,2300,0.208767,77,45,41,139,UE,0.3,0.43,,
S2,2020,4,25,23,19,31,45.389744,-71.887253,193.2,12,35,5.3,60,614.4,2286,0.221815,155,64,45,249,UE,0.15,0.3,,
S3,2020,4,25,23,19,34,45.389874,-71.887276,193.10001,12,35,5.3,60,614.4,1652,5.153944,1624,832,534,2786,OK,0.2,0.38,,
S4,2020,4,25,23,19,36,45.389957,-71.887283,193.8,12,35.1,5.4,60,614.4,2616,0.391439,268,101,57,412,UE,0.13,0.27,,
S5,2020,4,25,23,19,39,45.390018,-71.887291,193.8,12,35,5.3,60,614.4,2070,0.234863,137,57,37,213,UE,0.15,0.31,,
S6,2020,4,25,23,19,41,45.390049,-71.887329,194.7,12,35,5.3,60,614.4,1717,0.795925,291,125,56,482,UE,0.11,0.27,,
S1,2020,4,25,23,19,44,45.390091,-71.887482,195.7,12,35,5.3,60,614.4,1648,2.792263,613,310,103,1138,OK,0.07,0.24,,
S2,2020,4,25,23,19,46,45.390091,-71.887619,196.2,12,35,5.3,60,614.4,3562,0.234863,228,80,46,336,UE,0.13,0.25,,
S4,2020,4,25,23,19,51,45.390099,-71.888031,199.3,12,35,5.3,60,614.4,4170,0.965549,1204,434,300,1850,OK,0.13,0.25,,
S5,2020,4,25,23,19,53,45.390106,-71.888184,201.60001,12,35,5.3,60,614.4,1621,0.76983,394,195,164,655,OK,0.22,0.37,,
S6,2020,4,25,23,19,56,45.390099,-71.888428,202.3,12,35,5.3,60,614.4,1709,1.252604,637,294,219,1037,OK,0.19,0.35,,
S2,2020,4,25,23,20,1,45.39006,-71.88887,205,12,35,5.3,60,614.4,3030,0.078288,75,30,23,115,UE,0.14,0.28,,
S3,2020,4,25,23,20,3,45.390057,-71.889046,206.3,12,35,5.3,60,614.4,4432,0.808973,132,110,93,325,UE,0.46,0.59,,
S4,2020,4,25,23,20,6,45.390057,-71.88929,208.10001,12,34.9,5.3,60,614.4,2247,0.782878,511,211,146,801,OK,0.15,0.31,,
S5,2020,4,25,23,20,8,45.390045,-71.889442,208.2,12,34.9,5.2,60,614.4,1626,0.456679,170,85,60,286,UE,0.21,0.38,,
S6,2020,4,25,23,20,11,45.390034,-71.889702,208.8,12,35,5.3,60,614.4,1645,2.257297,859,439,328,1472,OK,0.22,0.39,,
S1,2020,4,25,23,20,13,45.390022,-71.889885,211,12,35,5.3,60,614.4,2938,2.753119,795,509,456,1408,OK,0.34,0.48,,
S2,2020,4,25,23,20,15,45.390015,-71.890038,211.60001,12,35,5.3,60,614.4,2025,1.004693,624,269,197,1005,OK,0.16,0.32,,
S3,2020,4,25,23,20,18,45.390011,-71.890221,212.60001,12,35,5.3,60,614.4,2388,0.521918,397,166,126,630,OK,0.15,0.3,,
S4,2020,4,25,23,20,20,45.390007,-71.890343,213.7,12,34.9,5.3,60,614.4,1895,5.610622,3039,1320,911,5015,OK,0.16,0.33,,
S5,2020,4,25,23,20,23,45.389996,-71.890549,215.5,12,34.9,5.3,60,614.4,1650,1.109077,440,226,176,728,OK,0.23,0.39,,
S6,2020,4,25,23,20,25,45.389988,-71.890709,217.7,12,34.9,5.3,60,614.4,1968,1.109077,298,173,124,522,OK,0.27,0.44,,
S1,2020,4,25,23,20,28,45.38998,-71.890953,220.5,12,34.9,5.3,60,614.4,1896,15.722792,8164,3507,2295,12897,OK,0.16,0.32,,
S2,2020,4,25,23,20,30,45.389977,-71.891106,221.2,12,34.8,5.2,60,614.4,3454,1.317844,1295,483,329,1998,OK,0.13,0.27,,
S3,2020,4,25,23,20,33,45.389961,-71.891304,221.2,12,34.9,5.3,60,614.4,4249,0.13048,182,69,54,277,UE,0.12,0.25,,
S4,2020,4,25,23,20,35,45.389957,-71.891403,224.7,12,34.8,5.2,60,614.4,2782,5.140896,3886,1485,939,6157,OK,0.13,0.28,,
S5,2020,4,25,23,20,38,45.389965,-71.891579,223.60001,12,34.9,5.3,60,614.4,1785,8.807373,3243,1758,1430,5638,OK,0.25,0.41,,
S6,2020,4,25,23,20,40,45.389965,-71.891747,223.10001,13,34.8,5.2,60,614.4,1737,1.265652,503,218,114,827,OK,0.13,0.3,,
