Sensor,date,,,time,,,latitude,longitude,altitude,Satellite,Humidity,T (_C),colorTem,lux,???,???,R,G,B,clear,tail,MSI,SLI,,,,
S3,2020,4,18,23,30,24,45.400085,-71.833191,292.70001,13,50.7,0.9,60,614.4,2154,1.578803,1004,421,296,1625,OK,0.15,0.31,,,,
S4,2020,4,18,23,30,26,45.400032,-71.833206,292.60001,13,50.7,0.9,60,614.4,1627,0.06524,26,13,9,47,UE,0.21,0.38,,,,
S5,2020,4,18,23,30,29,45.399986,-71.833244,292.60001,13,50.6,0.9,60,614.4,2773,0.06524,15,10,8,24,UE,0.35,0.5,,,,
S6,2020,4,18,23,30,31,45.399944,-71.833366,292.79999,13,50.6,0.9,60,614.4,1793,0.091336,33,18,14,58,UE,0.25,0.42,,,,
S1,2020,4,18,23,30,33,45.399937,-71.833496,292.39999,13,50.6,0.9,60,614.4,1747,0.091336,45,24,21,67,UE,0.25,0.4,,,,
S2,2020,4,18,23,30,36,45.399944,-71.833717,291.10001,13,50.6,0.9,60,614.4,3584,0.104384,32,21,20,38,UE,0.36,0.48,,,,
S3,2020,4,18,23,30,38,45.399944,-71.833862,290.20001,13,50.6,0.9,60,614.4,1991,2.152913,1224,521,354,2040,OK,0.16,0.32,,,,
S4,2020,4,18,23,30,41,45.399975,-71.834045,289.20001,13,50.6,0.9,60,614.4,2466,0.900309,617,244,157,1018,OK,0.14,0.29,,,,
S5,2020,4,18,23,30,43,45.400047,-71.834114,288.70001,13,50.6,0.9,60,614.4,1804,0.495822,199,108,92,342,UE,0.26,0.41,,,,
S6,2020,4,18,23,30,46,45.400177,-71.834129,288.70001,13,50.6,0.9,60,614.4,1770,0.143528,42,23,15,74,UE,0.23,0.41,,,,
S1,2020,4,18,23,30,48,45.400272,-71.834122,287.29999,13,50.6,0.9,60,614.4,1713,0.221815,83,44,34,123,UE,0.24,0.41,,,,
S2,2020,4,18,23,30,51,45.400375,-71.834122,286.5,13,50.6,0.9,60,614.4,3442,0.169623,52,34,32,68,UE,0.36,0.48,,,,
S3,2020,4,18,23,30,53,45.40052,-71.834122,286.10001,13,50.6,0.9,60,614.4,1801,0.143528,55,30,24,89,UE,0.26,0.42,,,,
S4,2020,4,18,23,30,56,45.40062,-71.834114,285.89999,13,50.6,0.9,60,614.4,1622,0.247911,139,69,61,238,UE,0.22,0.36,,,,
S5,2020,4,18,23,30,58,45.400761,-71.834114,285.39999,13,50.5,0.9,60,614.4,1772,1.396132,381,209,135,674,OK,0.23,0.41,,,,
S6,2020,4,18,23,31,0,45.400871,-71.834122,285.20001,13,50.5,0.9,60,614.4,1633,0.039144,21,10,7,34,UE,0.19,0.36,,,,
S1,2020,4,18,23,45,32,45.403168,-71.835762,267.39999,14,50.5,0.9,60,614.4,2170,0.052192,15,9,7,25,UE,0.29,0.46,"À partir de ce point, lle LAN3 a été placé autrement ",,,
S2,2020,4,18,23,45,35,45.403168,-71.835762,267.39999,14,47.9,1.3,60,614.4,2052,0.182671,53,31,24,84,UE,0.28,0.45,,LAN3 est placé de cette façon :,,
S3,2020,4,18,23,45,37,45.403164,-71.835762,268.70001,14,47.9,1.3,60,614.4,2088,0.600206,183,107,86,322,UE,0.29,0.45,,S1,haut,
S4,2020,4,18,23,45,40,45.40316,-71.835762,269.20001,14,47.8,1.3,60,614.4,1717,0.50887,235,106,70,386,UE,0.17,0.34,,S2,vers le côté droit de l'auto en la regardant de derrière,
S5,2020,4,18,23,45,42,45.403164,-71.835762,269.5,14,47.8,1.3,60,614.4,2221,0.50887,121,75,54,216,UE,0.29,0.47,,S3,vers l'arrière de l'auto,
S6,2020,4,18,23,45,45,45.403168,-71.835762,269.10001,14,47.8,1.3,60,614.4,2584,0.091336,25,16,13,40,UE,0.33,0.49,,S4,vers le côté gauche de l'auto en la regardant de derrière,
S1,2020,4,18,23,45,47,45.403168,-71.83577,269.29999,14,47.8,1.3,60,614.4,1937,0.06524,21,12,9,34,UE,0.27,0.44,,S5,vers l'avant de l'auto,
S2,2020,4,18,23,45,50,45.403149,-71.835777,269.39999,14,47.8,1.3,60,614.4,2626,0.143528,29,20,14,54,UE,0.33,0.5,,S6,vers le toît de l'auto (le bas),
S3,2020,4,18,23,45,52,45.403107,-71.835808,269.39999,15,47.8,1.3,60,614.4,1956,0.339247,103,59,45,190,UE,0.27,0.44,,,,
S4,2020,4,18,23,45,54,45.403084,-71.835854,269.39999,14,47.8,1.3,60,614.4,1864,0.808973,227,128,90,440,UE,0.25,0.43,,,,
S5,2020,4,18,23,45,57,45.403049,-71.835968,269.5,14,47.8,1.3,60,614.4,2532,0.613254,110,76,50,204,UE,0.31,0.49,,,,
S6,2020,4,18,23,45,59,45.403023,-71.836037,269.20001,14,47.8,1.3,60,614.4,3778,0.06524,11,9,7,17,UE,0.43,0.57,,,,
S1,2020,4,18,23,46,2,45.402985,-71.836151,269.20001,14,47.8,1.3,60,614.4,2184,0.013048,3,2,1,4,UE,0.22,0.41,,,,
S2,2020,4,18,23,46,4,45.40295,-71.836235,268.5,14,47.8,1.3,60,614.4,4240,0.104384,27,19,18,33,UE,0.39,0.51,,,,
S3,2020,4,18,23,46,7,45.402927,-71.836311,268.20001,14,47.7,1.2,60,614.4,2317,0.339247,101,61,51,152,UE,0.31,0.46,,,,
S4,2020,4,18,23,46,9,45.402893,-71.836433,268.5,14,47.7,1.3,60,614.4,1900,1.552707,368,213,133,719,OK,0.24,0.42,,,,
S5,2020,4,18,23,46,12,45.402897,-71.83651,267.79999,14,47.7,1.3,60,614.4,3674,0.221815,40,31,25,71,UE,0.41,0.56,,,,
S6,2020,4,18,23,46,14,45.402946,-71.836624,266.89999,14,47.7,1.3,60,614.4,6320,0.039144,9,7,7,12,UE,0.45,0.54,,,,
S1,2020,4,18,23,46,16,45.403004,-71.836685,266.39999,14,47.7,1.3,60,614.4,4380,0,3,2,2,5,UE,0.37,0.47,,,,
S2,2020,4,18,23,46,19,45.403111,-71.836784,265.60001,14,47.7,1.3,60,614.4,1717,0.078288,32,17,13,47,UE,0.24,0.41,,,,
S3,2020,4,18,23,46,21,45.403183,-71.836838,265.79999,12,47.7,1.3,60,614.4,2335,0.234863,77,46,40,113,UE,0.31,0.45,,,,
S4,2020,4,18,23,46,24,45.40329,-71.836945,266.29999,14,47.7,1.3,60,614.4,4313,0.782878,130,107,90,322,UE,0.45,0.58,,,,
S5,2020,4,18,23,46,26,45.403343,-71.837029,265.79999,14,47.7,1.3,60,614.4,5085,1.096029,114,121,95,311,UE,0.53,0.66,,,,
S6,2020,4,18,23,46,29,45.403408,-71.837181,265.79999,14,47.7,1.3,60,614.4,5032,0.104384,17,15,13,28,UE,0.49,0.61,,,,
S1,2020,4,18,23,46,31,45.403419,-71.837311,264.5,14,47.7,1.3,60,614.4,5883,0.013048,4,3,3,7,UE,0.43,0.52,,,,
S2,2020,4,18,23,46,34,45.403431,-71.837433,263.5,14,47.7,1.3,60,614.4,2252,0.482775,116,72,53,215,UE,0.3,0.47,,,,
S3,2020,4,18,23,46,36,45.403446,-71.837616,262.79999,14,47.7,1.3,60,614.4,3589,0.587158,104,80,64,205,UE,0.41,0.56,,,,
S4,2020,4,18,23,46,39,45.403458,-71.837746,262.39999,14,47.6,1.3,60,614.4,4105,0.469727,49,49,34,119,UE,0.46,0.61,,,,
S5,2020,4,18,23,46,41,45.403465,-71.837921,261.20001,14,47.6,1.3,60,614.4,3366,0.13048,30,21,18,42,UE,0.38,0.52,,,,
S6,2020,4,18,23,46,43,45.403473,-71.838043,260.5,14,47.7,1.3,60,614.4,6320,0.039144,9,7,7,11,UE,0.45,0.54,,,,
S1,2020,4,18,23,46,46,45.403488,-71.838219,259.70001,14,47.6,1.3,60,614.4,2184,0.013048,3,2,1,4,UE,0.22,0.41,,,,
S2,2020,4,18,23,46,48,45.4035,-71.838341,259.20001,14,47.6,1.3,60,614.4,4446,0.06524,16,12,11,21,UE,0.42,0.54,,,,
S3,2020,4,18,23,46,51,45.403522,-71.838554,258.39999,14,47.6,1.3,60,614.4,4181,0.169623,50,34,33,65,UE,0.38,0.49,,,,
S4,2020,4,18,23,46,53,45.403542,-71.838676,257.89999,14,47.6,1.3,60,614.4,4380,0.06524,24,16,16,27,UE,0.37,0.47,,,,
S5,2020,4,18,23,46,56,45.403568,-71.838875,257.89999,14,47.6,1.3,60,614.4,3351,0.195719,42,30,25,69,UE,0.38,0.53,,,,
S6,2020,4,18,23,46,58,45.403587,-71.838997,255.89999,14,47.6,1.3,60,614.4,6647,0.039144,10,8,8,13,UE,0.47,0.55,,,,
S1,2020,4,18,23,47,1,45.403606,-71.839127,255.3,14,47.6,1.3,60,614.4,2184,0.013048,3,2,1,4,UE,0.22,0.41,,,,
S2,2020,4,18,23,47,3,45.403641,-71.839325,254.3,14,47.6,1.3,60,614.4,3478,0.260959,48,36,29,90,UE,0.4,0.55,,,,
S3,2020,4,18,23,47,6,45.403664,-71.83947,253.89999,14,47.6,1.3,60,614.4,4265,0.287055,59,45,40,93,UE,0.43,0.55,,,,
S4,2020,4,18,23,47,8,45.403687,-71.839691,253.60001,14,47.6,1.3,60,614.4,2591,0.06524,25,15,14,30,UE,0.31,0.44,,,,
S5,2020,4,18,23,47,10,45.403702,-71.839828,253.2,14,47.6,1.3,60,614.4,2930,0.208767,41,29,22,64,UE,0.36,0.52,,,,
S6,2020,4,18,23,47,13,45.403717,-71.84005,252.7,14,47.6,1.3,60,614.4,4467,0.052192,10,8,7,13,UE,0.45,0.57,,,,
S1,2020,4,18,23,47,15,45.403728,-71.840195,252.7,14,47.6,1.4,60,614.4,4380,0,3,2,2,5,UE,0.37,0.47,,,,
S2,2020,4,18,23,47,18,45.403751,-71.840416,252.5,14,47.6,1.3,60,614.4,2348,1.905002,244,179,78,483,UE,0.21,0.39,,,,
S3,2020,4,18,23,47,20,45.403759,-71.840569,252.3,14,47.6,1.4,60,614.4,2915,0.234863,59,39,33,86,UE,0.35,0.5,,,,
S4,2020,4,18,23,47,23,45.403782,-71.84079,252.10001,14,47.6,1.3,60,614.4,3641,0.430583,49,45,30,102,UE,0.42,0.58,,,,
S5,2020,4,18,23,47,25,45.403793,-71.840942,251.7,14,47.6,1.3,60,614.4,2532,0.300103,55,38,25,91,UE,0.31,0.49,,,,
S6,2020,4,18,23,47,28,45.403805,-71.841103,251.39999,14,47.6,1.3,60,614.4,4467,0.052192,10,8,7,12,UE,0.45,0.57,,,,
S1,2020,4,18,23,47,30,45.40382,-71.841316,250.89999,14,47.6,1.3,60,614.4,3072,0,3,1,1,4,UE,0.01,0.06,,,,
S2,2020,4,18,23,47,33,45.403831,-71.841446,250.39999,14,47.6,1.3,60,614.4,2821,1.21346,120,106,48,254,UE,0.27,0.44,,,,
S3,2020,4,18,23,47,35,45.403854,-71.841644,249.89999,14,47.6,1.3,60,614.4,3111,0.404487,77,56,43,114,UE,0.37,0.53,,,,
S4,2020,4,18,23,47,37,45.403858,-71.841782,249.39999,14,47.6,1.3,60,614.4,3259,0.143528,23,18,13,36,UE,0.39,0.55,,,,
S5,2020,4,18,23,47,40,45.403873,-71.842003,248.8,14,47.6,1.3,60,614.4,3070,0.430583,58,47,30,106,UE,0.36,0.53,,,,
S6,2020,4,18,23,47,42,45.403889,-71.84214,248.5,14,47.6,1.4,60,614.4,5464,0.06524,10,9,8,14,UE,0.5,0.61,,,,
S1,2020,4,18,23,47,45,45.403919,-71.842354,248.5,14,47.6,1.3,60,614.4,4380,0,3,2,2,5,UE,0.37,0.47,,,,
S2,2020,4,18,23,47,47,45.403961,-71.842499,247.3,14,47.6,1.3,60,614.4,4021,0.221815,33,28,22,56,UE,0.44,0.59,,,,
S3,2020,4,18,23,47,50,45.404034,-71.842712,246.60001,14,47.6,1.3,60,614.4,3473,0.430583,78,59,47,121,UE,0.4,0.55,,,,
S4,2020,4,18,23,47,52,45.404083,-71.842857,245.3,14,47.6,1.3,60,614.4,3986,0.039144,17,11,11,20,UE,0.35,0.45,,,,
S5,2020,4,18,23,47,55,45.404137,-71.842995,244.60001,14,47.6,1.4,60,614.4,3670,0.300103,45,37,28,81,UE,0.42,0.57,,,,
S6,2020,4,18,23,47,57,45.404209,-71.843201,243.8,14,47.6,1.3,60,614.4,6647,0.039144,10,8,8,14,UE,0.47,0.55,,,,
S1,2020,4,18,23,48,0,45.404259,-71.84333,243,14,47.6,1.3,60,614.4,2184,0.013048,3,2,1,4,UE,0.22,0.41,,,,
S2,2020,4,18,23,48,2,45.40435,-71.843521,241.39999,14,47.6,1.3,60,614.4,5055,0.091336,22,17,16,27,UE,0.44,0.55,,,,
S3,2020,4,18,23,48,4,45.404408,-71.843651,240.8,14,47.6,1.4,60,614.4,4614,0.600206,89,78,65,178,UE,0.47,0.6,,,,
S4,2020,4,18,23,48,7,45.404488,-71.843796,240.39999,13,47.6,1.3,60,614.4,2666,0.091336,29,18,16,41,UE,0.33,0.46,,,,
S5,2020,4,18,23,48,9,45.404518,-71.843864,240.60001,13,47.6,1.3,60,614.4,1707,0.234863,87,46,36,135,UE,0.24,0.41,,,,
S6,2020,4,18,23,48,12,45.404533,-71.843941,240.60001,13,47.6,1.3,60,614.4,1858,0.182671,65,36,29,108,UE,0.26,0.42,,,,
S1,2020,4,18,23,48,14,45.404518,-71.844017,240.2,14,47.6,1.3,60,614.4,2093,0.052192,23,13,12,38,UE,0.28,0.41,,,,
S2,2020,4,18,23,48,17,45.404457,-71.844162,240.2,13,47.6,1.3,60,614.4,1624,0.352295,123,61,40,212,UE,0.2,0.38,,,,
S3,2020,4,18,23,48,19,45.404388,-71.844238,240.39999,14,47.6,1.4,60,614.4,1621,0.195719,84,41,30,142,UE,0.2,0.37,,,,
S4,2020,4,18,23,48,22,45.404312,-71.844322,240.10001,13,47.6,1.3,60,614.4,1786,0.50887,130,72,44,246,UE,0.22,0.4,,,,
S5,2020,4,18,23,48,24,45.404194,-71.844437,239.7,13,47.6,1.3,60,614.4,2307,0.260959,70,43,34,117,UE,0.31,0.47,,,,
S6,2020,4,18,23,48,27,45.404114,-71.844536,239.89999,14,47.6,1.3,60,614.4,5464,0.06524,10,9,8,15,UE,0.5,0.61,,,,
S1,2020,4,18,23,48,29,45.403999,-71.844688,239,14,47.6,1.4,60,614.4,2184,0.013048,3,2,1,5,UE,0.22,0.41,,,,
S2,2020,4,18,23,48,31,45.403923,-71.844788,238.39999,14,47.6,1.3,60,614.4,2580,0.587158,119,80,58,233,UE,0.33,0.5,,,,
S3,2020,4,18,23,48,34,45.403812,-71.844917,237.60001,14,47.6,1.4,60,614.4,2796,0.195719,56,36,31,90,UE,0.34,0.48,,,,
S4,2020,4,18,23,48,36,45.403744,-71.844994,237.3,14,47.6,1.3,60,614.4,1669,0.456679,220,103,76,379,UE,0.19,0.36,,,,
S5,2020,4,18,23,48,39,45.403645,-71.845123,237.3,14,47.6,1.4,60,614.4,3383,0.587158,83,68,48,174,UE,0.4,0.56,,,,
S6,2020,4,18,23,48,41,45.403576,-71.845207,235.89999,14,47.6,1.3,60,614.4,5883,0.039144,12,9,9,16,UE,0.43,0.52,,,,
S1,2020,4,18,23,48,44,45.403473,-71.845322,235.3,14,47.6,1.3,60,614.4,2184,0.013048,3,2,1,5,UE,0.22,0.41,,,,
S2,2020,4,18,23,48,46,45.4034,-71.845398,234.60001,14,47.6,1.3,60,614.4,1799,0.247911,84,46,35,137,UE,0.25,0.42,,,,
S3,2020,4,18,23,48,49,45.403343,-71.845474,234.10001,14,47.6,1.3,60,614.4,2225,0.287055,89,53,44,137,UE,0.3,0.45,,,,
S4,2020,4,18,23,48,51,45.403233,-71.845619,232.8,14,47.6,1.4,60,614.4,1781,0.339247,150,65,38,241,UE,0.15,0.32,,,,
S5,2020,4,18,23,48,53,45.403152,-71.845718,231.7,14,47.5,1.3,60,614.4,2231,0.221815,61,37,29,95,UE,0.3,0.46,,,,
S6,2020,4,18,23,48,56,45.403023,-71.845871,230.2,14,47.6,1.4,60,614.4,4136,0.052192,12,9,8,17,UE,0.42,0.55,,,,
S1,2020,4,18,23,48,58,45.402943,-71.84597,229.8,14,47.5,1.3,60,614.4,1635,0,4,2,2,7,UE,0.2,0.32,,,,
S2,2020,4,18,23,49,1,45.402836,-71.846085,229.5,14,47.5,1.3,60,614.4,1674,0.313151,190,91,78,321,UE,0.2,0.35,,,,
S3,2020,4,18,23,49,3,45.402794,-71.846176,228.7,13,47.5,1.3,60,614.4,1627,0.887261,366,184,141,588,OK,0.22,0.38,,,,
S4,2020,4,18,23,49,6,45.402782,-71.846313,228.7,13,47.5,1.3,60,614.4,1636,0.274007,122,58,41,200,UE,0.19,0.36,,,,
S5,2020,4,18,23,49,8,45.402821,-71.846397,229.10001,13,47.5,1.3,60,614.4,2645,0.430583,85,58,42,158,UE,0.33,0.5,,,,
S6,2020,4,18,23,49,11,45.402863,-71.846497,228.39999,13,47.5,1.3,60,614.4,4791,0.052192,11,9,8,17,UE,0.46,0.58,,,,
S1,2020,4,18,23,49,13,45.402935,-71.846642,228.10001,13,47.5,1.3,60,614.4,4380,0,3,2,2,6,UE,0.37,0.47,,,,
S2,2020,4,18,23,49,16,45.402996,-71.846733,227.10001,13,47.5,1.3,60,614.4,4650,1.356988,221,186,160,550,OK,0.46,0.59,,,,
S3,2020,4,18,23,49,18,45.403114,-71.846878,225.39999,13,47.5,1.3,60,614.4,5460,0.76983,108,101,88,252,UE,0.51,0.63,,,,
S4,2020,4,18,23,49,20,45.40321,-71.846947,224.89999,13,47.5,1.3,60,614.4,2499,0.795925,147,100,67,316,UE,0.31,0.49,,,,
S5,2020,4,18,23,49,23,45.403343,-71.847015,225,14,47.6,1.4,60,614.4,5764,0.182671,498,180,147,727,OK,0.1,0.22,,,,
S6,2020,4,18,23,49,25,45.403435,-71.847038,224.60001,14,47.5,1.3,60,614.4,1761,0.208767,131,61,51,204,UE,0.19,0.34,,,,
S1,2020,4,18,23,49,28,45.403564,-71.847069,224.5,14,47.6,1.4,60,614.4,2217,4.070963,2967,1279,1015,4747,OK,0.16,0.31,,,,
S2,2020,4,18,23,49,30,45.403648,-71.847092,224.2,14,47.5,1.3,60,614.4,1733,0.808973,234,126,82,424,UE,0.22,0.4,,,,
S3,2020,4,18,23,49,33,45.403786,-71.847122,224.2,14,47.5,1.3,60,614.4,5180,0.287055,551,201,158,841,OK,0.11,0.23,,,,
S4,2020,4,18,23,49,35,45.403881,-71.847137,224,14,47.5,1.3,60,614.4,4146,0.274007,49,39,33,100,UE,0.44,0.57,,,,
S5,2020,4,18,23,49,38,45.403988,-71.847153,223.3,14,47.5,1.3,60,614.4,1643,10.973334,3471,1763,1112,6014,OK,0.2,0.38,,,,
S6,2020,4,18,23,49,40,45.40416,-71.847198,222.39999,14,47.5,1.4,60,614.4,1809,0.743734,211,117,80,366,UE,0.24,0.42,,,,
S1,2020,4,18,23,49,43,45.404282,-71.847214,222.2,14,47.5,1.3,60,614.4,2037,0.013048,5,3,2,8,UE,0.27,0.45,,,,
S2,2020,4,18,23,49,45,45.404472,-71.847237,221.89999,14,47.5,1.3,60,614.4,2945,0.052192,19,12,11,24,UE,0.34,0.47,,,,
S3,2020,4,18,23,49,47,45.404606,-71.847267,220.10001,14,47.5,1.3,60,614.4,2189,0.195719,80,46,42,119,UE,0.29,0.42,,,,
S4,2020,4,18,23,49,50,45.404797,-71.847305,219.10001,14,47.5,1.3,60,614.4,2891,4.371067,3852,1544,1162,6192,OK,0.14,0.29,,,,
S5,2020,4,18,23,49,52,45.404919,-71.847336,218.5,14,47.5,1.3,60,614.4,5856,1.161268,135,140,120,376,OK,0.55,0.66,,,,
S6,2020,4,18,23,49,55,45.405102,-71.847382,217.60001,13,47.5,1.3,60,614.4,4737,0.06524,14,11,10,23,UE,0.44,0.56,,,,
S1,2020,4,18,23,49,57,45.405216,-71.847404,216.7,13,47.5,1.3,60,614.4,1866,0.026096,9,5,4,16,UE,0.26,0.43,,,,
S2,2020,4,18,23,50,0,45.405392,-71.84745,216.7,13,47.5,1.3,60,614.4,1637,0.221815,108,52,41,167,UE,0.2,0.36,,,,
S3,2020,4,18,23,50,2,45.405514,-71.847481,215.5,14,47.5,1.4,60,614.4,1624,2.531304,968,463,303,1653,OK,0.19,0.36,,,,
S4,2020,4,18,23,50,5,45.405632,-71.847504,214.2,14,47.5,1.3,60,614.4,2188,0.117432,43,25,22,64,UE,0.29,0.44,,,,
S5,2020,4,18,23,50,7,45.405807,-71.847549,214,14,47.5,1.3,60,614.4,1633,0.156576,69,35,28,101,UE,0.22,0.39,,,,
S6,2020,4,18,23,50,10,45.40591,-71.847588,213.89999,14,47.5,1.4,60,614.4,3290,0.052192,15,10,9,20,UE,0.36,0.49,,,,
S1,2020,4,18,23,50,12,45.406052,-71.847618,213,14,47.5,1.3,60,614.4,2730,0.052192,10,7,5,17,UE,0.34,0.51,,,,
S2,2020,4,18,23,50,14,45.406132,-71.847626,212.60001,14,47.5,1.3,60,614.4,1733,0.156576,58,31,24,91,UE,0.24,0.41,,,,
S3,2020,4,18,23,50,17,45.406204,-71.847549,212,13,47.5,1.3,60,614.4,1866,0.247911,73,41,30,124,UE,0.26,0.43,,,,
S4,2020,4,18,23,50,19,45.406239,-71.847488,210.8,13,47.5,1.3,60,614.4,1748,7.241618,1918,1043,639,3483,OK,0.21,0.4,,,,
S5,2020,4,18,23,50,22,45.406273,-71.847321,210.8,13,47.5,1.3,60,614.4,1810,0.169623,64,35,28,96,UE,0.26,0.42,,,,
S6,2020,4,18,23,50,24,45.4063,-71.847176,211.3,14,47.5,1.3,60,614.4,3030,0.06524,16,11,9,24,UE,0.36,0.51,,,,
S1,2020,4,18,23,50,27,45.406342,-71.846939,212,14,47.5,1.3,60,614.4,2184,0.013048,3,2,1,5,UE,0.22,0.41,,,,
S2,2020,4,18,23,50,29,45.406368,-71.846748,213.3,13,47.5,1.3,60,614.4,1917,0.091336,30,17,13,55,UE,0.27,0.44,,,,
S3,2020,4,18,23,50,32,45.406395,-71.846558,214.2,13,47.5,1.3,60,614.4,1622,0.06524,30,15,12,49,UE,0.22,0.38,,,,
S4,2020,4,18,23,50,34,45.406433,-71.846306,215.5,13,47.5,1.3,60,614.4,1626,0.169623,87,44,38,148,UE,0.22,0.37,,,,
S5,2020,4,18,23,50,37,45.406452,-71.846146,216.5,13,47.5,1.3,60,614.4,1904,0.70459,245,137,112,423,OK,0.27,0.43,,,,
S6,2020,4,18,23,50,39,45.406475,-71.845909,217.8,13,47.5,1.3,60,614.4,1729,0.326199,118,63,48,201,UE,0.24,0.41,,,,
S1,2020,4,18,23,50,41,45.40649,-71.845757,218.39999,13,47.5,1.3,60,614.4,2037,0.013048,5,3,2,9,UE,0.27,0.45,,,,
S2,2020,4,18,23,50,44,45.406513,-71.845528,219.39999,13,47.5,1.3,60,614.4,1654,0.091336,35,18,13,59,UE,0.22,0.39,,,,
S3,2020,4,18,23,50,46,45.406528,-71.845375,219.89999,13,47.6,1.4,60,614.4,1633,0.195719,84,40,28,138,UE,0.19,0.36,,,,
S4,2020,4,18,23,50,49,45.406544,-71.845146,219.89999,13,47.5,1.3,60,614.4,1646,5.362711,2078,964,595,3703,OK,0.17,0.35,,,,
S5,2020,4,18,23,50,51,45.406555,-71.844986,221.7,13,47.5,1.3,60,614.4,1818,0.326199,178,79,56,270,UE,0.17,0.33,,,,
S6,2020,4,18,23,50,54,45.406567,-71.844742,222.5,13,47.5,1.3,60,614.4,2258,0.117432,33,20,16,55,UE,0.3,0.46,,,,
S1,2020,4,18,23,50,56,45.406582,-71.844574,223.7,13,47.5,1.3,60,614.4,2065,0.143528,37,22,16,65,UE,0.28,0.45,,,,
S2,2020,4,18,23,50,59,45.40659,-71.844406,224.3,13,47.5,1.3,60,614.4,2063,0.678494,387,161,104,632,OK,0.15,0.31,,,,
S3,2020,4,18,23,51,1,45.406601,-71.844154,225.10001,13,47.5,1.3,60,614.4,1684,2.061578,873,397,252,1451,OK,0.17,0.34,,,,
S4,2020,4,18,23,51,3,45.406609,-71.843979,225.60001,13,47.5,1.3,60,614.4,2910,0.026096,9,6,5,15,UE,0.35,0.5,,,,
S5,2020,4,18,23,51,6,45.406631,-71.843712,227,13,47.5,1.3,60,614.4,2728,0.143528,137,57,46,201,UE,0.15,0.29,,,,
S6,2020,4,18,23,51,8,45.406631,-71.843536,227.60001,13,47.5,1.3,60,614.4,1695,0.078288,40,21,18,62,UE,0.24,0.39,,,,
S1,2020,4,18,23,51,11,45.406639,-71.843277,228.89999,13,47.5,1.3,60,614.4,1854,0.117432,55,30,27,92,UE,0.26,0.4,,,,
S2,2020,4,18,23,51,13,45.406647,-71.843117,229.89999,13,47.5,1.3,60,614.4,1620,0.052192,28,14,12,45,UE,0.22,0.37,,,,
S3,2020,4,18,23,51,16,45.406654,-71.842888,229.89999,13,47.5,1.3,60,614.4,3797,0.300103,358,138,107,568,OK,0.13,0.26,,,,
S4,2020,4,18,23,51,18,45.406666,-71.842728,232.39999,13,47.5,1.3,60,614.4,1656,0.156576,64,33,26,107,UE,0.23,0.39,,,,
S5,2020,4,18,23,51,21,45.40667,-71.842567,233.3,13,47.5,1.3,60,614.4,1772,0.521918,275,124,90,441,UE,0.18,0.34,,,,
S6,2020,4,18,23,51,23,45.406681,-71.842331,235.10001,13,47.5,1.3,60,614.4,2017,0.052192,21,12,10,30,UE,0.28,0.44,,,,
S1,2020,4,18,23,51,26,45.406689,-71.842171,236.3,13,47.5,1.3,60,614.4,2037,0.013048,5,3,2,7,UE,0.27,0.45,,,,
S2,2020,4,18,23,51,28,45.406696,-71.841927,238.2,13,47.5,1.3,60,614.4,1662,0.06524,36,17,13,52,UE,0.19,0.36,,,,
S3,2020,4,18,23,51,30,45.4067,-71.841774,239.3,13,47.5,1.3,60,614.4,2450,0.221815,164,66,45,261,UE,0.14,0.3,,,,
S4,2020,4,18,23,51,33,45.406708,-71.841545,241,13,47.5,1.3,60,614.4,3138,1.135173,832,278,111,1288,OK,0.13,0.21,,,,
S5,2020,4,18,23,51,35,45.406719,-71.841393,242.5,13,47.6,1.3,60,614.4,1808,0.313151,96,53,38,159,UE,0.25,0.42,,,,
S6,2020,4,18,23,51,38,45.406723,-71.841133,243.60001,13,47.5,1.3,60,614.4,3774,0.039144,11,8,7,15,UE,0.4,0.53,,,,
S1,2020,4,18,23,51,40,45.406723,-71.840981,244.5,13,47.6,1.3,60,614.4,1635,0,4,2,2,6,UE,0.2,0.32,,,,
S2,2020,4,18,23,51,43,45.406723,-71.840767,244.5,13,47.5,1.3,60,614.4,3457,0.156576,19,17,11,35,UE,0.4,0.56,,,,
S3,2020,4,18,23,51,45,45.406723,-71.84063,246.10001,12,47.5,1.3,60,614.4,1622,0.078288,40,20,16,61,UE,0.22,0.38,,,,
S4,2020,4,18,23,51,48,45.406719,-71.840492,246.8,13,47.5,1.3,60,614.4,1644,0.234863,106,50,35,180,UE,0.19,0.36,,,,
S5,2020,4,18,23,51,50,45.406708,-71.840271,247,12,47.5,1.3,60,614.4,2261,0.300103,216,91,68,324,UE,0.16,0.31,,,,
S6,2020,4,18,23,51,53,45.406704,-71.840103,247.39999,13,47.5,1.3,60,614.4,2341,0.052192,18,11,9,26,UE,0.31,0.47,,,,
S1,2020,4,18,23,51,55,45.406693,-71.839874,248.3,13,47.5,1.3,60,614.4,2184,0.013048,3,2,1,5,UE,0.22,0.41,,,,
S2,2020,4,18,23,51,57,45.406689,-71.839729,248.89999,13,47.5,1.3,60,614.4,2274,0.026096,10,6,5,15,UE,0.3,0.46,,,,
S3,2020,4,18,23,52,0,45.406673,-71.839531,249.2,13,47.5,1.3,60,614.4,2151,0.143528,38,23,17,68,UE,0.29,0.46,,,,
