lat,lon,MSI,SLI,IPI
4.541080499999999631e+01,-7.193874399999999980e+01,1.166998638713622194e-01,2.066886210462037798e-01,5.106781668227156068e-01
4.541078900000000118e+01,-7.193990300000000104e+01,1.380134225972750039e-01,2.606568653835441562e-01,6.041801829226423060e-01
4.541078199999999754e+01,-7.194106299999999976e+01,1.190405966530166948e-01,1.454605977242073855e-01,8.367315999931812520e-01
4.541078600000000165e+01,-7.194204700000000230e+01,1.269386379384002117e-01,2.213946156536559240e-01,7.296251114189966636e-01
4.541082000000000107e+01,-7.194311500000000592e+01,2.530939363753129001e+00,2.585955658557135273e+00,3.235499742016872293e+00
4.541196099999999802e+01,-7.194320700000000102e+01,1.445950272583081953e-01,2.704794131958085934e-01,8.022242926822467091e-01
4.541321899999999800e+01,-7.194317599999999402e+01,1.465115192453675386e-01,2.750530049007180455e-01,6.793126460764900010e-01
4.541443300000000249e+01,-7.194354200000000787e+01,1.116992082428277522e-01,1.564420004909083950e-01,8.687254330950309189e-01
4.541523400000000521e+01,-7.194429000000000940e+01,1.115307607799477241e-01,2.012713365604463789e-01,5.036262745274089347e-01
4.541589699999999397e+01,-7.194529699999999650e+01,1.512727569092694457e-01,2.864750124241772777e-01,6.521680249231658344e-01
4.541616799999999898e+01,-7.194571700000000192e+01,2.392567797752053194e-01,4.299282128097106082e-01,1.057449724798172230e+00
4.541661500000000018e+01,-7.194642600000000243e+01,2.258307550684018894e-01,4.045197776751447982e-01,7.063533653818248048e-01
4.541719400000000206e+01,-7.194702099999999234e+01,2.158189918649972006e-01,3.909224143305582988e-01,7.303300942251493844e-01
4.541796899999999937e+01,-7.194741799999999898e+01,2.973812140953974170e-01,4.861637204389914757e-01,6.881840248806949667e-01
4.541886099999999971e+01,-7.194746399999999653e+01,2.627261600513489670e-01,4.532888655873066330e-01,8.261061362084656245e-01
4.541974299999999687e+01,-7.194745600000000252e+01,2.342557625855682391e-01,4.154653792122191547e-01,6.965990021885279937e-01
4.542059299999999666e+01,-7.194744900000000598e+01,1.991136748522680522e-01,3.706876586995666578e-01,1.004893791032543948e+00
4.542139799999999639e+01,-7.194742600000000721e+01,1.265969234318017334e-01,2.194972237911370083e-01,7.215976310412712813e-01
4.542205799999999982e+01,-7.194741799999999898e+01,2.111757963704167240e-01,3.844384509346752132e-01,7.170241663553373890e-01
4.542286299999999954e+01,-7.194741799999999898e+01,1.375340477417111851e-01,2.630015586546647910e-01,5.858927107386091571e-01
4.542378200000000277e+01,-7.194739500000000021e+01,1.197483635929722512e-01,2.317570731455587119e-01,1.149527894420728114e+00
4.542469799999999935e+01,-7.194736500000000490e+01,9.921133089199984934e-02,1.217072835143024889e-01,1.006332850545947455e+00
4.542509499999999889e+01,-7.194760100000000591e+01,2.345784564936662653e-01,4.215496002669727460e-01,9.930052465866716638e-01
4.542507600000000423e+01,-7.194856999999998948e+01,1.733885064814816301e-01,3.283632703703700528e-01,6.421778249999996468e-01
4.542504900000000134e+01,-7.194978299999999649e+01,1.964805919177633475e-01,3.642594321949699232e-01,6.586384043416626533e-01
4.542502999999999957e+01,-7.195081299999999658e+01,1.354513958020288067e-01,2.482132149229898666e-01,6.697922708489847388e-01
4.542501099999999781e+01,-7.195194200000000251e+01,1.531805511335843084e-01,2.890555747626977201e-01,6.825765391609439625e-01
4.542499199999999604e+01,-7.195297200000000259e+01,1.372080979129938205e-01,1.436294313009951473e-01,8.025422772561392470e-01
4.542496899999999727e+01,-7.195391800000000160e+01,1.303867944924897992e-01,2.026410161583969138e-01,5.857435821574878965e-01
4.542492700000000383e+01,-7.195505500000000154e+01,1.303819643809490669e-01,2.351684311567348029e-01,6.196079670904315329e-01
4.542486599999999441e+01,-7.195633700000000488e+01,2.039477113044666501e-01,3.741639500630533632e-01,7.050554185189334966e-01
4.542476699999999568e+01,-7.195747400000000482e+01,1.647139352273291335e-01,3.303270412598942052e-01,5.836185886851419369e-01
4.542467899999999759e+01,-7.195857200000000375e+01,4.345869907483324024e-02,1.563004209327134575e-01,5.672884952880563603e-01
4.542459500000000361e+01,-7.195967100000000016e+01,1.335524716760657649e-01,2.582161662348216868e-01,5.677959660620834903e-01
4.542457600000000184e+01,-7.196069300000000624e+01,8.204532264121555674e-02,1.710707459784464035e-01,5.412911156959547831e-01
4.542463300000000004e+01,-7.196192899999999781e+01,1.605989382339315652e-01,3.028067836594601214e-01,7.151424882032348940e-01
4.542473199999999878e+01,-7.196272299999999689e+01,1.310523568621101420e-01,2.378145254184205193e-01,7.986875934780237607e-01
4.542470600000000047e+01,-7.196311999999998932e+01,1.245425956157750758e+00,8.757502345394905241e-01,2.427680934692464820e+00
4.542398099999999772e+01,-7.196351599999999848e+01,1.255808466026685499e-01,2.329821111824905699e-01,5.587776436866431773e-01
4.542326699999999562e+01,-7.196409599999999784e+01,1.379176822863349416e-01,2.555364437717546622e-01,6.550019030584892654e-01
4.542250800000000055e+01,-7.196488199999998869e+01,1.290580694588953081e-01,2.275089224016206835e-01,6.541512012678780685e-01
4.542176400000000314e+01,-7.196565200000000573e+01,1.251224212774239009e-01,2.077637254921467225e-01,6.888236183412241864e-01
4.542119199999999779e+01,-7.196625500000000386e+01,3.247468336086755114e-01,5.256567404104934838e-01,8.688262237687998102e-01
4.542063100000000020e+01,-7.196653700000000242e+01,1.340232421274990315e+00,4.906832572588124552e-01,3.758048936304849708e+00
4.542010900000000362e+01,-7.196556099999999390e+01,1.254342053702005577e-01,1.792631051947393139e-01,7.135612432129216920e-01
4.541969699999999932e+01,-7.196475999999999829e+01,1.945407390996266583e-01,3.601961359746113089e-01,8.263919108685926496e-01
4.541936100000000209e+01,-7.196413400000000138e+01,2.423014979904843935e-01,4.259367149237507366e-01,7.340914042675739104e-01
4.541890699999999725e+01,-7.196326399999999524e+01,1.361360506314072127e-01,2.566634423065921045e-01,5.980841759124273516e-01
4.541846799999999718e+01,-7.196243299999999010e+01,1.531357101938392029e-01,2.902249262004941155e-01,9.037627052291301588e-01
4.541813700000000154e+01,-7.196181500000000142e+01,1.356168376536924791e-01,2.501920337349101686e-01,6.401233164945234755e-01
4.541775900000000377e+01,-7.196116600000000574e+01,3.300980412356179228e-01,5.326012071792340929e-01,8.893835260660734043e-01
4.541735800000000012e+01,-7.196066999999999325e+01,2.205189816734191011e-01,3.974160489927469619e-01,7.044138203762568828e-01
4.541696900000000170e+01,-7.196086099999999419e+01,4.211485662266730712e-01,6.327418297678657488e-01,9.855313609467448721e-01
4.541732800000000481e+01,-7.196065500000000270e+01,4.497129852017697216e-01,6.574712614303699354e-01,9.598748475322449458e-01
4.541795300000000424e+01,-7.196148700000000531e+01,5.656316195023151083e-01,7.605834073495376657e-01,9.476173008680537357e-01
4.541867100000000335e+01,-7.196260100000000648e+01,1.383948037013126298e-01,2.554074663363599118e-01,6.994321966582517369e-01
4.541946800000000195e+01,-7.196411100000000260e+01,2.543094876340640242e-01,4.404024513790243400e-01,7.190847170849621328e-01
4.541988800000000026e+01,-7.196491199999999822e+01,1.436236504769358158e-01,2.748038099025149616e-01,6.013601141194233612e-01
4.542051299999999969e+01,-7.196611800000000869e+01,1.716961110765627962e-01,3.236387981453123786e-01,6.824291779062492402e-01
4.542099799999999732e+01,-7.196639300000001072e+01,2.648995777925670092e-01,4.593549938814434075e-01,9.328878814053873647e-01
4.542189799999999877e+01,-7.196544600000000003e+01,1.983908934217496478e-01,3.660011008807511068e-01,8.165535155139109769e-01
4.542274899999999604e+01,-7.196454599999999857e+01,2.659067396789457360e-01,4.557417783434003500e-01,7.800001261526889884e-01
4.542363399999999984e+01,-7.196363800000000310e+01,1.333239010091628041e-01,1.945493433321900945e-01,6.150908622513173718e-01
4.542444600000000321e+01,-7.196316500000000360e+01,1.202666713593892878e-01,2.235518269993885809e-01,5.375008359895114829e-01
4.542472800000000177e+01,-7.196302000000000021e+01,1.312880780345632159e-01,2.409853932710779301e-01,6.026908515758147011e-01
4.542546099999999853e+01,-7.196261599999999703e+01,2.037010285068369120e-01,3.736590784619397976e-01,7.223914190792428691e-01
4.542619299999999782e+01,-7.196224999999999739e+01,1.010832912062856748e-01,1.693260525253226234e-01,1.051534057341972694e+00
4.542681100000000072e+01,-7.196183800000000019e+01,1.764851510731165751e-01,3.308922503411202420e-01,8.105018580711793597e-01
4.542717000000000382e+01,-7.196112099999999145e+01,1.813545913696291700e-01,3.388675598144528234e-01,7.558839775085446355e-01
4.542721599999999427e+01,-7.196030400000000782e+01,4.720866793741529399e-02,1.532580171101244337e-01,5.729304138182622630e-01
4.542720800000000025e+01,-7.195974699999999302e+01,1.309061406893007318e-01,2.063429633916318284e-01,5.510758401920425875e-01
4.542719999999999914e+01,-7.195881700000001047e+01,1.541248046875000055e-01,2.901251953125001393e-01,7.209253906249997179e-01
4.542718499999999437e+01,-7.195771799999999985e+01,1.070037820321542155e-01,1.376579428213602352e-01,9.273684737594032335e-01
4.542717000000000382e+01,-7.195675699999999608e+01,1.845137925677134971e-01,3.451060452729535211e-01,6.776971466040886405e-01
4.542733799999999889e+01,-7.195617699999999672e+01,1.640029587937469335e-01,3.104940922606549414e-01,9.040220137114229892e-01
4.542792899999999889e+01,-7.195618399999999326e+01,1.342408292516171775e-01,2.452650139657979178e-01,6.559898954416136796e-01
4.542828400000000499e+01,-7.195615399999999795e+01,4.962728809696687060e-01,6.522732776091029194e-01,7.196289382282405889e-01
4.542819999999999681e+01,-7.195619200000000149e+01,1.564415928953765134e-01,2.948506103619732421e-01,7.122031441985048339e-01
4.542762400000000156e+01,-7.195616099999999449e+01,1.325307507077161384e-01,2.464387467345741101e-01,5.959126570876285278e-01
4.542703200000000407e+01,-7.195616899999998850e+01,1.379411926269532573e-01,2.603835205078117720e-01,9.401995178222661842e-01
4.542656699999999859e+01,-7.195616899999998850e+01,2.103770305945634744e-01,4.117872458672291458e-01,5.787911384811534887e-01
4.542612499999999898e+01,-7.195619999999999550e+01,2.614119748774815788e-01,4.489844810929897179e-01,7.276518146240564811e-01
4.542546800000000218e+01,-7.195614599999998973e+01,1.413477048835459771e-01,2.664346145755067674e-01,6.248863302779867901e-01
4.542493799999999737e+01,-7.195603900000000408e+01,1.738308869213341934e-01,3.308009198806192153e-01,6.218763652130250286e-01
4.542446500000000498e+01,-7.195593300000000170e+01,2.140813645495921458e-01,3.885258682192789248e-01,7.483455820246853740e-01
4.542398800000000136e+01,-7.195588700000000415e+01,2.320396735564332902e-01,4.127703162174880536e-01,6.733802798336845363e-01
4.542329799999999551e+01,-7.195603900000000408e+01,3.679601803155526651e-01,6.219779113448533625e-01,1.624842374154769065e+00
4.542262300000000153e+01,-7.195616899999998850e+01,1.324502846608136553e-01,2.417525361311945176e-01,6.263559145516430782e-01
4.542206600000000094e+01,-7.195617699999999672e+01,1.376568782481156772e-01,1.225132920784228752e-01,8.778543172743975553e-01
4.542167700000000252e+01,-7.195607800000000509e+01,4.271614999999998608e-01,6.579296999999992845e-01,1.199201199999997858e+00
4.542165399999999664e+01,-7.195554399999998907e+01,4.898948740740739494e-01,7.397072296296298699e-01,1.368712888888886869e+00
4.542175300000000249e+01,-7.195473499999999945e+01,4.833990669193765077e-01,7.283811342761337126e-01,1.322659688001165623e+00
4.542174099999999726e+01,-7.195389600000000030e+01,4.994059326171876867e-01,7.470110595703129963e-01,1.341147192382811770e+00
4.542192800000000119e+01,-7.195352199999999243e+01,4.508083076881547191e-01,6.734971587841485086e-01,1.102273001025807719e+00
4.542182499999999834e+01,-7.195352199999999243e+01,5.291311953352771935e-01,7.492032069970846475e-01,1.095594169096206105e+00
4.542175699999999949e+01,-7.195401800000000492e+01,5.003825561523437271e-01,7.361717285156246238e-01,1.226483782958985191e+00
4.542173799999999773e+01,-7.195481099999999230e+01,5.042706423741550870e-01,7.449602554470320381e-01,1.272097238918105777e+00
4.542164600000000263e+01,-7.195555099999999982e+01,5.110094468817915070e-01,7.468368403788596677e-01,1.225792119398088520e+00
4.542167700000000252e+01,-7.195603199999999333e+01,5.131097222222221754e-01,7.358495370370372601e-01,1.111987037037036163e+00
4.542147100000000393e+01,-7.195625300000000379e+01,2.199076701846561788e-01,4.031547209494901196e-01,1.065528131856591454e+00
4.542097499999999854e+01,-7.195631400000000610e+01,2.734357250000002404e-01,4.796277000000002122e-01,1.178797624999998295e+00
4.542069199999999540e+01,-7.195633700000000488e+01,2.118234999999998314e-01,4.048172999999997135e-01,1.421234800000001020e+00
4.542024200000000178e+01,-7.195629900000000134e+01,8.349385228910388701e-02,9.010049157996546931e-02,1.158050887410420504e+00
4.541966200000000242e+01,-7.195621500000000026e+01,2.025388560960715845e-01,3.823479773661713210e-01,1.208408953551800114e+00
4.541906399999999877e+01,-7.195621500000000026e+01,2.302362973760935239e-01,4.203985422740521560e-01,1.144082580174925479e+00
4.541853700000000060e+01,-7.195620699999999204e+01,1.615107001885695004e-01,3.120361141714540487e-01,5.995717718794693063e-01
4.541804899999999634e+01,-7.195621500000000026e+01,2.836630704184280871e-01,4.918813092287506183e-01,1.161796296836274056e+00
4.541742299999999943e+01,-7.195623000000000502e+01,1.294330008678482580e-01,2.365100569761144911e-01,8.590336750223257489e-01
4.541713000000000022e+01,-7.195608500000000163e+01,2.685232277886252517e-01,4.691160785669419298e-01,1.075613209724465502e+00
4.541729000000000127e+01,-7.195620699999999204e+01,2.531438576027201792e-01,4.441935863353589919e-01,9.248946912977413781e-01
4.541777000000000442e+01,-7.195617699999999672e+01,1.209533757425286238e-01,2.076261777286800836e-01,8.214608593476664389e-01
4.541820100000000338e+01,-7.195612300000000516e+01,3.481103202470691160e-01,5.692428621778911069e-01,1.169188243949933703e+00
4.541902499999999776e+01,-7.195616899999998850e+01,3.245615740740740440e-01,5.350046296296295800e-01,1.040344097222223763e+00
4.541997500000000088e+01,-7.195624499999999557e+01,2.393060413325561742e-01,4.293017440588999811e-01,1.035980901005976396e+00
4.542089800000000110e+01,-7.195626099999999781e+01,2.574193179869684878e-01,4.585435078017829902e-01,1.173978399348419632e+00
4.542208899999999971e+01,-7.195616099999999449e+01,2.941597013026665541e-01,5.036569026053332454e-01,1.133866512314265496e+00
4.542307299999999515e+01,-7.195604699999999809e+01,1.539582751869420507e-01,2.962777350995744463e-01,6.056299839223400205e-01
4.542401900000000126e+01,-7.195587199999999939e+01,2.826713637063601459e-01,4.750203752049939609e-01,7.773725838495013640e-01
4.542479300000000109e+01,-7.195596299999999701e+01,1.871220226655879726e-01,3.494450726158564446e-01,6.713359503278870655e-01
4.542492299999999972e+01,-7.195429200000000947e+01,9.006158548667786423e-02,1.462734986767595391e-01,1.150050513763039017e+00
4.542497600000000091e+01,-7.195214799999999400e+01,1.216177882160000001e-01,1.703690916724751592e-01,7.626381493296157110e-01
4.542501800000000145e+01,-7.195017199999999491e+01,1.352634427709608067e-01,2.492878120343775539e-01,6.387201962293258539e-01
4.542505300000000545e+01,-7.194843299999999431e+01,9.365652503238652837e-02,1.825353502324862376e-01,5.177625150496516504e-01
4.542494600000000560e+01,-7.194744900000000598e+01,2.047222336288082589e-01,3.803785600063176453e-01,1.048377730835293509e+00
4.542439999999999856e+01,-7.194744099999999776e+01,1.217259992935587620e-01,2.302384762715190547e-01,1.060724669721678115e+00
4.542362199999999461e+01,-7.194747199999999054e+01,1.528779239067058482e-01,1.536112938046645393e-01,7.715481214376826991e-01
4.542280600000000135e+01,-7.194747199999999054e+01,2.192741639174663471e-01,3.957138227815049092e-01,7.376944728660554951e-01
4.542216099999999557e+01,-7.194747199999999054e+01,1.682873245965018638e-01,3.177382587592401109e-01,6.798696887592936555e-01
4.542205399999999571e+01,-7.194805100000000664e+01,3.150057215999998439e-01,5.248331840000000081e-01,1.056245324800002106e+00
4.542204300000000217e+01,-7.194911999999999352e+01,2.609548943864549164e-01,4.803845401495852041e-01,1.547782871702145346e+00
4.542207299999999748e+01,-7.194986000000000104e+01,4.449061730052704666e-01,6.485988721425928194e-01,9.224252693766570310e-01
4.542270300000000560e+01,-7.194990500000000111e+01,3.653370398388428031e-01,5.902338532414208583e-01,1.193008249963876555e+00
4.542290500000000009e+01,-7.195045500000000516e+01,9.414896853877496863e-02,1.874045341364427575e-01,5.312353458845469056e-01
4.542285199999999890e+01,-7.195127899999999954e+01,4.751717877947181368e-02,1.930289073780319109e-01,5.316816009947116228e-01
4.542280600000000135e+01,-7.195192000000000121e+01,1.373272731413991421e-01,2.608076120626814376e-01,9.800243804664696690e-01
4.542314099999999399e+01,-7.195220899999999631e+01,4.738513650255216092e-02,1.291049967769481999e-01,5.749927106397989540e-01
4.542360700000000406e+01,-7.195175899999999558e+01,3.323498555595129078e-01,5.283730631428662505e-01,7.908258355174457854e-01
4.542410699999999935e+01,-7.195125600000000077e+01,4.468586480109740799e-01,6.641474875171466952e-01,1.047728026337449325e+00
4.542435100000000148e+01,-7.195069100000000617e+01,1.198774250369839534e-01,2.076773034270023022e-01,4.951124412437857281e-01
4.542434300000000036e+01,-7.195054600000000278e+01,1.060408471919190854e-01,1.991307682710354854e-01,5.132649573161294221e-01
4.542435100000000148e+01,-7.194994399999998791e+01,2.618158799254565183e-01,4.482351690783457077e-01,6.681176845640384165e-01
4.542434300000000036e+01,-7.194907399999999598e+01,2.691060105184074347e-01,4.591488354620580914e-01,7.684369834710751412e-01
4.542416400000000465e+01,-7.194845600000000729e+01,1.660123439878359308e-01,3.406361952001312199e-01,5.819245147345277758e-01
4.542365300000000161e+01,-7.194846300000000383e+01,2.506182477706083711e-01,4.497526381628713654e-01,5.810935593952799572e-01
4.542366400000000226e+01,-7.194842500000000030e+01,3.649795343187501873e-01,5.632660958833901610e-01,8.261131114436834899e-01
4.542413700000000176e+01,-7.194841800000000376e+01,3.109304539390312927e-01,5.117582555518138676e-01,8.894775894112592063e-01
4.542435800000000512e+01,-7.194950099999999793e+01,3.079953592509668825e-01,5.198940158762461738e-01,1.122794382251167011e+00
4.542434699999999737e+01,-7.195055399999999679e+01,6.474923339480772588e-01,6.848587399837422485e-01,5.900637307829081912e-01
4.542419399999999996e+01,-7.195118000000000791e+01,1.313526010305415825e-01,2.427361933153018292e-01,5.949016642647024788e-01
4.542378200000000277e+01,-7.195159900000000164e+01,1.452489216000002470e-01,2.813860415999998033e-01,5.870700288000008094e-01
4.542331699999999728e+01,-7.195210300000000814e+01,3.294666335182779848e-01,5.136033506887778266e-01,6.709760490479328432e-01
4.542279099999999659e+01,-7.195230899999999963e+01,8.562123860763037886e-02,2.259201866522924096e-01,5.589698111239131961e-01
4.542272600000000438e+01,-7.195310999999999524e+01,1.557254528758656997e-01,2.940943122686925371e-01,6.845496841695193346e-01
4.542249699999999990e+01,-7.195365900000000181e+01,3.535687744140624256e-01,5.695843017578117173e-01,1.075838061523438416e+00
4.542229099999999420e+01,-7.195358299999999474e+01,3.923665087463558132e-01,6.231521501457730761e-01,1.234335422740525434e+00
4.542241699999999582e+01,-7.195361300000000426e+01,4.857208449232121028e-01,7.037580303106938384e-01,1.064160953488765049e+00
4.542269500000000448e+01,-7.195313299999999401e+01,4.833524057514393402e-02,1.323730827225428897e-01,5.745894257843775499e-01
