lat,lon,MSI,SLI,IPI
4.540477800000000030e+01,-7.182186899999999241e+01,3.060300714843747771e-01,4.970654484374998905e-01,7.220296675781248119e-01
4.540473200000000276e+01,-7.182077800000000423e+01,2.820495999999997894e-01,4.840055999999994807e-01,1.024125799999998865e+00
4.540409099999999398e+01,-7.182064799999999138e+01,2.057209247591494927e-01,3.773243025219348290e-01,6.716393288048130294e-01
4.540318700000000263e+01,-7.182093799999999817e+01,3.798002075285608070e-01,5.727637133229230848e-01,7.848802560203833600e-01
4.540261500000000439e+01,-7.182148700000000474e+01,2.546841848157949117e-01,4.545801953999595302e-01,1.165575941380009528e+00
4.540235100000000301e+01,-7.182205999999999335e+01,3.908652141247183076e-01,6.016244928625091859e-01,9.743170548459816338e-01
4.540278599999999898e+01,-7.182273100000000454e+01,1.206417442864892164e-01,2.260993653650924529e-01,5.391653160777978293e-01
4.540327800000000025e+01,-7.182366199999999878e+01,2.285800726438605990e-01,4.111613365395592190e-01,6.275202857056503269e-01
4.540370599999999968e+01,-7.182455400000000623e+01,1.156908448312710114e-02,9.606480813010109809e-02,5.921294250820685612e-01
4.540419399999999683e+01,-7.182553100000001223e+01,1.690311781690944093e-01,3.179247176547559395e-01,7.984898618855269525e-01
4.540376299999999787e+01,-7.182635500000000661e+01,1.146854181851318932e-01,2.062037308673470015e-01,9.917506924198238316e-01
4.540356099999999628e+01,-7.182720899999999631e+01,2.755414681914184483e-01,4.718413816636379821e-01,9.152529720147977166e-01
4.540364100000000036e+01,-7.182826999999998918e+01,4.844685928731334856e-01,6.226782297885666839e-01,6.688059938612300748e-01
4.540380900000000253e+01,-7.182927700000000470e+01,1.884688173691714264e-01,3.616590995612576354e-01,5.994442947169211777e-01
4.540468200000000110e+01,-7.182942199999999389e+01,1.357876708984376846e-01,2.520339111328124826e-01,8.546929931640625533e-01
4.540515500000000060e+01,-7.183016200000000140e+01,1.069395651471748421e-01,2.062174927113702427e-01,1.210872051611146194e+00
4.540579999999999927e+01,-7.182968100000000788e+01,3.230393486222221666e-01,5.155800621037032183e-01,7.444601069037024565e-01
4.540634500000000173e+01,-7.182917799999999886e+01,3.110624999999999085e-01,5.335874999999992152e-01,1.316850000000002741e+00
4.540629600000000465e+01,-7.182787299999999675e+01,1.807578010426759141e-01,3.448633247701462512e-01,1.110371809400428678e+00
4.540620799999999946e+01,-7.182669099999999673e+01,3.110624999999999085e-01,5.335874999999992152e-01,1.316850000000002741e+00
4.540611299999999773e+01,-7.182546999999999571e+01,1.308116618075804150e-01,2.466011661807576694e-01,9.830728862973772131e-01
4.540645599999999860e+01,-7.182505799999999851e+01,2.121328312639932934e-01,4.017263789945040298e-01,5.990570323631185801e-01
4.540719599999999900e+01,-7.182550000000000523e+01,3.110624999999999085e-01,5.335874999999992152e-01,1.316850000000002741e+00
4.540795100000000417e+01,-7.182595799999999997e+01,2.615953703703702837e-01,4.534037037037033091e-01,8.760324074074081757e-01
4.540862299999999863e+01,-7.182647699999999702e+01,2.301170364339507612e-01,4.122384083044980940e-01,8.648238550783644563e-01
4.540857700000000108e+01,-7.182746899999999357e+01,1.059445978522898235e-01,2.038362177379926532e-01,5.148898396803729405e-01
4.540866099999999506e+01,-7.182866700000001003e+01,1.623895465811343586e-01,3.059285901734944968e-01,8.002358944452550027e-01
4.540879100000000079e+01,-7.182958999999999605e+01,2.024072265625002087e-01,3.717044921874999019e-01,7.339207031249999069e-01
4.540946599999999478e+01,-7.182950600000000918e+01,1.732607871720116544e-01,3.252795918367339389e-01,7.930745626822166550e-01
4.540942400000000134e+01,-7.182846800000000087e+01,1.675964165365336767e-01,3.249940659160026613e-01,5.942566778992346421e-01
4.540934000000000026e+01,-7.182746099999999956e+01,1.397346497498012097e-01,1.983988795004651973e-01,5.886510269937255124e-01
4.540964900000000171e+01,-7.182692000000000121e+01,1.733099663995331108e-01,3.329954632412284177e-01,1.122499085204662794e+00
4.541039699999999613e+01,-7.182701899999999284e+01,2.118234999999998314e-01,4.048172999999997135e-01,1.421234800000001020e+00
4.541096500000000447e+01,-7.182711799999999869e+01,2.179895675510324926e-01,3.984460815337118600e-01,9.979721194703548015e-01
4.541101799999999855e+01,-7.182823899999999639e+01,1.759481508575381214e-01,3.303750165816365936e-01,7.045707387980848502e-01
4.541108700000000198e+01,-7.182927700000000470e+01,2.305703416094152525e-01,4.108932462302854471e-01,7.372266315555111582e-01
4.541117500000000007e+01,-7.183039100000000587e+01,1.657814814814814186e-01,3.136703703703702661e-01,9.035750000000022375e-01
4.541128199999999993e+01,-7.183163499999999146e+01,2.190175556851311489e-01,3.971187918367349301e-01,8.786111720116589474e-01
4.541137700000000166e+01,-7.183284799999999848e+01,1.396554099241785751e-01,2.673699177464188281e-01,5.904053599199925451e-01
4.541146099999999564e+01,-7.183393900000000087e+01,1.924184588163148080e-01,3.995683205493034684e-01,5.617172475726568415e-01
4.541155599999999737e+01,-7.183511400000000435e+01,1.781399176954733266e-01,3.546393689986284681e-01,1.458862002743483988e+00
4.541167399999999787e+01,-7.183640300000000423e+01,1.448676507083309639e-01,2.745163484276547106e-01,9.282073958599768027e-01
4.541155999999999437e+01,-7.183737899999999854e+01,1.747176149294492609e-01,3.277314974965863659e-01,7.613283568502535736e-01
4.541122800000000126e+01,-7.183850900000000195e+01,1.088992685131912053e-01,2.148175803402641026e-01,5.248286677077333984e-01
4.541086599999999862e+01,-7.183953100000000802e+01,1.696607910156248122e-01,3.195931640625000458e-01,8.516524902343758363e-01
4.541026300000000049e+01,-7.183924100000000124e+01,2.780877551020409788e-01,4.668670553935856393e-01,7.000804664723054849e-01
4.540964900000000171e+01,-7.183844000000000563e+01,1.979311953352770326e-01,3.676443148688042228e-01,9.548297376093288769e-01
4.540984699999999918e+01,-7.183725699999999392e+01,1.755157748897145931e-01,3.292147736062354113e-01,7.365782488588927812e-01
4.541017500000000240e+01,-7.183624300000001028e+01,3.168860422740525928e-01,5.118604591836728446e-01,7.786641034985417598e-01
4.541047700000000020e+01,-7.183531999999999584e+01,1.437951304854935275e-01,2.727098848228595163e-01,6.201235748651394708e-01
4.541025499999999937e+01,-7.183467900000000839e+01,2.615953703703702837e-01,4.534037037037033091e-01,8.760324074074081757e-01
4.540971799999999803e+01,-7.183394599999999741e+01,4.835599999999973253e-02,9.694079999999960506e-02,1.642940800000000312e+00
4.540922899999999629e+01,-7.183393100000000686e+01,1.892512026239069334e-01,3.524477769679297268e-01,6.826416909621007001e-01
4.540876399999999791e+01,-7.183447999999999922e+01,2.745228515625005583e-01,4.724146484374995847e-01,9.644458984374986166e-01
4.540853900000000465e+01,-7.183396899999999619e+01,5.537898148148151511e-01,6.986703703703702750e-01,7.295138888888899054e-01
4.540852399999999989e+01,-7.183302299999999718e+01,3.653434100115741101e-01,5.582530020254627967e-01,7.729119140625013706e-01
4.540850400000000064e+01,-7.183206199999999342e+01,1.753421838810379496e-01,3.302553892115067669e-01,6.711734953509442825e-01
4.540845900000000057e+01,-7.183100899999999456e+01,1.818614019116983060e-01,3.417015020482478960e-01,9.320529813381859263e-01
4.540893200000000007e+01,-7.183066600000000790e+01,3.576144000000004430e-01,5.525407999999998321e-01,7.869040000000002699e-01
4.540955399999999997e+01,-7.183097099999999102e+01,3.692144693390234655e-01,5.836205202458972785e-01,1.032261281308743062e+00
4.540991999999999962e+01,-7.183074200000000076e+01,2.271222222222225584e-01,4.263703703703705106e-01,1.404637037037036240e+00
4.541070599999999757e+01,-7.183079499999999484e+01,2.550371555435696491e-01,4.410482446086125830e-01,7.073895687853384295e-01
4.541125900000000115e+01,-7.183111600000000863e+01,1.321886333389282742e-01,1.928336233359075891e-01,6.269867171763272573e-01
4.541193799999999925e+01,-7.183126099999999781e+01,1.390942413994170623e-01,2.705299591836729522e-01,5.746434005830907132e-01
4.541207899999999853e+01,-7.183228299999998967e+01,2.177510894064617064e-01,3.960539444027046940e-01,6.329199098422253478e-01
4.541217000000000326e+01,-7.183353400000000022e+01,1.557254528758656997e-01,2.940943122686925371e-01,6.845496841695193346e-01
4.541255600000000214e+01,-7.183416700000000787e+01,1.288702218603708927e-01,2.422653572155502033e-01,5.683175249338465740e-01
4.541294899999999757e+01,-7.183345799999999315e+01,3.508463648834022619e-01,5.587492455418381354e-01,9.537454046639228800e-01
4.541279600000000016e+01,-7.183249700000000360e+01,3.238930592306125122e-01,5.115303277020151196e-01,6.924243028699366143e-01
4.541269299999999731e+01,-7.183151999999999759e+01,3.210158744415070320e-02,1.349513724936141079e-01,5.744987488520103547e-01
4.541284199999999771e+01,-7.183068799999999499e+01,2.045825207313952676e-01,3.765753036811554377e-01,9.009463432023774310e-01
4.541348599999999891e+01,-7.183093300000000170e+01,1.544142646274956343e-01,2.972386977735861358e-01,6.053209397679268911e-01
4.541360499999999689e+01,-7.183024600000000248e+01,1.562230409118668950e-01,2.962811520455923553e-01,6.555247303073490350e-01
4.541353200000000356e+01,-7.182934600000000103e+01,9.112253906250000757e-02,1.049047671875003029e-01,1.085742048437499552e+00
4.541345599999999649e+01,-7.182825499999999863e+01,3.110624999999999085e-01,5.335874999999992152e-01,1.316850000000002741e+00
4.541355899999999934e+01,-7.182726300000000208e+01,8.029830689570183200e-02,1.806073970576138610e-01,5.436140708473744532e-01
4.541422299999999979e+01,-7.182749900000000309e+01,1.551011718750004986e-01,2.977296874999995069e-01,1.025503515625001416e+00
4.541429500000000274e+01,-7.182871199999999590e+01,2.174008805006614198e-01,3.941697115669360318e-01,8.411481452233826595e-01
4.541487500000000210e+01,-7.182898699999999792e+01,1.437951304854935275e-01,2.727098848228595163e-01,6.201235748651394708e-01
4.541497000000000384e+01,-7.182804899999999293e+01,7.020898090100657907e-02,1.535486076687559986e-01,5.430593380959325422e-01
4.541493200000000030e+01,-7.182717099999999277e+01,1.083904002630061703e-01,1.981252814991365518e-01,5.028247883619632042e-01
4.541525999999999641e+01,-7.182704900000000237e+01,3.876957361516036871e-01,5.888619169096207528e-01,8.666404518950421298e-01
4.541567599999999771e+01,-7.182737000000000194e+01,1.366012401423776224e-01,2.572742060447499313e-01,6.018679764045908875e-01
4.541575600000000179e+01,-7.182846800000000087e+01,1.217655112838794684e-01,2.084857898715031244e-01,5.165603714501680876e-01
4.541582899999999512e+01,-7.182967399999999714e+01,1.121833162491289171e-01,2.117196030997574585e-01,5.193641559719543999e-01
4.541591999999999985e+01,-7.183074999999999477e+01,2.617967969790454541e-01,4.528713161044519708e-01,8.503093275341790935e-01
4.541632800000000003e+01,-7.183059699999999737e+01,4.204406341446785822e-01,5.594777007386342316e-01,6.286234152469325487e-01
4.541690100000000285e+01,-7.183000200000000746e+01,3.593245756484452214e-01,5.425748925183460081e-01,6.970009518315731789e-01
4.541754199999999742e+01,-7.182948299999999620e+01,3.869195298208062406e-01,5.799021599287836892e-01,7.909490086156014677e-01
4.541824299999999681e+01,-7.182907099999999900e+01,3.963250930280955986e-01,5.906003538786877005e-01,8.092304616562047137e-01
4.541897999999999769e+01,-7.182873499999999467e+01,3.813396699347227914e-01,5.678267984265534807e-01,7.386516658910520228e-01
4.541978100000000040e+01,-7.182836199999999849e+01,3.283616782806798584e-01,5.175272852602608165e-01,7.102297034144489096e-01
4.542060900000000601e+01,-7.182800300000000959e+01,1.216413536035608756e-01,2.115069365575432681e-01,5.280719452966358141e-01
4.542136400000000407e+01,-7.182766700000000526e+01,1.625324848041264092e-01,3.063496384212307522e-01,7.206551249498232004e-01
4.542207299999999748e+01,-7.182733899999999494e+01,3.411801529004682143e-01,5.210674331772844337e-01,6.602368299613261549e-01
4.542282900000000012e+01,-7.182698800000000006e+01,1.267288056795686790e-01,2.146537578463290075e-01,5.992454155617461531e-01
4.542358400000000529e+01,-7.182665300000000741e+01,1.133710199720557865e-01,2.271893400180817757e-01,5.339940823539079950e-01
4.542430099999999982e+01,-7.182631700000000308e+01,1.517074114593935930e-01,2.885432576836968188e-01,6.348869383523303433e-01
4.542506799999999600e+01,-7.182597400000000221e+01,3.845372229713320822e-01,5.710895460169176374e-01,7.422093693532034742e-01
4.542583100000000229e+01,-7.182561499999999910e+01,3.874261875230636809e-01,5.496353299643279566e-01,6.487352658985625631e-01
4.542663199999999790e+01,-7.182523299999999722e+01,1.052677237552389622e-01,2.009965145544820864e-01,5.120584219262487302e-01
4.542734899999999953e+01,-7.182491299999999512e+01,1.826297606195667056e-01,3.448461762214092285e-01,6.271524656477542869e-01
4.542811199999999872e+01,-7.182454699999999548e+01,1.611758524309084839e-01,3.044544870440430984e-01,6.894947164427844832e-01
4.542886699999999678e+01,-7.182428699999999822e+01,1.962028771028546670e-01,3.627443285974729648e-01,8.250631779850370329e-01
4.542947399999999902e+01,-7.182393600000000333e+01,1.277208372822856708e-01,1.983789897287033810e-01,6.367177596828210717e-01
4.542960000000000065e+01,-7.182453199999999072e+01,1.405873034512493680e-01,1.924755220356495489e-01,6.148251977580518890e-01
4.542888299999999902e+01,-7.182441700000001106e+01,1.268928488829789147e-01,2.101182529515588371e-01,6.113088817370919692e-01
4.542797500000000355e+01,-7.182474499999999296e+01,1.515135755424393826e-01,2.867770010544281600e-01,6.557054215340314407e-01
4.542717000000000382e+01,-7.182511900000000082e+01,2.106215049309397846e-01,3.861925459410071593e-01,6.335033806772103482e-01
4.542681500000000483e+01,-7.182584399999998936e+01,2.042142922166586549e-01,3.753498862084654331e-01,6.653232589895305971e-01
4.542701699999999931e+01,-7.182755999999999119e+01,3.576144000000004430e-01,5.525407999999998321e-01,7.869040000000002699e-01
4.542719300000000260e+01,-7.182904800000000023e+01,2.271222222222225584e-01,4.263703703703705106e-01,1.404637037037036240e+00
4.542742199999999997e+01,-7.183069600000000321e+01,2.525743286299501067e-01,4.390216203914425463e-01,6.350970414201193570e-01
4.542759300000000167e+01,-7.183271799999999985e+01,1.155831999999997750e-01,2.085519999999987384e-01,5.148896000000013906e-01
4.542708999999999975e+01,-7.183444200000000990e+01,3.631242036274956453e-01,5.542955443783974534e-01,7.560421074023255805e-01
4.542650199999999927e+01,-7.183625000000000682e+01,1.898421875000003700e-01,3.725296874999994845e-01,1.445593749999999122e+00
4.542624699999999649e+01,-7.183803600000000245e+01,2.422603000000002060e-01,4.337251000000004186e-01,1.049076500000000411e+00
4.542577399999999699e+01,-7.183969100000000196e+01,3.245615740740740440e-01,5.350046296296295800e-01,1.040344097222223763e+00
4.542507899999999665e+01,-7.184117899999999679e+01,1.629148839326356457e-01,3.093555302685473407e-01,9.384493400091025173e-01
4.542430900000000094e+01,-7.184276599999999746e+01,2.666971310569535847e-01,4.535912141973457157e-01,6.483726191593093269e-01
4.542368700000000104e+01,-7.184432999999999936e+01,1.475837962962965877e-01,2.827134259259258542e-01,6.075731481481478902e-01
4.542324800000000096e+01,-7.184571099999999433e+01,8.712084521852503372e-02,2.183436032803109939e-01,6.447278753410157215e-01
4.542261500000000041e+01,-7.184723699999999269e+01,1.156928625093914809e-01,2.064714500375643969e-01,4.998543951915848105e-01
4.542213100000000026e+01,-7.184849499999999978e+01,1.169424189814817217e-01,2.039448495370359549e-01,4.997640625000010495e-01
4.541023300000000518e+01,-7.185198199999999247e+01,1.374515072896925760e-01,2.548359901880732359e-01,6.458802913981629423e-01
4.541022099999999995e+01,-7.185289000000000215e+01,8.746972576240363839e-02,1.884319583522982011e-01,5.345330052344103855e-01
4.541024399999999872e+01,-7.185375999999999408e+01,1.201203881522127093e-01,2.196003607173693251e-01,9.719889041304683452e-01
4.541083900000000284e+01,-7.185372199999999054e+01,1.380765625000001107e-01,2.544859375000003698e-01,7.128609374999999027e-01
4.541121700000000061e+01,-7.185322600000000648e+01,1.137521563495677013e-01,1.679799442421483491e-01,8.429802059626791966e-01
4.541169699999999665e+01,-7.185372900000000129e+01,2.983670781893005275e-01,4.855805212620030176e-01,6.661475994513028631e-01
4.541211299999999795e+01,-7.185411799999999971e+01,2.615953703703702837e-01,4.534037037037033091e-01,8.760324074074081757e-01
4.541209400000000329e+01,-7.185530899999999122e+01,2.024072265625002087e-01,3.717044921874999019e-01,7.339207031249999069e-01
4.541243400000000463e+01,-7.185617100000000335e+01,2.275914951989023161e-01,4.073669410150888570e-01,7.791122085048018953e-01
4.541320800000000446e+01,-7.185661299999999585e+01,2.615953703703702837e-01,4.534037037037033091e-01,8.760324074074081757e-01
4.541400900000000007e+01,-7.185733799999999860e+01,1.353214596860360386e-01,2.508272211720219413e-01,6.233702473904840780e-01
4.541492800000000329e+01,-7.185778000000000532e+01,2.210703999999995562e-01,3.989839999999993392e-01,8.192351999999991641e-01
4.541568800000000294e+01,-7.185743700000000445e+01,2.110075904000004998e-01,3.841756224000005826e-01,7.501956352000003214e-01
4.541574099999999703e+01,-7.185822299999999530e+01,2.275914951989023161e-01,4.073669410150888570e-01,7.791122085048018953e-01
4.541568400000000594e+01,-7.185913100000000497e+01,1.557254528758656997e-01,2.940943122686925371e-01,6.845496841695193346e-01
4.541570300000000060e+01,-7.186021399999999915e+01,1.309859062336676816e-01,2.351991774710113781e-01,7.347769045430294632e-01
4.541553900000000255e+01,-7.186128999999999678e+01,2.658622433283849285e-01,4.526900743566835139e-01,6.490931923668532555e-01
4.541518800000000056e+01,-7.186231200000000285e+01,2.356076678240740518e-01,4.183910879629624269e-01,8.022194010416670018e-01
4.541478000000000037e+01,-7.186339599999999450e+01,2.189954815458304838e-01,3.976622851709232798e-01,9.067688403925608931e-01
4.541444400000000314e+01,-7.186432600000000548e+01,3.326957560814504111e-01,5.357228902833450768e-01,8.951588670736154718e-01
4.541409699999999816e+01,-7.186525000000000318e+01,2.677722776307754904e-01,4.546743944636675305e-01,6.521756157134128706e-01
4.541362399999999866e+01,-7.186594399999999894e+01,3.252634000000002024e-01,5.122343999999994235e-01,6.878770000000007379e-01
4.541319299999999970e+01,-7.186537900000000434e+01,3.559768972193059211e-01,5.316691821658017236e-01,6.585997861745460646e-01
4.541331500000000432e+01,-7.186519599999999741e+01,9.568568414814826451e-02,1.869979181037035865e-01,5.117940508444447367e-01
4.541347100000000125e+01,-7.186583699999999908e+01,3.232807870370369985e-01,5.111922453703703351e-01,6.943869646990736832e-01
4.541363900000000342e+01,-7.186650799999999606e+01,3.699718510655906067e-01,5.552155940967675729e-01,7.195629192858068457e-01
4.541329600000000255e+01,-7.186743199999999376e+01,1.581671379729571170e-01,3.019661572976342079e-01,6.279599548620677929e-01
4.541292999999999580e+01,-7.186842299999999284e+01,1.263943214103849799e-01,2.063639287088478991e-01,6.420223060828278427e-01
4.541247199999999395e+01,-7.186835500000000820e+01,1.873039079991861700e-01,3.484950539385300861e-01,7.551702829228568170e-01
4.541169699999999665e+01,-7.186830100000000243e+01,2.592320000000000180e-01,4.694375999999997884e-01,1.370521600000000451e+00
4.541122399999999715e+01,-7.186865199999999732e+01,1.287120899862831402e-01,2.359150145404664833e-01,8.817358310013720946e-01
4.541128199999999993e+01,-7.186959799999999632e+01,1.807520976787070355e-01,3.440555090461117071e-01,6.103094912403208561e-01
4.541196099999999802e+01,-7.186988800000000310e+01,1.535927297668039371e-01,2.888883401920430138e-01,7.743846364883393285e-01
4.541279199999999605e+01,-7.187009399999999459e+01,3.073803632422910104e-01,4.987797243919189771e-01,7.272861050242993564e-01
4.541355899999999934e+01,-7.187033800000000383e+01,2.714849735260010943e-01,4.603097339630126683e-01,7.199506069183354562e-01
4.541431400000000451e+01,-7.187071999999999150e+01,1.675545909740306927e-01,3.175446081090855799e-01,6.534424318666816056e-01
4.541504299999999716e+01,-7.187124599999999930e+01,2.256723842262359225e-01,4.043602802623440517e-01,7.310349909192290774e-01
4.541573700000000002e+01,-7.187168100000000948e+01,3.696764679107874541e-01,5.306416477014108679e-01,6.285434683659540944e-01
4.541659200000000141e+01,-7.187200199999999484e+01,1.402874510259889407e-01,2.733797739567058738e-01,5.751448886277841233e-01
4.541734699999999947e+01,-7.187220000000000653e+01,1.851149782407409683e-01,3.458915754629627859e-01,6.839091847222227294e-01
4.541803000000000168e+01,-7.187235300000000393e+01,1.639213598022511986e-01,3.108662261260188853e-01,9.264509151958368882e-01
4.541874699999999621e+01,-7.187251299999999787e+01,5.049203389134112596e-01,6.780720581329828800e-01,7.885861796229343135e-01
4.541951399999999950e+01,-7.187263500000000249e+01,1.991995498971194101e-01,3.669376371742110177e-01,7.333789308984912658e-01
4.542012800000000539e+01,-7.187274200000000235e+01,2.220793725090693949e-01,3.995332241862505906e-01,7.342008120699667906e-01
4.542084899999999692e+01,-7.187287099999998929e+01,2.011410136021641870e-01,3.732043837962415456e-01,9.826801196819849871e-01
4.542162299999999675e+01,-7.187298599999999738e+01,2.358472334041535889e-01,4.190758061428370151e-01,8.221815506412455399e-01
4.542240900000000181e+01,-7.187292499999999507e+01,2.279832074650550711e-01,4.098508427878009286e-01,8.897184130831523596e-01
4.542312600000000344e+01,-7.187275699999999290e+01,2.655566252319597753e-01,4.604777640062396316e-01,5.841973280551573389e-01
4.542396899999999960e+01,-7.187251299999999787e+01,1.480805914918271737e-01,2.777291422199930082e-01,7.106496662268289022e-01
4.542442299999999733e+01,-7.187272600000000011e+01,1.263091973597673112e-01,2.128393983626810648e-01,6.633769885481055617e-01
4.542379400000000089e+01,-7.187345100000000286e+01,2.452901036132902890e-01,4.291319169733696093e-01,6.783664629533618928e-01
4.542308400000000290e+01,-7.187386300000000006e+01,1.536057483836460458e-01,2.896946379124887283e-01,8.395018259370874425e-01
4.542221800000000087e+01,-7.187408399999999631e+01,1.771914876735566358e-01,3.329107791606036315e-01,8.773573665085696582e-01
4.542135600000000295e+01,-7.187400100000000691e+01,3.801223369587404255e-01,5.588202290712931397e-01,6.954482738883212001e-01
4.542054699999999912e+01,-7.187384799999999530e+01,4.210315549547903879e-01,6.095960564403888338e-01,7.902739327584868967e-01
4.541997100000000387e+01,-7.187400799999998924e+01,1.840822967282150779e-01,3.480551236367559476e-01,6.194433079581043167e-01
4.541988800000000026e+01,-7.187502299999999877e+01,1.118869798392366777e-01,2.108820111069191761e-01,5.184773113419729462e-01
4.541986800000000102e+01,-7.187638100000000918e+01,2.317014637746525052e-01,4.145638443560617503e-01,8.730350321866429120e-01
4.542005900000000196e+01,-7.187736499999999751e+01,1.156523662551441900e-01,2.263105281207127284e-01,5.324988125857355037e-01
4.542056300000000135e+01,-7.187700699999999188e+01,6.314578899667644407e-02,1.482392098284717186e-01,5.748568762377890273e-01
4.542056699999999836e+01,-7.187590000000000146e+01,1.087431851311958519e-01,2.005022230320696597e-01,5.064149416909615731e-01
4.542055900000000435e+01,-7.187497700000000123e+01,1.136704254019945681e-01,2.045101974353755736e-01,5.078371667005892043e-01
4.542003300000000365e+01,-7.187474799999999675e+01,3.353606310013715897e-01,5.291541838134432574e-01,7.635780521261987808e-01
4.541993699999999734e+01,-7.187384000000000128e+01,1.140202992931865777e-01,2.178770929722231298e-01,5.255566483107094733e-01
4.541929199999999867e+01,-7.187358100000000150e+01,1.585161982956572180e-01,2.985199522869805833e-01,7.786287921553785019e-01
4.541850999999999772e+01,-7.187341299999999933e+01,3.643078421690605362e-01,5.578774754705349004e-01,7.781464663391202130e-01
4.541767500000000268e+01,-7.187324499999999716e+01,1.689793105935385453e-01,3.194271200601050964e-01,6.672130308039068147e-01
4.541684000000000054e+01,-7.187308500000000322e+01,1.272582441989210666e-01,2.090946645697771000e-01,5.634751814551663962e-01
4.541664899999999960e+01,-7.187309300000001144e+01,2.325458211554728427e-01,4.164589642471596687e-01,9.058342037980140482e-01
4.541667199999999838e+01,-7.187311600000001022e+01,1.440346287656374402e-01,2.895660833499569264e-01,1.309724442120338228e+00
4.541666400000000436e+01,-7.187311600000001022e+01,1.537959735825696894e-01,2.893459919702823235e-01,7.323977739082407901e-01
4.541617199999999599e+01,-7.187297800000000336e+01,2.136541856223465041e-01,3.878991467021899453e-01,7.275923141564129004e-01
4.541540900000000391e+01,-7.187282600000000343e+01,1.469820774084048542e-01,2.788261255717936482e-01,6.309771568245570172e-01
4.541485200000000333e+01,-7.187307699999999500e+01,1.375232741947561843e-01,2.555724399839625072e-01,6.381454271502895459e-01
4.541486700000000098e+01,-7.187370300000000611e+01,4.310347222222224994e-01,5.994064814814816788e-01,7.042221064814806475e-01
4.541544700000000034e+01,-7.187400799999998924e+01,2.028391112761082082e-01,3.725039247055641489e-01,7.089378836381725613e-01
4.541615300000000133e+01,-7.187443499999999119e+01,1.876755243062079304e-01,3.512807952491079355e-01,6.486862004601801068e-01
4.541647700000000043e+01,-7.187494699999999170e+01,8.513196064139993968e-02,1.720386661807571382e-01,5.242689139941698606e-01
4.541627100000000183e+01,-7.187588499999999669e+01,2.340029690584680688e-01,4.151429613960899712e-01,6.958484104329643039e-01
4.541568400000000594e+01,-7.187687700000000746e+01,2.625923075521213734e-01,4.571795177868493987e-01,9.544461237060795078e-01
4.541509600000000546e+01,-7.187734199999999873e+01,2.067737469535663175e-01,3.841691171691710149e-01,6.143394635095442702e-01
4.541434500000000440e+01,-7.187742599999999982e+01,3.884486150188176667e-01,5.734590730656501378e-01,7.365890814336517600e-01
4.541381499999999960e+01,-7.187753299999999967e+01,1.756967185356658190e-01,3.449188035836756594e-01,5.906684242112492100e-01
4.541360900000000100e+01,-7.187849399999998923e+01,1.732607871720116544e-01,3.252795918367339389e-01,7.930745626822166550e-01
4.541328400000000443e+01,-7.187904399999999328e+01,1.895002330780032329e-01,3.571056522369384645e-01,1.053609523391723091e+00
4.541265500000000088e+01,-7.187876899999999125e+01,1.428492455418387541e-01,2.671268861454039190e-01,6.682881001371741014e-01
4.541189599999999871e+01,-7.187847099999999045e+01,1.588917155548811300e-01,2.992622043527366493e-01,7.841684026197346391e-01
4.541191099999999636e+01,-7.187763199999999131e+01,2.105602023319618210e-01,3.837077331961589177e-01,6.986532407407390899e-01
4.541247199999999395e+01,-7.187735000000000696e+01,2.091329803774190088e-01,3.815066009403145220e-01,7.239703821631633396e-01
4.541323900000000435e+01,-7.187738000000000227e+01,4.756777063654772375e-01,6.219979825675725493e-01,6.798436037078494643e-01
4.541382199999999614e+01,-7.187719699999999534e+01,1.603169024000002940e-01,3.058551359999994723e-01,6.303030271999996437e-01
4.541398600000000130e+01,-7.187622799999999756e+01,1.332962500000004491e-01,2.415861999999997511e-01,7.095643250000001068e-01
4.541417700000000224e+01,-7.187537399999999366e+01,1.166674783796092241e-01,1.473767410104684927e-01,8.443867205279951271e-01
4.541434100000000029e+01,-7.187461899999999559e+01,1.372386904479075964e-01,2.376889138685829295e-01,5.014122723253735536e-01
4.541367699999999985e+01,-7.187420699999999840e+01,2.197370949074076707e-01,4.044561921296294660e-01,1.114003645833335998e+00
4.541302100000000053e+01,-7.187377899999999897e+01,8.361009331081414864e-03,9.483541353733859758e-02,5.881954574402636915e-01
4.541319299999999970e+01,-7.187296299999999860e+01,2.325643467478044624e-02,1.267862891647424384e-01,5.705873672242067762e-01
4.541386400000000378e+01,-7.187316899999999009e+01,1.820688487340856865e-01,3.427809466073499234e-01,9.644905575954862975e-01
4.541454699999999889e+01,-7.187350500000000864e+01,1.401245763483963680e-01,2.612274553571427571e-01,6.540314322157452231e-01
4.541485600000000034e+01,-7.187289399999998807e+01,1.735643762959594438e-01,3.264508216170192156e-01,6.980560674067333160e-01
4.541461599999999521e+01,-7.187253599999999665e+01,1.446275969328699729e-01,2.721854673032400029e-01,6.497876808449043473e-01
4.541382999999999726e+01,-7.187208599999999592e+01,1.438565030075792395e-01,2.735464784518824022e-01,6.140776688944478146e-01
4.541312399999999627e+01,-7.187168100000000948e+01,1.505683665771192503e-01,2.914484660961256246e-01,5.936786569258285517e-01
4.541248300000000171e+01,-7.187131499999999562e+01,1.893651917205244617e-01,3.550090134170653666e-01,6.325288885892317303e-01
4.541204099999999499e+01,-7.187106300000000658e+01,7.634044857901611802e-02,1.656064789443869589e-01,5.346238319922176352e-01
