S1 2020 04 19 00 00 01 45.406128 -71.829521 282.600010 15 47.80 1.20 60.00 614.40 3499 0.026096 5 4 3 12 UE
S2 2020 04 19 00 00 03 45.406261 -71.829453 282.700010 15 47.80 1.20 60.00 614.40 1638 0.130480 55 28 22 84 UE
S3 2020 04 19 00 00 06 45.406319 -71.829376 282.600010 15 47.80 1.20 60.00 614.40 3186 1.604899 260 199 145 573 OK
S4 2020 04 19 00 00 08 45.406345 -71.829178 282.700010 15 47.80 1.20 60.00 614.40 4380 0.026096 9 6 6 14 UE
S5 2020 04 19 00 00 10 45.406353 -71.829002 283.299990 15 47.80 1.20 60.00 614.40 2355 0.156576 44 27 22 67 UE
S6 2020 04 19 00 00 13 45.406345 -71.828728 284.500000 15 47.80 1.20 60.00 614.40 4094 0.039144 9 7 6 12 UE
S1 2020 04 19 00 00 15 45.406338 -71.828552 285.000000 15 47.80 1.20 60.00 614.40 1635 0.000000 8 4 4 14 UE
S2 2020 04 19 00 00 18 45.406319 -71.828300 285.000000 15 47.80 1.20 60.00 614.40 1621 6.602268 2605 1292 938 4536 OK
S3 2020 04 19 00 00 20 45.406311 -71.828125 285.899990 15 47.80 1.20 60.00 614.40 4220 1.578803 2033 742 532 3100 OK
S4 2020 04 19 00 00 23 45.406296 -71.827873 286.000000 15 47.80 1.20 60.00 614.40 1763 0.339247 161 86 78 214 UE
S5 2020 04 19 00 00 25 45.406284 -71.827690 286.000000 15 47.80 1.20 60.00 614.40 2221 0.156576 120 52 42 174 UE
S6 2020 04 19 00 00 28 45.406273 -71.827515 286.299990 15 47.80 1.20 60.00 614.40 1641 0.208767 92 47 38 150 UE
S1 2020 04 19 00 00 30 45.406254 -71.827255 286.700010 14 47.80 1.20 60.00 614.40 1699 9.642442 4773 2208 1634 7927 OK
S2 2020 04 19 00 00 32 45.406235 -71.827095 286.799990 14 47.80 1.20 60.00 614.40 1651 0.052192 35 17 15 52 UE
S3 2020 04 19 00 00 35 45.406216 -71.826859 287.100010 13 47.80 1.20 60.00 614.40 4930 0.117432 219 81 64 327 UE
S4 2020 04 19 00 00 37 45.406208 -71.826691 287.299990 14 47.80 1.20 60.00 614.40 4380 0.013048 6 4 4 9 UE
S5 2020 04 19 00 00 40 45.406181 -71.826447 286.899990 13 47.80 1.20 60.00 614.40 1837 0.104384 44 24 21 59 UE
S6 2020 04 19 00 00 42 45.406158 -71.826294 286.100010 13 47.80 1.20 60.00 614.40 3007 0.026096 15 9 9 21 UE
S1 2020 04 19 00 00 45 45.406147 -71.826065 286.100010 13 47.80 1.20 60.00 614.40 1621 5.923774 2640 1316 1046 4399 OK
S2 2020 04 19 00 00 47 45.406139 -71.825897 286.600010 13 47.80 1.20 60.00 614.40 1747 0.795925 252 136 97 461 UE
S3 2020 04 19 00 00 50 45.406128 -71.825722 287.000000 14 47.80 1.20 60.00 614.40 5377 0.234863 481 174 137 726 OK
S4 2020 04 19 00 00 52 45.406113 -71.825470 287.399990 14 47.80 1.20 60.00 614.40 1779 0.013048 15 7 6 22 UE
S5 2020 04 19 00 00 55 45.406105 -71.825302 287.600010 14 47.80 1.20 60.00 614.40 3716 0.939453 899 301 151 1345 OK
S6 2020 04 19 00 00 57 45.406113 -71.825073 288.200010 14 47.80 1.20 60.00 614.40 1630 0.287055 93 43 21 151 UE
S1 2020 04 19 00 00 59 45.406120 -71.824936 287.500000 14 47.80 1.20 60.00 614.40 1680 0.039144 14 6 2 23 UE
