S1,2020,2,26,0,6,29,45.422131,-71.96405,1000000,1103,36,14.9,60,2.4,2037,3.340278,5,3,2,0,UE,,,,,,
S4,2020,2,26,0,6,30,45.422131,-71.96405,1000000,1103,36,14.9,60,2.4,0,0,0,0,0,0,UE,,,,,,
S1,2020,2,26,0,6,31,45.422131,-71.96405,238.7,12,36,13.5,60,24,3342,2.004167,9,8,5,22,UE,,,,,,
S4,2020,2,26,0,6,32,45.422131,-71.96405,238.60001,12,36,13.5,60,24,0,0,0,0,0,0,UE,,,,,,
S1,2020,2,26,0,6,33,45.422131,-71.96405,238.39999,12,36,13.3,60,50.4,3513,8.748346,91,79,54,222,UE,,,,,,
S4,2020,2,26,0,6,34,45.422131,-71.96405,238.60001,12,36,13.3,60,50.4,0,0,0,0,0,1,UE,,,,,,
S1,2020,2,26,0,6,35,45.422131,-71.96405,238.5,12,36,13.3,60,100.8,3479,9.145998,192,165,113,467,OK,,,,,,
S4,2020,2,26,0,6,36,45.422131,-71.96405,238.60001,12,36,13.3,60,100.8,2410,0.07953,1,1,0,2,UE,,,,,,
S1,2020,2,26,0,6,38,45.422131,-71.964058,238.60001,12,35.9,13.3,60,100.8,3487,18.92824,392,339,231,956,OK,,,,,,
S4,2020,2,26,0,6,39,45.422134,-71.964058,239.10001,12,35.9,13.3,60,153.6,3242,0.052192,2,2,1,5,UE,,,,,,
S1,2020,2,26,0,6,40,45.422131,-71.964058,238.10001,14,35.9,13.3,60,100.8,3485,28.15377,584,504,344,1423,OK,,,,,,
S4,2020,2,26,0,6,42,45.422134,-71.964058,238.3,14,35.9,13.3,60,614.4,3242,0.013048,2,2,1,6,UE,,,,,,
S1,2020,2,26,0,6,43,45.422134,-71.964058,238.60001,14,35.8,13.2,60,100.8,3490,112.61508,2336,2017,1378,5693,OK,,2336.307692,2017.307692,1378.307692,,CDFFoires
S4,2020,2,26,0,6,45,45.422134,-71.964058,238.89999,14,35.8,13.2,60,614.4,3368,0.143528,13,13,7,34,UE,,,,,,
S1,2020,2,26,0,6,47,45.422134,-71.964058,239,14,35.8,13.2,60,100.8,3490,112.61508,2336,2017,1378,5693,OK,,,,,,
S4,2020,2,26,0,6,49,45.422134,-71.964058,238.89999,14,35.8,13.2,60,614.4,3368,0.143528,13,13,7,32,UE,,,,,,
S1,2020,2,26,0,6,51,45.422134,-71.964058,238.7,14,35.8,13.2,60,100.8,3490,112.61508,2336,2017,1378,5693,OK,,,,,,
S4,2020,2,26,0,6,53,45.422134,-71.964058,238.7,14,35.8,13.2,60,614.4,3679,0.13048,13,13,8,33,UE,,,,,,
S1,2020,2,26,0,6,55,45.422131,-71.964058,238.39999,14,35.8,13.2,60,100.8,3490,112.61508,2336,2017,1378,5692,OK,,,,,,
S4,2020,2,26,0,6,56,45.422131,-71.964058,238.2,14,35.8,13.2,60,614.4,3368,0.143528,13,13,7,32,UE,,,,,,
S1,2020,2,26,0,6,58,45.422127,-71.964058,238,14,35.8,13.2,60,100.8,3490,112.61508,2336,2017,1378,5693,OK,,,,,,
S4,2020,2,26,0,7,0,45.422127,-71.96405,237.89999,14,35.8,13.2,60,614.4,3491,0.143528,14,14,8,34,UE,,,,,,
S1,2020,2,26,0,7,2,45.422127,-71.96405,237.7,14,35.8,13.1,60,100.8,3490,112.61508,2336,2017,1378,5693,OK,,,,,,
S4,2020,2,26,0,7,4,45.422123,-71.96405,237.7,14,35.8,13.1,60,614.4,3942,0.143528,15,15,10,37,UE,,,,,,
S1,2020,2,26,0,7,6,45.422127,-71.96405,237.7,14,35.8,13.1,60,100.8,3488,112.61508,2337,2017,1378,5694,OK,,,,,,
S4,2020,2,26,0,7,8,45.422127,-71.96405,237.8,14,35.8,13.1,60,614.4,4163,0.104384,13,12,9,26,UE,,,,,,
S1,2020,2,26,0,7,9,45.422127,-71.96405,237.8,14,35.8,13.1,60,100.8,3490,112.61508,2336,2017,1378,5692,OK,,,,,,
S4,2020,2,26,0,7,11,45.422127,-71.96405,237.7,14,35.8,13.1,60,614.4,3818,0.117432,14,13,9,26,UE,,,,,,
S1,2020,2,26,0,7,13,45.422127,-71.96405,237.5,14,35.8,13.1,60,100.8,3491,112.69461,2337,2018,1379,5694,OK,,,,,,
S4,2020,2,26,0,7,15,45.422123,-71.96405,237.5,14,35.8,13.1,60,614.4,3539,0.117432,12,12,7,30,UE,,,,,,
S1,2020,2,26,0,7,17,45.422104,-71.964058,239.5,11,35.8,13,60,100.8,3490,112.61508,2336,2017,1378,5694,OK,,,,,,
S4,2020,2,26,0,7,19,45.422096,-71.96405,240,14,35.8,13,60,614.4,3842,0.143528,17,16,11,38,UE,,,,,,
S1,2020,2,26,0,7,21,0,0,0,0,35.8,13,60,100.8,3492,112.69461,2336,2018,1379,5694,OK,,,,,,
S4,2020,2,26,0,7,22,45.422081,-71.964058,241.3,10,35.8,13,60,614.4,4240,0.13048,14,14,10,31,UE,,,,,,
S1,2020,2,26,0,7,24,0,0,0,0,35.7,13,60,100.8,3491,112.69461,2337,2018,1379,5695,OK,,,,,,
S4,2020,2,26,0,7,26,0,0,0,0,35.7,13,60,614.4,3725,0.156576,16,16,10,35,UE,,,,,,
S1,2020,2,26,0,7,28,0,0,0,0,35.8,13,60,100.8,3491,112.69461,2337,2018,1379,5695,OK,,,,,,
S4,2020,2,26,0,7,30,0,0,0,0,35.8,13,60,614.4,3679,0.13048,13,13,8,33,UE,,,,,,
S1,2020,2,26,0,19,51,45.422009,-71.963676,238,10,35.8,13,60,2.4,2184,13.361112,9,6,3,1488,UE,,,,,,
