R,G,B,C,R/G,B/G,R/C,B/C,G/C,MSI,SLI,IPI,fname
24821075363.1342,17638153546.16756,11931852772.995,57666469111.39984,1.4072377416471327,0.6764796973653497,0.43042474674814846,0.30586498216310504,0.2069114505683554,0.38490119567899544,0.5325586850195082,0.7817135271514106,spectra_ammar/10_blanc_14H17.csv
29759275609.618057,22062685701.378704,11304267398.10939,66701989435.51735,1.3488509972182756,0.5123704136075774,0.44615274389060267,0.33076503246889377,0.16947421649301087,0.24441986134665758,0.43435610219670767,0.5564245024198031,spectra_ammar/13_jaune_14H32.csv
53917811059.17165,20571336997.702,13235795014.426949,124096575143.91385,2.621016371721233,0.6434095662282672,0.434482668007909,0.16576877302089585,0.10665721434356668,0.24015597291900823,0.4549082144898148,1.034284842401827,spectra_ammar/14_jaune_14H35.csv
16051434258.002674,3763255716.7804403,2117140289.2626953,33463098319.660225,4.265305221335073,0.5625820960883205,0.47967567451971843,0.11245987089514224,0.06326790989401104,0.08852693201028941,0.2776133936938079,1.2181853662666546,spectra_ammar/16_jaune_14H40.csv
73434049082.06044,22928890060.145493,11429489396.852486,156437957210.64136,3.202686605824934,0.49847547643481355,0.4694132446589199,0.1465685852013018,0.07306084533859548,0.1092702751921514,0.31908834438684697,1.0325959787168828,spectra_ammar/17_jaune_14H42.csv
60823262393.448746,28077373392.300747,18293941404.762875,140730613129.08948,2.166273231602477,0.6515545862911578,0.43219638599639115,0.19951148345062572,0.1299926220600076,0.28960418397177395,0.504647166277233,0.9644829456979835,spectra_ammar/20_jaune_14H54.csv
12725136202.5039,9026942246.554022,4934328535.689288,28130767398.847878,1.4096840164632316,0.5466223667901428,0.4523565255822019,0.3208921434160281,0.17540682291843124,0.2614291782555318,0.4371306663657515,0.5602697260100498,spectra_ammar/21_blanc_14H58.csv
38914816940.284775,16403410659.363453,11348547557.976809,90324983094.6782,2.3723613185329406,0.6918407271294394,0.4308311566412855,0.18160435903065134,0.1256412918016416,0.30968618506070017,0.5372667713641527,1.145694471041505,spectra_ammar/22_jaune_15H00.csv
76061334823.74425,29713656908.670475,19166745042.177536,175161595655.81967,2.5598106304293187,0.6450483392565747,0.43423522455915203,0.16963568296703427,0.10942321557654028,0.2473102021405703,0.46063367850463893,1.0243623619750462,spectra_ammar/25_jaune_15H13.csv
107734977835.50374,49266196106.7605,32576579803.145,251013749224.97876,2.186793102557393,0.6612359462977642,0.4291995086649336,0.19626891458684265,0.12978006146566595,0.29603193535121775,0.5063536857105561,0.9723025732914681,spectra_ammar/26_jaune_15H16.csv
6382678011.44345,9005582419.267721,3865600840.149793,20337347077.99215,0.708746832163516,0.42924495720334765,0.31384024607370736,0.44281008652367543,0.19007399663906574,0.24374816277944156,0.5736654254808043,0.4232227607110409,spectra_ammar/27_vert_15H23.csv
36632536676.78174,41288425061.76722,38726979518.41709,122158958837.08371,0.887235021001157,0.9379621397639115,0.29987597328523746,0.3379893333638443,0.3170211983393294,0.7141711521625319,0.7863677721646558,0.7571990896015761,spectra_ammar/28_blanc_15H26.csv
37972087777.985,16012318137.74625,11727802525.786877,90362219681.63188,2.3714297612206705,0.7324237768009758,0.420220839104771,0.17720146975319495,0.12978656973131894,0.34933084744868736,0.5602735846502551,1.1965222157507014,spectra_ammar/29_Incad_15h32.csv
42759817353.392494,20000803221.941254,13074038381.265625,98912055731.65768,2.1379050070591252,0.6536756667313821,0.43230137152742276,0.20220794193381442,0.13217841126196675,0.29412623644950936,0.5055203105780061,0.9604792057074024,spectra_ammar/2_blanche_13h55.csv
16788834976.267231,610568668.3056544,1495438761.938253,34602895996.94968,27.497046356565807,2.449255652256344,0.4851858346696532,0.017645016427511657,0.04321715621923897,0.07224174793079892,0.06681951633232175,3.2474501462244674,spectra_ammar/30_rouge_15h33.csv
19229251125.59125,7579667543.556,4985899689.835859,44562230967.79861,2.536951787804911,0.6577992585010827,0.4315145518519174,0.17009174314080439,0.11188622251517774,0.25983645675004946,0.4656772827885175,1.0251286456810136,spectra_ammar/31_jaune_15h35.csv
53189130707.00226,14258580721.327505,7098984795.498119,115044830801.38342,3.730324339185018,0.4978745735106508,0.4623339470056629,0.12393934279362724,0.06170624743456751,0.081088086460384,0.2680894762217289,1.083478496817292,spectra_ammar/33_jaune_15h40.csv
131448371536.875,63222413680.22525,42482158166.00375,310037833690.10876,2.0791419353543206,0.6719477427874816,0.42397526125234514,0.2039183828881277,0.1370224970945508,0.31605171010366484,0.5228058935066286,0.9582680775843903,spectra_ammar/34_jaune_15h43.csv
26552213741.841995,11254798660.492825,7490990516.246751,61922030746.59839,2.359190470021196,0.6655819212956703,0.4288007583359273,0.18175758328325,0.12097456149172335,0.28253308319216014,0.48967380384645987,1.001635012516262,spectra_ammar/35_jaune_15h48.csv
9104595448.795198,6251770548.747776,3214405238.0991488,19624247516.53281,1.456322713350195,0.5141591830722244,0.4639462196512179,0.31857377173218265,0.16379763022205635,0.23669434815077778,0.41468816491413774,0.5625652803096601,spectra_ammar/36_jaune_15h53.csv
38797530194.50125,16293018233.752249,10800795333.60375,90303246488.0201,2.3812365295295113,0.6629094240641716,0.4296360507885865,0.18042560890558604,0.11960583648602952,0.2786288061654845,0.4860896580888196,1.0042091983934143,spectra_ammar/37_jaune_15h56.csv
19749953492.68541,21267482696.31258,17109326242.414772,61869931688.423294,0.928645565378065,0.8044829040994701,0.31921731532121433,0.34374504894260316,0.2765370152431599,0.5737831457010768,0.7017497565986542,0.6789475357846565,spectra_ammar/38_blanc_15h58.csv
58142358409.56875,23114657695.585747,15259458030.105,135174722917.52731,2.515389116952933,0.6601637035282218,0.4301274465718159,0.17099837304411153,0.11288691924610111,0.26450866411804685,0.4706084031367696,1.0234406612220506,spectra_ammar/39_incad_16h05.csv
37323272514.3815,15957186377.627998,10411162941.945625,86026259313.26422,2.338963250232434,0.6524435257923723,0.43385906596808976,0.18549204051195553,0.12102308091804183,0.27371425864339344,0.48457299719693947,0.9929451103599158,spectra_ammar/3_jaune_13h56.csv
32452381847.03799,10954966170.089909,5076216511.553331,69301227057.1358,2.9623443234030225,0.46337126310921967,0.4682800467628435,0.15807752092265295,0.0732485805391038,0.10373754568503103,0.3213848391048171,0.9723548950581793,spectra_ammar/40_jaune_16h10.csv
17666840009.91795,3459324445.5336475,1958935337.29607,35484207578.773445,5.107020254410569,0.5662768462857718,0.49787894997227455,0.09748912774377427,0.055205835805895234,0.057091076738558566,0.20594144088867714,1.301976630394308,spectra_ammar/41_jauneincad_16h14.csv
25293112754.324364,18062601182.689125,10261244308.092125,56974893697.353355,1.4003028964933817,0.5680933883391235,0.44393435622152466,0.31702737838593253,0.18010115758353382,0.28677137309880724,0.44066417803533153,0.5935454746654257,spectra_ammar/43_jaune_16h21.csv
16268682642.74235,6534108134.993983,4285226891.676594,37915470346.4264,2.4898092144533095,0.6558242996816489,0.4290776955711879,0.17233356398570523,0.11302053891256776,0.2604255594082875,0.4718308371712319,1.0157943571475756,spectra_ammar/44_jaune_16h24.csv
18173815538.61145,18597300627.017452,14037931193.989399,53518378105.16579,0.977228679747706,0.7548370312192311,0.3395808352581082,0.34749372618267693,0.26230113263904026,0.5084259156376705,0.656554266935055,0.6566994731575654,spectra_ammar/45_blanc_16h30.csv
6730488890.47225,6599549568.290999,5138467667.3785,20658973012.94975,1.0198406453086402,0.7786088450744287,0.32579010032363903,0.3194519671502633,0.24872812719962087,0.56131364889437,0.5762933264301437,0.6374116160255957,spectra_ammar/4saisons_23h57.csv
104700312527.993,41363471192.64137,21990350833.477314,230602818406.87027,2.5312264543846927,0.5316369782183423,0.4540287636175469,0.17937105660027372,0.09536028651080078,0.16900778105113323,0.3957347231661161,0.9426539089769552,spectra_ammar/5_jaune_14H02.csv
22556372859.803158,633812729.479835,1752033638.1071675,45387848948.68727,35.5883872485726,2.764276507265872,0.4969694176365136,0.013964370292066165,0.03860138073711997,0.011680064638183652,0.021577023984891596,3.4182993372668973,spectra_ammar/6._rouge_14H04.csv
101464028096.7025,42157626931.0385,27822033700.815002,235754004024.094,2.406777503455721,0.6599525572520085,0.4303809325178329,0.17882040691334344,0.11801298483130576,0.2739717263429113,0.48160639591989607,1.0067720040077637,spectra_ammar/7_jaune_14H07.csv
27106946776.569736,16342706086.03577,4586803361.155429,50971539628.75108,1.6586571791639577,0.280663638996401,0.5318055325383922,0.320624140551122,0.08998753803717142,0.06343032437664915,0.29364105845444827,0.48009779679008047,spectra_ammar/9_jaune_14H12.csv
972071682.8210344,1049728500.2030175,444668447.5215407,2646208827.7910953,0.9260219977194444,0.42360329117056633,0.36734503815878533,0.3966914814804209,0.16803981713443403,0.23204194512829193,0.4698743385545352,0.4605311938735455,spectra_ammar/CDFSigne_2h01.csv
15921865557.272709,17855713186.746296,14337508807.845495,50549153278.47041,0.8916958617531436,0.8029647798379598,0.31497788834484897,0.3532346642560142,0.2836349944154661,0.5831010226787773,0.7178234928211443,0.6804519314192243,spectra_ammar/CF_5000K_11h37.csv
4475000939.393993,4542974910.551545,3043596629.851418,12825780850.001987,0.9850375640420829,0.6699567331490957,0.3489067053093535,0.35420649734170695,0.23730302781923382,0.45087588159963776,0.5890909097601401,0.6250380137691939,spectra_ammar/CanTirePark2_1h27.csv
6598938082.654887,6149484409.835292,4421106418.743653,18180089853.2606,1.0730880254124644,0.7189393653348686,0.3629760983536265,0.33825379629421254,0.24318396962987107,0.4383214663929092,0.6339089204052569,0.6725249230453282,spectra_ammar/Carr4Marshalls_2h25.csv
11632329224.126802,10326199216.518406,7651420768.248273,31418444712.746555,1.1264870045814177,0.7409716399823667,0.3702388622504771,0.32866678509802355,0.24353276676181457,0.4683250263617936,0.6105187877761952,0.6982250975150608,spectra_ammar/CostcoBuilding_00h30.csv
9133692086.753113,9062540693.938217,6610671972.52351,26209021765.937393,1.007851152918131,0.7294501835390685,0.34849420052081964,0.34577943331392724,0.25222887109487935,0.48029897380788705,0.6323845583127664,0.6437267545692056,spectra_ammar/DEL_5000K_11h43.csv
1307757636.41333,1498236759.5705032,1219949053.9239159,4341073423.02133,0.8728644708919187,0.814256522629732,0.3012521348932053,0.34513048123653944,0.2810247455051906,0.6577403527650857,0.6184965739367668,0.6407684885407611,spectra_ammar/DerriereEugeneLalonde1_2h05.csv
11209257080.939035,13273176172.359642,10834286085.75412,37196706817.54826,0.8445045055818247,0.8162542216772259,0.3013507925828222,0.35683740061896463,0.2912700347075574,0.5769250977161382,0.7720847779767204,0.6871713913861811,spectra_ammar/DerriereEugeneLalonde2_2h09.csv
5038932138.908805,1994060233.0378823,1094481112.3524177,8996559673.790207,2.5269708785236467,0.5488706380172946,0.5600954499961569,0.22164697454819354,0.12165551633487005,0.11071148306956115,0.21757973212353468,0.5007434848302864,spectra_ammar/EugeneLalonde_00h37.csv
28560081077.32773,27981205863.246742,20498897519.47133,81087581125.47598,1.0206880009714427,0.7325952147901027,0.35221276403760876,0.34507387536876033,0.25279946984423013,0.4822949762800871,0.6283813001561155,0.6461310131661675,spectra_ammar/FC_3000K_11h30.csv
114261892211.65875,53091460688.846504,35359259772.4475,268305536727.71503,2.1521708148380814,0.6660065350184612,0.42586483158420746,0.197876873270511,0.13178729072718018,0.30395057660043373,0.5102443621860525,0.9676017271750265,spectra_ammar/Halo_3000K_11h20.csv
4726217208.180777,2304712887.5940266,1214590883.8061082,9193053280.919182,2.050675046606194,0.5270031205813509,0.5141074530689784,0.2507015696708315,0.13212050955117116,0.1380733093261736,0.2631371770340897,0.5046188019301896,spectra_ammar/HomeDepPark_1h14.csv
19861248216.181248,7664815306.579625,5052313576.144499,46322429029.45822,2.5912233265597373,0.6591565972643196,0.4287609400524034,0.16546661017506817,0.10906840772385959,0.2568055769817258,0.4619261010773994,1.0340140025998,spectra_ammar/INC_2800K_11h25.csv
804013623.4241483,741006341.2720083,660778731.6206448,2387189520.06819,1.0850293427232782,0.891731547784537,0.33680343209666136,0.310409515056367,0.2768019573082617,0.6550646758091634,0.6618659197294987,0.71963712182736,spectra_ammar/LeonPark2_00h53.csv
