Sensor,date,,,time,,,latitude,longitude,altitude,Satellite,Humidity,T (_C),colorTem,lux,???,???,R,G,B,clear,tail,MSI,SLI,,
S1,2020,5,13,0,40,26,45.382351,-71.978958,249.39999,20,39.7,2.1,60,614.4,2033,3.718668,2398,1044,797,3927,OK,1.66E-01,3.21E-01,,
S2,2020,5,13,0,40,28,45.382309,-71.978928,248.7,20,39.8,2.1,60,614.4,1789,0.430583,172,93,79,297,UE,2.56E-01,4.08E-01,,
S3,2020,5,13,0,40,30,45.38229,-71.978775,242.10001,20,39.8,2.1,60,614.4,2629,0.469727,112,73,58,207,UE,3.34E-01,4.93E-01,,
S4,2020,5,13,0,40,33,45.382278,-71.978683,240.8,20,39.8,2.1,60,614.4,2101,0.534966,166,97,79,256,UE,2.89E-01,4.47E-01,,
S5,2020,5,13,0,40,35,45.382278,-71.978531,239.39999,20,39.8,2.1,60,614.4,2859,1.14822,244,167,131,399,OK,3.53E-01,5.11E-01,,
S2,2020,5,13,0,40,43,45.382256,-71.978188,238.60001,20,39.8,2.1,60,614.4,1671,0.195719,75,39,30,119,UE,2.33E-01,3.99E-01,,
S3,2020,5,13,0,40,45,45.382252,-71.97805,238.60001,20,39.8,2.1,60,614.4,2403,7.998399,1608,1057,728,3047,OK,3.07E-01,4.83E-01,,
S4,2020,5,13,0,40,48,45.382278,-71.977974,238.5,20,39.8,2.1,60,614.4,2177,0.874213,220,134,99,417,UE,2.92E-01,4.63E-01,,
S5,2020,5,13,0,40,50,45.382328,-71.977928,238.60001,20,39.8,2.1,60,614.4,3636,1.304796,152,138,93,375,UE,4.20E-01,5.79E-01,,
S2,2020,5,13,0,40,57,45.382645,-71.977882,241.60001,15,39.8,2.1,60,614.4,3091,1.069933,178,134,97,405,UE,3.73E-01,5.37E-01,,
S3,2020,5,13,0,41,0,45.382721,-71.977875,242.7,20,39.8,2.1,60,614.4,3320,1.657091,231,189,131,462,OK,3.92E-01,5.56E-01,,
S4,2020,5,13,0,41,2,45.382839,-71.977859,244.39999,20,39.8,2.1,60,614.4,3427,1.383084,276,201,166,429,OK,3.91E-01,5.37E-01,,
S5,2020,5,13,0,41,5,45.382915,-71.977837,244.5,20,39.8,2.1,60,614.4,2215,0.339247,79,49,35,138,UE,2.93E-01,4.67E-01,,
S2,2020,5,13,0,41,12,45.38324,-71.977783,245.5,20,39.8,2.1,60,614.4,2070,0.456679,129,76,58,219,UE,2.84E-01,4.51E-01,,
S3,2020,5,13,0,41,15,45.383324,-71.977776,245.60001,20,39.8,2.1,60,614.4,2810,1.500515,297,206,155,520,OK,3.49E-01,5.13E-01,,
S4,2020,5,13,0,41,17,45.383453,-71.97776,245.39999,20,39.8,2.1,60,614.4,2753,0.939453,201,136,105,369,OK,3.45E-01,5.06E-01,,
S5,2020,5,13,0,41,20,45.383537,-71.977745,246.39999,20,39.8,2.1,60,614.4,2193,0.743734,200,121,93,346,UE,2.96E-01,4.62E-01,,
S2,2020,5,13,0,41,27,45.383816,-71.977699,246,15,39.8,2.1,60,614.4,3442,0.939453,228,157,139,345,OK,3.76E-01,5.11E-01,,
S3,2020,5,13,0,41,29,45.38393,-71.977669,245.39999,15,39.8,2.1,60,614.4,2351,0.965549,236,148,113,463,OK,3.10E-01,4.76E-01,,
S4,2020,5,13,0,41,32,45.384003,-71.977661,245.3,15,39.8,2.1,60,614.4,2252,0.417535,115,70,55,207,UE,3.02E-01,4.65E-01,,
S5,2020,5,13,0,41,34,45.384102,-71.977623,245.60001,15,39.8,2.1,60,614.4,2433,0.613254,138,89,66,238,UE,3.16E-01,4.85E-01,,
S2,2020,5,13,0,41,42,45.384144,-71.977318,244.3,15,39.8,2.1,60,614.4,3198,0.534966,97,72,55,205,UE,3.81E-01,5.39E-01,,
S3,2020,5,13,0,41,44,45.384079,-71.977226,244.3,15,39.8,2.1,60,614.4,3137,0.221815,41,30,23,78,UE,3.76E-01,5.34E-01,,
S4,2020,5,13,0,41,47,45.384033,-71.977196,244.2,15,39.8,2.1,60,614.4,3097,0.313151,95,61,56,135,UE,3.45E-01,4.75E-01,,
S5,2020,5,13,0,41,49,45.383984,-71.977104,244,15,39.8,2.1,60,614.4,4507,0.234863,60,43,41,81,UE,4.04E-01,5.16E-01,,
S2,2020,5,13,0,41,57,45.384075,-71.976944,242.89999,15,39.9,2.1,60,614.4,3093,0.521918,108,76,61,211,UE,3.70E-01,5.23E-01,,
S4,2020,5,13,0,42,1,45.384159,-71.977097,243.60001,20,39.9,2.1,60,614.4,3410,1.096029,178,139,105,390,OK,3.99E-01,5.55E-01,,
S5,2020,5,13,0,42,4,45.384171,-71.977203,243.60001,20,39.9,2.1,60,614.4,3707,1.591851,225,189,141,515,OK,4.25E-01,5.78E-01,,
S2,2020,5,13,0,42,11,45.384171,-71.977554,243.3,20,39.8,2.1,60,614.4,4244,0.274007,64,47,43,132,UE,4.12E-01,5.34E-01,,
S3,2020,5,13,0,42,14,45.384136,-71.977615,243.3,20,39.8,2.1,60,614.4,2572,0.587158,127,84,63,221,UE,3.29E-01,4.95E-01,,
S4,2020,5,13,0,42,16,45.384056,-71.977676,243.3,20,39.8,2.1,60,614.4,2716,1.200412,237,163,120,454,OK,3.41E-01,5.08E-01,,
S5,2020,5,13,0,42,19,45.383991,-71.977699,243.2,20,39.8,2,60,614.4,2131,0.926405,243,146,109,459,OK,2.88E-01,4.58E-01,,
S2,2020,5,13,0,42,26,45.383755,-71.97773,243,20,39.9,2.1,60,614.4,4324,1.591851,324,247,221,461,OK,4.27E-01,5.52E-01,,
S3,2020,5,13,0,42,29,45.383648,-71.977745,243.3,20,39.9,2.1,60,614.4,3060,0.652398,131,93,73,240,UE,3.69E-01,5.25E-01,,
S4,2020,5,13,0,42,31,45.383579,-71.977753,242.5,20,39.9,2.1,60,614.4,2729,0.887261,243,155,133,364,OK,3.36E-01,4.81E-01,,
S5,2020,5,13,0,42,33,45.383469,-71.97776,243.2,20,39.8,2.1,60,614.4,3392,1.14822,262,183,158,412,OK,3.80E-01,5.19E-01,,
S2,2020,5,13,0,42,41,45.383221,-71.977798,244.89999,20,39.9,2.1,60,614.4,3038,1.539659,311,219,173,534,OK,3.67E-01,5.22E-01,,
S3,2020,5,13,0,42,43,45.383091,-71.977821,246,20,39.9,2.1,60,614.4,3013,0.417535,79,57,43,144,UE,3.66E-01,5.28E-01,,
S4,2020,5,13,0,42,46,45.383003,-71.977837,246.7,20,39.9,2.1,60,614.4,3784,1.91805,452,320,288,670,OK,3.92E-01,5.21E-01,,
S5,2020,5,13,0,42,48,45.382874,-71.977875,246.7,20,39.9,2.1,60,614.4,2860,1.865858,457,302,252,724,OK,3.48E-01,4.98E-01,,
S2,2020,5,13,0,42,56,45.38258,-71.977921,245.60001,20,39.9,2.1,60,614.4,2561,1.239556,252,169,122,508,OK,3.26E-01,4.96E-01,,
S3,2020,5,13,0,42,58,45.382496,-71.977936,245.39999,20,39.9,2.1,60,614.4,2670,1.617947,336,227,170,681,OK,3.37E-01,5.03E-01,,
S4,2020,5,13,0,43,1,45.382389,-71.977959,245.60001,20,39.9,2.1,60,614.4,1641,1.461371,585,274,177,993,OK,1.78E-01,3.53E-01,,
S5,2020,5,13,0,43,3,45.382336,-71.977974,245.5,20,39.8,2,60,614.4,1842,7.215521,3546,1534,979,5763,OK,1.57E-01,3.23E-01,,
S6,2020,5,13,0,43,5,45.382263,-71.977936,243.60001,20,39.9,2.1,60,614.4,2113,0.052192,58,27,26,89,UE,1.73E-01,2.93E-01,,
S2,2020,5,13,0,43,10,45.382225,-71.97773,240.39999,20,39.9,2.1,60,614.4,1634,0.743734,300,142,95,515,UE,1.85E-01,3.59E-01,,
S3,2020,5,13,0,43,13,45.382217,-71.977638,240.8,20,39.9,2.1,60,614.4,2613,0.117432,153,72,75,234,UE,1.60E-01,2.56E-01,,
S4,2020,5,13,0,43,15,45.382202,-71.977478,240.8,20,39.9,2.1,60,614.4,1627,0.391439,186,94,79,313,UE,2.25E-01,3.77E-01,,
S5,2020,5,13,0,43,18,45.382191,-71.977348,240.7,20,39.9,2.1,60,614.4,3451,1.096029,203,152,122,427,OK,3.97E-01,5.46E-01,,
S2,2020,5,13,0,43,25,45.382168,-71.977013,240.8,20,39.9,2.1,60,614.4,1651,0.221815,117,56,45,197,UE,2.01E-01,3.58E-01,,
S3,2020,5,13,0,43,28,45.38221,-71.976906,240.89999,20,39.9,2.1,60,614.4,2016,0.365343,101,59,44,183,UE,2.76E-01,4.47E-01,,
S4,2020,5,13,0,43,30,45.382263,-71.976852,241,20,39.9,2.1,60,614.4,1652,4.723361,2133,1099,928,3642,OK,2.33E-01,3.86E-01,,
S5,2020,5,13,0,43,32,45.382359,-71.97683,241.2,20,39.9,2.1,60,614.4,2042,3.744764,1140,661,527,2146,OK,2.83E-01,4.45E-01,,
S2,2020,5,13,0,43,40,45.382603,-71.976791,242.7,15,39.9,2.1,60,614.4,2833,0.756782,149,104,78,320,UE,3.51E-01,5.15E-01,,
S3,2020,5,13,0,43,42,45.382713,-71.976776,243.39999,15,39.8,2.1,60,614.4,2048,0.391439,107,63,47,198,UE,2.80E-01,4.50E-01,,
S4,2020,5,13,0,43,45,45.382774,-71.976753,244.60001,15,39.9,2.1,60,614.4,1767,0.939453,391,210,180,687,OK,2.53E-01,4.03E-01,,
S5,2020,5,13,0,43,47,45.382881,-71.97673,244.89999,14,39.9,2.1,60,614.4,3920,1.330892,1662,643,509,2575,OK,1.27E-01,2.59E-01,,
S2,2020,5,13,0,43,55,45.383102,-71.976585,243.89999,14,39.9,2.1,60,614.4,1823,0.260959,153,69,53,249,UE,1.78E-01,3.36E-01,,
S3,2020,5,13,0,43,57,45.383148,-71.976624,244,14,39.8,2,60,614.4,1627,0.260959,119,60,48,199,UE,2.22E-01,3.83E-01,,
S4,2020,5,13,0,44,0,45.383171,-71.976738,243.60001,13,39.8,2,60,614.4,3596,1.265652,166,143,101,385,OK,4.17E-01,5.75E-01,,
S5,2020,5,13,0,44,2,45.383152,-71.976807,243.5,14,39.8,2,60,614.4,3723,1.34394,172,151,108,404,OK,4.28E-01,5.83E-01,,
S2,2020,5,13,0,44,9,45.382927,-71.976814,243.5,14,39.9,2.1,60,614.4,2823,0.339247,75,51,40,150,UE,3.50E-01,5.09E-01,,
S3,2020,5,13,0,44,12,45.382854,-71.976807,243.10001,13,39.9,2.1,60,614.4,4675,0.456679,729,278,228,1114,OK,1.18E-01,2.43E-01,,
S4,2020,5,13,0,44,14,45.382736,-71.976814,243.39999,14,39.9,2.1,60,614.4,2545,0.678494,171,109,88,306,UE,3.27E-01,4.84E-01,,
S5,2020,5,13,0,44,17,45.382668,-71.976822,242,15,39.9,2.1,60,614.4,3086,0.652398,93,74,49,202,UE,3.67E-01,5.37E-01,,
S2,2020,5,13,0,44,24,45.382362,-71.976898,242.39999,15,39.9,2.1,60,614.4,2760,1.069933,269,175,146,521,OK,3.41E-01,4.91E-01,,
S3,2020,5,13,0,44,27,45.382301,-71.976913,243,15,39.8,2,60,614.4,1862,0.730686,235,131,101,418,OK,2.62E-01,4.29E-01,,
S4,2020,5,13,0,44,29,45.382236,-71.976944,243.5,15,39.8,2,60,614.4,2682,0.339247,77,51,40,145,UE,3.39E-01,4.99E-01,,
S5,2020,5,13,0,44,32,45.382137,-71.97699,243.7,15,39.8,2,60,614.4,3704,0.143528,185,73,59,280,UE,1.30E-01,2.64E-01,,
S2,2020,5,13,0,44,39,45.381905,-71.977074,240.60001,14,39.9,2.1,60,614.4,1633,0.378391,156,79,61,253,UE,2.22E-01,3.87E-01,,
S3,2020,5,13,0,44,41,45.381802,-71.977089,238.8,14,39.9,2.1,60,614.4,3839,0.795925,107,93,69,238,UE,4.36E-01,5.87E-01,,
S4,2020,5,13,0,44,44,45.381725,-71.977097,238.3,14,39.9,2.1,60,614.4,3881,0.835069,164,124,106,319,OK,4.15E-01,5.51E-01,,
S5,2020,5,13,0,44,46,45.381607,-71.977119,238.8,15,39.8,2,60,614.4,5757,0.861165,119,113,100,269,OK,5.24E-01,6.33E-01,,
S2,2020,5,13,0,44,54,45.381336,-71.977135,238.5,15,39.9,2.1,60,614.4,4666,1.617947,352,266,247,499,OK,4.28E-01,5.44E-01,,
S3,2020,5,13,0,44,56,45.381233,-71.97718,238.10001,15,39.9,2.1,60,614.4,3311,0.156576,40,27,24,60,UE,3.67E-01,5.02E-01,,
S4,2020,5,13,0,44,59,45.381172,-71.977242,238.8,15,40,2.1,60,614.4,2600,0.548014,141,90,74,275,UE,3.30E-01,4.84E-01,,
S5,2020,5,13,0,45,1,45.381119,-71.977295,239.39999,15,39.9,2.1,60,614.4,2722,0.156576,50,31,28,72,UE,3.26E-01,4.61E-01,,
S6,2020,5,13,0,45,4,45.381058,-71.977364,239.2,15,39.9,2,60,614.4,1733,0.091336,53,28,27,85,UE,2.41E-01,3.63E-01,,
S1,2020,5,13,0,45,6,45.381008,-71.977348,238.39999,14,39.9,2,60,614.4,2675,0.182671,64,39,36,119,UE,3.18E-01,4.49E-01,,
S2,2020,5,13,0,45,8,45.380924,-71.97728,238.39999,15,39.9,2.1,60,614.4,1706,1.539659,751,345,249,1266,OK,1.82E-01,3.48E-01,,
S3,2020,5,13,0,45,11,45.380871,-71.977219,238.3,14,39.9,2,60,614.4,2515,0.208767,55,35,28,93,UE,3.25E-01,4.83E-01,,
S4,2020,5,13,0,45,13,45.380775,-71.977104,238.2,15,39.8,2,60,614.4,2200,4.331923,2591,1052,665,4180,OK,1.44E-01,2.99E-01,,
S5,2020,5,13,0,45,16,45.380703,-71.977043,238.3,15,39.9,2,60,614.4,1994,13.308919,3307,1948,1340,6082,OK,2.65E-01,4.44E-01,,
S6,2020,5,13,0,45,18,45.380581,-71.977013,238.3,15,39.8,2,60,614.4,1709,0.234863,166,80,74,255,UE,1.97E-01,3.28E-01,,
S2,2020,5,13,0,45,23,45.380371,-71.977036,238.60001,15,39.9,2,60,614.4,1783,0.300103,126,68,58,185,UE,2.55E-01,4.06E-01,,
S3,2020,5,13,0,45,26,45.380283,-71.977051,238.60001,14,39.9,2,60,614.4,4974,0.143528,43,30,30,55,UE,3.93E-01,4.91E-01,,
S4,2020,5,13,0,45,28,45.380157,-71.977074,238.2,14,39.9,2,60,614.4,1715,1.226508,381,203,139,654,OK,2.27E-01,4.06E-01,,
S5,2020,5,13,0,45,31,45.380077,-71.977081,238.39999,14,39.9,2,60,614.4,2337,0.365343,119,71,62,169,UE,3.05E-01,4.49E-01,,
S6,2020,5,13,0,45,33,45.380009,-71.977089,236.39999,13,39.9,2,60,614.4,5354,0.039144,89,37,36,130,UE,1.13E-01,2.20E-01,,
S2,2020,5,13,0,45,38,45.379841,-71.977127,234.39999,14,40,2.1,60,614.4,1843,0.482775,265,117,83,423,UE,1.69E-01,3.32E-01,,
S4,2020,5,13,0,45,43,45.379673,-71.97715,233.89999,14,40,2.1,60,614.4,2771,0.169623,47,30,26,73,UE,3.37E-01,4.80E-01,,
S5,2020,5,13,0,45,45,45.379574,-71.977165,232.89999,14,39.9,2,60,614.4,4310,0.13048,31,23,21,42,UE,4.17E-01,5.39E-01,,
S2,2020,5,13,0,45,53,45.379299,-71.977211,230,14,39.9,2,60,614.4,1624,0.104384,63,32,30,83,UE,2.22E-01,3.52E-01,,
S3,2020,5,13,0,45,55,45.379173,-71.977234,230,14,39.9,2,60,614.4,7132,1.839762,220,235,216,620,OK,5.83E-01,6.71E-01,,
S4,2020,5,13,0,45,58,45.379082,-71.977257,228.10001,15,39.9,2,60,614.4,2737,0.63935,158,103,85,310,UE,3.40E-01,4.93E-01,,
S5,2020,5,13,0,46,0,45.378933,-71.97731,226.60001,13,39.9,2,60,614.4,6477,0.352295,48,47,43,113,UE,5.45E-01,6.43E-01,,
S1,2020,5,13,0,46,5,45.378735,-71.977585,221.39999,14,40,2.1,60,614.4,2347,0.978597,251,156,122,420,OK,3.10E-01,4.73E-01,,
S2,2020,5,13,0,46,8,45.378609,-71.977806,219.3,15,39.9,2,60,614.4,1795,4.958225,1564,857,635,2896,OK,2.50E-01,4.21E-01,,
S3,2020,5,13,0,46,10,45.378529,-71.977951,218.5,14,39.9,2,60,614.4,5079,2.035482,280,258,219,715,OK,5.00E-01,6.22E-01,,
S4,2020,5,13,0,46,12,45.378414,-71.978142,217.39999,14,40,2,60,614.4,2700,0.730686,174,114,92,342,UE,3.39E-01,4.95E-01,,
S5,2020,5,13,0,46,15,45.378353,-71.978249,216.5,15,40,2,60,614.4,1644,0.626302,281,133,96,462,UE,1.92E-01,3.61E-01,,
S6,2020,5,13,0,46,17,45.378273,-71.978394,215.5,15,40,2,60,614.4,1810,0.06524,64,31,31,106,UE,1.87E-01,2.97E-01,,
S1,2020,5,13,0,46,20,45.378216,-71.978493,215,15,40,2,60,614.4,2296,2.49216,556,352,251,1046,OK,3.00E-01,4.74E-01,,
S2,2020,5,13,0,46,22,45.378139,-71.978645,213.2,15,40,2,60,614.4,2609,10.438368,2285,1512,1153,4974,OK,3.33E-01,4.97E-01,,
S3,2020,5,13,0,46,25,45.378082,-71.978745,213.39999,15,40,2,60,614.4,1929,2.583496,573,337,202,1114,OK,2.34E-01,4.21E-01,,
S4,2020,5,13,0,46,27,45.378014,-71.978867,213.39999,15,40,2,60,614.4,1689,0.808973,255,134,91,471,UE,2.21E-01,4.00E-01,,
S5,2020,5,13,0,46,30,45.377964,-71.978935,215.39999,15,40,2,60,614.4,1723,0.730686,182,98,54,334,UE,1.89E-01,3.76E-01,,
S6,2020,5,13,0,46,32,45.377918,-71.979012,216.39999,15,40,2,60,614.4,4927,0.091336,144,48,30,214,UE,1.32E-01,2.32E-01,,
S2,2020,5,13,0,46,37,45.377792,-71.97924,217,15,40.1,2,60,614.4,2461,1.774523,417,267,205,872,OK,3.20E-01,4.85E-01,,
S3,2020,5,13,0,46,40,45.377712,-71.979385,217.39999,15,40,2,60,614.4,3861,1.526611,243,197,157,580,OK,4.29E-01,5.74E-01,,
S4,2020,5,13,0,46,42,45.377651,-71.979485,218,15,40.1,2,60,614.4,2324,0.521918,136,84,66,265,UE,3.08E-01,4.71E-01,,
S5,2020,5,13,0,46,44,45.377563,-71.97963,218.10001,15,40.1,2,60,614.4,5497,1.761474,238,226,196,612,OK,5.18E-01,6.33E-01,,
S6,2020,5,13,0,46,47,45.377502,-71.979736,218.2,14,40.1,2,60,614.4,1636,0.143528,82,42,39,129,UE,2.28E-01,3.60E-01,,
S1,2020,5,13,0,46,49,45.377422,-71.979874,219.10001,15,40.1,2,60,614.4,1798,3.144558,887,490,333,1567,OK,2.39E-01,4.19E-01,,
S2,2020,5,13,0,46,52,45.377399,-71.979958,219.5,15,40.1,2.1,60,614.4,1662,2.896647,1002,518,368,1862,OK,2.22E-01,3.96E-01,,
S4,2020,5,13,0,46,57,45.377495,-71.980133,218.7,14,40.1,2,60,614.4,3084,0.156576,40,27,23,69,UE,3.62E-01,5.06E-01,,
S5,2020,5,13,0,46,59,45.377571,-71.980217,218.7,14,40.1,2,60,614.4,4069,0.456679,70,59,47,158,UE,4.45E-01,5.87E-01,,
S2,2020,5,13,0,47,7,45.377785,-71.980476,218.5,14,40.2,2,60,614.4,2465,0.221815,59,37,30,108,UE,3.20E-01,4.77E-01,,
S4,2020,5,13,0,47,11,45.37788,-71.980736,218,13,40.2,2,60,614.4,2254,0.287055,79,48,38,140,UE,3.02E-01,4.64E-01,,
S5,2020,5,13,0,47,14,45.377899,-71.980843,217.7,13,40.2,2,60,614.4,4660,0.339247,47,43,35,108,UE,4.85E-01,6.16E-01,,
S2,2020,5,13,0,47,21,45.377934,-71.981277,217.10001,13,40.2,2,60,614.4,3371,0.613254,90,73,52,208,UE,3.97E-01,5.58E-01,,
S4,2020,5,13,0,47,26,45.377956,-71.981544,216.89999,14,40.2,2,60,614.4,3924,0.63935,112,88,73,253,UE,4.26E-01,5.65E-01,,
S2,2020,5,13,0,47,36,45.377983,-71.982018,217.89999,14,40.2,2,60,614.4,5042,1.14822,115,124,96,340,UE,5.31E-01,6.58E-01,,
S3,2020,5,13,0,47,39,45.377998,-71.982155,218,14,40.2,2,60,614.4,3634,0.195719,37,28,23,74,UE,4.07E-01,5.51E-01,,
S4,2020,5,13,0,47,41,45.378002,-71.982224,218.39999,14,40.2,2,60,614.4,2784,0.50887,93,66,47,180,UE,3.45E-01,5.14E-01,,
S5,2020,5,13,0,47,43,45.378017,-71.982361,219.10001,14,40.2,2,60,614.4,5103,0.156576,31,25,23,45,UE,4.58E-01,5.71E-01,,
S2,2020,5,13,0,47,51,45.378036,-71.982689,221.60001,14,40.2,2,60,614.4,2139,0.548014,135,82,59,259,UE,2.86E-01,4.60E-01,,
S3,2020,5,13,0,47,53,45.378048,-71.982826,221.89999,14,40.2,2,60,614.4,3347,0.561062,88,69,51,193,UE,3.95E-01,5.54E-01,,
S4,2020,5,13,0,47,56,45.378056,-71.982918,222.2,13,40.2,2,60,614.4,2331,0.339247,87,54,42,153,UE,3.09E-01,4.73E-01,,
S5,2020,5,13,0,47,58,45.378063,-71.983055,222.7,20,40.3,2,60,614.4,5067,0.287055,30,32,25,62,UE,5.30E-01,6.57E-01,,
S2,2020,5,13,0,48,6,45.37809,-71.983421,223.89999,15,40.3,2,60,614.4,3687,0.521918,80,65,50,179,UE,4.20E-01,5.71E-01,,
S3,2020,5,13,0,48,8,45.378098,-71.983536,224.10001,20,40.3,2,60,614.4,2319,0.287055,72,45,34,125,UE,3.07E-01,4.74E-01,,
S4,2020,5,13,0,48,11,45.378105,-71.983704,224.89999,15,40.3,2,60,614.4,2438,0.260959,76,47,39,120,UE,3.17E-01,4.70E-01,,
S5,2020,5,13,0,48,13,45.378113,-71.98381,224.7,20,40.3,2,60,614.4,1653,0.587158,216,111,82,374,UE,2.24E-01,3.95E-01,,
S2,2020,5,13,0,48,20,45.378151,-71.984207,224.3,20,40.3,2,60,614.4,1648,0.300103,119,61,46,195,UE,2.25E-01,3.93E-01,,
S3,2020,5,13,0,48,23,45.378162,-71.984314,224.10001,20,40.3,2,60,614.4,4566,0.300103,36,35,27,82,UE,4.92E-01,6.28E-01,,
S4,2020,5,13,0,48,25,45.378185,-71.984482,224.2,15,40.2,2,60,614.4,3488,0.274007,70,48,43,108,UE,3.76E-01,5.08E-01,,
S5,2020,5,13,0,48,28,45.378189,-71.984589,224.2,20,40.3,2,60,614.4,4378,0.313151,42,38,30,73,UE,4.71E-01,6.09E-01,,
S2,2020,5,13,0,48,35,45.378216,-71.985054,224.39999,15,40.3,2,60,614.4,3285,0.247911,62,42,37,100,UE,3.68E-01,5.04E-01,,
S3,2020,5,13,0,48,38,45.378223,-71.985168,224.8,15,40.3,2,60,614.4,4948,0.587158,117,92,85,161,UE,4.47E-01,5.61E-01,,
S4,2020,5,13,0,48,40,45.378227,-71.985283,225,20,40.3,2,60,614.4,3108,0.430583,73,55,40,142,UE,3.74E-01,5.38E-01,,
S5,2020,5,13,0,48,43,45.378235,-71.985451,225.2,20,40.3,2,60,614.4,3515,0.391439,63,50,38,130,UE,4.08E-01,5.62E-01,,
S2,2020,5,13,0,48,50,45.37825,-71.985786,225.7,15,40.3,2,60,614.4,1823,0.469727,131,73,50,232,UE,2.44E-01,4.23E-01,,
S4,2020,5,13,0,48,55,45.378284,-71.986069,226.39999,20,40.3,2,60,614.4,3707,0.665446,102,83,64,228,UE,4.22E-01,5.72E-01,,
S5,2020,5,13,0,48,57,45.378307,-71.986275,227.2,15,40.3,2,60,614.4,2555,0.600206,124,83,60,240,UE,3.26E-01,4.96E-01,,
S2,2020,5,13,0,49,5,45.378338,-71.986656,228.8,20,40.3,2,60,614.4,3410,0.195719,40,29,24,78,UE,3.89E-01,5.35E-01,,
S3,2020,5,13,0,49,7,45.378345,-71.986786,228.8,20,40.2,1.9,60,614.4,1656,0.717638,292,135,86,495,UE,1.73E-01,3.47E-01,,
S4,2020,5,13,0,49,10,45.378349,-71.986847,229.39999,20,40.3,2,60,614.4,2065,0.234863,161,70,54,251,UE,1.65E-01,3.19E-01,,
S5,2020,5,13,0,49,12,45.378368,-71.986893,229.5,20,40.3,2,60,614.4,3354,0.234863,52,37,31,103,UE,3.83E-01,5.28E-01,,
S2,2020,5,13,0,49,20,45.378609,-71.986893,227.8,20,40.3,2,60,614.4,1745,0.339247,200,93,76,304,UE,1.89E-01,3.42E-01,,
S3,2020,5,13,0,49,22,45.378681,-71.986877,227.7,20,40.3,2,60,614.4,3865,0.665446,102,84,66,212,UE,4.32E-01,5.78E-01,,
S4,2020,5,13,0,49,24,45.378784,-71.986862,227.8,20,40.3,2,60,614.4,1906,0.234863,140,62,47,217,UE,1.71E-01,3.29E-01,,
S5,2020,5,13,0,49,27,45.378853,-71.986847,228.2,20,40.3,2,60,614.4,4436,0.169623,41,30,28,62,UE,4.13E-01,5.29E-01,,
S1,2020,5,13,0,49,32,45.378979,-71.986786,227.7,20,40.3,2,60,614.4,2020,1.21346,382,220,177,684,OK,2.81E-01,4.41E-01,,
S2,2020,5,13,0,49,34,45.379009,-71.986687,226.7,20,40.4,2,60,614.4,1628,1.082981,460,232,182,832,OK,2.22E-01,3.84E-01,,
S3,2020,5,13,0,49,37,45.379009,-71.986603,226.3,20,40.4,2,60,614.4,3914,0.534966,78,66,51,176,UE,4.38E-01,5.85E-01,,
S4,2020,5,13,0,49,39,45.379002,-71.986458,226.3,20,40.4,2,60,614.4,4104,0.482775,82,66,55,180,UE,4.37E-01,5.74E-01,,
S2,2020,5,13,0,49,49,45.378967,-71.985962,223.8,15,40.4,1.9,60,614.4,2852,0.247911,68,44,38,108,UE,3.43E-01,4.87E-01,,
S3,2020,5,13,0,49,51,45.37896,-71.985802,223.39999,15,40.4,2,60,614.4,5778,0.613254,62,69,57,179,UE,5.66E-01,6.77E-01,,
S4,2020,5,13,0,49,54,45.378956,-71.985687,223.10001,15,40.4,2,60,614.4,4465,0.391439,73,58,51,155,UE,4.43E-01,5.69E-01,,
S5,2020,5,13,0,49,56,45.378944,-71.985519,222.60001,20,40.4,2,60,614.4,7756,0.443631,41,52,47,120,UE,6.44E-01,7.21E-01,,
S2,2020,5,13,0,50,4,45.378922,-71.985153,221.89999,20,40.4,2,60,614.4,5025,0.339247,46,43,36,114,UE,5.02E-01,6.26E-01,,
S4,2020,5,13,0,50,9,45.378902,-71.984901,221.89999,20,40.4,1.9,60,614.4,4329,0.287055,57,44,39,117,UE,4.31E-01,5.57E-01,,
S5,2020,5,13,0,50,11,45.378895,-71.984756,221.89999,20,40.4,2,60,614.4,7781,0.247911,22,29,26,68,UE,6.55E-01,7.31E-01,,
S2,2020,5,13,0,50,19,45.378868,-71.984467,221.3,20,40.4,2,60,614.4,6039,0.548014,56,63,53,166,UE,5.76E-01,6.83E-01,,
S3,2020,5,13,0,50,21,45.378864,-71.984383,221.10001,20,40.4,1.9,60,614.4,1762,1.14822,309,169,106,553,OK,2.20E-01,4.05E-01,,
S4,2020,5,13,0,50,23,45.378857,-71.984268,220.89999,20,40.4,2,60,614.4,3259,0.143528,37,25,22,59,UE,3.66E-01,5.03E-01,,
S4,2020,5,13,0,50,38,45.378811,-71.983643,219.89999,20,40.4,1.9,60,614.4,3625,0.208767,45,33,28,85,UE,3.99E-01,5.39E-01,,
S2,2020,5,13,0,50,48,45.378777,-71.983208,219,20,40.4,2,60,614.4,2637,0.287055,83,52,45,135,UE,3.28E-01,4.72E-01,,
S4,2020,5,13,0,50,53,45.378754,-71.982933,218.5,20,40.4,2,60,614.4,4757,0.456679,94,73,67,168,UE,4.40E-01,5.57E-01,,
S5,2020,5,13,0,50,55,45.378742,-71.98278,218.2,20,40.4,1.9,60,614.4,3451,0.182671,63,40,39,81,UE,3.41E-01,4.54E-01,,
