Sensor,date,,,time,,,latitude,longitude,altitude,Satellite,Humidity,T (_C),colorTem,lux,???,???,R,G,B,clear,tail,MSI,SLI,,
S2,2020,5,12,23,33,4,45.389084,-71.967796,222.3,14,37,4.3,60,614.4,1981,0.156576,89,38,26,133,UE,1.58E-01,3.19E-01,,
S3,2020,5,12,23,33,7,45.389053,-71.967918,221.5,14,37,4.3,60,614.4,1639,5.649766,1263,630,206,2272,OK,6.25E-02,2.32E-01,,
S4,2020,5,12,23,33,9,45.388996,-71.968071,221.5,14,37.1,4.4,60,614.4,1761,0.221815,121,55,41,187,UE,1.80E-01,3.42E-01,,
S5,2020,5,12,23,33,12,45.388954,-71.96817,220.10001,14,37,4.3,60,614.4,3236,0.939453,160,121,91,338,UE,3.85E-01,5.44E-01,,
S2,2020,5,12,23,33,19,45.388824,-71.968391,219.89999,14,37.1,4.4,60,614.4,1762,0.808973,407,183,129,707,OK,1.74E-01,3.40E-01,,
S3,2020,5,12,23,33,22,45.388744,-71.968353,219.7,13,37.1,4.3,60,614.4,4149,0.352295,45,41,31,107,UE,4.60E-01,6.05E-01,,
S4,2020,5,12,23,33,24,45.38868,-71.968307,219.60001,13,37.1,4.4,60,614.4,1846,0.678494,251,138,115,421,OK,2.63E-01,4.18E-01,,
S5,2020,5,12,23,33,26,45.388584,-71.968208,220.8,14,37.1,4.3,60,614.4,1982,2.896647,794,461,338,1436,OK,2.71E-01,4.44E-01,,
S2,2020,5,12,23,33,34,45.388351,-71.96801,221.89999,13,37.1,4.3,60,614.4,1677,0.378391,179,83,59,298,UE,1.84E-01,3.52E-01,,
S3,2020,5,12,23,33,36,45.388256,-71.967918,220.7,13,37.1,4.3,60,614.4,1895,0.274007,85,48,36,145,UE,2.63E-01,4.34E-01,,
S4,2020,5,12,23,33,39,45.388191,-71.967873,219.89999,14,37.1,4.3,60,614.4,1991,6.745795,1731,1015,714,3133,OK,2.68E-01,4.44E-01,,
S5,2020,5,12,23,33,41,45.388111,-71.967773,219.89999,14,37.1,4.3,60,614.4,1959,8.141927,1923,1131,733,3511,OK,2.52E-01,4.35E-01,,
S2,2020,5,12,23,33,49,45.388168,-71.967461,214.39999,14,37.1,4.3,60,614.4,1944,0.300103,183,80,59,280,UE,1.67E-01,3.26E-01,,
S4,2020,5,12,23,33,53,45.388252,-71.967323,215.8,14,37.1,4.3,60,614.4,3209,1.696235,1585,609,432,2562,OK,1.34E-01,2.74E-01,,
S5,2020,5,12,23,33,56,45.388279,-71.967262,215.7,14,37.1,4.3,60,614.4,3752,0.221815,52,37,33,89,UE,3.93E-01,5.24E-01,,
S6,2020,5,12,23,33,58,45.388313,-71.967155,216.5,14,37.1,4.3,60,614.4,3040,0.13048,180,81,80,273,UE,1.49E-01,2.60E-01,,
S1,2020,5,12,23,34,1,45.388332,-71.967064,217.7,14,37.1,4.3,60,614.4,1810,3.90134,1288,707,544,2274,OK,2.55E-01,4.22E-01,,
S2,2020,5,12,23,34,3,45.388355,-71.966919,218.7,14,37.1,4.3,60,614.4,3153,2.583496,2361,909,642,3798,OK,1.35E-01,2.75E-01,,
S3,2020,5,12,23,34,6,45.388367,-71.966835,219.7,14,37.1,4.3,60,614.4,2843,0.169623,56,35,32,92,UE,3.31E-01,4.63E-01,,
S4,2020,5,12,23,34,8,45.388371,-71.966675,219.7,14,37.1,4.3,60,614.4,1624,2.674832,1243,606,475,2042,OK,2.08E-01,3.69E-01,,
S5,2020,5,12,23,34,11,45.388374,-71.966568,222.2,14,37.1,4.3,60,614.4,4236,0.326199,65,50,44,130,UE,4.28E-01,5.57E-01,,
S6,2020,5,12,23,34,13,45.388371,-71.966408,222.60001,14,37.1,4.3,60,614.4,4057,0.052192,88,38,37,125,UE,1.31E-01,2.43E-01,,
S1,2020,5,12,23,34,16,45.388374,-71.966293,222.7,14,37.1,4.3,60,614.4,2186,0.208767,58,35,27,101,UE,2.95E-01,4.61E-01,,
S2,2020,5,12,23,34,18,45.388374,-71.966179,222.7,14,37.1,4.3,60,614.4,1703,0.365343,186,86,64,300,UE,1.86E-01,3.50E-01,,
S3,2020,5,12,23,34,21,45.388371,-71.965981,222.39999,14,37.1,4.3,60,614.4,1947,0.391439,129,73,59,212,UE,2.73E-01,4.33E-01,,
S4,2020,5,12,23,34,23,45.388371,-71.965858,221,14,37.1,4.3,60,614.4,5681,0.561062,1370,482,372,2080,OK,1.10E-01,2.21E-01,,
S5,2020,5,12,23,34,25,45.388367,-71.965675,220.60001,14,37.1,4.3,60,614.4,1660,0.169623,85,44,39,121,UE,2.35E-01,3.78E-01,,
S6,2020,5,12,23,34,28,45.388359,-71.965553,220.3,14,37.1,4.2,60,614.4,63819,0.026096,284,114,116,399,OK,7.96E-02,1.70E-01,,
S1,2020,5,12,23,34,30,45.388359,-71.965385,220,14,37.1,4.3,60,614.4,2015,0.221815,89,50,45,151,UE,2.76E-01,4.15E-01,,
S2,2020,5,12,23,34,33,45.388359,-71.965271,219.2,14,37.1,4.3,60,614.4,5292,0.143528,288,104,81,429,UE,1.13E-01,2.30E-01,,
S3,2020,5,12,23,34,35,45.388359,-71.965111,218.10001,14,37.1,4.2,60,614.4,1905,12.291178,2973,1719,1101,5458,OK,2.43E-01,4.27E-01,,
S4,2020,5,12,23,34,38,45.388359,-71.965012,217.89999,14,37.1,4.3,60,614.4,1889,0.287055,175,78,60,274,UE,1.74E-01,3.30E-01,,
S5,2020,5,12,23,34,40,45.388363,-71.964859,217.89999,14,37.2,4.3,60,614.4,1634,0.182671,75,38,29,115,UE,2.22E-01,3.88E-01,,
S6,2020,5,12,23,34,43,45.388367,-71.96476,218.8,14,37.1,4.3,60,614.4,1745,0.117432,68,36,35,107,UE,2.41E-01,3.61E-01,,
S1,2020,5,12,23,34,45,45.388371,-71.964668,219.5,14,37.2,4.3,60,614.4,1620,7.346001,3089,1520,1138,5122,OK,2.09E-01,3.76E-01,,
S2,2020,5,12,23,34,48,45.388371,-71.964531,218.8,14,37.1,4.2,60,614.4,1637,1.304796,556,283,227,943,OK,2.27E-01,3.87E-01,,
S4,2020,5,12,23,34,52,45.388371,-71.964241,217.5,14,37.1,4.3,60,614.4,2448,1.813666,1333,546,395,2199,OK,1.48E-01,2.99E-01,,
S5,2020,5,12,23,34,55,45.388367,-71.964127,217.2,14,37.1,4.2,60,614.4,1645,0.156576,76,39,33,114,UE,2.32E-01,3.83E-01,,
S6,2020,5,12,23,34,57,45.388363,-71.963943,215.89999,14,37.1,4.3,60,614.4,3013,0.06524,97,44,44,140,UE,1.50E-01,2.58E-01,,
S2,2020,5,12,23,35,2,45.388363,-71.963646,215.8,14,37.1,4.2,60,614.4,1668,0.352295,156,72,48,259,UE,1.77E-01,3.49E-01,,
S3,2020,5,12,23,35,5,45.388371,-71.963539,216.89999,14,37.2,4.3,60,614.4,2032,0.561062,122,74,46,240,UE,2.53E-01,4.38E-01,,
S4,2020,5,12,23,35,7,45.388359,-71.963333,216.89999,14,37.1,4.3,60,614.4,2436,2.700928,1809,718,463,2912,OK,1.41E-01,2.91E-01,,
S5,2020,5,12,23,35,10,45.388359,-71.963211,217.2,14,37.1,4.2,60,614.4,1775,0.300103,109,59,47,162,UE,2.53E-01,4.15E-01,,
S6,2020,5,12,23,35,12,45.388367,-71.96302,217.39999,14,37.1,4.2,60,614.4,5568,0.052192,235,94,92,332,UE,9.22E-02,1.93E-01,,
S2,2020,5,12,23,35,17,45.388359,-71.962791,218.39999,14,37.1,4.2,60,614.4,2159,0.300103,192,80,55,297,UE,1.52E-01,3.09E-01,,
S3,2020,5,12,23,35,20,45.388359,-71.962624,218.7,14,37.2,4.3,60,614.4,2747,4.632026,1013,680,532,1903,OK,3.44E-01,5.04E-01,,
S4,2020,5,12,23,35,22,45.388355,-71.962509,218.7,14,37.1,4.2,60,614.4,2598,0.313151,251,102,75,392,UE,1.46E-01,2.94E-01,,
S5,2020,5,12,23,35,24,45.388348,-71.962326,218.8,14,37.1,4.2,60,614.4,1686,0.156576,63,33,26,97,UE,2.38E-01,4.01E-01,,
S6,2020,5,12,23,35,27,45.388348,-71.962227,218.89999,14,37.1,4.2,60,614.4,1668,0.234863,151,73,65,234,UE,2.02E-01,3.42E-01,,
S1,2020,5,12,23,35,29,45.388348,-71.962082,219.2,14,37.1,4.2,60,614.4,1749,7.907064,2136,1161,728,3793,OK,2.18E-01,4.03E-01,,
S2,2020,5,12,23,35,32,45.388336,-71.961975,219.7,14,37.1,4.2,60,614.4,2504,2.387777,1646,649,419,2609,OK,1.40E-01,2.89E-01,,
S3,2020,5,12,23,35,34,45.388248,-71.961884,219.8,14,37.1,4.2,60,614.4,1759,0.978597,312,169,123,583,OK,2.43E-01,4.16E-01,,
S4,2020,5,12,23,35,37,45.388157,-71.961868,219.7,13,37.1,4.2,60,614.4,1898,0.652398,204,115,88,372,UE,2.65E-01,4.33E-01,,
S5,2020,5,12,23,35,39,45.388023,-71.961906,219.7,13,37.1,4.2,60,614.4,2066,0.417535,121,71,55,216,UE,2.84E-01,4.50E-01,,
S6,2020,5,12,23,35,42,45.387943,-71.961937,221,14,37.1,4.2,60,614.4,1667,0.104384,70,34,31,108,UE,2.02E-01,3.37E-01,,
S1,2020,5,12,23,35,44,45.387848,-71.96199,220.8,14,37.1,4.2,60,614.4,2203,2.42692,591,363,266,1024,OK,2.94E-01,4.66E-01,,
S2,2020,5,12,23,35,47,45.387791,-71.962029,220.2,13,37.2,4.2,60,614.4,1630,6.941514,2348,1176,767,4191,OK,1.99E-01,3.78E-01,,
S3,2020,5,12,23,35,49,45.387737,-71.962067,219.89999,14,37.1,4.1,60,614.4,2574,0.378391,95,61,49,168,UE,3.29E-01,4.87E-01,,
S4,2020,5,12,23,35,51,45.387665,-71.962135,219.3,14,37.2,4.2,60,614.4,1621,0.313151,137,68,52,226,UE,2.14E-01,3.79E-01,,
S5,2020,5,12,23,35,54,45.387646,-71.962212,219.3,14,37.2,4.2,60,614.4,2360,0.782878,175,112,81,347,UE,3.08E-01,4.80E-01,,
S2,2020,5,12,23,36,1,45.387653,-71.962517,219.7,14,37.2,4.2,60,614.4,1623,0.182671,82,41,32,133,UE,2.18E-01,3.81E-01,,
S3,2020,5,12,23,36,4,45.387657,-71.962608,219.89999,14,37.2,4.2,60,614.4,3178,0.247911,60,41,35,113,UE,3.68E-01,5.11E-01,,
S4,2020,5,12,23,36,6,45.387657,-71.962746,219.89999,14,37.2,4.2,60,614.4,2907,0.691542,574,222,151,933,OK,1.37E-01,2.80E-01,,
S5,2020,5,12,23,36,9,45.387657,-71.962837,221.2,14,37.2,4.2,60,614.4,3975,0.117432,37,25,24,48,UE,3.74E-01,4.88E-01,,
S6,2020,5,12,23,36,11,45.387657,-71.96299,220.89999,14,37.2,4.2,60,614.4,1620,0.195719,118,59,54,184,UE,2.16E-01,3.52E-01,,
S1,2020,5,12,23,36,14,45.387657,-71.963097,220.2,14,37.2,4.2,60,614.4,1628,6.041205,1999,997,630,3526,OK,1.93E-01,3.73E-01,,
S2,2020,5,12,23,36,16,45.387653,-71.963211,219.60001,14,37.2,4.2,60,614.4,2069,3.092366,1752,727,466,2875,OK,1.48E-01,3.08E-01,,
S3,2020,5,12,23,36,19,45.387657,-71.963379,218.10001,14,37.2,4.2,60,614.4,2507,0.13048,60,35,34,84,UE,2.94E-01,4.12E-01,,
S4,2020,5,12,23,36,21,45.387657,-71.963486,217.3,14,37.2,4.2,60,614.4,2200,1.670139,1378,616,542,2101,OK,1.67E-01,3.04E-01,,
S5,2020,5,12,23,36,23,45.387657,-71.963676,215.89999,14,37.2,4.2,60,614.4,2526,0.965549,218,142,108,400,OK,3.25E-01,4.91E-01,,
S6,2020,5,12,23,36,26,45.387661,-71.963791,216.39999,14,37.2,4.2,60,614.4,997,855.07196,82,30,33,110,UE,-8.55E-03,4.03E-02,,
S2,2020,5,12,23,36,31,45.387665,-71.964066,216.3,14,37.2,4.1,60,614.4,3266,0.143528,153,61,48,233,UE,1.36E-01,2.75E-01,,
S3,2020,5,12,23,36,33,45.387661,-71.964226,216.89999,13,37.2,4.2,60,614.4,2739,2.544352,534,362,277,1026,OK,3.44E-01,5.06E-01,,
S4,2020,5,12,23,36,36,45.387661,-71.964333,217.3,14,37.2,4.1,60,614.4,1625,0.300103,122,61,45,195,UE,2.14E-01,3.83E-01,,
S5,2020,5,12,23,36,38,45.387665,-71.9645,217.3,14,37.2,4.1,60,614.4,3311,0.156576,40,27,24,59,UE,3.67E-01,5.02E-01,,
S6,2020,5,12,23,36,41,45.387669,-71.964615,218.89999,14,37.2,4.1,60,614.4,1623,0.156576,72,36,28,125,UE,2.17E-01,3.81E-01,,
S1,2020,5,12,23,36,43,45.387691,-71.964767,220.10001,14,37.2,4.2,60,614.4,2268,9.14662,1368,943,469,2987,OK,2.30E-01,4.19E-01,,
S2,2020,5,12,23,36,46,45.387737,-71.964828,221.39999,14,37.2,4.1,60,614.4,1666,5.923774,2202,994,546,3859,OK,1.48E-01,3.22E-01,,
S3,2020,5,12,23,36,48,45.387794,-71.964867,221.2,14,37.2,4.1,60,614.4,1899,0.143528,48,27,21,74,UE,2.67E-01,4.32E-01,,
S4,2020,5,12,23,36,50,45.387897,-71.96489,221.89999,14,37.2,4.2,60,614.4,2519,5.571479,3806,1489,939,6140,OK,1.38E-01,2.86E-01,,
S5,2020,5,12,23,36,53,45.387974,-71.964897,222.8,13,37.2,4.1,60,614.4,1820,7.176378,3524,1538,1001,5734,OK,1.60E-01,3.27E-01,,
S6,2020,5,12,23,36,55,45.388088,-71.96489,224.7,14,37.2,4.1,60,614.4,2550,0.208767,223,101,97,336,UE,1.59E-01,2.78E-01,,
S2,2020,5,12,23,37,0,45.388256,-71.964882,225,14,37.2,4.1,60,614.4,1712,0.143528,78,36,27,121,UE,1.85E-01,3.48E-01,,
S3,2020,5,12,23,37,3,45.388313,-71.964882,225.60001,14,37.2,4.1,60,614.4,1991,4.462402,1045,620,406,1921,OK,2.57E-01,4.40E-01,,
S4,2020,5,12,23,37,5,45.388374,-71.964935,225.60001,14,37.2,4.1,60,614.4,1938,8.624701,4426,1865,1155,7393,OK,1.49E-01,3.12E-01,,
S5,2020,5,12,23,37,8,45.388401,-71.965019,224.8,14,37.2,4.1,60,614.4,2324,5.558431,1428,884,690,2557,OK,3.08E-01,4.72E-01,,
S6,2020,5,12,23,37,10,45.388401,-71.965172,224.3,14,37.2,4.1,60,614.4,3796,0.091336,137,60,59,201,UE,1.36E-01,2.46E-01,,
S2,2020,5,12,23,37,15,45.388393,-71.965385,224.2,14,37.2,4.1,60,614.4,2508,0.326199,248,101,73,384,UE,1.47E-01,2.97E-01,,
S3,2020,5,12,23,37,18,45.388393,-71.965546,224.2,14,37.2,4.1,60,614.4,1883,0.182671,129,59,50,193,UE,1.80E-01,3.26E-01,,
S4,2020,5,12,23,37,20,45.388393,-71.965645,224.39999,13,37.2,4.1,60,614.4,2298,0.378391,264,109,77,411,UE,1.50E-01,3.04E-01,,
S6,2020,5,12,23,37,25,45.388371,-71.965874,224.39999,14,37.2,4.1,60,614.4,1936,0.339247,119,67,55,202,UE,2.73E-01,4.30E-01,,
S2,2020,5,12,23,37,30,45.388229,-71.965935,223.60001,14,37.2,4.1,60,614.4,1954,0.587158,327,140,95,529,UE,1.58E-01,3.20E-01,,
S4,2020,5,12,23,37,35,45.388084,-71.965942,224.2,14,37.2,4.1,60,614.4,1630,0.13048,67,34,29,97,UE,2.27E-01,3.77E-01,,
S1,2020,5,12,23,37,42,45.387814,-71.965919,223.89999,14,37.2,4.1,60,614.4,3092,0.978597,261,172,152,455,OK,3.55E-01,4.92E-01,,
S2,2020,5,12,23,37,45,45.387741,-71.965919,223.5,14,37.2,4.1,60,614.4,1624,0.221815,117,59,51,183,UE,2.23E-01,3.71E-01,,
S3,2020,5,12,23,37,47,45.38768,-71.965912,222.7,14,37.2,4.1,60,614.4,1997,0.182671,71,40,35,106,UE,2.77E-01,4.22E-01,,
S4,2020,5,12,23,37,50,45.387585,-71.965904,222.2,14,37.2,4.1,60,614.4,2957,2.335585,2010,785,556,3111,OK,1.38E-01,2.81E-01,,
S5,2020,5,12,23,37,52,45.38752,-71.965889,222.2,14,37.2,4.1,60,614.4,2066,0.691542,272,154,139,438,OK,2.80E-01,4.18E-01,,
S6,2020,5,12,23,37,54,45.387417,-71.965851,220.60001,14,37.2,4.1,60,614.4,3782,0.313151,468,204,199,703,OK,1.36E-01,2.48E-01,,
S1,2020,5,12,23,37,57,45.387341,-71.96579,219.7,14,37.2,4.1,60,614.4,1876,0.182671,86,47,43,147,UE,2.62E-01,3.98E-01,,
S2,2020,5,12,23,37,59,45.387215,-71.965698,217.10001,14,37.2,4.1,60,614.4,2857,0.339247,312,127,99,468,UE,1.43E-01,2.87E-01,,
S3,2020,5,12,23,38,2,45.387142,-71.965637,217.8,14,37.3,4,60,614.4,1625,0.13048,75,38,34,108,UE,2.25E-01,3.65E-01,,
S4,2020,5,12,23,38,4,45.387051,-71.965553,218,14,37.2,4.1,60,614.4,3019,3.040175,2795,1112,839,4401,OK,1.39E-01,2.81E-01,,
S5,2020,5,12,23,38,7,45.38699,-71.965485,217,14,37.3,4.1,60,614.4,2012,2.974935,1441,797,767,2438,OK,2.66E-01,3.88E-01,,
S6,2020,5,12,23,38,9,45.386925,-71.96537,216.89999,14,37.3,4,60,614.4,56832,855.09802,91,37,41,124,UE,4.70E-02,1.10E-01,,
S2,2020,5,12,23,38,14,45.386887,-71.965141,211.39999,14,37.3,4.1,60,614.4,5123,0.091336,178,69,60,248,UE,1.12E-01,2.32E-01,,
S3,2020,5,12,23,38,17,45.386887,-71.964958,210.10001,14,37.3,4,60,614.4,5448,0.104384,29,21,21,33,UE,4.13E-01,5.08E-01,,
S4,2020,5,12,23,38,19,45.386883,-71.964859,207.39999,14,37.3,4.1,60,614.4,1894,0.221815,139,62,48,213,UE,1.74E-01,3.30E-01,,
S5,2020,5,12,23,38,21,45.386887,-71.964706,206.89999,14,37.3,4.1,60,614.4,3812,0.117432,36,24,23,46,UE,3.67E-01,4.82E-01,,
S6,2020,5,12,23,38,24,45.386887,-71.964592,205.89999,14,37.3,4.1,60,614.4,2158,0.352295,312,142,130,481,OK,1.70E-01,3.01E-01,,
S1,2020,5,12,23,38,26,45.386887,-71.964447,206.3,14,37.3,4,60,614.4,2115,3.340278,993,584,469,1723,OK,2.90E-01,4.50E-01,,
S2,2020,5,12,23,38,29,45.386879,-71.964333,205.39999,14,37.3,4,60,614.4,1949,3.014078,1703,734,511,2813,OK,1.61E-01,3.23E-01,,
S3,2020,5,12,23,38,31,45.386879,-71.964172,205.3,14,37.3,4,60,614.4,3310,0.117432,41,26,25,55,UE,3.40E-01,4.57E-01,,
S4,2020,5,12,23,38,34,45.386879,-71.964081,204.60001,14,37.3,4,60,614.4,3632,0.221815,243,92,67,374,UE,1.30E-01,2.65E-01,,
S2,2020,5,12,23,38,44,45.386845,-71.963676,204.89999,14,37.3,4,60,614.4,1627,0.339247,117,55,31,195,UE,1.60E-01,3.38E-01,,
S3,2020,5,12,23,38,46,45.386806,-71.963615,204.7,14,37.3,4.1,60,614.4,1830,1.709283,908,402,285,1496,OK,1.70E-01,3.33E-01,,
S4,2020,5,12,23,38,49,45.386711,-71.963577,204.7,14,37.3,4,60,614.4,5339,0.430583,806,254,145,1172,OK,1.47E-01,2.20E-01,,
S5,2020,5,12,23,38,51,45.386654,-71.963631,204.8,14,37.3,4,60,614.4,2054,0.234863,72,42,33,107,UE,2.84E-01,4.47E-01,,
S6,2020,5,12,23,38,53,45.386574,-71.963776,205.7,14,37.3,4,60,614.4,2782,0,149,45,31,209,UE,1.32E-01,1.85E-01,,
S1,2020,5,12,23,38,56,45.386517,-71.963875,206.2,14,37.3,4,60,614.4,1648,2.753119,597,302,98,1095,UE,6.20E-02,2.33E-01,,
S2,2020,5,12,23,38,58,45.386417,-71.964005,206.2,14,37.3,4,60,614.4,4899,0.717638,1063,328,160,1558,OK,1.59E-01,2.16E-01,,
S3,2020,5,12,23,39,1,45.386356,-71.964096,207.10001,14,37.3,4,60,614.4,1956,3.301134,2105,933,732,3419,OK,1.71E-01,3.25E-01,,
S4,2020,5,12,23,39,3,45.386265,-71.964195,207.60001,14,37.3,4.1,60,614.4,1891,0.548014,194,108,89,345,UE,2.68E-01,4.25E-01,,
S5,2020,5,12,23,39,6,45.386219,-71.964226,207.60001,14,37.3,4,60,614.4,2225,0.50887,168,99,85,264,UE,2.98E-01,4.46E-01,,
S1,2020,5,12,23,39,11,45.386169,-71.964424,209.39999,14,37.4,4,60,614.4,3135,0.169623,43,29,25,81,UE,3.63E-01,5.05E-01,,
S2,2020,5,12,23,39,13,45.386177,-71.964539,209.39999,14,37.3,4,60,614.4,1791,0.652398,375,171,134,620,OK,1.82E-01,3.39E-01,,
S3,2020,5,12,23,39,16,45.386185,-71.964668,209.39999,14,37.3,3.9,60,614.4,2300,1.487467,408,249,200,790,OK,3.07E-01,4.66E-01,,
S4,2020,5,12,23,39,18,45.386189,-71.964752,210.2,14,37.4,4,60,614.4,1841,0.756782,426,190,141,700,OK,1.73E-01,3.34E-01,,
S5,2020,5,12,23,39,20,45.386196,-71.964874,210.8,14,37.4,4,60,614.4,3071,2.935791,754,500,436,1400,OK,3.56E-01,4.96E-01,,
S6,2020,5,12,23,39,23,45.386208,-71.964966,211.3,14,37.4,4,60,614.4,1837,0.156576,93,50,49,149,UE,2.48E-01,3.66E-01,,
S1,2020,5,12,23,39,25,45.386223,-71.965126,211.89999,14,37.4,4,60,614.4,2345,4.684217,1097,693,516,2094,OK,3.08E-01,4.77E-01,,
S2,2020,5,12,23,39,28,45.386246,-71.965233,212.2,14,37.3,3.9,60,614.4,1652,2.922743,1362,644,478,2378,OK,1.94E-01,3.59E-01,,
S3,2020,5,12,23,39,30,45.38628,-71.965393,213,14,37.4,4,60,614.4,1888,0.221815,79,44,36,127,UE,2.67E-01,4.26E-01,,
S4,2020,5,12,23,39,33,45.386303,-71.965485,213.39999,14,37.3,3.9,60,614.4,4689,1.030789,1527,539,377,2382,OK,1.23E-01,2.41E-01,,
S6,2020,5,12,23,39,38,45.386364,-71.965714,214.10001,13,37.4,4,60,614.4,1767,0.50887,220,118,103,368,OK,2.53E-01,3.99E-01,,
S1,2020,5,12,23,39,40,45.38633,-71.965836,214.3,13,37.4,4,60,614.4,2358,7.489529,1865,1166,902,3302,OK,3.11E-01,4.76E-01,,
S2,2020,5,12,23,39,43,45.386288,-71.965889,215,13,37.4,4,60,614.4,1621,1.096029,477,237,184,813,OK,2.15E-01,3.79E-01,,
S3,2020,5,12,23,39,45,45.386238,-71.965919,215,13,37.4,4,60,614.4,2417,0.313151,81,51,40,144,UE,3.17E-01,4.79E-01,,
S4,2020,5,12,23,39,48,45.386177,-71.965973,214.5,13,37.4,4,60,614.4,1919,0.313151,97,55,42,158,UE,2.68E-01,4.36E-01,,
S2,2020,5,12,23,39,57,45.385902,-71.966225,217.5,13,37.4,4,60,614.4,2223,0.352295,80,50,35,151,UE,2.91E-01,4.67E-01,,
S3,2020,5,12,23,40,0,45.385857,-71.966263,217.89999,13,37.4,4,60,614.4,2713,10.647135,1256,1015,516,2982,OK,2.83E-01,4.65E-01,,
S4,2020,5,12,23,40,2,45.385788,-71.966309,219.60001,13,37.4,4,60,614.4,1620,0.352295,132,64,42,219,UE,1.90E-01,3.67E-01,,
S5,2020,5,12,23,40,5,45.385754,-71.966347,220.39999,13,37.4,3.9,60,614.4,2396,0.247911,48,32,21,84,UE,3.00E-01,4.79E-01,,
S2,2020,5,12,23,40,12,45.385586,-71.966515,223.89999,13,37.4,3.9,60,614.4,1743,0.156576,54,29,22,86,UE,2.44E-01,4.13E-01,,
S3,2020,5,12,23,40,15,45.385513,-71.966583,226.60001,13,37.4,4,60,614.4,2232,2.152913,396,258,155,987,OK,2.68E-01,4.53E-01,,
S4,2020,5,12,23,40,17,45.385464,-71.966621,227.3,13,37.4,3.9,60,614.4,2061,0.561062,135,81,56,242,UE,2.73E-01,4.51E-01,,
S5,2020,5,12,23,40,19,45.385391,-71.966698,229.7,13,37.4,4,60,614.4,2368,0.300103,67,43,31,107,UE,3.08E-01,4.80E-01,,
S6,2020,5,12,23,40,22,45.385342,-71.966743,230.60001,13,37.4,3.9,60,614.4,4131,0.052192,87,34,28,140,UE,1.24E-01,2.54E-01,,
S3,2020,5,12,23,40,29,45.385128,-71.967056,228,13,37.4,4,60,614.4,3434,0.822021,155,115,93,276,UE,3.95E-01,5.43E-01,,
S4,2020,5,12,23,40,32,45.385082,-71.96711,228.2,13,37.4,4,60,614.4,2131,7.554768,1195,787,375,2533,OK,2.05E-01,3.94E-01,,
S5,2020,5,12,23,40,34,45.38504,-71.967239,228.2,13,37.4,3.9,60,614.4,1886,0.234863,67,38,27,113,UE,2.57E-01,4.33E-01,,
S2,2020,5,12,23,40,42,45.385166,-71.967445,227.10001,13,37.4,3.9,60,614.4,1623,0.287055,122,59,42,199,UE,1.98E-01,3.69E-01,,
S3,2020,5,12,23,40,44,45.38522,-71.967491,226.89999,13,37.4,3.9,60,614.4,3025,0.482775,130,85,75,234,UE,3.51E-01,4.89E-01,,
S4,2020,5,12,23,40,47,45.385311,-71.967552,227.60001,13,37.4,3.9,60,614.4,1883,1.317844,766,339,252,1268,OK,1.71E-01,3.31E-01,,
S5,2020,5,12,23,40,49,45.385376,-71.967598,228.39999,13,37.4,3.9,60,614.4,3812,0.117432,36,24,23,49,UE,3.67E-01,4.82E-01,,
S6,2020,5,12,23,40,51,45.385456,-71.967682,230.2,13,37.4,3.9,60,614.4,1753,0.195719,154,74,70,238,UE,1.92E-01,3.18E-01,,
S1,2020,5,12,23,40,54,45.385506,-71.967751,232,13,37.4,3.9,60,614.4,1637,2.087673,760,385,274,1318,OK,2.15E-01,3.88E-01,,
S2,2020,5,12,23,40,56,45.385506,-71.96785,234.89999,13,37.4,3.9,60,614.4,1761,0.391439,137,74,57,236,UE,2.48E-01,4.15E-01,,
S4,2020,5,12,23,41,1,45.385487,-71.96804,239.39999,13,37.4,3.9,60,614.4,3278,0.221815,223,87,65,351,UE,1.35E-01,2.74E-01,,
S2,2020,5,12,23,41,11,45.385464,-71.968384,243.7,13,37.4,3.9,60,614.4,1695,0.117432,72,34,28,110,UE,1.95E-01,3.48E-01,,
S3,2020,5,12,23,41,14,45.385456,-71.968506,246.3,13,37.4,3.9,60,614.4,1701,10.033881,3679,1941,1503,6476,OK,2.39E-01,4.05E-01,,
S4,2020,5,12,23,41,16,45.385452,-71.96859,246.8,13,37.4,3.9,60,614.4,1621,0.13048,66,33,27,98,UE,2.20E-01,3.76E-01,,
S5,2020,5,12,23,41,18,45.385448,-71.968727,247.5,13,37.4,3.9,60,614.4,2324,0.260959,68,42,33,121,UE,3.08E-01,4.71E-01,,
S2,2020,5,12,23,41,26,45.385445,-71.969055,247.3,14,37.4,3.9,60,614.4,2100,0.169623,47,28,21,80,UE,2.85E-01,4.55E-01,,
S3,2020,5,12,23,41,28,45.385445,-71.9692,247.5,14,37.4,3.9,60,614.4,2174,2.413872,632,382,290,1202,OK,2.94E-01,4.61E-01,,
S4,2020,5,12,23,41,31,45.385464,-71.96933,246.7,14,37.4,3.9,60,614.4,1775,0.521918,169,92,68,290,UE,2.47E-01,4.18E-01,,
S5,2020,5,12,23,41,33,45.385468,-71.969505,246.7,14,37.4,3.9,60,614.4,1715,0.208767,83,44,35,125,UE,2.43E-01,4.06E-01,,
S2,2020,5,12,23,41,41,45.385452,-71.969849,248,14,37.5,3.9,60,614.4,1740,0.247911,124,56,39,200,UE,1.75E-01,3.42E-01,,
