lat,lon,MSI
  45.35957, -71.98923,   0.13891
  45.35974, -71.98993,   0.35874
  45.36027, -71.98999,   0.47084
  45.36081, -71.99001,   0.24516
  45.36141, -71.99004,   0.37069
  45.36173, -71.98939,   0.25983
  45.36185, -71.98866,   0.36369
  45.36172, -71.98792,   0.25954
  45.36176, -71.98802,   0.32547
  45.36188, -71.98882,   0.05611
  45.36142, -71.98898,   0.29123
  45.36082, -71.98898,   0.48317
  45.36022, -71.98894,   0.61864
  45.35965, -71.98915,   0.14336
  45.35934, -71.98874,   0.39350
  45.35927, -71.98795,   0.12366
  45.35924, -71.98720,   0.36658
  45.35886, -71.98679,   0.17100
  45.35844, -71.98664,   0.21594
  45.35841, -71.98582,   0.24290
  45.35836, -71.98491,   0.33220
  45.35829, -71.98396,   0.31181
  45.35823, -71.98301,   0.36461
  45.35818, -71.98200,   0.27795
  45.35813, -71.98095,   0.22988
  45.35806, -71.98018,   0.36461
  45.35776, -71.97952,   0.19222
  45.35800, -71.97888,   0.29149
  45.35850, -71.97812,   0.36711
  45.35910, -71.97723,   0.43364
  45.35976, -71.97630,   0.39087
  45.36051, -71.97542,   0.42239
  45.36142, -71.97462,   0.35755
  45.36202, -71.97435,   0.06351
  45.36232, -71.97510,   0.09687
  45.36201, -71.97563,   0.33237
  45.36195, -71.97564,   0.27164
  45.36230, -71.97533,   0.08054
  45.36250, -71.97565,   0.11962
  45.36255, -71.97650,   0.16398
  45.36256, -71.97723,   0.11074
  45.36253, -71.97710,   0.20637
  45.36254, -71.97611,   0.31056
  45.36234, -71.97519,   0.23522
  45.36203, -71.97440,   0.15653
  45.36235, -71.97395,   0.39350
  45.36291, -71.97353,   0.09086
  45.36347, -71.97313,   0.05115
  45.36390, -71.97309,   0.14637
  45.36413, -71.97395,   0.14120
  45.36418, -71.97475,   0.24351
  45.36381, -71.97517,   0.26905
  45.36342, -71.97570,   0.18288
  45.36344, -71.97659,   0.40912
  45.36347, -71.97742,   0.16068
  45.36367, -71.97804,   0.11667
  45.36341, -71.97837,   0.08626
  45.36363, -71.97802,   0.23292
  45.36412, -71.97741,   0.07820
  45.36416, -71.97664,   0.34433
  45.36411, -71.97579,   0.04185
  45.36414, -71.97499,   0.27744
  45.36412, -71.97411,   0.29511
  45.36394, -71.97328,   0.29803
  45.36373, -71.97262,   0.16576
  45.36346, -71.97195,   0.22840
  45.36303, -71.97214,   0.24144
  45.36250, -71.97254,   0.29631
  45.36191, -71.97298,   0.30398
  45.36137, -71.97339,   0.31496
  45.36109, -71.97333,   0.13381
  45.36156, -71.97318,   0.03657
  45.36212, -71.97280,   0.03886
  45.36262, -71.97242,   0.37347
  45.36311, -71.97209,   0.34013
  45.36357, -71.97178,   0.23842
  45.36404, -71.97144,   0.28410
  45.36455, -71.97105,   0.32577
  45.36508, -71.97068,   0.43193
  45.36557, -71.97021,   0.25142
  45.36563, -71.97031,   0.16992
  45.36515, -71.97065,   0.40700
  45.36459, -71.97105,   0.31118
  45.36406, -71.97144,   0.24770
  45.36353, -71.97182,   0.21756
  45.36374, -71.97263,   0.14579
  45.36425, -71.97257,   0.20104
  45.36488, -71.97212,   0.39087
  45.36560, -71.97160,   0.36892
  45.36629, -71.97096,   0.15148
  45.36671, -71.97050,   0.37291
  45.36726, -71.96970,   0.38778
  45.36780, -71.96877,   0.27528
  45.36841, -71.96791,   0.23383
  45.36912, -71.96720,   0.38080
  45.36972, -71.96664,   0.33989
  45.37033, -71.96609,   0.33603
  45.37110, -71.96538,   0.21636
  45.37172, -71.96494,   0.29949
  45.37262, -71.96481,   0.15650
  45.37348, -71.96478,   0.39410
  45.37429, -71.96448,   0.24770
  45.37506, -71.96413,   0.13498
  45.37597, -71.96393,   0.20486
  45.37679, -71.96394,   0.14121
  45.37769, -71.96407,   0.15540
  45.37866, -71.96420,   0.17147
  45.37959, -71.96407,   0.30332
  45.38066, -71.96372,   0.38080
  45.38191, -71.96329,   0.35849
  45.38285, -71.96297,   0.17742
  45.38388, -71.96264,   0.33094
  45.38497, -71.96246,   0.34577
  45.38538, -71.96281,   0.09776
  45.38541, -71.96284,   0.09930
  45.38572, -71.96322,   0.07827
  45.38620, -71.96445,   0.47086
  45.38650, -71.96582,   0.16070
  45.38711, -71.96677,   0.17568
  45.38802, -71.96759,   0.25988
  45.38895, -71.96847,   0.17715
  45.38991, -71.96920,   0.20581
  45.39113, -71.96973,   0.12554
  45.39232, -71.96993,   0.25035
  45.39346, -71.97005,   0.12921
  45.39463, -71.97018,   0.31554
  45.39550, -71.97027,   0.11858
  45.39590, -71.97033,   0.11046
  45.39689, -71.97094,   0.49013
  45.39767, -71.97201,   0.24427
  45.39850, -71.97317,   0.31394
  45.39938, -71.97430,   0.18419
  45.40046, -71.97478,   0.18633
  45.40136, -71.97473,   0.05737
  45.40215, -71.97479,   0.04608
  45.40234, -71.97360,   0.09104
  45.40243, -71.97173,   0.09986
  45.40252, -71.96972,   0.14598
  45.40260, -71.96800,   0.09367
  45.40269, -71.96595,   0.10027
  45.40278, -71.96394,   0.13632
  45.40288, -71.96184,   0.14528
  45.40299, -71.95982,   0.12343
  45.40307, -71.95824,   0.16932
  45.40310, -71.95765,   0.18518
  45.40317, -71.95586,   0.14097
  45.40326, -71.95396,   0.28808
  45.40335, -71.95197,   0.27750
  45.40344, -71.94994,   0.19803
  45.40354, -71.94797,   0.42764
  45.40361, -71.94625,   0.16758
  45.40371, -71.94428,   0.23870
  45.40381, -71.94260,   0.03017
  45.40422, -71.94241,   0.14924
  45.40550, -71.94286,   0.02565
  45.40706, -71.94313,   0.18614
  45.40862, -71.94315,   0.15608
  45.40979, -71.94318,   0.07377
  45.41054, -71.94317,   0.11322
  45.41122, -71.94317,   0.08071
  45.41256, -71.94317,   0.20031
  45.41373, -71.94323,  28.72410
  45.41499, -71.94399,   0.06207
  45.41599, -71.94546,   0.15787
  45.41706, -71.94691,   0.21740
  45.41833, -71.94746,   0.17570
  45.41964, -71.94745,   0.26435
  45.42098, -71.94743,   0.14492
  45.42245, -71.94740,   0.20563
  45.42405, -71.94737,   0.14936
  45.42508, -71.94765,   0.15905
  45.42505, -71.94982,   0.26567
  45.42500, -71.95191,   0.17412
  45.42495, -71.95411,   0.10310
  45.42485, -71.95647,   0.30619
  45.42471, -71.95850,   0.29856
  45.42461, -71.96015,   0.09860
  45.42468, -71.96193,   0.13119
  45.42508, -71.96280,   0.17032
  45.42573, -71.96242,   0.12218
  45.42573, -71.96241,   0.11422
  45.42573, -71.96240,   0.11138
  45.42574, -71.96240,   0.10938
  45.47430, -71.95499,   0.40774
  45.47437, -71.95477,   0.24901
  45.47411, -71.95418,   0.27315
  45.47371, -71.95338,   0.13912
  45.47330, -71.95253,   0.24761
  45.47317, -71.95177,   0.18593
  45.47339, -71.95060,   0.22949
  45.47355, -71.94974,   0.18436
  45.47356, -71.94846,   0.16483
  45.47372, -71.94757,   0.18743
  45.47398, -71.94650,   0.16607
  45.47419, -71.94572,   0.11915
  45.47440, -71.94489,   0.17382
  45.47480, -71.94414,   0.13938
  45.47525, -71.94367,   0.12856
  45.47507, -71.94315,   0.16141
  45.47472, -71.94232,   0.17266
  45.47425, -71.94104,   0.12489
  45.47374, -71.93972,   0.20456
  45.47325, -71.93838,   0.22769
  45.47273, -71.93700,   0.23040
  45.47208, -71.93588,   0.21668
  45.47102, -71.93518,   0.04943
  45.46989, -71.93471,   0.26991
  45.46880, -71.93413,   0.03937
  45.46781, -71.93314,   0.21752
  45.44649, -71.92883,   0.16578
  45.44356, -71.92548,   0.25899
  45.44218, -71.92392,   0.14957
  45.44078, -71.92229,   0.26488
  45.43991, -71.92127,   0.34428
  45.43871, -71.91986,   0.19299
  45.43734, -71.91840,   0.21502
  45.43572, -71.91692,   0.13342
  45.43393, -71.91590,   0.38318
  45.43233, -71.91502,   0.21451
  45.42903, -71.91316,   0.38552
  45.42745, -71.91227,   0.29631
  45.42038, -71.90829,   0.37013
  45.41752, -71.90668,   0.20310
  45.41612, -71.90591,   0.40416
  45.41470, -71.90512,   0.32373
  45.41320, -71.90432,   0.26790
  45.41165, -71.90384,   0.30305
  45.41045, -71.90297,   0.31700
  45.40958, -71.90141,   0.13424
  45.40920, -71.89939,   0.17826
  45.40924, -71.89737,   0.18804
  45.40836, -71.89568,   0.11831
  45.40759, -71.89379,   0.15306
  45.40714, -71.89209,   0.15866
  45.40585, -71.89093,   0.18007
  45.40468, -71.89005,   0.16042
  45.40348, -71.88917,   0.22902
  45.40261, -71.88864,   0.22789
  45.40212, -71.88884,   0.14478
  45.40181, -71.88945,   0.16513
  45.40141, -71.89030,   1.32430
  45.40091, -71.89135,   0.14000
  45.40022, -71.89274,   0.17536
  45.39967, -71.89426,   0.24787
  45.39918, -71.89573,   0.21347
  45.39874, -71.89702,   0.11817
  45.39848, -71.89880,   0.14816
  45.39864, -71.90041,   0.23120
  45.39877, -71.90206,   0.39701
  45.39890, -71.90378,   0.17948
  45.39892, -71.90560,   0.27549
  45.39882, -71.90738,   0.24240
  45.39877, -71.90898,   0.36166
  45.39874, -71.91062,   0.29885
  45.39871, -71.91238,   0.43117
  45.39869, -71.91414,   0.24067
  45.39869, -71.91580,   0.20067
  45.39865, -71.91756,   0.07673
  45.39862, -71.91925,   0.09297
  45.39859, -71.92099,   0.23055
  45.39846, -71.92274,   0.30771
  45.39825, -71.92461,   0.42819
  45.39822, -71.92641,   0.15160
  45.39838, -71.92802,   0.80832
  45.39845, -71.92959,   0.50293
  45.39844, -71.93128,   0.28034
  45.39840, -71.93300,   0.49708
  45.39834, -71.93475,   0.12555
  45.39830, -71.93649,   0.34283
  45.39825, -71.93819,   0.29752
  45.39819, -71.93986,   0.21468
  45.39796, -71.94147,   0.29901
  45.39747, -71.94305,   0.19914
  45.39684, -71.94463,   0.28202
  45.39628, -71.94608,   0.23530
  45.39571, -71.94752,   0.23914
  45.39509, -71.94909,   0.41922
  45.39446, -71.95071,   4.05910
  45.39383, -71.95233,   0.25088
  45.39319, -71.95396,   0.23598
  45.39241, -71.95591,   0.22435
  45.39141, -71.95767,   0.24754
  45.39011, -71.95876,   0.15146
  45.38895, -71.95953,   0.18201
  45.38831, -71.96004,   0.22069
  45.38758, -71.96057,   0.34127
  45.38655, -71.96160,   0.27764
  45.38585, -71.96285,   0.09117
  45.38599, -71.96363,   0.20733
  45.38639, -71.96402,   0.24910
  45.38674, -71.96340,   0.14594
  45.38707, -71.96281,   0.22538
  45.38743, -71.96229,   0.28286
  45.38800, -71.96189,   0.26095
  45.38835, -71.96151,   0.19249
  45.38886, -71.96145,   0.23561
  45.38908, -71.96186,   0.29103
  45.38910, -71.96264,   0.23921
  45.38911, -71.96396,   0.27994
  45.38911, -71.96477,   0.09634
  45.38912, -71.96552,   0.26900
  45.38911, -71.96626,   0.29796
  45.38912, -71.96707,   0.28345
  45.38905, -71.96792,   0.03505
  45.38874, -71.96835,   0.46240
  45.38826, -71.96792,   0.22828
  45.38837, -71.96684,   0.28014
  45.38837, -71.96598,   0.23024
  45.38836, -71.96511,   0.21846
  45.38837, -71.96354,   0.23009
  45.38836, -71.96262,   0.31994
  45.38825, -71.96188,   0.20806
  45.38774, -71.96207,   0.29888
  45.38766, -71.96261,   0.34035
  45.38766, -71.96338,   0.21679
  45.38766, -71.96423,   0.32137
  45.38779, -71.96487,   0.22759
  45.38831, -71.96488,   0.23240
  45.38839, -71.96555,   0.12670
  45.38768, -71.96591,   0.22026
  45.38714, -71.96564,   0.15543
  45.38689, -71.96496,   0.37824
  45.38688, -71.96417,   0.28150
  45.38681, -71.96362,   0.13935
  45.38636, -71.96410,   0.13275
  45.38618, -71.96467,   0.27082
  45.38628, -71.96539,   0.22129
  45.38624, -71.96592,   0.28605
  45.38586, -71.96626,   0.25024
  45.38551, -71.96658,   0.24693
  45.38513, -71.96706,   0.38099
  45.38522, -71.96749,   0.31311
  45.38546, -71.96851,   0.19737
  45.38545, -71.96920,   0.26198
  45.38555, -71.97204,   0.18000
  45.38618, -71.97169,   0.19896
  45.38620, -71.97099,   0.17981
  45.38621, -71.97018,   0.18258
  45.38619, -71.96941,   0.16211
  45.38618, -71.96865,   0.17792
  45.38616, -71.96791,   0.15891
  45.38740, -71.96851,   0.20842
  45.38720, -71.96907,   0.21443
  45.38696, -71.96972,   0.18727
  45.38696, -71.97055,   0.24842
  45.38699, -71.97136,   0.26574
  45.38700, -71.97301,   0.14347
  45.38694, -71.97437,   0.19672
  45.38705, -71.97311,   0.20145
  45.38746, -71.97311,   0.08320
  45.38770, -71.97420,   0.19720
  45.38770, -71.97498,   0.27480
  45.38770, -71.97565,   0.23019
  45.38770, -71.97638,   0.25436
  45.38840, -71.97669,   0.18989
  45.38839, -71.97594,   0.26663
  45.38832, -71.97096,   0.26436
  45.38803, -71.97042,   0.21580
  45.38771, -71.97048,   0.20466
  45.38767, -71.97446,   0.39316
  45.38768, -71.97530,   0.37232
  45.38855, -71.97716,   0.23472
  45.38911, -71.97581,   0.39270
  45.38913, -71.97519,   0.21471
  45.38911, -71.97437,   0.12680
  45.38912, -71.97350,   0.19301
  45.38910, -71.97261,   0.18452
  45.38909, -71.97186,   0.17394
  45.38909, -71.97109,   0.21524
  45.38832, -71.96944,   0.13920
  45.38788, -71.96903,   0.23142
  45.38742, -71.96868,   0.23270
  45.38705, -71.96937,   0.35016
  45.38693, -71.97050,   0.21837
  45.38696, -71.97162,   0.10550
  45.38696, -71.97279,   0.19184
  45.38659, -71.97314,   0.14674
  45.38621, -71.97401,   0.18959
  45.38652, -71.97562,   0.29190
  45.38684, -71.97691,   0.44677
  45.38691, -71.97766,   0.13010
  45.38696, -71.97829,   0.19879
  45.38673, -71.97870,   0.13962
  45.38579, -71.97891,   0.19866
  45.38523, -71.97891,   0.16844
  45.38493, -71.97839,   0.30114
  45.38546, -71.97683,   0.18135
  45.38576, -71.97722,   0.10547
  45.38582, -71.97796,   0.19995
  45.38588, -71.97867,   0.29578
  45.38549, -71.97891,   0.38983
  45.38490, -71.97795,   0.03121
  45.38484, -71.97706,   0.05625
  45.38477, -71.97534,   0.21221
  45.38475, -71.97445,   0.24342
  45.38475, -71.97367,   0.20393
  45.38475, -71.97295,   0.24760
  45.38474, -71.97054,   0.19950
  45.38434, -71.96955,   0.17600
  45.38389, -71.96954,   0.22787
  45.38335, -71.96953,   0.22547
  45.38308, -71.96986,   0.42220
  45.38309, -71.97065,   0.45244
  45.38308, -71.97135,   0.16625
  45.38308, -71.97214,   0.22571
  45.38307, -71.97268,   0.29521
  45.38308, -71.97347,   0.29577
  45.38308, -71.97404,   0.57819
  45.38306, -71.97459,   0.28055
  45.38306, -71.97544,   0.32074
  45.38351, -71.97566,   0.29149
  45.38404, -71.97565,   0.48601
  45.38474, -71.97566,   0.20169
  45.38374, -71.97566,   0.21292
  45.38323, -71.97567,   0.26176
  45.38280, -71.97567,   0.26801
  45.38124, -71.97568,   0.25714
  45.38063, -71.97568,   0.28702
  45.38010, -71.97569,   0.26685
  45.38014, -71.97529,   0.21196
  45.38050, -71.97472,   0.25057
  45.38086, -71.97417,   0.22430
  45.38127, -71.97355,   0.27265
  45.38161, -71.97301,   0.15591
  45.38255, -71.97259,   0.17297
  45.38298, -71.97257,   0.26289
  45.38309, -71.97387,   0.52741
  45.38308, -71.97467,   0.23598
  45.38309, -71.97542,   0.28517
  45.38281, -71.97568,   0.26183
  45.38114, -71.97574,   0.37921
  45.38057, -71.97572,   0.31248
  45.38003, -71.97569,   0.32517
  45.37997, -71.97704,   0.21668
  45.37999, -71.97711,   0.18917
  45.37943, -71.97720,   0.62909
  45.37887, -71.97734,   0.47818
  45.37853, -71.97792,   0.45118
  45.37847, -71.97852,   0.42295
  45.38017, -71.97977,   0.26171
  45.38028, -71.97922,   0.25606
  45.38009, -71.97873,   0.13128
  45.38001, -71.97839,   0.09554
  45.37995, -71.97776,   0.36996
  45.37997, -71.97728,   0.33716
  45.38013, -71.97704,   0.41198
  45.38055, -71.97699,   0.24844
  45.38097, -71.97726,   0.35714
  45.38137, -71.97771,   0.20073
  45.38160, -71.97829,   0.23587
  45.38159, -71.97900,   0.27546
  45.38106, -71.97919,   0.29356
  45.38104, -71.97903,   0.34404
  45.38156, -71.97903,   0.12508
  45.38169, -71.97975,   0.25335
  45.38170, -71.98055,   0.22322
  45.38137, -71.98118,   0.19953
  45.38097, -71.98096,   0.12910
  45.38076, -71.98049,   0.13485
  45.38103, -71.98097,   0.16349
  45.38193, -71.98212,   0.15401
  45.38175, -71.98190,   0.20788
  45.38135, -71.98141,   0.14644
  45.38089, -71.98202,   0.22586
  45.38100, -71.98251,   0.05041
  45.38145, -71.98303,   0.15171
  45.38194, -71.98359,   0.28721
  45.38244, -71.98415,   0.12382
  45.38296, -71.98455,   0.24116
  45.38404, -71.98386,   0.32315
  45.38456, -71.98382,   0.62217
  45.38453, -71.98319,   0.14315
  45.38457, -71.98306,   0.23457
  45.38458, -71.98382,   0.42220
  45.38405, -71.98385,   0.45940
  45.38347, -71.98356,   0.26157
  45.38304, -71.98307,   0.23338
  45.38283, -71.98242,   0.19432
  45.38393, -71.98165,   0.49870
  45.38442, -71.98161,   0.12855
  45.38378, -71.98173,   0.31314
  45.38349, -71.98212,   0.23563
  45.38379, -71.98249,   0.15315
  45.38356, -71.98231,   0.30720
  45.38317, -71.98214,   0.30726
  45.38272, -71.98225,   0.23842
  45.38259, -71.98151,   0.19312
  45.38352, -71.98072,   0.37232
  45.38388, -71.98068,   0.39521
  45.38279, -71.98130,   0.16870
  45.38252, -71.98116,   0.10406
  45.38244, -71.98042,   0.25279
  45.38307, -71.97974,   0.28817
  45.38413, -71.97961,   0.43177
  45.38427, -71.97967,   0.46653
  45.38376, -71.97968,   0.43701
  45.38323, -71.97976,   0.47216
  45.38281, -71.97982,   0.40671
  45.38243, -71.97990,   0.21892
  45.38233, -71.97925,   0.26615
  45.38261, -71.97885,   0.37015
  45.38307, -71.97879,   0.32298
  45.38364, -71.97870,   0.53027
  45.38413, -71.97856,   0.37723
  45.38427, -71.97872,   0.35402
  45.38377, -71.97873,   0.45557
  45.38329, -71.97881,   0.39204
  45.38271, -71.97890,   0.40744
  45.38229, -71.97877,   0.30605
  45.38225, -71.97805,   0.28500
  45.38272, -71.97787,   0.37936
  45.38332, -71.97778,   0.32963
  45.38393, -71.97767,   0.28112
  45.38408, -71.97723,   0.36104
  45.38414, -71.97762,   0.30530
  45.38365, -71.97774,   0.35053
  45.38309, -71.97782,   0.34994
  45.38250, -71.97794,   0.31557
  45.38222, -71.97764,   0.03416
  45.38221, -71.97691,   0.24384
  45.38271, -71.97678,   0.24762
  45.38315, -71.97662,   0.17512
  45.38285, -71.97681,   0.11379
  45.38230, -71.97691,   0.22310
  45.38180, -71.97709,   0.43290
  45.38123, -71.97718,   0.33401
  45.38087, -71.97722,   0.29356
  45.38028, -71.97705,   0.34797
  45.37917, -71.97723,   0.63898
  45.37853, -71.97795,   0.51800
  45.37808, -71.97874,   0.21125
  45.37771, -71.97938,   0.42547
  45.37800, -71.98216,   0.39566
  45.37805, -71.98283,   0.38424
  45.37810, -71.98354,   0.27815
  45.37816, -71.98431,   0.50139
  45.37822, -71.98517,   0.44077
  45.37835, -71.98679,   0.14447
  45.37868, -71.98688,   0.42898
  45.37901, -71.98660,   0.43659
  45.37896, -71.98580,   0.60178
  45.37886, -71.98438,   0.19470
  45.37871, -71.98223,   0.52310
  45.37893, -71.98021,   0.22607
  45.37933, -71.98060,   0.11600
  45.37968, -71.98101,   0.15634
  45.37947, -71.98280,   0.24693
  45.37954, -71.98341,   0.12701
  45.37964, -71.98477,   0.47127
  45.37970, -71.98557,   0.10709
  45.38197, -71.98733,   0.31203
  45.38189, -71.98660,   0.22310
  45.38148, -71.98605,   0.12710
  45.38011, -71.98553,   0.49726
  45.37976, -71.98653,   0.26235
  45.38014, -71.98669,   0.34566
  45.38068, -71.98659,   0.42058
  45.38150, -71.98616,   0.29760
  45.38095, -71.98661,   0.39313
  45.37986, -71.98676,   0.17497
  45.37841, -71.98701,   0.24779
  45.37754, -71.98677,   0.24055
  45.37752, -71.98604,   0.23785
  45.37737, -71.98371,   0.42447
  45.37724, -71.98222,   0.41595
  45.37694, -71.98088,   0.25051
  45.37666, -71.98126,   0.31444
  45.37639, -71.98186,   0.28370
  45.37655, -71.98260,   0.34714
  45.37661, -71.98342,   0.33536
  45.37667, -71.98422,   0.31051
  45.37678, -71.98573,   0.40605
  45.37709, -71.98712,   0.23906
  45.37756, -71.98702,   0.13900
  45.37816, -71.98692,   0.21268
  45.37877, -71.98685,   0.36808
  45.37906, -71.98778,   0.35140
  45.37859, -71.98798,   0.53289
  45.37811, -71.98805,   0.12940
  45.37756, -71.98813,   0.42065
  45.37713, -71.98821,   0.40950
  45.37626, -71.98832,   0.22873
  45.37611, -71.98714,   0.42742
  45.37606, -71.98654,   0.19692
  45.37602, -71.98589,   0.23236
  45.37597, -71.98515,   0.34098
  45.37594, -71.98450,   0.24156
  45.37580, -71.98320,   0.15617
  45.37542, -71.98337,   0.50891
  45.37513, -71.98390,   0.39365
  45.37506, -71.98432,   0.21681
  45.37537, -71.98696,   0.18622
  45.37541, -71.98759,   0.38444
  45.37555, -71.98923,   0.24497
  45.37705, -71.98915,   0.22003
  45.37769, -71.98908,   0.14191
  45.37827, -71.98899,   0.37757
  45.38078, -71.98862,   0.19716
  45.38139, -71.98852,   0.13005
  45.38186, -71.98845,   0.58856
  45.38231, -71.98840,   0.21199
  45.38273, -71.98832,   0.24893
  45.38331, -71.98824,   0.28921
  45.38373, -71.98859,   0.40140
  45.38408, -71.98927,   0.18323
  45.38429, -71.98975,   0.17193
  45.38518, -71.99113,   0.26439
  45.38523, -71.99189,   0.18424
  45.38529, -71.99264,   0.11653
  45.38535, -71.99339,   0.14798
  45.38508, -71.99386,   0.18956
  45.38466, -71.99363,   0.23842
  45.38461, -71.99284,   0.13632
  45.38455, -71.99198,   0.19123
  45.38467, -71.99063,   0.20633
  45.38437, -71.99004,   0.31048
  45.38364, -71.99060,   0.31381
  45.38381, -71.99138,   0.12310
  45.38387, -71.99217,   0.23258
  45.38395, -71.99297,   0.20958
  45.38390, -71.99370,   0.17840
  45.38340, -71.99376,   0.20474
  45.38327, -71.99326,   0.49122
  45.38321, -71.99257,   0.29382
  45.38316, -71.99181,   0.28723
  45.38312, -71.99104,   0.23725
  45.38351, -71.99056,   0.18208
  45.38396, -71.99014,   0.45274
  45.38421, -71.98965,   0.29897
  45.38390, -71.98912,   0.19305
  45.38338, -71.98936,   0.13578
  45.38309, -71.98976,   0.13785
  45.38310, -71.98939,   0.35787
  45.38352, -71.98931,   0.12725
  45.38387, -71.98901,   0.24763
  45.38358, -71.98837,   0.22261
  45.38306, -71.98834,   0.16390
  45.38225, -71.98850,   0.12675
  45.38211, -71.98891,   0.36694
  45.38217, -71.98962,   0.22646
  45.38227, -71.99105,   0.29696
  45.38234, -71.99319,   0.26523
  45.38193, -71.99321,   0.42758
  45.38146, -71.99322,   0.26410
  45.38096, -71.99324,   0.21572
  45.38022, -71.99216,   0.28250
  45.38123, -71.99216,   0.24838
  45.38157, -71.99191,   0.17327
  45.38153, -71.99129,   0.55861
  45.38148, -71.99049,   0.26864
  45.38143, -71.98969,   0.39113
  45.38139, -71.98890,   0.31058
  45.38104, -71.98864,   0.16015
  45.38080, -71.99084,   0.34161
  45.38086, -71.99166,   0.22030
  45.38020, -71.99220,   0.04861
  45.38011, -71.99162,   0.46449
  45.38006, -71.99094,   0.25857
  45.38002, -71.99013,   0.24351
  45.37930, -71.98998,   0.15730
  45.37936, -71.99111,   0.33514
  45.37942, -71.99185,   0.34983
  45.37949, -71.99335,   0.35494
  45.37947, -71.99426,   0.28698
  45.37922, -71.99474,   0.29131
  45.37872, -71.99291,   0.34188
  45.37866, -71.99206,   0.35232
  45.37861, -71.99120,   0.51358
  45.37854, -71.99034,   0.36282
  45.37824, -71.99007,   0.45331
  45.37786, -71.99027,   0.59724
  45.37794, -71.99186,   0.50788
  45.37790, -71.99149,   0.47618
  45.37785, -71.99068,   0.59104
  45.37802, -71.99011,   0.58780
  45.37845, -71.99004,   0.26093
  45.37899, -71.98994,   0.31987
  45.37926, -71.99014,   0.20579
  45.37934, -71.99085,   0.34466
  45.37939, -71.99168,   0.34061
  45.37946, -71.99256,   0.27722
  45.37951, -71.99309,   0.23695
  45.37804, -71.99326,   0.36644
  45.37651, -71.99326,   0.16690
  45.37592, -71.99325,   0.27884
  45.37490, -71.99326,   0.29391
  45.37432, -71.99324,   0.20872
  45.37374, -71.99332,   0.16933
  45.37370, -71.99353,   0.20641
  45.37408, -71.99320,   0.16589
  45.37465, -71.99320,   0.15452
  45.37468, -71.99249,   0.31316
  45.37458, -71.99181,   0.27946
  45.37464, -71.99178,   0.31435
  45.37469, -71.99258,   0.43109
  45.37480, -71.99319,   0.26083
  45.37532, -71.99320,   0.07726
  45.37574, -71.99288,   0.38248
  45.37569, -71.99208,   0.57507
  45.37563, -71.99126,   0.31788
  45.37622, -71.99033,   0.28342
  45.37682, -71.99025,   0.32021
  45.37707, -71.99068,   0.63490
  45.37721, -71.99245,   0.42481
  45.37725, -71.99320,   0.18952
  45.37672, -71.99327,   0.18458
  45.37650, -71.99263,   0.11456
  45.37645, -71.99191,   0.56371
  45.37635, -71.99044,   0.27338
  45.37687, -71.99027,   0.29720
  45.37700, -71.98960,   0.29224
  45.37812, -71.98902,   0.30171
  45.37881, -71.98893,   0.16527
  45.37964, -71.98881,   0.22655
  45.38031, -71.98871,   0.18748
  45.38117, -71.98859,   0.11423
  45.38185, -71.98848,   0.54890
  45.38240, -71.98840,   0.21273
  45.38286, -71.98817,   0.16132
  45.38294, -71.98731,   0.19531
  45.38351, -71.98719,   0.21986
  45.38406, -71.98713,   0.24605
  45.38470, -71.98704,   0.25854
  45.38489, -71.98744,   0.24695
  45.38491, -71.98782,   0.62254
  45.38485, -71.98701,   0.24757
  45.38473, -71.98631,   0.21737
  45.38457, -71.98609,   0.11201
  45.38481, -71.98650,   0.21667
  45.38475, -71.98709,   0.19072
  45.38411, -71.98717,   0.29048
  45.38380, -71.98694,   0.34417
  45.38376, -71.98629,   0.61225
  45.38379, -71.98557,   0.37687
  45.38394, -71.98504,   0.21306
  45.38450, -71.98508,   0.33275
  45.38501, -71.98507,   0.20742
  45.38538, -71.98507,   0.21937
  45.38554, -71.98589,   0.20352
  45.38559, -71.98673,   0.30038
  45.38565, -71.98743,   0.11767
  45.38569, -71.98791,   0.13746
  45.38573, -71.98869,   0.28940
  45.38579, -71.98947,   0.17040
  45.38585, -71.99026,   0.14534
  45.38591, -71.99091,   0.17196
  45.38595, -71.99161,   0.22392
  45.38600, -71.99238,   0.14637
  45.38606, -71.99325,   0.20497
  45.38627, -71.99386,   0.20209
  45.38677, -71.99382,   0.19319
  45.38680, -71.99320,   0.33776
  45.38672, -71.99240,   0.13593
  45.38681, -71.99194,   0.21173
  45.38726, -71.99188,   0.13285
  45.38749, -71.99262,   0.24549
  45.38774, -71.99318,   0.13493
  45.38824, -71.99279,   0.25894
  45.38828, -71.99230,   0.14190
  45.38861, -71.99245,   0.17590
  45.38899, -71.99191,   0.19266
  45.38926, -71.99133,   0.14054
  45.38922, -71.99064,   0.34097
  45.38850, -71.99039,   0.27389
  45.38853, -71.99094,   0.13455
  45.38819, -71.99104,   0.16536
  45.38777, -71.99155,   0.30564
  45.38683, -71.99198,   0.29223
  45.38626, -71.99191,   0.18085
  45.38594, -71.99176,   0.31405
  45.38583, -71.99005,   0.28391
  45.38655, -71.98963,   0.13287
  45.38667, -71.99035,   0.12671
  45.38743, -71.98866,   0.24517
  45.38711, -71.98824,   0.11889
  45.38654, -71.98824,   0.13678
  45.38606, -71.98826,   0.37464
