Sensor,date,,,time,,,latitude,longitude,altitude,Satellite,Humidity,T (_C),colorTem,lux,???,???,R,G,B,clear,tail,MSI,SLI,
S3,2020,6,9,23,20,48,45.415482,-71.917442,205.8,15,58.2,13.3,60,614.4,1718,0.208767,81,43,34,130,UE,,,
S4,2020,6,9,23,20,50,45.415649,-71.91745,206.89999,15,58.2,13.3,60,614.4,2959,0.978597,828,319,217,1275,OK,,,
S5,2020,6,9,23,20,53,45.41576,-71.917442,207.60001,15,58.2,13.3,60,614.4,2328,0.874213,285,170,148,461,OK,,,
S6,2020,6,9,23,20,55,45.415878,-71.91745,208.10001,14,58.2,13.3,60,614.4,1642,0.456679,186,95,74,305,UE,,,
S2,2020,6,9,23,21,0,45.416115,-71.917465,209.2,15,58.3,13.3,60,614.4,2431,0.182671,136,56,41,211,UE,,,
S3,2020,6,9,23,21,3,45.416237,-71.917496,209.2,15,58.3,13.3,60,614.4,1659,0.182671,87,45,39,126,UE,,,
S6,2020,6,9,23,21,10,45.416435,-71.917259,207.3,15,58.5,13.3,60,614.4,1817,0.339247,99,55,38,166,UE,,,
S1,2020,6,9,23,21,12,45.416435,-71.916977,206,15,58.5,13.3,60,614.4,1699,12.695664,3653,1933,1218,6326,OK,,,
S2,2020,6,9,23,21,15,45.416439,-71.916801,205,15,58.5,13.3,60,614.4,2422,0.743734,550,227,167,824,OK,,,
S3,2020,6,9,23,21,17,45.416431,-71.916611,205,15,58.5,13.3,60,614.4,1621,0.221815,102,50,39,157,UE,,,
S4,2020,6,9,23,21,20,45.416393,-71.916496,203.89999,14,58.5,13.3,60,614.4,1747,0.156576,87,40,31,130,UE,,,
S1,2020,6,9,23,21,27,45.416023,-71.916466,202.60001,15,58.6,13.3,60,614.4,1620,3.509901,1557,773,608,2599,OK,,,
S2,2020,6,9,23,21,30,45.415833,-71.916458,205.39999,15,58.6,13.3,60,614.4,5741,0.626302,2855,959,735,4329,OK,,,
S4,2020,6,9,23,21,35,45.415531,-71.916435,207.39999,14,58.6,13.3,60,614.4,2717,2.531304,1977,781,542,3178,OK,,,
S5,2020,6,9,23,21,37,45.415417,-71.916435,208.2,15,58.6,13.3,60,614.4,1726,8.468125,2920,1558,1177,5029,OK,,,
S6,2020,6,9,23,21,39,45.415249,-71.916435,209.10001,15,58.6,13.2,60,614.4,1724,0.156576,62,33,26,103,UE,,,
S2,2020,6,9,23,21,44,45.414967,-71.916435,210.7,15,58.7,13.3,60,614.4,1702,0.117432,63,29,21,97,UE,,,
S3,2020,6,9,23,21,47,45.414875,-71.916412,211.2,15,58.7,13.3,60,614.4,1638,0.326199,143,68,49,232,UE,,,
S6,2020,6,9,23,21,54,45.414528,-71.916397,212.8,15,58.7,13.3,60,614.4,1685,0.169623,63,33,25,106,UE,,,
S1,2020,6,9,23,21,57,45.414425,-71.916397,213.60001,15,58.7,13.3,60,614.4,1727,5.18004,1654,885,632,2896,OK,,,
S2,2020,6,9,23,21,59,45.414364,-71.916374,214.2,15,58.8,13.3,60,614.4,2267,0.743734,488,201,139,795,OK,,,
S4,2020,6,9,23,22,4,45.414303,-71.9161,212.7,15,58.8,13.3,60,614.4,1620,10.568848,3585,1744,1064,6326,OK,,,
S5,2020,6,9,23,22,6,45.414295,-71.915848,211.7,15,58.8,13.3,60,614.4,1756,0.182671,61,33,24,99,UE,,,
S6,2020,6,9,23,22,9,45.414288,-71.91568,211.10001,15,58.8,13.3,60,614.4,1810,1.40918,379,211,138,679,OK,,,
S1,2020,6,9,23,22,11,45.414261,-71.915405,211.10001,15,58.7,13.3,60,614.4,2416,0.404487,92,59,44,175,UE,,,
S2,2020,6,9,23,22,14,45.41423,-71.91523,209.89999,15,58.7,13.3,60,614.4,2166,0.730686,460,191,130,720,OK,,,
S3,2020,6,9,23,22,16,45.414196,-71.915054,209.60001,15,58.7,13.3,60,614.4,1620,0.339247,130,64,44,210,UE,,,
S4,2020,6,9,23,22,19,45.414116,-71.914818,209,15,58.7,13.3,60,614.4,1772,0.300103,134,58,33,208,UE,,,
S3,2020,6,9,23,22,31,45.413849,-71.914093,209.10001,14,58.8,13.3,60,614.4,1622,9.511962,2614,1211,455,4510,OK,,,
S4,2020,6,9,23,22,33,45.41378,-71.91391,209.2,15,58.8,13.3,60,614.4,1779,0.195719,68,37,28,107,UE,,,
S2,2020,6,9,23,22,43,45.41349,-71.913315,211.60001,15,58.9,13.3,60,614.4,1746,0.313151,133,71,61,190,UE,,,
S3,2020,6,9,23,22,46,45.413475,-71.913216,210.8,15,58.9,13.3,60,614.4,1799,5.610622,2903,1293,912,4660,OK,,,
S4,2020,6,9,23,22,48,45.413494,-71.913139,210.89999,15,58.9,13.3,60,614.4,1620,0.195719,102,51,43,154,UE,,,
S6,2020,6,9,23,22,53,45.413719,-71.913033,209.10001,15,58.9,13.2,60,614.4,1631,1.187364,454,229,168,775,OK,,,
S1,2020,6,9,23,22,56,45.413906,-71.913025,205.39999,14,59,13.3,60,614.4,3268,0.195719,52,35,31,88,UE,,,
S2,2020,6,9,23,22,58,45.414047,-71.913048,200.5,15,59,13.3,60,614.4,1760,0.57411,233,125,106,335,OK,,,
S3,2020,6,9,23,23,0,45.414257,-71.913025,201.89999,14,59,13.3,60,614.4,1641,0.182671,65,33,22,103,UE,,,
S4,2020,6,9,23,23,3,45.414391,-71.913002,205.3,15,58.9,13.2,60,614.4,1729,7.815728,2298,1234,823,4048,OK,,,
S5,2020,6,9,23,23,5,45.414593,-71.913002,205.3,15,59,13.3,60,614.4,2400,3.288086,802,506,391,1427,OK,,,
S6,2020,6,9,23,23,8,45.414719,-71.91301,204.2,15,59.1,13.3,60,614.4,2186,0.208767,58,35,27,97,UE,,,
S1,2020,6,9,23,23,10,45.414886,-71.913002,204,15,59.1,13.3,60,614.4,2653,3.248942,638,436,316,1123,OK,,,
S2,2020,6,9,23,23,13,45.414997,-71.912994,202.3,14,59.1,13.3,60,614.4,1930,5.532335,1523,874,629,2718,OK,,,
S3,2020,6,9,23,23,15,45.415112,-71.912994,200.2,15,59.2,13.3,60,614.4,1867,0.221815,89,49,42,130,UE,,,
S4,2020,6,9,23,23,18,45.415298,-71.912994,197.7,15,59.2,13.3,60,614.4,1724,0.104384,68,32,27,97,UE,,,
S5,2020,6,9,23,23,20,45.415432,-71.912994,196.39999,14,59.3,13.3,60,614.4,5340,0.143528,39,28,28,44,UE,,,
S2,2020,6,9,23,23,28,45.415936,-71.912994,195,15,59.4,13.3,60,614.4,2422,0.208767,74,44,40,97,UE,,,
S3,2020,6,9,23,23,30,45.416058,-71.912979,195,15,59.4,13.3,60,614.4,1802,0.247911,86,47,37,131,UE,,,
S4,2020,6,9,23,23,32,45.416222,-71.912979,195,15,59.4,13.3,60,614.4,2130,0.430583,326,144,120,500,OK,,,
S5,2020,6,9,23,23,35,45.416294,-71.912956,193.39999,15,59.5,13.3,60,614.4,4696,0.313151,106,71,72,124,UE,,,
S2,2020,6,9,23,23,42,45.416367,-71.912491,192.7,15,59.6,13.3,60,614.4,2221,0.078288,60,26,21,86,UE,,,
S3,2020,6,9,23,23,45,45.416355,-71.912155,191.39999,14,59.5,13.2,60,614.4,1623,0.247911,87,43,27,137,UE,,,
S4,2020,6,9,23,23,47,45.416355,-71.911903,189.3,15,59.6,13.3,60,614.4,1674,0.13048,76,36,29,106,UE,,,
S5,2020,6,9,23,23,50,45.416344,-71.911514,186.5,15,59.5,13.2,60,614.4,4721,0.117432,38,26,26,43,UE,,,
S6,2020,6,9,23,23,52,45.416336,-71.911255,185.3,15,59.7,13.3,60,614.4,1633,0.50887,239,115,88,388,UE,,,
S2,2020,6,9,23,23,57,45.416313,-71.910721,182.39999,15,59.8,13.3,60,614.4,1620,0.195719,104,52,45,138,UE,,,
S3,2020,6,9,23,23,59,45.416302,-71.910538,181,15,59.7,13.2,60,614.4,1694,0.260959,95,50,37,162,UE,,,
S4,2020,6,9,23,24,2,45.416248,-71.910454,180.89999,14,59.8,13.2,60,614.4,1645,0.495822,207,106,84,313,UE,,,
S5,2020,6,9,23,24,4,45.416107,-71.910378,181.3,15,59.9,13.3,60,614.4,1920,0.391439,153,85,74,214,UE,,,
S6,2020,6,9,23,24,7,45.416004,-71.910316,181.7,15,59.9,13.2,60,614.4,1669,1.370036,441,229,154,768,OK,,,
S1,2020,6,9,23,24,9,45.415897,-71.910271,182.3,15,60,13.3,60,614.4,2290,0.561062,154,94,75,281,UE,,,
S2,2020,6,9,23,24,12,45.415741,-71.910202,183.8,14,59.9,13.2,60,614.4,2423,2.205105,1470,584,376,2342,OK,,,
S3,2020,6,9,23,24,14,45.415642,-71.910194,184.2,15,60,13.2,60,614.4,1678,0.443631,198,91,61,328,UE,,,
S4,2020,6,9,23,24,17,45.415585,-71.910339,184.3,20,60,13.2,60,614.4,4092,1.957194,2107,684,335,3218,OK,,,
S6,2020,6,9,23,24,22,45.415588,-71.910698,185.10001,20,60,13.3,60,614.4,1624,0.495822,158,74,37,261,UE,,,
S1,2020,6,9,23,24,24,45.415596,-71.910866,185.60001,20,60,13.2,60,614.4,2229,1.774523,564,334,283,944,OK,,,
S2,2020,6,9,23,24,26,45.415607,-71.91111,186.10001,20,60,13.2,60,614.4,1979,3.470757,2129,929,695,3617,OK,,,
S3,2020,6,9,23,24,29,45.415619,-71.911278,186.10001,20,60,13.3,60,614.4,1770,0.300103,115,62,51,193,UE,,,
S4,2020,6,9,23,24,31,45.41563,-71.91153,186.60001,15,60,13.3,60,614.4,2312,0.287055,200,83,60,300,UE,,,
S6,2020,6,9,23,24,36,45.415649,-71.91188,187.7,15,60,13.3,60,614.4,1932,2.439968,505,300,167,998,OK,,,
S1,2020,6,9,23,24,39,45.415661,-71.912155,189.10001,15,60,13.3,60,614.4,2586,0.600206,86,64,36,198,UE,,,
S2,2020,6,9,23,24,41,45.415672,-71.912338,189.60001,15,60,13.3,60,614.4,1704,0.195719,92,42,29,147,UE,,,
S3,2020,6,9,23,24,44,45.415684,-71.912582,190.7,15,60,13.3,60,614.4,2300,5.127849,1192,749,549,2214,OK,,,
S1,2020,6,9,23,24,53,45.415489,-71.913071,194.2,15,59.9,13.2,60,614.4,2222,0.169623,60,35,31,99,UE,,,
S2,2020,6,9,23,24,56,45.415344,-71.913078,196.2,15,59.9,13.2,60,614.4,1621,2.061578,918,457,362,1591,OK,,,
S3,2020,6,9,23,24,58,45.415115,-71.913071,196.2,15,59.9,13.3,60,614.4,2249,7.293809,1487,951,627,2822,OK,,,
S4,2020,6,9,23,25,1,45.415012,-71.913055,202.5,14,59.9,13.3,60,614.4,1655,0.352295,158,74,52,251,UE,,,
S2,2020,6,9,23,25,11,45.414894,-71.912483,201.10001,15,59.9,13.3,60,614.4,2651,0.13048,54,32,31,64,UE,,,
S3,2020,6,9,23,25,13,45.41489,-71.912338,200.5,15,59.8,13.2,60,614.4,1671,4.214491,877,456,152,1627,OK,,,
S4,2020,6,9,23,25,16,45.414886,-71.912125,198.89999,15,59.8,13.3,60,614.4,1929,0.561062,326,142,102,530,OK,,,
S5,2020,6,9,23,25,18,45.414886,-71.91198,198,15,59.8,13.3,60,614.4,1836,0.195719,67,37,29,104,UE,,,
S6,2020,6,9,23,25,20,45.414886,-71.911758,196.60001,15,59.8,13.2,60,614.4,1713,0.495822,183,97,76,305,UE,,,
S2,2020,6,9,23,25,25,45.414871,-71.911377,195.8,15,59.8,13.3,60,614.4,2806,0.352295,102,65,57,164,UE,,,
S3,2020,6,9,23,25,28,45.414864,-71.911232,194,20,59.9,13.3,60,614.4,1669,9.746825,2937,1525,964,5122,OK,,,
S4,2020,6,9,23,25,30,45.41486,-71.911095,193.10001,15,59.8,13.2,60,614.4,2185,0.443631,280,116,79,443,UE,,,
S5,2020,6,9,23,25,33,45.414864,-71.910881,191.60001,15,59.9,13.2,60,614.4,1830,0.247911,93,51,42,136,UE,,,
S6,2020,6,9,23,25,35,45.414864,-71.910728,190.8,14,59.9,13.3,60,614.4,1717,0.861165,274,146,103,465,OK,,,
S1,2020,6,9,23,25,38,45.414864,-71.910515,188.89999,20,59.9,13.2,60,614.4,2306,0.652398,184,112,91,314,UE,,,
S2,2020,6,9,23,25,40,45.414864,-71.91037,188.2,15,60,13.3,60,614.4,2223,0.548014,383,162,121,577,OK,,,
S3,2020,6,9,23,25,43,45.414848,-71.910141,187.2,20,60,13.2,60,614.4,2450,0.352295,110,67,58,164,UE,,,
S4,2020,6,9,23,25,45,45.414841,-71.910019,186.3,15,60,13.3,60,614.4,1916,0.561062,319,139,99,516,UE,,,
S5,2020,6,9,23,25,47,45.414833,-71.909874,185.5,15,60,13.2,60,614.4,2468,0.665446,201,123,106,334,OK,,,
S6,2020,6,9,23,25,50,45.414825,-71.909813,185.3,20,60.1,13.2,60,614.4,1853,0.221815,68,38,28,116,UE,,,
S1,2020,6,9,23,25,52,45.414761,-71.909744,185.3,20,60.1,13.2,60,614.4,2049,3.431613,1077,623,506,1867,OK,,,
S2,2020,6,9,23,25,55,45.414696,-71.909706,186.8,14,60.1,13.2,60,614.4,1620,0.430583,192,95,74,314,UE,,,
S3,2020,6,9,23,25,57,45.414608,-71.909645,187.7,15,60.1,13.2,60,614.4,2222,0.169623,60,35,31,99,UE,,,
S4,2020,6,9,23,26,0,45.414513,-71.909615,189.5,15,60.1,13.2,60,614.4,2235,0.208767,148,62,45,229,UE,,,
S6,2020,6,9,23,26,5,45.414257,-71.909515,191.60001,15,60.1,13.2,60,614.4,1656,0.287055,101,52,37,174,UE,,,
S1,2020,6,9,23,26,7,45.414177,-71.909485,192.2,14,60.1,13.2,60,614.4,1620,6.980659,1956,936,419,3344,OK,,,
S2,2020,6,9,23,26,10,45.414104,-71.909569,194.39999,14,60.1,13.2,60,614.4,1660,2.348633,782,348,157,1360,OK,,,
S4,2020,6,9,23,26,14,45.414112,-71.909904,192.8,15,60.1,13.3,60,614.4,3230,1.461371,1451,574,441,2285,OK,,,
S5,2020,6,9,23,26,17,45.41412,-71.910049,192.8,15,60.1,13.3,60,614.4,3073,3.118462,3025,1221,964,4721,OK,,,
S6,2020,6,9,23,26,19,45.414127,-71.910263,192.8,15,60,13.2,60,614.4,1647,0.365343,154,79,63,253,UE,,,
S1,2020,6,9,23,26,22,45.414135,-71.910408,194,15,60,13.2,60,614.4,2496,1.34394,270,180,127,493,OK,,,
S2,2020,6,9,23,26,24,45.414146,-71.910622,195,15,59.9,13.2,60,614.4,1718,4.070963,1202,642,425,2193,OK,,,
S3,2020,6,9,23,26,27,45.414162,-71.910774,196.8,15,60,13.2,60,614.4,2110,0.208767,59,35,27,93,UE,,,
S4,2020,6,9,23,26,29,45.414165,-71.910927,196.8,15,60,13.3,60,614.4,1848,3.353326,1007,562,413,1776,OK,,,
S5,2020,6,9,23,26,32,45.414173,-71.911133,198.2,13,59.9,13.2,60,614.4,2295,5.258327,1186,749,538,2172,OK,,,
S6,2020,6,9,23,26,34,45.414177,-71.91127,198.89999,14,59.9,13.2,60,614.4,1883,0.260959,72,41,28,124,UE,,,
S1,2020,6,9,23,26,37,45.414181,-71.911499,199.89999,15,59.9,13.2,60,614.4,2009,8.781277,2226,1312,922,3976,OK,,,
S2,2020,6,9,23,26,39,45.414192,-71.911659,200.39999,14,59.9,13.2,60,614.4,2357,4.866889,3163,1267,819,5140,OK,,,
S4,2020,6,9,23,26,44,45.414207,-71.912064,202.5,15,59.9,13.2,60,614.4,2329,0.652398,422,170,111,667,OK,,,
S5,2020,6,9,23,26,46,45.414211,-71.912315,202.5,15,59.9,13.2,60,614.4,1653,3.953532,1382,710,504,2372,OK,,,
S2,2020,6,9,23,26,54,45.414249,-71.912872,206.60001,13,59.8,13.2,60,614.4,1645,0.287055,123,63,51,168,UE,,,
S3,2020,6,9,23,26,56,45.414249,-71.912971,206.5,13,59.8,13.2,60,614.4,1629,0.195719,80,38,25,123,UE,,,
S4,2020,6,9,23,26,59,45.414169,-71.913063,207.89999,13,59.8,13.2,60,614.4,1628,0.548014,241,116,85,400,UE,,,
S5,2020,6,9,23,27,1,45.414066,-71.913086,208.39999,13,59.8,13.2,60,614.4,5223,3.77086,365,405,316,1008,OK,,,
S6,2020,6,9,23,27,4,45.413879,-71.913094,208.8,13,59.8,13.2,60,614.4,1850,0.274007,88,49,37,153,UE,,,
S1,2020,6,9,23,27,6,45.413769,-71.913094,209.39999,12,59.8,13.2,60,614.4,4416,0.13048,37,26,25,53,UE,,,
S2,2020,6,9,23,27,9,45.413651,-71.913094,210.10001,13,59.8,13.2,60,614.4,1641,0.521918,236,112,81,388,UE,,,
S3,2020,6,9,23,27,11,45.413593,-71.913101,211.60001,12,59.8,13.2,60,614.4,1713,0.717638,361,166,122,582,OK,,,
S4,2020,6,9,23,27,13,45.413494,-71.913101,211.60001,12,59.8,13.2,60,614.4,1722,0.156576,92,43,35,135,UE,,,
S5,2020,6,9,23,27,16,45.413399,-71.913109,214.5,13,59.8,13.2,60,614.4,3088,0.13048,44,28,26,60,UE,,,
S1,2020,6,9,23,27,21,45.413105,-71.913139,218.2,12,59.8,13.3,60,614.4,2337,4.279731,996,629,466,1806,OK,,,
S2,2020,6,9,23,27,23,45.412998,-71.913147,219.60001,13,59.7,13.2,60,614.4,2035,3.314182,1807,749,466,2965,OK,,,
S3,2020,6,9,23,27,26,45.412857,-71.913155,221.5,13,59.7,13.2,60,614.4,1879,0.169623,113,51,41,174,UE,,,
S4,2020,6,9,23,27,28,45.412777,-71.91317,222,12,59.7,13.2,60,614.4,1658,0.104384,58,30,27,80,UE,,,
S5,2020,6,9,23,27,31,45.41272,-71.913322,221.39999,13,59.7,13.2,60,614.4,1622,0.430583,183,89,65,293,UE,,,
S1,2020,6,9,23,27,36,45.412823,-71.913666,219.89999,13,59.6,13.2,60,614.4,2221,7.985351,1630,1037,677,3010,OK,,,
S2,2020,6,9,23,27,38,45.412884,-71.913795,221.3,13,59.6,13.2,60,614.4,2147,0.326199,100,59,48,155,UE,,,
S3,2020,6,9,23,27,40,45.412975,-71.913979,221.60001,13,59.6,13.2,60,614.4,1696,0.117432,61,32,29,86,UE,,,
S4,2020,6,9,23,27,43,45.413036,-71.914093,221.2,13,59.6,13.2,60,614.4,2195,0.313151,257,114,98,379,UE,,,
S5,2020,6,9,23,27,45,45.41312,-71.914284,220.5,13,59.6,13.2,60,614.4,7318,0.365343,97,74,77,104,UE,,,
S1,2020,6,9,23,27,50,45.413239,-71.914497,218.5,13,59.6,13.2,60,614.4,2037,2.283393,707,409,328,1242,OK,,,
S2,2020,6,9,23,27,53,45.413261,-71.914627,218.89999,13,59.7,13.2,60,614.4,1636,4.488498,1984,1010,827,3476,OK,,,
S3,2020,6,9,23,27,55,45.413223,-71.914673,218.3,13,59.6,13.2,60,614.4,2051,0.13048,104,47,41,158,UE,,,
S4,2020,6,9,23,27,58,45.413155,-71.914627,218.5,13,59.7,13.2,60,614.4,5894,0.052192,195,70,58,284,UE,,,
S6,2020,6,9,23,28,3,45.413136,-71.914391,218.3,13,59.6,13.2,60,614.4,1627,0.104384,61,30,26,94,UE,,,
S1,2020,6,9,23,28,5,45.413105,-71.914291,218.60001,13,59.6,13.2,60,614.4,1832,7.319905,4368,1979,1563,7001,OK,,,
S2,2020,6,9,23,28,7,45.413029,-71.914124,219.89999,13,59.5,13.2,60,614.4,4960,0.626302,4491,1512,1202,6780,OK,,,
S4,2020,6,9,23,28,12,45.412884,-71.913826,219.2,13,59.5,13.3,60,614.4,1704,0.300103,129,68,57,184,UE,,,
S5,2020,6,9,23,28,15,45.412827,-71.913696,218,13,59.5,13.2,60,614.4,2823,1.356988,317,211,172,558,OK,,,
S1,2020,6,9,23,28,20,45.412743,-71.913376,217.2,13,59.5,13.2,60,614.4,2383,0.13048,47,28,25,73,UE,,,
S3,2020,6,9,23,28,25,45.412727,-71.913155,215,13,59.5,13.2,60,614.4,1671,2.987983,1520,717,558,2531,OK,,,
S4,2020,6,9,23,28,27,45.412727,-71.913025,214.39999,13,59.5,13.2,60,614.4,1934,1.839762,969,412,266,1545,OK,,,
S5,2020,6,9,23,28,30,45.412704,-71.912804,214.89999,13,59.6,13.2,60,614.4,2237,0.652398,190,114,93,298,UE,,,
S6,2020,6,9,23,28,32,45.412701,-71.912636,213.2,13,59.6,13.2,60,614.4,2105,0.247911,73,43,34,118,UE,,,
S1,2020,6,9,23,28,34,45.412708,-71.912361,211.10001,13,59.7,13.2,60,614.4,1900,2.387777,1647,753,643,2700,OK,,,
S2,2020,6,9,23,28,37,45.412704,-71.912193,210.89999,13,59.7,13.2,60,614.4,5658,0.260959,1173,416,349,1744,OK,,,
S3,2020,6,9,23,28,39,45.412697,-71.911942,210.89999,13,59.7,13.2,60,614.4,1636,0.234863,129,66,60,182,UE,,,
S4,2020,6,9,23,28,42,45.412697,-71.911774,209,13,59.7,13.2,60,614.4,4609,0.156576,246,94,77,356,UE,,,
S5,2020,6,9,23,28,44,45.412697,-71.911629,208.3,13,59.7,13.2,60,614.4,2888,0.287055,134,79,80,181,UE,,,
S6,2020,6,9,23,28,47,45.412689,-71.911407,207.2,13,59.8,13.2,60,614.4,2092,0.378391,282,125,104,435,OK,,,
S2,2020,6,9,23,28,52,45.412689,-71.911224,207,13,59.8,13.2,60,614.4,5518,0.143528,779,260,200,1140,OK,,,
S4,2020,6,9,23,28,57,45.412666,-71.910942,206.7,13,60,13.3,60,614.4,1955,0.287055,95,54,43,156,UE,,,
S5,2020,6,9,23,28,59,45.412663,-71.910774,205.3,13,60,13.2,60,614.4,3214,0.300103,81,54,48,125,UE,,,
S6,2020,6,9,23,29,1,45.412655,-71.91053,203.89999,13,60,13.2,60,614.4,1787,0.417535,145,79,61,241,UE,,,
S1,2020,6,9,23,29,4,45.412655,-71.910355,201.8,13,60,13.2,60,614.4,2702,0.143528,45,28,25,71,UE,,,
S2,2020,6,9,23,29,6,45.412651,-71.91008,201.8,13,60,13.2,60,614.4,1621,0.300103,146,72,59,219,UE,,,
S3,2020,6,9,23,29,9,45.412651,-71.909935,198.89999,13,60,13.2,60,614.4,3135,0.313151,334,138,116,560,OK,,,
S4,2020,6,9,23,29,11,45.412663,-71.90979,197.8,13,60.1,13.2,60,614.4,2065,0.443631,273,116,82,436,UE,,,
S5,2020,6,9,23,29,14,45.412647,-71.909645,197,13,60.1,13.2,60,614.4,1621,0.861165,332,164,116,546,OK,,,
S6,2020,6,9,23,29,16,45.412632,-71.909378,195.7,13,60.1,13.2,60,614.4,1638,0.404487,169,86,67,280,UE,,,
S1,2020,6,9,23,29,19,45.412621,-71.909203,194.2,13,60.1,13.2,60,614.4,3964,2.609592,3292,1273,1011,5093,OK,,,
S2,2020,6,9,23,29,21,45.412609,-71.909027,193.3,13,60.1,13.2,60,614.4,3591,1.14822,1259,484,364,1989,OK,,,
S3,2020,6,9,23,29,24,45.412601,-71.908836,192.2,13,60.2,13.2,60,614.4,1620,0.247911,114,56,43,188,UE,,,
S4,2020,6,9,23,29,26,45.412624,-71.908768,191.89999,13,60.2,13.2,60,614.4,1620,0.339247,148,73,55,240,UE,,,
S5,2020,6,9,23,29,29,45.412731,-71.908722,191.10001,13,60.2,13.2,60,614.4,2573,0.365343,76,51,37,148,UE,,,
S1,2020,6,9,23,29,34,45.412949,-71.908806,190.89999,13,60.2,13.2,60,614.4,1634,6.315212,2125,1070,703,3686,OK,,,
S2,2020,6,9,23,29,36,45.413033,-71.908852,191.2,13,60.2,13.2,60,614.4,1794,7.019802,2119,1164,835,3865,OK,,,
S3,2020,6,9,23,29,38,45.413143,-71.908905,190.89999,13,60.2,13.2,60,614.4,2192,0.378391,89,55,39,157,UE,,,
S4,2020,6,9,23,29,41,45.413219,-71.908936,190.7,12,60.1,13.2,60,614.4,2068,0.965549,544,225,142,864,OK,,,
S5,2020,6,9,23,29,43,45.413353,-71.908989,190.7,12,60.1,13.2,60,614.4,1745,0.482775,210,112,97,381,UE,,,
S6,2020,6,9,23,29,46,45.413456,-71.90905,189.60001,13,60.1,13.2,60,614.4,1708,0.874213,275,146,100,472,OK,,,
S2,2020,6,9,23,29,51,45.413712,-71.90918,188.7,13,60.1,13.2,60,614.4,2036,0.495822,286,120,79,435,UE,,,
S4,2020,6,9,23,29,56,45.413975,-71.909294,187.60001,12,60.1,13.2,60,614.4,3170,1.839762,1483,527,286,2360,OK,,,
S5,2020,6,9,23,29,58,45.414055,-71.909355,188.7,13,60.1,13.2,60,614.4,2115,4.919081,3080,1301,923,4936,OK,,,
S6,2020,6,9,23,30,1,45.41412,-71.909538,189.2,13,60,13.2,60,614.4,1769,0.808973,313,132,61,512,UE,,,
S2,2020,6,9,23,30,5,45.414127,-71.909981,191.2,13,60,13.2,60,614.4,3068,0.156576,145,57,42,211,UE,,,
S3,2020,6,9,23,30,8,45.414127,-71.910149,192.3,13,60,13.2,60,614.4,1886,0.260959,109,60,53,166,UE,,,
S4,2020,6,9,23,30,10,45.414104,-71.910309,192.3,13,60,13.2,60,614.4,2279,1.970242,1293,531,365,2103,OK,,,
S5,2020,6,9,23,30,13,45.414028,-71.910309,191.39999,12,60,13.2,60,614.4,1701,2.453017,1196,551,400,1998,OK,,,
S6,2020,6,9,23,30,15,45.413906,-71.910271,192.8,13,60,13.2,60,614.4,1627,0.743734,295,148,110,498,OK,,,
S1,2020,6,9,23,30,18,45.413757,-71.910217,194.5,13,60,13.2,60,614.4,1832,0.495822,221,120,108,403,OK,,,
S2,2020,6,9,23,30,20,45.413651,-71.910172,195.60001,13,60,13.2,60,614.4,2400,0.260959,190,78,56,300,UE,,,
S3,2020,6,9,23,30,23,45.413494,-71.910103,196.3,13,60,13.2,60,614.4,1662,0.313151,116,60,45,185,UE,,,
S4,2020,6,9,23,30,25,45.413391,-71.910065,197.7,13,59.9,13.2,60,614.4,2046,1.226508,679,281,175,1105,OK,,,
S5,2020,6,9,23,30,28,45.413231,-71.909988,200.7,13,59.9,13.2,60,614.4,1620,6.510932,2235,1087,670,3809,OK,,,
S6,2020,6,9,23,30,30,45.413116,-71.909958,202.3,13,60,13.2,60,614.4,1664,0.600206,220,99,52,366,UE,,,
S1,2020,6,9,23,30,32,45.412945,-71.909927,203.60001,13,59.9,13.2,60,614.4,1620,0.848117,219,103,36,407,UE,,,
S2,2020,6,9,23,30,35,45.412823,-71.909904,204.7,13,59.9,13.2,60,614.4,5668,0.600206,1405,418,215,2021,OK,,,
S3,2020,6,9,23,30,37,45.412697,-71.909889,204.7,13,59.9,13.2,60,614.4,2065,0.287055,74,44,32,138,UE,,,
S4,2020,6,9,23,30,40,45.412643,-71.909935,205.89999,13,60,13.2,60,614.4,1975,0.287055,181,79,59,283,UE,,,
S6,2020,6,9,23,30,45,45.41264,-71.910271,202.3,13,60,13.2,60,614.4,1953,0.156576,51,29,23,88,UE,,,
S1,2020,6,9,23,30,47,45.412647,-71.9105,203.8,13,60.1,13.2,60,614.4,1870,3.288086,1160,643,527,2026,OK,,,
S2,2020,6,9,23,30,50,45.412659,-71.910797,204.39999,13,60,13.2,60,614.4,2399,0.274007,68,43,33,125,UE,,,
S3,2020,6,9,23,30,52,45.41267,-71.91098,204.5,13,60,13.2,60,614.4,3335,0.247911,43,33,25,87,UE,,,
S1,2020,6,9,23,34,48,45.412292,-71.913811,225.39999,13,60,13.2,60,50.4,2292,5.56713,93,60,40,173,UE,,,
S4,2020,6,9,23,34,52,45.412296,-71.913811,225.10001,13,59.9,13.2,60,50.4,2025,3.81746,83,49,35,155,UE,,,
S1,2020,6,9,23,34,55,45.412312,-71.913818,224.89999,13,59.9,13.2,60,100.8,1977,5.089947,206,121,82,377,UE,,,
S3,2020,6,9,23,34,58,45.412319,-71.913818,223.89999,13,59.9,13.2,60,100.8,2064,0.954365,52,30,25,86,UE,,,
