Sensor,date,,,time,,,latitude,longitude,altitude,Satellite,Humidity,T (_C),colorTem,lux,???,???,R,G,B,clear,tail,MSI,SLI,
S5,2020,6,10,0,6,32,45.411068,-71.906593,193.39999,12,71.6,12.4,60,614.4,3240,0.104384,38,24,23,52,UE,,,
S1,2020,6,10,0,6,37,45.411045,-71.906441,192.8,12,71.6,12.4,60,614.4,2533,0.730686,162,106,80,275,UE,,,
S2,2020,6,10,0,6,40,45.411041,-71.906319,188.89999,12,71.6,12.4,60,614.4,2304,0.678494,163,102,76,280,UE,,,
S3,2020,6,10,0,6,42,45.411037,-71.906189,188.2,12,71.5,12.4,60,614.4,2026,1.800618,470,277,200,858,OK,,,
S4,2020,6,10,0,6,45,45.41103,-71.906006,187.8,12,71.5,12.4,60,614.4,1664,0.234863,113,53,39,178,UE,,,
S6,2020,6,10,0,6,50,45.411015,-71.905678,188.2,12,71.5,12.4,60,614.4,2201,0.260959,59,37,25,104,UE,,,
S1,2020,6,10,0,6,52,45.411007,-71.90554,188.2,12,71.4,12.4,60,614.4,1873,11.599636,5910,2548,1658,9445,OK,,,
S2,2020,6,10,0,6,55,45.410992,-71.90535,188.3,12,71.4,12.4,60,614.4,1945,6.132541,3183,1342,839,5196,OK,,,
S4,2020,6,10,0,6,59,45.410969,-71.905014,188.39999,12,71.3,12.4,60,614.4,2103,0.600206,379,161,116,577,OK,,,
S5,2020,6,10,0,7,2,45.410957,-71.904877,188.3,12,71.3,12.4,60,614.4,3503,0.782878,245,159,152,315,OK,,,
S6,2020,6,10,0,7,4,45.410915,-71.904694,188.3,12,71.3,12.4,60,614.4,1641,1.487467,656,311,223,1060,OK,,,
S1,2020,6,10,0,7,7,45.410866,-71.904633,189.39999,12,71.3,12.4,60,614.4,3796,0.195719,58,39,37,83,UE,,,
S2,2020,6,10,0,7,9,45.410793,-71.904633,189.39999,12,71.3,12.4,60,614.4,1913,0.456679,196,108,98,259,UE,,,
S3,2020,6,10,0,7,12,45.410675,-71.904633,189.10001,12,71.3,12.4,60,614.4,2352,0.287055,105,62,56,141,UE,,,
S4,2020,6,10,0,7,14,45.410591,-71.904625,186.39999,12,71.4,12.4,60,614.4,2095,0.195719,77,44,39,105,UE,,,
S5,2020,6,10,0,7,17,45.410458,-71.904671,184.8,12,71.3,12.4,60,614.4,2646,1.891954,412,274,210,698,OK,,,
S6,2020,6,10,0,7,19,45.410393,-71.904709,184.10001,12,71.4,12.4,60,614.4,1620,1.356988,514,252,172,864,OK,,,
S1,2020,6,10,0,7,22,45.41032,-71.9049,186.60001,12,71.4,12.4,60,614.4,1947,3.614285,837,492,311,1486,OK,,,
S2,2020,6,10,0,7,24,45.410324,-71.905037,186.89999,12,71.5,12.4,60,614.4,1728,0.678494,353,162,121,534,OK,,,
S3,2020,6,10,0,7,26,45.410347,-71.905258,189,12,71.5,12.4,60,614.4,3588,0.221815,75,48,47,95,UE,,,
S4,2020,6,10,0,7,29,45.410358,-71.905373,189.89999,12,71.5,12.4,60,614.4,1685,4.684217,2484,1169,928,4097,OK,,,
S5,2020,6,10,0,7,31,45.41037,-71.90551,189.89999,12,71.5,12.4,60,614.4,1691,2.413872,1201,629,570,2023,OK,,,
S6,2020,6,10,0,7,34,45.410358,-71.905609,192.60001,12,71.5,12.4,60,614.4,1711,0.234863,81,43,31,138,UE,,,
S1,2020,6,10,0,7,36,45.410339,-71.905708,194.2,12,71.5,12.4,60,614.4,2825,3.027127,310,270,127,743,OK,,,
S2,2020,6,10,0,7,39,45.410275,-71.9058,194.2,12,71.5,12.4,60,614.4,2346,0.221815,156,64,45,249,UE,,,
S3,2020,6,10,0,7,41,45.410217,-71.905869,195.8,12,71.5,12.4,60,614.4,2326,0.848117,137,94,52,287,UE,,,
S4,2020,6,10,0,7,44,45.410107,-71.906006,196.7,11,71.5,12.4,60,614.4,5611,0.156576,373,115,65,550,UE,,,
S1,2020,6,10,0,7,51,45.409851,-71.906357,200.89999,12,71.5,12.4,60,614.4,3636,6.132541,5606,1871,905,8258,OK,,,
S2,2020,6,10,0,7,53,45.409809,-71.906425,202.5,12,71.5,12.4,60,614.4,1621,5.127849,1254,599,198,2283,OK,,,
S4,2020,6,10,0,7,58,45.409805,-71.906593,203.5,13,71.4,12.4,60,614.4,3441,1.604899,1384,471,233,2036,OK,,,
S5,2020,6,10,0,8,1,45.409855,-71.90667,203.7,13,71.4,12.4,60,614.4,1728,1.069933,394,210,165,576,OK,,,
S6,2020,6,10,0,8,3,45.409927,-71.906769,205.7,12,71.4,12.4,60,614.4,1644,0.665446,209,94,40,352,UE,,,
S3,2020,6,10,0,8,11,45.410244,-71.907249,207.2,12,71.3,12.4,60,614.4,1671,0.391439,102,53,27,170,UE,,,
S4,2020,6,10,0,8,13,45.410328,-71.907356,206.89999,12,71.4,12.4,60,614.4,1919,0.287055,160,69,47,255,UE,,,
S5,2020,6,10,0,8,16,45.4104,-71.907501,208.10001,12,71.4,12.4,60,614.4,1620,0.391439,118,56,27,199,UE,,,
S6,2020,6,10,0,8,18,45.410385,-71.90757,209.7,12,71.4,12.4,60,614.4,2038,0.587158,109,68,36,219,UE,,,
S1,2020,6,10,0,8,20,45.410278,-71.907654,209.7,12,71.4,12.4,60,614.4,1983,12.539089,2346,1436,743,4711,OK,,,
S2,2020,6,10,0,8,23,45.410183,-71.907661,209.2,12,71.4,12.4,60,614.4,1625,5.440999,1796,843,451,3215,OK,,,
S3,2020,6,10,0,8,25,45.410046,-71.907661,208.39999,12,71.4,12.4,60,614.4,2208,1.396132,326,202,144,643,OK,,,
S4,2020,6,10,0,8,28,45.409939,-71.907669,209.39999,12,71.3,12.4,60,614.4,1728,1.578803,489,262,182,857,OK,,,
S5,2020,6,10,0,8,30,45.409847,-71.907677,210.7,12,71.3,12.4,60,614.4,2047,1.135173,307,181,134,566,OK,,,
S6,2020,6,10,0,8,33,45.409702,-71.9077,212.3,12,71.3,12.4,60,614.4,2291,0.900309,216,135,100,388,OK,,,
S2,2020,6,10,0,8,38,45.409473,-71.907707,212.5,12,71.3,12.4,60,614.4,1880,0.456679,158,88,71,241,UE,,,
S3,2020,6,10,0,8,40,45.409401,-71.907722,212.3,12,71.3,12.4,60,614.4,3936,0.182671,51,35,33,63,UE,,,
S4,2020,6,10,0,8,42,45.409344,-71.90773,211.60001,12,71.3,12.4,60,614.4,1620,0.848117,299,144,89,505,UE,,,
S5,2020,6,10,0,8,45,45.40929,-71.9077,210.5,12,71.4,12.5,60,614.4,1621,3.418566,1225,603,399,2099,OK,,,
S1,2020,6,10,0,8,50,45.409241,-71.90741,207.8,12,71.4,12.4,60,614.4,1626,6.863226,1647,801,278,2815,OK,,,
S2,2020,6,10,0,8,52,45.409233,-71.907188,206.7,12,71.4,12.4,60,614.4,2803,2.896647,1920,676,302,2975,OK,,,
S3,2020,6,10,0,8,55,45.409241,-71.907043,205.10001,12,71.4,12.4,60,614.4,2409,16.140326,2960,1990,1287,5894,OK,,,
S4,2020,6,10,0,8,57,45.409241,-71.906891,203.89999,12,71.4,12.5,60,614.4,2478,0.326199,243,99,71,376,UE,,,
S5,2020,6,10,0,9,0,45.409241,-71.90667,202.5,12,71.4,12.4,60,614.4,1750,0.234863,101,54,46,145,UE,,,
S6,2020,6,10,0,9,2,45.409237,-71.906532,201.2,12,71.4,12.5,60,614.4,1648,0.691542,340,162,125,566,OK,,,
S1,2020,6,10,0,9,5,45.409237,-71.906334,199.60001,12,71.4,12.5,60,614.4,2017,0.169623,73,41,37,121,UE,,,
S2,2020,6,10,0,9,7,45.409237,-71.906219,198.8,12,71.5,12.5,60,614.4,5075,0.534966,939,336,252,1421,OK,,,
S3,2020,6,10,0,9,9,45.409237,-71.906075,197.60001,12,71.5,12.5,60,614.4,1677,9.368435,2738,1429,885,4931,OK,,,
S4,2020,6,10,0,9,12,45.409237,-71.905998,197,12,71.5,12.5,60,614.4,2933,0.404487,360,142,103,562,OK,,,
S5,2020,6,10,0,9,14,45.409233,-71.905838,197,12,71.5,12.5,60,614.4,1684,2.805311,1213,554,362,2007,OK,,,
S6,2020,6,10,0,9,17,45.409218,-71.905678,194.5,12,71.6,12.5,60,614.4,1723,0.848117,312,166,130,544,OK,,,
S1,2020,6,10,0,9,19,45.409184,-71.905518,193.39999,13,71.6,12.5,60,614.4,4578,8.285454,12309,4554,3492,18907,OK,,,
S2,2020,6,10,0,9,22,45.409115,-71.905281,192.89999,12,71.6,12.5,60,614.4,1697,0.013048,4900,1565,1200,7237,OK,,,
S3,2020,6,10,0,9,24,45.409084,-71.905136,193.3,13,71.5,12.4,60,614.4,2294,0.900309,238,146,115,421,OK,,,
S4,2020,6,10,0,9,27,45.409054,-71.904915,193.60001,13,71.6,12.5,60,614.4,3868,0.195719,243,94,74,362,UE,,,
S5,2020,6,10,0,9,29,45.409035,-71.904762,194.2,13,71.7,12.5,60,614.4,1829,0.887261,495,221,163,819,OK,,,
S6,2020,6,10,0,9,32,45.409,-71.904541,194.10001,13,71.6,12.5,60,614.4,1750,0.365343,206,95,75,326,UE,,,
S1,2020,6,10,0,9,34,45.408978,-71.904381,193.8,12,71.6,12.5,60,614.4,1620,10.464463,4615,2279,1771,7524,OK,,,
S2,2020,6,10,0,9,36,45.408962,-71.904137,193.5,12,71.7,12.5,60,614.4,5213,0.926405,6229,2046,1552,9454,OK,,,
S3,2020,6,10,0,9,39,45.408943,-71.903969,192.7,12,71.7,12.5,60,614.4,1878,13.061007,3722,2102,1514,6597,OK,,,
S4,2020,6,10,0,9,41,45.408932,-71.903709,192.7,12,71.7,12.5,60,614.4,2224,1.435276,868,351,221,1428,OK,,,
S5,2020,6,10,0,9,44,45.40892,-71.903549,192.7,12,71.7,12.5,60,614.4,3555,0.352295,106,70,66,140,UE,,,
S6,2020,6,10,0,9,46,45.408905,-71.903389,191.89999,12,71.7,12.5,60,614.4,1643,0.287055,104,53,38,171,UE,,,
S1,2020,6,10,0,9,49,45.40889,-71.903152,190,12,71.8,12.5,60,614.4,1634,12.617377,4323,2178,1457,7470,OK,,,
S2,2020,6,10,0,9,51,45.408882,-71.902985,188.39999,12,71.8,12.5,60,614.4,3169,3.444661,3176,1225,872,5151,OK,,,
S3,2020,6,10,0,9,54,45.408871,-71.902718,186.5,12,71.9,12.5,60,614.4,2132,0.117432,47,27,24,72,UE,,,
S4,2020,6,10,0,9,56,45.408859,-71.90255,185.3,11,71.9,12.5,60,614.4,2064,2.49216,1380,569,353,2299,OK,,,
S5,2020,6,10,0,9,59,45.408836,-71.902313,182.89999,13,71.9,12.5,60,614.4,1637,0.365343,162,77,55,257,UE,,,
S6,2020,6,10,0,10,1,45.408825,-71.902145,181.60001,13,72,12.5,60,614.4,1836,0.587158,172,96,68,297,UE,,,
S1,2020,6,10,0,10,3,45.408813,-71.901917,180.5,12,72,12.5,60,614.4,2542,3.562093,829,537,417,1511,OK,,,
S2,2020,6,10,0,10,6,45.408806,-71.901794,179.7,12,72.1,12.5,60,614.4,1625,3.157606,1387,672,503,2335,OK,,,
S3,2020,6,10,0,10,8,45.408791,-71.901627,179.10001,13,72.1,12.5,60,614.4,1947,0.430583,147,83,68,260,UE,,,
S4,2020,6,10,0,10,11,45.40876,-71.901535,178.89999,13,72.1,12.5,60,614.4,1679,6.537028,1999,1045,682,3614,OK,,,
S5,2020,6,10,0,10,13,45.408695,-71.901489,179.10001,13,72.1,12.5,60,614.4,1651,0.795925,372,176,131,585,OK,,,
S6,2020,6,10,0,10,16,45.408569,-71.901474,179.10001,12,72.1,12.5,60,614.4,2591,0.835069,236,148,126,365,OK,,,
S1,2020,6,10,0,10,18,45.408485,-71.901482,180.3,12,72.1,12.5,60,614.4,1703,2.5574,1329,618,475,2116,OK,,,
S2,2020,6,10,0,10,21,45.408371,-71.901482,181.60001,12,72.1,12.5,60,614.4,1678,3.849148,1695,884,751,2673,OK,,,
S3,2020,6,10,0,10,23,45.408295,-71.901474,183.39999,12,72.1,12.5,60,614.4,2614,0.326199,110,67,61,164,UE,,,
S4,2020,6,10,0,10,25,45.408192,-71.901489,184.7,12,72.1,12.5,60,614.4,1620,4.097059,1740,861,655,3018,OK,,,
S5,2020,6,10,0,10,28,45.408119,-71.901489,186.3,12,72.1,12.5,60,614.4,1621,0.495822,238,117,94,354,UE,,,
S6,2020,6,10,0,10,30,45.407974,-71.901489,186.3,12,72,12.5,60,614.4,1796,0.339247,121,66,52,200,UE,,,
S1,2020,6,10,0,10,33,45.407871,-71.901489,190.89999,12,72,12.5,60,614.4,2389,2.935791,847,518,433,1426,OK,,,
S2,2020,6,10,0,10,35,45.407726,-71.90152,193.60001,12,72,12.5,60,614.4,1674,2.074625,992,463,340,1696,OK,,,
S3,2020,6,10,0,10,38,45.407658,-71.901543,196.2,12,72,12.5,60,614.4,1732,1.78757,621,332,252,1132,OK,,,
S4,2020,6,10,0,10,40,45.407589,-71.901566,196.89999,12,72,12.5,60,614.4,5503,0.104384,232,84,67,327,UE,,,
S5,2020,6,10,0,10,43,45.407455,-71.901611,198.39999,12,72,12.5,60,614.4,2520,0.104384,40,24,22,54,UE,,,
S6,2020,6,10,0,10,45,45.407352,-71.901627,199,12,72,12.5,60,614.4,1698,0.378391,125,66,46,211,UE,,,
S1,2020,6,10,0,10,48,45.407188,-71.901634,199.8,12,71.9,12.5,60,614.4,2032,6.302165,3582,1506,998,5660,OK,,,
S2,2020,6,10,0,10,50,45.407078,-71.901642,199.60001,12,71.9,12.5,60,614.4,2706,0.782878,599,235,159,936,OK,,,
S3,2020,6,10,0,10,52,45.406914,-71.901657,199.10001,12,71.9,12.5,60,614.4,1999,2.753119,679,401,274,1206,OK,,,
S4,2020,6,10,0,10,55,45.406815,-71.901657,199.3,12,71.9,12.5,60,614.4,5482,0.260959,570,199,148,840,OK,,,
S5,2020,6,10,0,10,57,45.406689,-71.90168,199.3,12,71.9,12.5,60,614.4,1855,0.521918,163,91,68,270,UE,,,
S6,2020,6,10,0,11,0,45.406643,-71.901756,199.2,12,71.9,12.5,60,614.4,1696,1.109077,393,171,78,648,UE,,,
S1,2020,6,10,0,11,2,45.406631,-71.901955,198.8,12,72,12.5,60,614.4,2129,0.221815,60,36,27,99,UE,,,
S2,2020,6,10,0,11,5,45.406624,-71.902107,198.3,12,72,12.5,60,614.4,3167,0.169623,148,55,35,220,UE,,,
S3,2020,6,10,0,11,7,45.406616,-71.902222,197.60001,12,72.1,12.5,60,614.4,3174,0.587158,125,88,72,246,UE,,,
S4,2020,6,10,0,11,10,45.406616,-71.902359,196.5,12,72.1,12.5,60,614.4,3874,0.952501,951,311,148,1397,OK,,,
S6,2020,6,10,0,11,15,45.406616,-71.902565,196.3,12,72.1,12.5,60,614.4,1759,0.926405,351,148,66,578,UE,,,
S1,2020,6,10,0,11,17,45.406624,-71.902657,196.5,12,72.1,12.5,60,614.4,2717,7.437337,4780,1703,773,7271,OK,,,
S2,2020,6,10,0,11,19,45.406643,-71.902771,197.2,12,72.1,12.5,60,614.4,2818,4.318875,2794,964,387,4348,OK,,,
S4,2020,6,10,0,11,24,45.406677,-71.902939,197.7,12,72.1,12.5,60,614.4,2414,0.952501,659,266,181,1046,OK,,,
S5,2020,6,10,0,11,27,45.406681,-71.902992,198.10001,12,72.1,12.5,60,614.4,2187,0.339247,132,76,69,187,UE,,,
S1,2020,6,10,0,11,32,45.406681,-71.903008,199.2,12,72,12.5,60,614.4,2349,0.13048,43,26,22,66,UE,,,
S2,2020,6,10,0,11,34,45.406689,-71.903008,199.60001,12,72,12.5,60,614.4,3811,0.247911,255,87,48,377,UE,,,
S3,2020,6,10,0,11,37,45.406696,-71.903015,200.39999,12,72,12.5,60,614.4,1838,0.482775,130,73,49,234,UE,,,
S4,2020,6,10,0,11,39,45.406704,-71.903015,200.3,12,71.9,12.5,60,614.4,2302,1.591851,1024,415,274,1650,OK,,,
S5,2020,6,10,0,11,42,45.406696,-71.903023,202.10001,10,71.9,12.5,60,614.4,1819,0.247911,101,55,47,156,UE,,,
S4,2020,6,10,0,13,35,45.406719,-71.903023,192.89999,13,70.4,12.5,60,100.8,2752,0.636243,87,34,23,134,UE,,,
S1,2020,6,10,0,13,39,45.406715,-71.903114,194.7,13,70.4,12.5,60,153.6,2697,1.096029,65,43,34,108,UE,,,
S3,2020,6,10,0,13,41,45.406712,-71.903168,195.8,13,70.4,12.5,60,153.6,1840,5.1148,642,279,182,1041,OK,,,
S4,2020,6,10,0,13,43,45.406712,-71.903236,196.5,13,70.4,12.5,60,153.6,1627,4.436306,417,198,125,731,OK,,,
S6,2020,6,10,0,13,45,45.406708,-71.903397,197.2,13,70.3,12.5,60,153.6,1665,1.722331,141,73,49,242,UE,,,
S1,2020,6,10,0,13,47,45.406708,-71.903458,197.60001,13,70.3,12.5,60,614.4,2033,0.50887,167,96,79,309,UE,,,
S2,2020,6,10,0,13,49,45.406704,-71.903564,198.3,13,70.3,12.5,60,614.4,2112,1.135173,671,278,182,1072,OK,,,
S3,2020,6,10,0,13,51,45.406704,-71.903679,199.10001,13,70.2,12.5,60,153.6,1855,49.530056,3274,1850,1240,5876,OK,,,
S4,2020,6,10,0,13,53,45.4067,-71.903793,200,13,70.2,12.5,60,153.6,1651,0.626302,74,35,26,116,UE,,,
S6,2020,6,10,0,13,56,45.4067,-71.904022,201,13,70.2,12.5,60,614.4,2240,0.70459,179,110,83,315,UE,,,
S1,2020,6,10,0,13,59,45.406712,-71.904137,203.5,13,70.2,12.5,60,614.4,3597,0.874213,223,153,139,408,OK,,,
S2,2020,6,10,0,14,1,45.406719,-71.904297,204.60001,13,70.2,12.6,60,614.4,1629,0.913357,329,165,113,561,OK,,,
S3,2020,6,10,0,14,4,45.406723,-71.904404,205.8,12,70.1,12.5,60,153.6,1637,19.31098,2053,1045,837,3456,OK,,,
S4,2020,6,10,0,14,6,45.406727,-71.904465,206.5,13,70.1,12.5,60,614.4,1672,0.456679,181,82,48,320,UE,,,
S5,2020,6,10,0,14,8,45.406734,-71.904518,207.7,13,70,12.5,60,614.4,1693,2.727024,1110,498,295,1853,OK,,,
S6,2020,6,10,0,14,10,45.406731,-71.90461,209.2,13,70,12.5,60,614.4,1985,1.683187,346,209,120,677,OK,,,
S1,2020,6,10,0,14,12,45.406731,-71.904785,211,13,70,12.5,60,614.4,2535,12.095458,1544,1177,586,3592,OK,,,
S2,2020,6,10,0,14,15,45.406731,-71.904915,212.3,13,70,12.5,60,614.4,1749,4.344971,1830,798,453,3131,OK,,,
S3,2020,6,10,0,14,17,45.406719,-71.905121,212.3,13,70,12.5,60,153.6,1620,1.252604,94,45,22,157,UE,,,
S4,2020,6,10,0,14,19,45.406719,-71.905251,213.7,12,70,12.5,60,614.4,1773,1.657091,707,305,170,1196,OK,,,
S5,2020,6,10,0,14,21,45.406712,-71.905304,214.3,12,70,12.5,60,614.4,1705,0.234863,87,46,35,127,UE,,,
S6,2020,6,10,0,14,24,45.406734,-71.905464,211.89999,13,70,12.5,60,614.4,1620,1.2787,494,243,170,833,OK,,,
S1,2020,6,10,0,14,26,45.406734,-71.905586,211,13,70,12.5,60,614.4,2109,2.413872,759,443,365,1361,OK,,,
S2,2020,6,10,0,14,29,45.406731,-71.905731,211.60001,13,70,12.5,60,614.4,2336,3.522949,2306,932,618,3720,OK,,,
S3,2020,6,10,0,14,31,45.406734,-71.905762,211.7,13,70,12.5,60,614.4,1880,2.100722,569,323,224,997,OK,,,
S4,2020,6,10,0,14,33,45.406742,-71.905762,213.5,13,70,12.5,60,614.4,2066,2.244249,1303,545,361,2063,OK,,,
S5,2020,6,10,0,14,36,45.40675,-71.905762,213.7,13,70,12.5,60,614.4,1734,0.221815,92,49,41,133,UE,,,
S6,2020,6,10,0,14,38,45.406757,-71.905762,213.7,13,70,12.5,60,614.4,1751,0.417535,139,75,55,237,UE,,,
S1,2020,6,10,0,14,41,45.406761,-71.905769,213.7,13,70,12.5,60,614.4,2165,0.287055,90,53,44,157,UE,,,
S2,2020,6,10,0,14,43,45.406769,-71.905838,214.89999,13,70,12.5,60,614.4,2238,1.891954,1211,498,338,1946,OK,,,
S3,2020,6,10,0,14,46,45.406811,-71.905891,216.3,13,70,12.5,60,614.4,1635,0.965549,375,190,141,627,OK,,,
S4,2020,6,10,0,14,48,45.406898,-71.905907,215.2,13,70,12.5,60,614.4,2223,0.887261,569,235,161,925,OK,,,
S5,2020,6,10,0,14,51,45.407051,-71.905907,213.39999,13,70,12.5,60,614.4,4444,0.300103,67,50,46,93,UE,,,
S6,2020,6,10,0,14,53,45.407158,-71.905899,212.3,13,70,12.5,60,614.4,2650,0.287055,69,45,36,119,UE,,,
S2,2020,6,10,0,14,58,45.407444,-71.905907,207.7,12,70,12.5,60,614.4,1925,0.274007,110,61,54,162,UE,,,
S3,2020,6,10,0,15,0,45.407612,-71.905914,205.8,12,70,12.6,60,614.4,1625,1.578803,841,426,380,1529,OK,,,
S4,2020,6,10,0,15,3,45.40773,-71.905914,204.89999,13,70,12.6,60,614.4,1620,0.104384,54,27,23,75,UE,,,
S5,2020,6,10,0,15,5,45.407913,-71.905899,204.89999,13,70,12.5,60,614.4,5606,0.104384,30,22,22,34,UE,,,
S1,2020,6,10,0,15,10,45.408222,-71.905891,203.8,12,70.1,12.5,60,614.4,1709,5.336616,1044,562,190,1911,OK,,,
S2,2020,6,10,0,15,13,45.40836,-71.905891,201.60001,13,70.2,12.6,60,614.4,2549,4.645073,2715,970,400,4267,OK,,,
S4,2020,6,10,0,15,18,45.408684,-71.905891,199.60001,13,70.2,12.5,60,614.4,1802,0.57411,323,146,111,518,OK,,,
S5,2020,6,10,0,15,20,45.408813,-71.905884,198.5,13,70.3,12.5,60,614.4,4210,1.696235,220,199,153,548,OK,,,
S6,2020,6,10,0,15,23,45.409,-71.905861,199,13,70.4,12.6,60,614.4,1642,1.735379,590,300,203,1008,OK,,,
S1,2020,6,10,0,15,25,45.409092,-71.905853,198.2,13,70.4,12.5,60,614.4,2274,1.931098,525,320,254,962,OK,,,
S2,2020,6,10,0,15,28,45.409187,-71.905823,195.89999,13,70.4,12.6,60,614.4,2119,4.292778,2552,1059,701,4093,OK,,,
S3,2020,6,10,0,15,30,45.409222,-71.905739,192.5,13,70.5,12.5,60,614.4,1686,0.234863,133,63,52,213,UE,,,
S4,2020,6,10,0,15,32,45.409164,-71.905487,192.5,13,70.6,12.6,60,614.4,2046,1.396132,859,368,266,1400,OK,,,
S5,2020,6,10,0,15,35,45.409092,-71.905296,191.39999,12,70.6,12.6,60,614.4,2286,0.469727,145,87,73,234,UE,,,
S6,2020,6,10,0,15,37,45.409016,-71.904984,190.5,12,70.7,12.6,60,614.4,1970,1.813666,503,291,214,883,OK,,,
S2,2020,6,10,0,15,42,45.408932,-71.904655,192.8,13,70.6,12.5,60,614.4,1984,0.143528,109,49,41,166,UE,,,
S3,2020,6,10,0,15,45,45.408794,-71.904602,194.60001,13,70.6,12.5,60,614.4,2337,1.774523,541,326,277,935,OK,,,
S4,2020,6,10,0,15,47,45.408699,-71.904579,196.3,13,70.8,12.6,60,614.4,1624,0.274007,120,58,42,177,UE,,,
S5,2020,6,10,0,15,50,45.408527,-71.904579,197.3,13,70.7,12.5,60,614.4,2653,0.234863,51,34,26,89,UE,,,
S6,2020,6,10,0,15,52,45.408401,-71.904579,199.2,13,70.8,12.5,60,614.4,2101,0.991645,181,115,63,367,UE,,,
S1,2020,6,10,0,15,55,45.408222,-71.904594,200.8,13,70.8,12.6,60,614.4,2400,14.913817,2090,1508,763,4707,OK,,,
S2,2020,6,10,0,15,57,45.408108,-71.904594,202.10001,13,70.9,12.6,60,614.4,1626,0.482775,159,79,49,278,UE,,,
S4,2020,6,10,0,16,2,45.407841,-71.904594,204.3,13,70.8,12.5,60,614.4,4077,0.260959,296,99,54,444,UE,,,
S6,2020,6,10,0,16,7,45.407574,-71.904594,207.5,13,71,12.6,60,614.4,1743,1.004693,373,158,69,620,UE,,,
S1,2020,6,10,0,16,9,45.407463,-71.904602,209.10001,13,70.9,12.5,60,614.4,1684,0.743734,152,80,27,287,UE,,,
S2,2020,6,10,0,16,12,45.407272,-71.90461,213.89999,13,71,12.6,60,614.4,4207,0.208767,246,81,43,363,UE,,,
S4,2020,6,10,0,16,17,45.40696,-71.904625,215.10001,13,71,12.5,60,614.4,2010,11.690971,2040,1274,617,4293,OK,,,
S5,2020,6,10,0,16,19,45.406864,-71.904625,214.2,13,71,12.5,60,614.4,2199,1.043837,201,129,79,364,UE,,,
S6,2020,6,10,0,16,22,45.406754,-71.904602,214.7,13,71,12.6,60,614.4,1816,1.317844,353,197,129,633,OK,,,
S1,2020,6,10,0,16,24,45.406696,-71.904526,214.2,13,71,12.6,60,614.4,1641,6.249972,2496,1273,983,4189,OK,,,
S2,2020,6,10,0,16,26,45.406666,-71.904289,212.7,13,71,12.6,60,614.4,5595,0.104384,249,89,70,365,UE,,,
S3,2020,6,10,0,16,29,45.406654,-71.90406,210.5,13,71,12.6,60,614.4,3110,0.156576,46,30,27,63,UE,,,
S4,2020,6,10,0,16,31,45.406647,-71.903702,210.5,13,71,12.5,60,614.4,1864,0.548014,300,132,94,466,UE,,,
S5,2020,6,10,0,16,34,45.406643,-71.903503,205.8,13,71.1,12.6,60,614.4,1862,0.678494,279,153,134,461,OK,,,
S6,2020,6,10,0,16,36,45.406651,-71.903351,204.7,13,71.1,12.6,60,614.4,1709,1.422228,454,241,169,773,OK,,,
S1,2020,6,10,0,16,39,45.406754,-71.903236,201,13,71.1,12.5,60,614.4,1632,3.431613,1798,876,731,2958,OK,,,
S2,2020,6,10,0,16,41,45.406864,-71.903221,199.8,13,71.2,12.6,60,614.4,2536,0.039144,1649,532,411,2425,OK,,,
S3,2020,6,10,0,16,44,45.407055,-71.903206,199.3,13,71.2,12.6,60,614.4,1880,0.417535,95,55,32,175,UE,,,
S4,2020,6,10,0,16,46,45.407196,-71.903198,199,13,71.2,12.5,60,614.4,2075,1.996338,1103,453,278,1773,OK,,,
S5,2020,6,10,0,16,49,45.407417,-71.903191,198.10001,13,71.4,12.6,60,614.4,2234,9.407578,2323,1430,1067,4119,OK,,,
S6,2020,6,10,0,16,51,45.407558,-71.903183,197.60001,13,71.4,12.6,60,614.4,1682,0.287055,84,44,27,142,UE,,,
S1,2020,6,10,0,16,53,45.407776,-71.903183,197,13,71.4,12.6,60,614.4,3382,4.501546,3776,1286,626,5652,OK,,,
S2,2020,6,10,0,16,56,45.407909,-71.903183,195.7,13,71.4,12.6,60,614.4,5027,0.848117,1349,422,222,1943,OK,,,
S3,2020,6,10,0,16,58,45.408112,-71.903175,195.7,13,71.4,12.6,60,614.4,1795,0.482775,157,86,64,253,UE,,,
S4,2020,6,10,0,17,1,45.408249,-71.903183,193.89999,13,71.4,12.6,60,614.4,2447,1.970242,1315,519,329,2060,OK,,,
S5,2020,6,10,0,17,3,45.408386,-71.903175,193,13,71.4,12.6,60,614.4,2288,6.706651,1824,1113,888,3319,OK,,,
S6,2020,6,10,0,17,6,45.408577,-71.903152,192,13,71.4,12.5,60,614.4,1816,0.247911,70,39,26,119,UE,,,
S1,2020,6,10,0,17,8,45.40868,-71.903137,190.89999,13,71.5,12.6,60,614.4,1645,4.279731,1278,569,212,2203,OK,,,
S2,2020,6,10,0,17,11,45.408787,-71.903122,190.7,13,71.6,12.6,60,614.4,1638,0.874213,349,164,107,559,OK,,,
S3,2020,6,10,0,17,13,45.408855,-71.903099,189.7,13,71.6,12.6,60,614.4,1840,0.756782,369,159,99,604,UE,,,
S4,2020,6,10,0,17,16,45.408916,-71.903152,190.60001,13,71.7,12.6,60,614.4,2574,0.626302,449,176,114,705,OK,,,
S5,2020,6,10,0,17,18,45.408901,-71.903183,191.39999,13,71.7,12.6,60,614.4,2046,0.822021,470,197,130,749,OK,,,
