S1,2020,3,10,23,3,48,45.421009,-71.872154,261.39999,13,36.1,14.8,0,2.4,4957,INF,14245,13697,11197,37653,OK,,,,,
S4,2020,3,10,23,3,50,45.421009,-71.872147,261.5,13,36.1,14.8,60,614.4,40258,852.46234,625,0,1,1608,UE,,,,,
S1,2020,3,10,23,3,51,45.421009,-71.872147,261.29999,13,36.1,14.8,0,2.4,4960,INF,14244,13709,11204,37681,OK,,,,,
S4,2020,3,10,23,3,53,45.421013,-71.872147,261.20001,13,36.1,14.8,60,614.4,40943,852.4754,623,0,0,1602,UE,,,,,
S1,2020,3,10,23,3,55,45.421013,-71.872147,261.20001,13,36.1,14.8,0,2.4,4951,INF,14248,13705,11194,37635,OK,,,,,
S4,2020,3,10,23,3,57,45.421013,-71.872147,261.10001,13,36.1,14.8,60,614.4,40226,852.57977,596,0,1,1527,UE,,,,,
S1,2020,3,10,23,3,58,45.421009,-71.872147,261.10001,13,36.1,14.7,0,2.4,4966,INF,14182,13643,11161,37525,OK,,,,,
S4,2020,3,10,23,4,0,45.421024,-71.872154,261.60001,10,36.1,14.7,60,614.4,40240,852.52759,608,0,1,1564,UE,,,,,
S1,2020,3,10,23,7,19,45.420967,-71.8713,264.70001,12,36.1,14.7,0,2.4,63988,INF,640,101,107,759,OK,,,,,
S4,2020,3,10,23,7,21,45.420959,-71.8713,265.70001,11,36.1,14.7,60,614.4,40943,849.01764,1441,0,0,1953,UE,,,,,
S1,2020,3,10,23,7,23,45.420963,-71.8713,265.79999,11,36.4,13,0,2.4,61574,INF,640,100,107,759,OK,,,,,
S4,2020,3,10,23,7,24,45.420963,-71.871307,265.60001,11,36.4,13,60,614.4,40943,848.99152,1446,0,0,1956,UE,,,,,
S1,2020,3,10,23,7,26,45.420963,-71.871307,265.60001,11,36.4,12.9,0,2.4,61574,INF,640,100,107,758,OK,,,,,
S4,2020,3,10,23,7,28,45.420959,-71.871307,265.39999,11,36.4,12.9,60,614.4,40943,849.06995,1428,0,0,1924,UE,,,,,
S1,2020,3,10,23,7,30,45.420959,-71.871307,265.29999,11,36.4,12.8,0,2.4,61574,INF,640,100,107,758,OK,,,,,
S4,2020,3,10,23,7,31,45.420948,-71.871307,265.20001,11,36.4,12.8,60,614.4,40943,849.04382,1433,0,0,1934,UE,,,,,
S1,2020,3,10,23,7,44,45.420952,-71.871315,264.79999,11,36.4,12.8,60,2.4,40943,0,1,0,0,0,UE,,,,,
S4,2020,3,10,23,7,45,45.420956,-71.871315,264.70001,12,36.4,12.8,60,2.4,41350,217228.27,1558,2,1,2216,UE,,,,,
S1,2020,3,10,23,7,46,45.420956,-71.871307,264.70001,12,36.4,12.7,60,24,40943,0,3,0,0,3,UE,,,,,
S4,2020,3,10,23,7,47,45.420956,-71.871307,264.70001,12,36.4,12.7,60,24,1745,21888.508,7,3,13,11,UE,,,,,
S1,2020,3,10,23,7,48,45.420952,-71.8713,264.29999,12,36.4,12.6,60,50.4,12957,10423.574,25,4,4,30,UE,,,,,
S4,2020,3,10,23,7,49,45.420952,-71.871307,264.29999,12,36.4,12.6,60,50.4,51098,10423.893,61,17,13,86,UE,,,,,
S1,2020,3,10,23,7,50,45.420952,-71.871307,264.20001,13,36.4,12.5,60,100.8,52051,5211.231,53,8,9,62,UE,,,,,
S4,2020,3,10,23,7,52,45.420956,-71.871307,264.10001,12,36.4,12.5,60,100.8,5136,5211.708,127,35,27,181,UE,,,,,
