R,G,B,C,R/G,B/G,R/C,B/C,G/C,MSI,SLI,IPI,fname
90000579238.3756,86158494760.78937,64339540600.32552,222875792353.85202,1.0445932172823282,0.746757946258903,0.4038149602873194,0.3865762802269641,0.2886789090946939,0.44388234706515706,0.6381713923388284,0.6210694314595189,LSPDD/lampdump/CFL_Twister_domestic-use_coolwhite-color_GE-brand_26W_65.4Lum_4100K
150408161050.815,93583600106.9925,85024519627.98312,202305071730.93182,1.6072064002544888,0.9085408076925453,0.7434720235331503,0.4625865249263736,0.4202787349842952,0.24231253827206045,0.454732394168219,1.0063337454148598,LSPDD/lampdump/INC_A19_domestic-use_softwhite-color_Sylvania-brand_25W_120V_7.6Lum_2403K
1028980109176.2,678278460713.4026,574663000262.1,1617454016625.85,1.5170467127821439,0.8472375779966218,0.6361727125465626,0.4193494552187335,0.3552886167737226,0.3228969355503833,0.5399589589484259,0.9203559306978095,LSPDD/lampdump/Halo_PAR38_domestic-use_softwhite-color_Sylvania-brand_90W_120V_14.6Lum_3000K
100283764419.09534,71591211414.31885,44767528117.84522,217934083970.60202,1.4007831748889465,0.6253215615917255,0.4601564041383403,0.3284993797664805,0.20541774513748887,0.2938924199213175,0.48683644705947776,0.6819408614273763,LSPDD/lampdump/LED_PAR20_domestic-use_softwhite-color_Philips-brand_5W_120V_66Lm_2700K
323328099051.83673,389037281740.62396,321654322267.0636,1067055194117.8013,0.8310979801349826,0.8267956243882933,0.30300972324037234,0.36458965186169634,0.3014411288565017,0.6493627992326767,0.6993292987128139,0.694357185016108,LSPDD/lampdump/LED_PAR20_dim_domestic-use_coolwhite-color_LightingScience-brand_8W_52.5Lum_120V_5000K_50000H
227337972586.8175,150072616542.315,128518384171.86876,354375463490.1987,1.514853127937011,0.8563746480400124,0.6415172493823212,0.42348478380604837,0.36266163268220547,0.32585949918853596,0.5357237891178211,0.9135689131828069,LSPDD/lampdump/Halo_A19_domestic-use_CrystaldaylightPlus-color_Sylvania-brand_60W_120V_16Lum
170269013257.53644,110266492109.99136,67194482266.84711,346122650404.96173,1.5441591547837785,0.6093826055500187,0.4919325940048204,0.3185763543096071,0.19413488885581429,0.26230902031571635,0.455872896094238,0.72408648556018,LSPDD/lampdump/LED_MR16_domestic-use_softwhite-color_TCPElite-brand_7W_120V_71Lm_2400K
259895893720.05078,198080120730.12164,114481860346.99449,581575539504.6483,1.3120745926551172,0.5779573433467999,0.44688243584215176,0.34059224859909787,0.19684779116484744,0.27304092796731944,0.4742046170788686,0.6303080877357765,LSPDD/lampdump/LED_MR16_domestic-use_softwhite-color_Philips-brand_10W_120V_49.5Lm_3000K
463912704882.6,306445480420.01746,267444931117.65002,704806402915.065,1.5138506994678345,0.8727325028618048,0.6582129545984067,0.43479383721907916,0.37945871378509505,0.3252021372314986,0.5343032174367217,0.9244121273771309,LSPDD/lampdump/INC_A21_domestic-use_softwhite-color_Sylvania-brand_300W_120V_19.7Lum_2800K
187055341486.362,186339076345.445,125102921041.25551,509152785053.01904,1.003843880494444,0.6713724436914845,0.3673854822710703,0.3659787038698829,0.24570801675616544,0.4142160958178307,0.598497960117241,0.6292608156203958,LSPDD/lampdump/LED_PAR20_domestic-use_coolwhite-color_Ledtech-brand_8W_120V_E26_3816K
196865620486.8238,143049336746.8479,77774084387.465,419549347498.166,1.3762078522266321,0.5436871372923633,0.4692311444667051,0.3409595023800465,0.1853752957816362,0.24703201979578573,0.43965965959588765,0.6608178087780825,LSPDD/lampdump/LED_Encaster_Calculite_domestic-use_softwhite-color_Philips_brand_22W_1500lm_7inch_3000K
417050323116.4075,266342235241.285,234373775591.9,602038640797.4099,1.565843745129618,0.8799722484103052,0.6927301585891855,0.4424005656655367,0.3893002204666932,0.2822950851547259,0.49617307127186505,0.9514596889316586,LSPDD/lampdump/INC_A19_domestic-use_softwhite-color_Globe-brand_100W_120V_11Lum_2610K
274130560721.34,177539443766.5175,153812372396.30624,409662694902.61523,1.544054407886113,0.8663560566213401,0.6691616398864586,0.4333795729404213,0.3754610178329038,0.29873374532965474,0.5125346500466984,0.931653142666501,LSPDD/lampdump/Halo_PAR30Accubeam_domestic-use_softwhite-color_Standard-brand_75W_130V_5000H
61973979372.2481,43052762499.1404,25141618326.309464,131210053537.16794,1.4394890310113198,0.583972243983448,0.47232645442593846,0.32812091252553927,0.19161350558543583,0.24963911606151004,0.45644085157399067,0.6367081075644645,LSPDD/lampdump/LED_CandleLight-B11_dim_domestic-use_softwhite-color_Philips-brand_3.5W_120V_51.4Lum_2700K_bernard
395571039013.61,262024816942.6275,227899135620.7125,605028548201.2424,1.5096701283078218,0.8697616442591118,0.6538055769263248,0.4330784352600065,0.3766750119449066,0.32754018484038383,0.5370314018161706,0.9199713261206717,LSPDD/lampdump/INC_A21_domestic-use_softwhite-color_Sylvania-brand_150W_120V_17.6Lum_2813K
114972866589.60965,82146675100.55214,47389026584.3882,247547524470.13684,1.3996046273190779,0.5768830756251714,0.464447652367776,0.33184203831722014,0.1914340556861639,0.2635174648518215,0.45946098610800873,0.6527733203239189,LSPDD/lampdump/LED_A19_nondim_domestic-use_softwhite-color_Sylvania-brand_10W_120V_80Lum_2700K_bernard
31628151640.682026,19501973697.06348,10916273985.831612,62674906501.13298,1.6217923443022821,0.5597522668936497,0.5046381942366405,0.3111607944195488,0.1741729600447713,0.24363341800385166,0.414012288439517,0.5802502744149042,LSPDD/lampdump/LED_CandleLight_dim_domestic-use_softwhite-color_Philips-brand_4W_120V_80Lum_2700K_bernard
374766291162.2189,294894051562.6027,186260500994.83557,861501711673.8544,1.2708506298325932,0.6316183727947953,0.4350151440025196,0.3423023397012624,0.2162044468059626,0.31953944560442465,0.5233918159887775,0.6643366897754885,LSPDD/lampdump/LED_WALL_004_domestic-use_softwhite-color_DALS-brand_3.5W_70Lum_3000K_120V
169488564297.961,116973244351.23575,65459073643.57728,355704897597.28235,1.4489515550157557,0.5596072333175885,0.47648645110827376,0.3288491250510391,0.18402634904872167,0.24063033270762405,0.44241496043791395,0.65462104827654,LSPDD/lampdump/LED_A19Omni_dim_domestic-use_softwhite-color_Standard-brand_8.5W_54.1Lum_120V_2700K_50000H
1895282010931.25,1944993107669.3276,1476176086685.8125,5403016629937.263,0.9744415049379552,0.7589621170713065,0.3507821909023547,0.3599828097682372,0.2732133154109787,0.49557752603938743,0.6802717370248713,0.6834536089362222,LSPDD/lampdump/LED_Cylinder-1012_domestic-use_coolwhite-color_DALS-brand_15W_70Lum_4000K_120V
3464528718.03207,2075881674.2044578,782782920.2029767,6635653060.012192,1.6689432548508745,0.37708455637432386,0.5221081763466556,0.31283758439906195,0.11796622173033539,0.08653367687062104,0.2397900857275658,0.4438039583275899,LSPDD/lampdump/LED_Bridgelux-2760-filtered_streetlight-use_softwhite-color_LedTech-brand_2260K_56W
148606018389.0876,147531277308.24603,131061268013.11316,433434336566.3801,1.0072848354630322,0.8883625926946929,0.3428570508887883,0.34037745711835576,0.3023786003004892,0.6117786558583203,0.7108132314703254,0.7299713717617536,LSPDD/lampdump/CFL_PAR38_domestic-use_coolwhite-color_Elume-brand_23W_55.7Lum_120V_4100K_8000H
1854258410.141188,1359090277.742253,688868060.5451667,3901246240.9585004,1.3643379255287718,0.506859677996908,0.4752989930944768,0.34837336425304366,0.17657641122799728,0.21304494540110422,0.4139752177383241,0.5288224089075434,LSPDD/lampdump/CFL_Twister_domestic-use_white-color_GE-brand_13W_120V
8584124754.5853,9733124092.1245,7553573112.9223,25838637955.23345,0.8819495850804054,0.7760687155971051,0.3322204819564276,0.3766887445455738,0.29233635015936943,0.5939084846618863,0.5818704046239881,0.6169099875643111,LSPDD/lampdump/MH_Venture_outdoor-use_coolwhite-color_400W_4700K
109678656716.1025,68721876293.11575,60841363820.31625,155233629254.34015,1.595978786264449,0.8853274546930708,0.7065392804570793,0.44269966902931485,0.3919341711751882,0.26764537328582133,0.479338297357919,0.9737435234822739,LSPDD/lampdump/INC_A19_domestic-use_softwhite-color_GE-brand_25W_120V_2512K_8.4Lum
100817803357.06654,64943941227.321754,56816645669.37659,147772553274.83655,1.5523819689996385,0.8748567548511202,0.6822498571135829,0.43948581646643803,0.384487135196923,0.2868286254789085,0.5066242771984412,0.9398763161988227,LSPDD/lampdump/Halo_Fan_domestic-use_softwhite-color_Enersaver_Globe-brand_29W_120V_11.9Lum_2660K
6410468407.864044,4453086729.055281,2524116232.751709,13420894549.441988,1.4395561546190727,0.5668239552314308,0.4776483701774244,0.33180252721979925,0.1880736208345111,0.25310600686351287,0.4256845125067825,0.5624972812081428,LSPDD/lampdump/CFL_R30_domestic-use_softwhite-color_EnerSaver_Globe-brand_15W_120V_41.3Lum_2700K
193277338937.05048,214399752049.26947,166614964690.19037,582478094023.3153,0.9014811681901338,0.7771229355335352,0.33181906911217507,0.3680820862607196,0.2860450313922383,0.5264151187253695,0.7219793751641407,0.6761792872160229,LSPDD/lampdump/LED_WALL-pack-1190_domestic-use_coolwhite-color_DALS-brand_20W_70Lum_4000K_120V
6971792134.735764,5066224082.5098,2494695424.3450375,14727652350.501787,1.376131813593596,0.4924171105967285,0.4733810908089657,0.34399400270588193,0.16938853287503358,0.20944364194935114,0.4089543049024513,0.5292340985018691,LSPDD/lampdump/CFL_Twister_dim_domestic-use_softwhite-color_Sylvania-brand_23W_120V_2700K
