Lambda,Intensity
531,1.45E-05
531.5,1.42E-05
532,1.51E-05
532.5,1.74E-05
533,1.85E-05
533.5,1.92E-05
534,2.03E-05
534.5,2.13E-05
535,2.22E-05
535.5,2.33E-05
536,2.37E-05
536.5,2.37E-05
537,2.33E-05
537.5,2.30E-05
538,2.38E-05
538.5,2.53E-05
539,2.58E-05
539.5,2.73E-05
540,2.84E-05
540.5,3.17E-05
541,3.35E-05
541.5,3.53E-05
542,3.49E-05
542.5,3.53E-05
543,3.50E-05
543.5,3.40E-05
544,3.61E-05
544.5,3.78E-05
545,4.09E-05
545.5,4.39E-05
546,4.80E-05
546.5,5.19E-05
547,5.55E-05
547.5,5.64E-05
548,5.57E-05
548.5,5.50E-05
549,5.80E-05
549.5,6.30E-05
550,6.90E-05
550.5,7.43E-05
551,7.72E-05
551.5,7.90E-05
552,7.93E-05
552.5,7.97E-05
553,8.21E-05
553.5,8.40E-05
554,8.48E-05
554.5,8.72E-05
555,9.26E-05
555.5,9.98E-05
556,1.04E-04
556.5,1.06E-04
557,1.05E-04
557.5,1.08E-04
558,1.09E-04
558.5,1.11E-04
559,1.16E-04
559.5,1.21E-04
560,1.25E-04
560.5,1.27E-04
561,1.27E-04
561.5,1.32E-04
562,1.37E-04
562.5,1.42E-04
563,1.40E-04
563.5,1.42E-04
564,1.45E-04
564.5,1.53E-04
565,1.56E-04
565.5,1.56E-04
566,1.60E-04
566.5,1.64E-04
567,1.72E-04
567.5,1.75E-04
568,1.77E-04
568.5,1.81E-04
569,1.89E-04
569.5,1.95E-04
570,1.99E-04
570.5,1.97E-04
571,1.97E-04
571.5,1.97E-04
572,1.99E-04
572.5,2.01E-04
573,2.05E-04
573.5,2.13E-04
574,2.18E-04
574.5,2.25E-04
575,2.26E-04
575.5,2.27E-04
576,2.29E-04
576.5,2.32E-04
577,2.34E-04
577.5,2.35E-04
578,2.37E-04
578.5,2.42E-04
579,2.42E-04
579.5,2.42E-04
580,2.42E-04
580.5,2.44E-04
581,2.46E-04
581.5,2.44E-04
582,2.46E-04
582.5,2.48E-04
583,2.53E-04
583.5,2.59E-04
584,2.63E-04
584.5,2.63E-04
585,2.58E-04
585.5,2.58E-04
586,2.62E-04
586.5,2.67E-04
587,2.67E-04
587.5,2.68E-04
588,2.69E-04
588.5,2.70E-04
589,2.67E-04
589.5,2.66E-04
590,2.66E-04
590.5,2.67E-04
591,2.65E-04
591.5,2.66E-04
592,2.70E-04
592.5,2.70E-04
593,2.72E-04
593.5,2.74E-04
594,2.79E-04
594.5,2.77E-04
595,2.69E-04
595.5,2.62E-04
596,2.64E-04
596.5,2.70E-04
597,2.72E-04
597.5,2.72E-04
598,2.70E-04
598.5,2.68E-04
599,2.62E-04
599.5,2.59E-04
600,2.58E-04
600.5,2.61E-04
601,2.61E-04
601.5,2.59E-04
602,2.59E-04
602.5,2.57E-04
603,2.59E-04
603.5,2.59E-04
604,2.61E-04
604.5,2.60E-04
